,MYO9B (4650)
ACH-000004,-0.415612486578
ACH-000007,-0.46336848444300005
ACH-000009,-0.20666492923000002
ACH-000011,0.37290741306599995
ACH-000012,-0.415217922721
ACH-000013,-0.27656658026700004
ACH-000014,0.088774896689
ACH-000015,-0.211044237321
ACH-000017,-0.5781563371230001
ACH-000018,0.161440964557
ACH-000019,-0.416055700757
ACH-000021,-0.223971766509
ACH-000022,-0.675996240515
ACH-000025,0.0588446161661
ACH-000028,-0.380308163671
ACH-000030,-0.205853406573
ACH-000035,-0.423647827469
ACH-000036,0.09200026515589999
ACH-000037,0.057039450457699994
ACH-000039,-0.130701336535
ACH-000040,0.0556555884535
ACH-000041,-0.199249936756
ACH-000042,-0.21890698012899998
ACH-000045,-0.186836488404
ACH-000047,-0.061523290755500004
ACH-000052,-0.30603926443
ACH-000053,0.0125613990183
ACH-000054,-0.12644425949000002
ACH-000055,-0.322669238161
ACH-000060,-0.09686663066089998
ACH-000067,-0.043176790347999996
ACH-000070,-0.236364975096
ACH-000075,-0.195261950846
ACH-000078,-0.114317396065
ACH-000082,-0.153922378338
ACH-000085,0.124085599569
ACH-000086,-0.21223577066500002
ACH-000087,-0.307821494208
ACH-000092,-0.0581336205203
ACH-000095,-0.0480283705327
ACH-000097,-0.29019787938999997
ACH-000098,0.147639014627
ACH-000099,-0.0258683035231
ACH-000108,-0.058668623202300006
ACH-000113,-0.0123107801604
ACH-000115,-0.44315399603600003
ACH-000116,-0.037950723458
ACH-000118,0.0764801563611
ACH-000120,0.0111981507042
ACH-000123,-0.188439640537
ACH-000127,-0.199163198151
ACH-000128,0.00239365606219
ACH-000132,-0.0998898097005
ACH-000133,-0.09306003964330001
ACH-000137,-0.266680142358
ACH-000138,-0.311426872932
ACH-000142,-0.22795484820599998
ACH-000143,-0.22894692735599997
ACH-000146,0.0354299560745
ACH-000148,-0.125445232772
ACH-000150,-0.00231273551979
ACH-000152,-0.22557499131900002
ACH-000153,-0.260004577283
ACH-000159,-0.268810506126
ACH-000160,-0.132813897567
ACH-000163,-0.70777932625
ACH-000167,-0.47215800456699997
ACH-000168,-0.10206884108400001
ACH-000169,-0.26009037262699997
ACH-000178,-0.057981069948300004
ACH-000182,-0.245468666297
ACH-000183,-0.0752018696374
ACH-000188,-0.38551591634000004
ACH-000189,0.12866547205999998
ACH-000190,-0.056726619169699996
ACH-000198,-0.12377455382099999
ACH-000204,0.140774997569
ACH-000206,0.21817710669100002
ACH-000207,-0.077392307954
ACH-000211,-0.308087098843
ACH-000215,0.00837174873885
ACH-000221,-0.17567645697099998
ACH-000222,-0.253482368307
ACH-000223,-0.246372451835
ACH-000226,-0.15157393342199998
ACH-000227,-0.0598959558837
ACH-000228,-0.19012127734700002
ACH-000231,-0.108533143016
ACH-000232,-0.0679002235488
ACH-000233,-0.272179919147
ACH-000234,-0.134825925973
ACH-000235,-0.0698221996767
ACH-000237,-0.216550675409
ACH-000238,0.0676594952633
ACH-000243,-0.62851802181
ACH-000244,1.65372071284e-05
ACH-000246,-0.115171494759
ACH-000248,-0.353539858419
ACH-000250,-0.126685169822
ACH-000251,0.0657183336926
ACH-000253,-0.445817263289
ACH-000255,-0.245891216387
ACH-000256,-0.22233783947799998
ACH-000257,-0.513900177924
ACH-000258,-0.0670202898912
ACH-000259,-0.0235252831297
ACH-000260,-0.021080698206099997
ACH-000261,-0.316075192708
ACH-000262,-0.14084522659
ACH-000263,-0.616042908349
ACH-000264,-0.161298222921
ACH-000265,-0.0586393866472
ACH-000266,-0.275839604771
ACH-000272,0.057999533858
ACH-000273,-0.37286867399400003
ACH-000274,0.343418340863
ACH-000277,-0.251952421752
ACH-000278,-0.300721978497
ACH-000279,-0.0155840496526
ACH-000280,-0.09563885078989999
ACH-000281,0.0156001986094
ACH-000288,-0.198735846681
ACH-000291,-0.186130377902
ACH-000293,0.012147460297299998
ACH-000294,-0.192765710786
ACH-000295,-0.0434218308881
ACH-000296,0.054616470662199997
ACH-000302,-0.0986974309065
ACH-000304,-0.0029631124018700003
ACH-000307,-0.042914026789600004
ACH-000308,-0.067494558329
ACH-000310,0.0248714456995
ACH-000311,-0.022541903143700002
ACH-000312,-0.19838544309099998
ACH-000315,-0.258389785305
ACH-000316,0.050138824484699994
ACH-000317,-0.254734664748
ACH-000318,-0.000753714044584
ACH-000319,-0.0947346125131
ACH-000320,-0.198702871154
ACH-000322,-0.129397476259
ACH-000323,-0.45733729389600003
ACH-000324,0.0318474877452
ACH-000329,-0.365262479565
ACH-000330,-0.354393294885
ACH-000331,0.0475811453694
ACH-000332,-0.12271066281500001
ACH-000334,-0.47517084906999996
ACH-000335,0.054345669290199995
ACH-000336,0.149018432365
ACH-000337,-0.167967579106
ACH-000339,-0.37802409735299997
ACH-000341,-0.460018722996
ACH-000348,-0.528620353948
ACH-000350,-0.17640067285500002
ACH-000352,0.022474128868299997
ACH-000356,-0.218650077528
ACH-000361,-0.40181607728600005
ACH-000362,-0.11306487005999999
ACH-000363,-0.190473042074
ACH-000364,0.0465121427923
ACH-000365,0.11939322317500001
ACH-000366,-0.0510153041802
ACH-000368,-0.17684386015200002
ACH-000374,-0.16972972042599999
ACH-000375,-0.177277252663
ACH-000376,0.0029102233776299997
ACH-000381,-0.279303250243
ACH-000383,-0.132247612792
ACH-000387,-0.308619783463
ACH-000389,-0.010400286490200002
ACH-000390,-0.18581247997000003
ACH-000393,-0.23664187018000002
ACH-000395,-0.948008259909
ACH-000397,-0.131732007733
ACH-000401,0.11702837067600001
ACH-000402,-0.42410729916699996
ACH-000403,-0.34983400108999996
ACH-000404,-0.143651240426
ACH-000406,-0.17208373405299998
ACH-000407,-0.127753834417
ACH-000408,-0.07551269975569999
ACH-000410,-0.38816166350299997
ACH-000411,-0.0245119889884
ACH-000414,0.0328499484237
ACH-000415,-0.135607123548
ACH-000416,-0.368077114577
ACH-000420,-0.017620538357099997
ACH-000421,-0.117695309254
ACH-000424,-0.168252241428
ACH-000425,-0.0672629601702
ACH-000426,0.20278298342700002
ACH-000427,0.18244571938999998
ACH-000433,-0.115923445987
ACH-000436,-0.16328991005899998
ACH-000444,-0.0991856078476
ACH-000445,-0.0830767755178
ACH-000448,-0.0026377582972
ACH-000450,0.142168242625
ACH-000452,-0.26270336598
ACH-000454,-0.495028568384
ACH-000458,-0.038027579445300004
ACH-000459,-0.19025649751899998
ACH-000460,-0.267065713173
ACH-000461,-0.061507395848599995
ACH-000463,0.026179444358299997
ACH-000464,0.09868073828780001
ACH-000466,-0.0547340633301
ACH-000467,0.074055855209
ACH-000468,-0.0408690880861
ACH-000469,-0.397876608933
ACH-000470,-0.13428068787
ACH-000471,-0.252008812265
ACH-000472,-0.333304839214
ACH-000473,0.0485097439413
ACH-000475,-0.137640724015
ACH-000476,-0.30199203645100003
ACH-000477,-0.09957895863289999
ACH-000480,-0.18459636437899998
ACH-000481,-0.242164514634
ACH-000483,-0.12662953536
ACH-000484,-0.130422649502
ACH-000485,-0.275099242031
ACH-000486,-0.04345900983519999
ACH-000487,-0.6998207783920001
ACH-000488,-0.321576940391
ACH-000490,-0.20463860689
ACH-000491,0.0602160586032
ACH-000495,-0.37921277804700004
ACH-000496,-0.07467550387539999
