,MYPN (84665)
ACH-000004,0.14013386507300002
ACH-000007,0.113710963052
ACH-000009,0.17748190221700003
ACH-000011,0.220425102436
ACH-000012,0.206921127273
ACH-000013,0.183451749593
ACH-000014,0.31871818849800004
ACH-000015,0.142777780769
ACH-000017,0.14178499487500001
ACH-000018,0.39892846266800003
ACH-000019,0.41050908692500004
ACH-000021,0.025273845356400003
ACH-000022,0.28567472857500004
ACH-000025,-0.08291607167619999
ACH-000028,0.280371080925
ACH-000030,-0.0904444245401
ACH-000035,0.111826299538
ACH-000036,0.15562376377999998
ACH-000037,-0.000525675670428
ACH-000039,-0.0427639604757
ACH-000040,0.24932093401099997
ACH-000041,0.108885667604
ACH-000042,0.10685974353700001
ACH-000045,0.183206745726
ACH-000047,0.23940514607500002
ACH-000052,0.20432295061500003
ACH-000053,0.0123864433888
ACH-000054,0.157656508369
ACH-000055,0.214724222419
ACH-000060,0.24301699946999997
ACH-000067,-0.041104567210400005
ACH-000070,-0.00022380928867200004
ACH-000075,-0.0744315084661
ACH-000078,0.137864622174
ACH-000082,0.10154654743
ACH-000085,-0.0188420478243
ACH-000086,0.141010023294
ACH-000087,0.0988281451143
ACH-000092,0.16420947141
ACH-000095,0.23938647483000003
ACH-000097,0.22679697549400002
ACH-000098,0.17734829780499997
ACH-000099,0.06937862345410001
ACH-000108,0.17262371750799999
ACH-000113,-0.0713388636004
ACH-000115,0.278482195856
ACH-000116,0.059987335114099996
ACH-000118,0.161965778294
ACH-000120,-0.09952472362119999
ACH-000123,0.152095712913
ACH-000127,0.0324466374986
ACH-000128,0.0779316665404
ACH-000132,0.390282680678
ACH-000133,0.16397015302100001
ACH-000137,0.059220800685800004
ACH-000138,0.09105861579510001
ACH-000142,0.168647801686
ACH-000143,0.0343883444704
ACH-000146,0.155818429202
ACH-000148,-0.00987496708526
ACH-000150,0.051626991291800005
ACH-000152,0.105617278999
ACH-000153,0.102680506785
ACH-000159,0.189287992815
ACH-000160,0.18932258983
ACH-000163,0.278765344781
ACH-000167,0.027030205893000002
ACH-000168,0.162123216853
ACH-000169,0.223607268442
ACH-000178,0.162615652429
ACH-000182,0.0820664537544
ACH-000183,0.32516225478
ACH-000188,0.18829565698800002
ACH-000189,-0.08579765226239999
ACH-000190,0.274107080316
ACH-000198,0.166730824476
ACH-000204,0.15185623511
ACH-000206,0.284217759819
ACH-000207,-0.401365189624
ACH-000211,0.16974616476100002
ACH-000215,0.304025319261
ACH-000221,0.0416570629519
ACH-000222,0.18887882605999998
ACH-000223,-0.041541744362800004
ACH-000226,0.125282470018
ACH-000227,-0.0739627436568
ACH-000228,0.24301689264899998
ACH-000231,0.109366300294
ACH-000232,0.155026318257
ACH-000233,0.10581662801200001
ACH-000234,0.123761943986
ACH-000235,0.133717530227
ACH-000237,0.10243347819399999
ACH-000238,0.12727397580299998
ACH-000243,0.118631199734
ACH-000244,0.49570511401100004
ACH-000246,0.20641913578899998
ACH-000248,0.09195932737680002
ACH-000250,0.0481233551678
ACH-000251,0.0561016387082
ACH-000253,-0.0047408851252
ACH-000255,-0.06223098189949999
ACH-000256,0.200622370628
ACH-000257,0.0466685830784
ACH-000258,0.09403486543739999
ACH-000259,0.162979061113
ACH-000260,0.0190978214849
