,LY6G6D (58530)
ACH-000004,-0.067947706562
ACH-000007,0.618367808482
ACH-000009,0.226294220088
ACH-000011,0.0810545514867
ACH-000012,0.187158278924
ACH-000013,0.136553378456
ACH-000014,0.304854808923
ACH-000015,0.1238393534
ACH-000017,0.06263838116119999
ACH-000018,0.05280014016580001
ACH-000019,0.329800468325
ACH-000021,0.24383740169399998
ACH-000022,0.140473018857
ACH-000025,0.16994580226199998
ACH-000028,0.153314780989
ACH-000030,0.16144990463199999
ACH-000035,0.310039400502
ACH-000036,0.107606968039
ACH-000037,0.314883394592
ACH-000039,0.120409228406
ACH-000040,0.325286710839
ACH-000041,0.0598064840102
ACH-000042,0.28827423721400003
ACH-000045,0.016242840699
ACH-000047,0.201471332567
ACH-000052,0.243172436814
ACH-000053,0.0170299547189
ACH-000054,0.166854772254
ACH-000055,0.29585525491500003
ACH-000060,-0.019060239042900003
ACH-000067,-0.013975866972299997
ACH-000070,0.22526784765299998
ACH-000075,0.270346604104
ACH-000078,0.22148803874200002
ACH-000082,0.19858125659
ACH-000085,0.0795980760252
ACH-000086,0.155642270082
ACH-000087,0.272637992152
ACH-000092,0.152457696802
ACH-000095,0.211038109419
ACH-000097,0.13006319327
ACH-000098,0.19507885783300002
ACH-000099,0.24074788685899998
ACH-000108,0.198143021298
ACH-000113,0.17308753512800001
ACH-000115,0.125699769721
ACH-000116,0.245956449458
ACH-000118,0.20254364894299998
ACH-000120,0.128695345443
ACH-000123,0.114469221725
ACH-000127,0.0726269994788
ACH-000128,0.405276432988
ACH-000132,0.23737684667199999
ACH-000133,0.18618171332199998
ACH-000137,0.156147456141
ACH-000138,0.147968619652
ACH-000142,0.319703247592
ACH-000143,0.248272106957
ACH-000146,0.163232330339
ACH-000148,0.20752415999499998
ACH-000150,0.22524612711300002
ACH-000152,-0.0021827622396
ACH-000153,0.0404647166501
ACH-000159,0.133153453433
ACH-000160,0.149003761359
ACH-000163,0.23161694563299998
ACH-000167,0.20306745013
ACH-000168,-0.23332463491900002
ACH-000169,0.218384267185
ACH-000178,0.234011258442
ACH-000182,0.17895176538600002
