,HYOU1 (10525)
ACH-000233,-1.55478212917
ACH-000234,-1.5779570505200002
ACH-000235,-1.1754529330799999
ACH-000237,-1.6082612034200001
ACH-000238,-1.144864678
ACH-000243,-1.3561176573700002
ACH-000244,-1.84480847178
ACH-000246,-1.11691151361
ACH-000248,-1.2837803803499999
ACH-000250,-1.21811826543
ACH-000251,-1.39601102812
ACH-000253,-1.2522774621700001
ACH-000255,-1.27534064475
ACH-000256,-1.3757341704
ACH-000257,-1.56007631711
ACH-000258,-0.892023498136
ACH-000259,-1.74073493992
ACH-000260,-1.5770977858700002
ACH-000261,-1.22749933265
ACH-000262,-1.61160022963
ACH-000263,-1.05543030041
ACH-000264,-1.29856986381
ACH-000265,-1.37886132491
ACH-000266,-1.1469600632299999
ACH-000272,-1.5754826035
ACH-000273,-1.3725718599799999
ACH-000274,-1.7949608425099999
ACH-000277,-1.3395095600799998
ACH-000278,-1.59418344942
ACH-000279,-1.20802478677
ACH-000280,-1.3683700086200001
ACH-000281,-1.39427361266
ACH-000288,-1.4920284886500002
ACH-000291,-1.3804495491100002
ACH-000293,-1.26946839081
ACH-000294,-1.0514084510700001
ACH-000295,-1.6352683871899998
ACH-000296,-1.4050479724899998
ACH-000302,-1.23143585411
ACH-000304,-1.1250380388099999
ACH-000307,-1.41016035336
ACH-000308,-1.21665096508
ACH-000310,-1.01903729322
ACH-000311,-1.4501540182100001
ACH-000312,-1.4076005354499999
ACH-000315,-1.56548222956
ACH-000316,-1.57774629407
ACH-000317,-1.74610754487
ACH-000318,-1.53625492887
ACH-000319,-1.41209218939
ACH-000320,-1.52514741764
ACH-000322,-1.3911145054799998
ACH-000323,-1.44165283406
ACH-000324,-1.2906750992899998
ACH-000329,-1.42206615551
ACH-000330,-1.55508152998
ACH-000331,-1.2360456768299999
ACH-000332,-1.22647232037
ACH-000334,-1.24483438765
ACH-000335,-1.35002806649
ACH-000336,-1.1490580863
ACH-000337,-0.8844848240369999
ACH-000339,-1.0634416899799999
ACH-000341,-1.37599333662
ACH-000348,-1.29096107957
ACH-000350,-1.38017919277
ACH-000352,-1.2242022484200001
ACH-000356,-1.50663920884
ACH-000361,-1.4803248132
ACH-000362,-1.31849531683
ACH-000363,-1.04899462825
ACH-000364,-1.70685508629
ACH-000365,-1.4029620224200001
ACH-000366,-1.8047199341099998
ACH-000368,-1.27694985908
ACH-000374,-1.7975514773400003
ACH-000375,-1.00780717328
ACH-000376,-1.13178099122
ACH-000381,-1.35851784553
ACH-000383,-1.4029139304299998
ACH-000387,-1.07380976242
ACH-000389,-1.26937012265
ACH-000390,-1.2711223413400001
ACH-000393,-0.9790902798059999
ACH-000395,-1.41379060873
ACH-000397,-1.34027238315
ACH-000401,-1.2179025778700001
ACH-000402,-1.39135905666
ACH-000403,-1.15182663842
ACH-000404,-1.3652691182700003
ACH-000406,-1.46787040372
ACH-000407,-1.43191269354
ACH-000408,-1.5833375383300001
ACH-000410,-1.5096480745200003
ACH-000411,-1.61067695914
ACH-000414,-1.4642377801700002
ACH-000415,-1.5612722789500002
ACH-000416,-1.1577071863500001
ACH-000420,-1.68604868456
ACH-000421,-1.14022820197
ACH-000424,-1.4240352146200002
ACH-000425,-1.356922335
ACH-000426,-1.21382879371
ACH-000427,-1.4698214785600001
ACH-000433,-1.1383612534799998
ACH-000436,-1.27821628645
ACH-000444,-1.6601676484099999
ACH-000445,-1.28901822689
ACH-000448,-1.42605305012
ACH-000450,-1.61562025976
ACH-000452,-1.55469687655
ACH-000454,-1.22918974559
ACH-000458,-1.4530873035
ACH-000459,-0.875436887206
ACH-000460,-1.26116749633
ACH-000461,-1.4872602644100001
ACH-000463,-1.52351826681
ACH-000464,-1.4964888573100001
ACH-000466,-1.5356132686000001
ACH-000467,-1.30968737824
ACH-000468,-1.6701729413600002
ACH-000469,-1.36420406523
ACH-000470,-1.2230062447799999
ACH-000471,-1.34409815745
ACH-000472,-1.18438806195
ACH-000473,-1.50721829999
ACH-000475,-1.46650585775
ACH-000476,-1.2099797755600001
ACH-000477,-2.39015482658
ACH-000480,-1.3530322649200002
ACH-000481,-0.95880982407
ACH-000483,-1.5518270903799998
ACH-000484,-1.2069258006799999
ACH-000485,-1.15026622719
ACH-000486,-1.58829825595
ACH-000487,-1.27558656679
ACH-000488,-1.5187521324899997
ACH-000490,-1.22500566034
ACH-000491,-1.69774995556
ACH-000495,-1.56454630155
ACH-000496,-1.3526735756000001
ACH-000499,-1.6607445880399998
ACH-000500,-1.0656327686799998
ACH-000502,-1.4408024141999998
ACH-000503,-1.19956716528
ACH-000505,-1.2297922060600002
ACH-000507,-1.1871042614
ACH-000510,-1.1717264824200002
ACH-000511,-1.41217479467
ACH-000512,-1.51578462388
ACH-000516,-1.4624959359999998
ACH-000517,-1.27226797326
ACH-000518,-1.31153648246
ACH-000520,-1.33581463384
ACH-000521,-1.6024990791999998
ACH-000522,-1.22778414325
ACH-000524,-1.0801147189
ACH-000527,-1.5694362401700002
ACH-000528,-1.3192718327700002
ACH-000537,-1.6649316618799999
ACH-000541,-1.22767897597
ACH-000542,-1.22064907212
ACH-000544,-1.36353811
ACH-000545,-1.25600742642
ACH-000547,-0.88090674619
ACH-000548,-1.31199328782
ACH-000549,-1.0853398999200001
ACH-000550,-1.53933346037
ACH-000552,-1.30178587821
ACH-000556,-1.12866076194
ACH-000557,-1.6107721030200002
ACH-000570,-1.6264923839399998
ACH-000571,-1.18410666038
ACH-000573,-1.4805471857499999
ACH-000576,-1.33238307735
ACH-000580,-1.8268966326499998
ACH-000584,-1.3880408004499998
ACH-000585,-1.43704266
ACH-000588,-1.64067763588
ACH-000589,-1.1592100567899999
ACH-000591,-1.5640668489700003
ACH-000593,-1.54746739732
ACH-000600,-1.5502257029299997
ACH-000601,-1.3464320783500001
ACH-000604,-0.688082464461
ACH-000605,-1.1750563811599999
ACH-000606,-1.60605665296
ACH-000608,-0.8152093967120001
ACH-000614,-1.67086439586
ACH-000616,-1.11409453783
ACH-000618,-1.65988001101
ACH-000619,-1.40288747876
ACH-000620,-1.14887012413
ACH-000621,-1.3916093393900002
ACH-000622,-1.3708182936500002
ACH-000623,-1.69881914084
ACH-000624,-1.17216581408
ACH-000627,-1.1496517789
ACH-000630,-1.4114208939200001
ACH-000632,-1.3744975268700002
ACH-000633,-1.5172603426
ACH-000637,-1.3537991358700001
ACH-000638,-1.46055291547
ACH-000646,-1.8712465526800002
ACH-000647,-1.27879107253
ACH-000648,-1.4470586773299998
ACH-000649,-1.40709796574
ACH-000651,-1.4968707597100002
ACH-000652,-1.29481186579
ACH-000653,-1.1728829788700001
ACH-000657,-1.4609421165399998
ACH-000658,-1.6252269011200002
ACH-000661,-1.5762624589200003
ACH-000662,-1.18644689688
ACH-000663,-1.74115957655
ACH-000665,-1.7749031044099999
ACH-000671,-1.6605800720100001
ACH-000673,-1.5187184835799998
ACH-000676,-1.38015298164
ACH-000677,-0.884335825378
ACH-000681,-1.78304435097
ACH-000682,-1.4564872740900001
ACH-000683,-1.74108892803
ACH-000684,-1.52460407518
ACH-000688,-1.61213169555
ACH-000693,-1.21566628719
ACH-000694,-1.33944246898
ACH-000695,-1.17894251463
ACH-000696,-1.41580593468
ACH-000697,-1.3213914621
ACH-000699,-1.51705820834
ACH-000701,-0.954021575974
ACH-000706,-1.46481568785
ACH-000711,-1.20654436546
ACH-000713,-1.541675634
ACH-000714,-1.5002129481200002
ACH-000718,-1.70032618567
ACH-000720,-1.58507368994
ACH-000721,-1.07773549219
ACH-000724,-1.26181132502
ACH-000725,-0.965930870409
ACH-000732,-1.38742997831
ACH-000734,-1.49074851223
ACH-000735,-1.2099483059
ACH-000736,-1.0154400763200002
ACH-000738,-1.53148452954
ACH-000746,-1.4114445793900001
ACH-000747,-1.05018516166
ACH-000748,-1.43266349354
ACH-000753,-1.21769606525
ACH-000756,-1.08020507541
ACH-000757,-1.89889441523
ACH-000758,-0.8626545743790001
ACH-000760,-1.06389074381
ACH-000763,-1.02714127013
ACH-000764,-1.43213725714
ACH-000765,-1.8296925545400002
ACH-000766,-1.3892679202200002
ACH-000767,-1.01763058345
ACH-000768,-1.3346663893100001
ACH-000769,-1.28735253327
ACH-000770,-1.40741381509
ACH-000771,-1.3539536705000002
ACH-000773,-1.17952082735
ACH-000776,-1.66088254512
ACH-000777,-1.30034078671
ACH-000778,-1.71744051796
ACH-000781,-1.47272051401
ACH-000782,-1.2450947423999998
ACH-000783,-0.761980499604
ACH-000784,-1.4294108849899998
ACH-000785,-0.993069615512
ACH-000787,-1.43172472815
ACH-000788,-1.33284865066
ACH-000791,-1.0037689083399999
ACH-000792,-1.52031494153
ACH-000794,-1.44209415076
ACH-000796,-0.862308678713
ACH-000799,-0.9938189868359999
ACH-000800,-1.8491540054700002
ACH-000802,-1.40256644545
ACH-000804,-1.31919833552
ACH-000805,-1.34006709704
ACH-000809,-1.4000094396599998
ACH-000810,-1.72063704387
ACH-000811,-1.65670283692
ACH-000817,-1.3249003437
ACH-000819,-1.21503427776
ACH-000820,-1.08979109536
ACH-000821,-1.24813888153
ACH-000822,-1.50072366762
ACH-000823,-1.5115900936200002
ACH-000824,-1.59816405989
ACH-000827,-1.3867234884600002
ACH-000829,-1.3099182144700001
ACH-000831,-1.39484673498
ACH-000832,-1.4379170902399998
ACH-000833,-1.46469267592
ACH-000834,-1.02819536759
ACH-000835,-1.3103959780299999
ACH-000836,-1.4516417478799999
ACH-000837,-1.08553387289
ACH-000838,-1.50330943502
ACH-000839,-1.6036646676299997
ACH-000840,-0.999699079562
ACH-000841,-1.2577411656
ACH-000843,-1.22852531046
ACH-000846,-1.18735609544
ACH-000847,-1.5801395632100002
ACH-000848,-1.31989423591
ACH-000849,-1.3632314689700002
ACH-000851,-0.9882704420799999
ACH-000855,-1.1833740218000002
ACH-000856,-1.3463915791699999
ACH-000858,-1.54011169958
ACH-000859,-1.2405489199200002
ACH-000861,-1.5167002393900002
ACH-000862,-1.27520790581
ACH-000865,-1.3780416343700002
ACH-000866,-1.26436310608
ACH-000867,-1.0499689078899999
ACH-000869,-1.52748605572
ACH-000872,-1.55048304713
ACH-000873,-1.37455043345
ACH-000876,-0.9122707179690001
ACH-000878,-1.54556100778
ACH-000880,-1.29098134989
ACH-000881,-1.53011782213
ACH-000882,-1.38040893804
ACH-000884,-1.21464397216
ACH-000885,-1.3546579912799999
ACH-000887,-1.24556752817
ACH-000888,-1.4141742547299998
ACH-000889,-1.54724215817
ACH-000890,-1.23321454837
ACH-000896,-1.3197605935899999
ACH-000898,-1.15745461154
ACH-000900,-1.38376363569
ACH-000901,-1.70731391283
ACH-000905,-1.19062289006
ACH-000906,-1.29299231215
ACH-000907,-1.45524511822
ACH-000910,-0.9303888419040001
ACH-000911,-1.1792793121
ACH-000912,-1.27279326071
ACH-000913,-1.47346862851
ACH-000915,-1.3984562530200002
ACH-000916,-1.2311566641
ACH-000917,-1.62874697476
ACH-000921,-1.0958995428799998
ACH-000924,-1.23534805306
ACH-000926,-1.56766541943
ACH-000928,-1.1687361844600002
ACH-000929,-1.9681395663099999
ACH-000932,-1.1835503536299998
ACH-000935,-1.376968357
ACH-000936,-1.47328480157
ACH-000937,-1.53404954685
ACH-000938,-1.3902810808300001
ACH-000939,-1.42153129824
ACH-000941,-1.3475332004499998
ACH-000943,-1.39466363762
ACH-000946,-1.43431486426
ACH-000947,-1.53449093801
ACH-000948,-1.2863486584200001
ACH-000950,-1.36447266449
ACH-000953,-1.22733336031
ACH-000957,-1.4641139286000002
ACH-000958,-1.2132541566
ACH-000960,-1.3376993326
ACH-000963,-1.0628490768
ACH-000968,-1.767555284
ACH-000969,-1.35611924602
ACH-000973,-1.09517580175
ACH-000974,-1.4119811594100002
ACH-000975,-1.2041283224500001
ACH-000976,-0.892576172307
ACH-000978,-1.6816086985299998
ACH-000980,-1.24776070115
ACH-000984,-1.7459041175299999
ACH-000986,-1.21525919723
ACH-000988,-1.9109846847999998
ACH-000993,-1.2695746380700001
ACH-000994,-0.8635350849240001
ACH-000996,-1.39539858405
ACH-001001,-1.31461467227
ACH-001020,-1.34036040392
ACH-001028,-1.33784249259
ACH-001031,-1.3680416359799998
ACH-001038,-1.38574764023
ACH-001048,-1.44585130018
ACH-001050,-1.52170394323
ACH-001053,-1.5256549109600002
ACH-001054,-1.18878945574
ACH-001061,-1.28606362823
ACH-001067,-1.23488648481
ACH-001075,-1.17071214664
ACH-001096,-1.3359207486700002
ACH-001128,-1.3012790980700002
ACH-001134,-1.11223469586
ACH-001151,-1.19359211904
ACH-001163,-1.37663970408
ACH-001164,-1.5427276723199999
ACH-001173,-1.2836802600100001
ACH-001183,-1.3805404783500002
ACH-001184,-1.2364399237700001
ACH-001190,-1.3192388308299998
ACH-001192,-1.4761177704600001
ACH-001193,-1.91199137982
ACH-001196,-1.4475902159
ACH-001197,-1.11967589894
ACH-001205,-1.63788530262
ACH-001211,-1.0810286177
ACH-001212,-1.2573668412
ACH-001228,-1.7017459427700001
ACH-001232,-1.4144070282899999
ACH-001239,-1.46401105961
ACH-001274,-1.13567036338
ACH-001275,-1.5813903147400001
ACH-001277,-1.3392666718000001
ACH-001278,-1.48178770965
ACH-001280,-1.20688178999
ACH-001283,-1.52978589317
ACH-001289,-1.421676999
ACH-001295,-1.33544452943
ACH-001300,-1.45387267843
ACH-001301,-1.41880444285
ACH-001302,-1.47176919162
ACH-001303,-1.7358512436099998
ACH-001306,-1.48123643308
ACH-001318,-1.35246793122
ACH-001322,-1.08531607332
ACH-001328,-1.7151773491799998
ACH-001332,-1.03466186608
ACH-001333,-1.14475926691
ACH-001336,-1.51864267313
ACH-001340,-1.5832727496099999
ACH-001346,-1.4167125976700001
ACH-001353,-1.04464206986
ACH-001354,-1.37801071736
ACH-001367,-1.0423769474200002
ACH-001368,-1.4291266954100001
ACH-001374,-1.33747307645
ACH-001375,-1.1467162522799998
ACH-001377,-1.4027294221899997
ACH-001380,-1.23325573377
ACH-001391,-1.24523690676
ACH-001407,-1.2550379728399998
ACH-001408,-1.21254123247
ACH-001413,-1.3094971047600001
ACH-001430,-1.7998624295400003
ACH-001431,-1.67784353674
ACH-001450,-1.6705449293099999
ACH-001496,-1.3661746708700002
ACH-001500,-1.22713642417
ACH-001521,-2.24017668777
ACH-001523,-1.57727355091
ACH-001532,-1.3947140739100001
ACH-001536,-1.49698110141
ACH-001550,-1.43668107611
ACH-001552,-1.3897726118
ACH-001554,-1.69366526129
ACH-001645,-1.5973743525400002
ACH-001654,-1.4457053555000001
ACH-001715,-1.56363085526
ACH-001735,-1.48843374414
ACH-001736,-1.37183539266
ACH-001737,-0.84394805891
ACH-001740,-1.24176784514
ACH-001745,-1.1997903
ACH-001750,-1.2180128063299998
ACH-001765,-1.4409238443999999
ACH-001956,-1.2647795158
ACH-001957,-1.49651877643
