,ADRA1B (147)
ACH-000004,0.14813714227
ACH-000007,0.183968418697
ACH-000009,0.083933475561
ACH-000011,0.18451947277300002
ACH-000012,0.0163699303036
ACH-000013,0.07539008886189999
ACH-000014,0.154790510045
ACH-000015,-0.0214131001298
ACH-000017,0.180151702967
ACH-000018,0.10915308421900001
ACH-000019,0.08970088030510001
ACH-000021,0.0990350461063
ACH-000022,0.096139977148
ACH-000025,0.19641599239399998
ACH-000028,0.224653340619
ACH-000030,0.0851345100213
ACH-000035,-0.005792298055500001
ACH-000036,0.0339536979844
ACH-000037,-0.0830213414729
ACH-000039,-0.0384900063219
ACH-000040,-5.61553451953e-05
ACH-000041,-0.00530423862184
ACH-000042,0.0879916604899
ACH-000045,0.0521039677832
ACH-000047,0.0650097225691
ACH-000052,0.210080909818
ACH-000053,-0.113526804835
ACH-000054,-0.09580972560139998
ACH-000055,-0.0488777920403
ACH-000060,0.113820084452
ACH-000067,0.008947139390180001
ACH-000070,0.0637737631571
ACH-000075,-0.202972376263
ACH-000078,0.184852375543
ACH-000082,0.0668794951092
ACH-000085,0.0670804437104
ACH-000086,0.126548041926
ACH-000087,-0.09742590080800001
ACH-000092,0.109421710974
ACH-000095,0.10563965758400001
ACH-000097,0.12163529761900001
ACH-000098,0.0400402122353
ACH-000099,-0.04605739826119999
ACH-000108,0.116655498812
ACH-000113,-0.043677016364900005
ACH-000115,0.14355597417500002
ACH-000116,0.179378438869
ACH-000118,0.187507396598
ACH-000120,0.106255105603
ACH-000123,0.19460964916700002
ACH-000127,0.11041511978
ACH-000128,0.192410007313
ACH-000132,0.125848498408
ACH-000133,0.13065348277
ACH-000137,0.21103275660700002
ACH-000138,0.05117096705659999
ACH-000142,0.130268268941
ACH-000143,0.111221075631
ACH-000146,0.0087045931229
ACH-000148,0.03439359280030001
ACH-000150,-0.007144818623450001
ACH-000152,0.0286362294898
ACH-000153,-0.0812833626734
ACH-000159,0.110782616328
ACH-000160,0.128962618633
ACH-000163,0.097609559221
ACH-000167,0.0240242726141
ACH-000168,0.151779288441
ACH-000169,0.022783857429400003
ACH-000178,0.0360297922991
ACH-000182,0.2179121203
ACH-000183,0.04640597212500001
ACH-000188,0.14153223947000002
ACH-000189,0.0268834770901
ACH-000190,0.014932268448700001
ACH-000198,0.13972463871500002
ACH-000204,0.027216029768500002
ACH-000206,-0.0885405428964
ACH-000207,0.0889754332453
ACH-000211,-0.00465389540658
ACH-000215,0.09097811381780001
ACH-000221,0.160560200091
ACH-000222,0.103809371284
ACH-000223,-0.0022159832799000002
ACH-000226,-0.13386394794700002
ACH-000227,0.23113231267499998
ACH-000228,0.176673640362
ACH-000231,-0.027400685528899998
ACH-000232,-0.0298107814303
ACH-000233,0.0017341743373800002
ACH-000234,-0.164820029554
ACH-000235,0.146759889394
ACH-000237,0.0348483561172
ACH-000238,0.010848824898600002
ACH-000243,0.114355079343
ACH-000244,0.234098229544
ACH-000246,-0.029173879701099997
ACH-000248,0.010553980549299999
ACH-000250,0.047142870333400005
ACH-000251,-0.126647731358
ACH-000253,0.155772784237
ACH-000255,0.145676557865
ACH-000256,0.121682820557
ACH-000257,0.125321818245
ACH-000258,-0.0242705900468
ACH-000259,0.09454915774900001
ACH-000260,0.039440457753699996
ACH-000261,0.028354022457400003
ACH-000262,0.104037813323
ACH-000263,-0.13165410517999998
ACH-000264,0.00959894775419
ACH-000265,0.09963706418469999
ACH-000266,-0.012895472952399999
ACH-000272,0.143732954827
ACH-000273,-0.028541947248299997
ACH-000274,0.0122136173263
ACH-000277,0.147936901132
ACH-000278,0.043454989618600004
ACH-000279,-0.029703338173000002
ACH-000280,0.158367250408
ACH-000281,-0.022873017453900003
ACH-000288,0.10459727466600001
ACH-000291,0.0442940418952
ACH-000293,0.134122956377
ACH-000294,0.050146880111800005
ACH-000295,-0.145817464284
ACH-000296,0.046989485694699996
ACH-000302,0.137015574765
ACH-000304,-0.037240254557300005
ACH-000307,0.199357088088
ACH-000308,0.09837466990930001
ACH-000310,0.0049708842080299995
ACH-000311,0.06671986039490001
ACH-000312,0.0905605042207
ACH-000315,0.08994801055330001
ACH-000316,-0.0188978720407
ACH-000317,0.0799146296045
ACH-000318,0.171530507565
ACH-000319,0.0877971861597
ACH-000320,0.21217291535500002
ACH-000322,0.24152935786200003
ACH-000323,0.112344977997
ACH-000324,0.0921298124049
ACH-000329,0.0789942975846
ACH-000330,0.07826593062810001
ACH-000331,0.05594710830519999
ACH-000332,0.0357209475343
ACH-000334,-0.000811637096911
ACH-000335,-0.0408655617546
ACH-000336,-0.0970107807354
ACH-000337,0.161939261385
ACH-000339,0.0597084393518
ACH-000341,-0.160913785526
ACH-000348,0.00332752375892
ACH-000350,-0.16373078864
ACH-000352,0.105872514775
ACH-000356,0.18061664250999998
ACH-000361,-0.0677467888488
ACH-000362,0.14841139995799998
ACH-000363,-0.0123835793833
ACH-000364,0.09864959614980001
ACH-000365,0.041691142994300004
ACH-000366,0.0984849507025
ACH-000368,-0.0807158303367
ACH-000374,0.11717546497600001
ACH-000375,0.127444854625
ACH-000376,0.012910699446600001
ACH-000381,0.0938880099633
ACH-000383,0.0799548497788
ACH-000387,0.08382147102960001
ACH-000389,0.140025579013
ACH-000390,0.148653043708
ACH-000393,0.0145108786258
ACH-000395,0.0287197417667
ACH-000397,0.0309609965743
ACH-000401,0.210990956928
ACH-000402,-0.0158293075982
ACH-000403,0.00679081269375
ACH-000404,0.195134029993
ACH-000406,0.049319445626800004
ACH-000407,0.183656930165
ACH-000408,0.0540363041148
ACH-000410,0.09140316405200001
ACH-000411,-0.0653764818947
ACH-000414,0.195548482634
ACH-000415,0.23080943202399998
ACH-000416,0.0515745450122
ACH-000420,0.11580955962999999
ACH-000421,0.090251847289
ACH-000424,0.18662005658199998
ACH-000425,0.0437315779965
ACH-000426,0.115505692469
ACH-000427,0.157295005838
ACH-000433,0.183352610985
ACH-000436,-0.10295512837000001
ACH-000444,-0.0259592645585
ACH-000445,-0.025045590378200002
ACH-000448,0.14450515932900002
ACH-000450,0.066328052508
ACH-000452,0.035697333139999995
ACH-000454,0.164252663127
ACH-000458,0.09643819177999999
ACH-000459,0.21376104658
ACH-000460,0.0766803270756
ACH-000461,0.027819580737600002
ACH-000463,0.075154537024
ACH-000464,-0.0044688839334499995
ACH-000466,-0.08064994989860001
ACH-000467,0.0325547263413
ACH-000468,0.0504401251745
ACH-000469,0.156293422619
ACH-000470,0.0724261419391
