,SEC13 (6396)
ACH-000004,-1.34103768085
ACH-000007,-1.64651242741
ACH-000009,-1.42366436373
ACH-000011,-1.3902968482799998
ACH-000012,-1.46061406834
ACH-000013,-1.3674188375100003
ACH-000014,-1.6160833774399999
ACH-000015,-1.4119432015900002
ACH-000017,-1.7488168688900003
ACH-000018,-1.5003466195100001
ACH-000019,-1.19811177248
ACH-000021,-1.5520922177899998
ACH-000022,-1.50128304402
ACH-000025,-1.3491619353100002
ACH-000028,-1.2342648607100002
ACH-000030,-1.55872882889
ACH-000035,-1.21593243157
ACH-000036,-1.39254584926
ACH-000037,-0.6371181330160001
ACH-000039,-1.6520085511899998
ACH-000040,-1.37375227814
ACH-000041,-1.5033995332499999
ACH-000042,-1.5495132216499998
ACH-000045,-1.39797460116
ACH-000047,-1.46720832824
ACH-000052,-1.53744055402
ACH-000053,-1.42475198643
ACH-000054,-1.36514060912
ACH-000055,-1.35589908606
ACH-000060,-1.61024845596
ACH-000067,-1.28239752025
ACH-000070,-1.4562937832700003
ACH-000075,-1.43771103096
ACH-000078,-1.3596548399500001
ACH-000082,-1.28023288753
ACH-000085,-1.06735916459
ACH-000086,-1.32031095466
ACH-000087,-1.41789166349
ACH-000092,-1.43668898893
ACH-000095,-1.56494342671
ACH-000097,-1.5428634589399999
ACH-000098,-1.47224895905
ACH-000099,-1.4291995177399999
ACH-000108,-1.4462186799799999
ACH-000113,-1.38220081224
ACH-000115,-1.8671230657799998
ACH-000116,-1.35742899435
ACH-000118,-1.26852873496
ACH-000120,-1.44797857594
ACH-000123,-1.46702328479
ACH-000127,-1.52855477152
ACH-000128,-1.5914814926899998
ACH-000132,-1.4710620083700001
ACH-000133,-1.41238094959
ACH-000137,-1.31441761143
ACH-000138,-1.43401200121
ACH-000142,-1.18487737604
ACH-000143,-1.31871607814
ACH-000146,-1.60535125179
ACH-000148,-1.08849056909
ACH-000150,-1.57622756343
ACH-000152,-1.26967038621
ACH-000153,-1.39616976891
ACH-000159,-1.5332410006000001
ACH-000160,-1.5481495114200001
ACH-000163,-1.4726525962900001
ACH-000167,-1.32354334381
ACH-000168,-1.3264671647
ACH-000169,-1.3825967675100002
ACH-000178,-1.2837702352299998
ACH-000182,-1.6715677217200002
ACH-000183,-1.5481481788100002
ACH-000188,-1.3900257069100002
ACH-000189,-1.63187410287
ACH-000190,-1.68487103382
ACH-000198,-1.69308605994
ACH-000204,-1.6889536920800001
ACH-000206,-1.40734704495
ACH-000207,-1.3907484449399998
ACH-000211,-1.4215439074899998
ACH-000215,-1.6317970996000002
ACH-000221,-1.32552082139
ACH-000222,-1.4477081547100001
ACH-000223,-1.37123197018
ACH-000226,-1.34243645166
ACH-000227,-1.5645003969799998
ACH-000228,-1.11782672565
ACH-000231,-1.53177663102
ACH-000232,-1.5693664371200002
ACH-000233,-1.3705129974899999
ACH-000234,-1.57380662314
ACH-000235,-1.55821844428
ACH-000237,-1.34323748843
ACH-000238,-1.5307618215600003
ACH-000243,-1.56376622145
ACH-000244,-1.3760030746
ACH-000246,-1.52681218928
ACH-000248,-1.4599956951
ACH-000250,-1.53416219912
ACH-000251,-1.36637789874
ACH-000253,-1.54873981785
ACH-000255,-1.19586388629
ACH-000256,-1.4370827785799998
ACH-000257,-1.81046841187
ACH-000258,-1.79350166395
ACH-000259,-1.43098138659
ACH-000260,-1.4962600483000001
ACH-000261,-1.37579566182
ACH-000262,-1.40829032107
ACH-000263,-1.51706888084
ACH-000264,-1.62779511313
ACH-000265,-1.28937530464
ACH-000266,-1.57810442977
ACH-000272,-1.5527219533899999
ACH-000273,-1.4889185149000002
ACH-000274,-1.52142872025
ACH-000277,-1.32780615294
ACH-000278,-1.40727788368
ACH-000279,-1.48851326509
ACH-000280,-1.2357688366700001
ACH-000281,-1.46514910507
ACH-000288,-1.24525674392
ACH-000291,-1.5681938825400001
ACH-000293,-1.4404074836399998
ACH-000294,-1.38253423268
ACH-000295,-1.71625877667
ACH-000296,-1.46534957369
ACH-000302,-1.28777972948
ACH-000304,-1.40277297067
ACH-000307,-1.66757262193
ACH-000308,-1.6834142156999998
ACH-000310,-1.75495732841
ACH-000311,-1.5797977437200001
ACH-000312,-1.50231988749
ACH-000315,-1.49840541437
ACH-000316,-1.3711762516600001
ACH-000317,-1.11143151427
ACH-000318,-1.37187195674
ACH-000319,-1.4221184740600001
ACH-000320,-1.4513235886899998
ACH-000322,-1.4335159616100002
ACH-000323,-1.6210876535499998
ACH-000324,-1.2793200746
ACH-000329,-1.6745895208200001
ACH-000330,-1.68937952817
ACH-000331,-1.1184537778399999
ACH-000332,-1.62657824107
ACH-000334,-1.68522411256
ACH-000335,-1.11390225815
ACH-000336,-1.6863680931600002
ACH-000337,-1.5882985395700002
ACH-000339,-1.63246479947
ACH-000341,-1.48618531377
ACH-000348,-1.1107291883600001
ACH-000350,-1.45127914185
ACH-000352,-1.61204435132
ACH-000356,-1.31116137313
ACH-000361,-1.44785549964
ACH-000362,-1.5672925391799999
ACH-000363,-1.55634035939
ACH-000364,-1.26932511426
ACH-000365,-1.52847217279
ACH-000366,-1.20404308884
ACH-000368,-1.33401257012
ACH-000374,-1.79421995176
ACH-000375,-1.4173634954899998
ACH-000376,-1.3736598038799999
ACH-000381,-1.6258365462399997
ACH-000383,-1.9915373527400002
ACH-000387,-1.33811263907
ACH-000389,-1.22317749169
ACH-000390,-1.7558735037200002
ACH-000393,-1.5281817147999999
ACH-000395,-1.55785012144
ACH-000397,-1.41954925361
ACH-000401,-1.32871094906
ACH-000402,-1.4512662409000001
ACH-000403,-1.95096588752
ACH-000404,-1.3463448336200001
ACH-000406,-1.3200456691700002
ACH-000407,-1.4317549833
ACH-000408,-1.40984923275
ACH-000410,-1.41933944318
ACH-000411,-1.5256962795200002
ACH-000414,-1.4359283273399999
ACH-000415,-1.3971904213100002
ACH-000416,-1.31801477994
ACH-000420,-1.5664358952200002
ACH-000421,-1.38925110975
ACH-000424,-1.58546621155
ACH-000425,-1.57828724424
ACH-000426,-1.64272563537
ACH-000427,-1.61178004156
ACH-000433,-1.5015554817899999
ACH-000436,-1.5734829646200001
ACH-000444,-1.2768760968200001
ACH-000445,-1.41718917706
ACH-000448,-1.6364408343799999
ACH-000450,-1.5338131432799997
ACH-000452,-1.5431548580599999
ACH-000454,-1.4901340065000002
ACH-000458,-1.16641786416
ACH-000459,-1.2579757635700002
ACH-000460,-1.31531000537
ACH-000461,-1.47601499033
ACH-000463,-1.42055384398
ACH-000464,-1.3192075010100002
ACH-000466,-1.2778166446299999
ACH-000467,-1.34214032608
ACH-000468,-1.4104430323100001
ACH-000469,-1.33635845929
ACH-000470,-1.81749514938
ACH-000471,-1.7303361818599998
ACH-000472,-1.48823550021
ACH-000473,-1.2448479291299999
ACH-000475,-1.5702988844999999
ACH-000476,-1.3936719742500001
ACH-000477,-0.896231999481
ACH-000480,-1.1195875855600002
ACH-000481,-1.67564174896
ACH-000483,-1.4262840229
ACH-000484,-1.23743100606
ACH-000485,-1.50877094662
ACH-000486,-1.29233194828
ACH-000487,-1.36706720183
ACH-000488,-1.3174925320200002
ACH-000490,-1.3236061636399998
ACH-000491,-1.6915655717299998
ACH-000495,-1.2149092290799999
ACH-000496,-1.2482775755700002
ACH-000499,-1.58613941551
ACH-000500,-1.1762114191500002
ACH-000502,-1.4247569234200002
ACH-000503,-1.21119238401
ACH-000505,-1.3740395366299998
ACH-000507,-1.2888163558499999
ACH-000510,-1.7297040673599997
ACH-000511,-1.33866282727
ACH-000512,-1.8068864216900002
ACH-000516,-1.47951647665
ACH-000517,-1.72608455407
ACH-000518,-1.6772980624
ACH-000520,-1.52218813614
ACH-000521,-1.3190914429
ACH-000522,-1.63056401739
ACH-000524,-1.48168729991
ACH-000527,-1.33481235529
ACH-000528,-1.3160583887700001
ACH-000537,-1.29096700579
ACH-000541,-1.54376182796
ACH-000542,-1.17989434712
ACH-000544,-1.4189836838699998
ACH-000545,-1.40730441687
ACH-000547,-1.5938089286500001
ACH-000548,-1.4199605947100002
ACH-000549,-1.45176353574
ACH-000550,-1.4866467894
ACH-000552,-1.44007216137
ACH-000556,-1.42350590915
ACH-000557,-1.61820674204
ACH-000570,-1.3272522573799999
ACH-000571,-1.38413781389
ACH-000573,-1.18912714315
ACH-000576,-1.3978982748700002
ACH-000580,-1.37553247776
ACH-000584,-1.2561063076
ACH-000585,-1.41759691871
ACH-000588,-1.5227735582600002
ACH-000589,-1.4786151529499998
ACH-000591,-1.5590923689899998
ACH-000593,-1.23712344584
ACH-000600,-1.15291417937
ACH-000601,-1.4239515649
ACH-000604,-1.28865366004
ACH-000605,-1.27461599364
ACH-000606,-1.3927163139399998
ACH-000608,-2.17444040637
ACH-000614,-1.2812207689200001
ACH-000616,-1.31776864514
ACH-000618,-1.41678534285
ACH-000619,-1.49508787628
ACH-000620,-1.65863481276
ACH-000621,-1.43358209342
ACH-000622,-1.4541807039599999
ACH-000623,-1.3394112698
ACH-000624,-1.4912808380000002
ACH-000627,-1.60935996343
ACH-000630,-1.35674447849
ACH-000632,-1.25669775424
ACH-000633,-1.7428590256299998
ACH-000637,-1.28545410289
ACH-000638,-1.3709254107700002
ACH-000646,-1.37965433726
ACH-000647,-1.6305103274200001
ACH-000648,-1.30033807413
ACH-000649,-1.3481797563299998
ACH-000651,-1.3652173436300001
ACH-000652,-1.65745295276
ACH-000653,-1.54724763567
ACH-000657,-1.4321987293
ACH-000658,-1.4354925803299998
ACH-000661,-1.34989395287
ACH-000662,-1.32626628589
ACH-000663,-1.28893292956
ACH-000665,-1.4568636506400001
ACH-000671,-1.3764215458000002
ACH-000673,-1.52003820419
ACH-000676,-1.44372265115
ACH-000677,-0.9625352740719999
ACH-000681,-1.21551467529
ACH-000682,-1.51118400637
ACH-000683,-1.8861636510900002
ACH-000684,-1.20483325248
ACH-000688,-1.03259553721
ACH-000693,-1.4584528917200001
ACH-000694,-1.37224272537
ACH-000695,-1.9186326899400001
ACH-000696,-1.34124941714
ACH-000697,-1.15678006674
ACH-000699,-1.36275599544
ACH-000701,-1.15295265256
ACH-000706,-1.5273314805000002
ACH-000711,-1.3867109156400002
ACH-000713,-1.28435580994
ACH-000714,-1.64574859099
ACH-000718,-1.37173185856
ACH-000720,-1.61033668245
ACH-000721,-1.63760717407
ACH-000724,-1.55178564726
ACH-000725,-1.2291226172
ACH-000732,-1.39584447864
ACH-000734,-1.4780143055000001
ACH-000735,-1.28681987031
ACH-000736,-1.34917921871
ACH-000738,-1.37127833627
ACH-000746,-1.6573568444600002
ACH-000747,-1.5119671139700002
ACH-000748,-1.1430202568
ACH-000753,-1.48180429665
ACH-000756,-1.61095573831
ACH-000757,-1.6509566635600001
ACH-000758,-1.29094018832
ACH-000760,-1.45353490851
ACH-000763,-1.2620454644299999
ACH-000764,-1.3060581824
ACH-000765,-1.41278400688
ACH-000766,-1.38462942176
ACH-000767,-1.47911475495
ACH-000768,-1.1513631361599999
ACH-000769,-1.42199992871
ACH-000770,-1.48418154597
ACH-000771,-1.53894347676
ACH-000773,-1.4912129431999999
ACH-000776,-1.352516434
ACH-000777,-1.5026323069299998
ACH-000778,-1.95594758504
ACH-000781,-1.56801120843
ACH-000782,-1.22092650715
ACH-000783,-1.8042596417299999
ACH-000784,-1.5269959215600002
ACH-000785,-1.7876495945599997
ACH-000787,-1.37168282694
ACH-000788,-1.62551524196
ACH-000791,-1.45259981516
ACH-000792,-1.3318396753
ACH-000794,-1.63189755092
ACH-000796,-1.8123913952700001
ACH-000799,-1.43726154933
ACH-000800,-1.68653441155
ACH-000802,-1.3718074631600001
ACH-000804,-1.3451065661000001
ACH-000805,-1.59822110227
ACH-000809,-1.76366808281
ACH-000810,-1.34473297935
ACH-000811,-1.4899441688400001
ACH-000817,-1.1719914158
ACH-000819,-1.25052547095
ACH-000820,-1.4785855114200002
ACH-000821,-1.7415774126299999
ACH-000822,-1.31589366538
ACH-000823,-1.33806864757
ACH-000824,-1.74841397036
ACH-000827,-1.36302995447
ACH-000829,-1.24743029511
ACH-000831,-1.1863871246200002
ACH-000832,-1.44748215463
ACH-000833,-1.3806270608200002
ACH-000834,-1.36908287508
ACH-000835,-1.29924604145
ACH-000836,-1.72891126977
ACH-000837,-1.40774916972
ACH-000838,-1.2951045566700001
ACH-000839,-1.57759625415
ACH-000840,-1.36511769292
ACH-000841,-1.42329899592
ACH-000843,-1.3841532457899999
ACH-000846,-1.23214226871
ACH-000847,-1.7502983131099998
ACH-000848,-1.4139565199500002
ACH-000849,-1.67495380288
ACH-000851,-1.5437271156999999
ACH-000855,-1.28218842011
ACH-000856,-1.2053828145999999
ACH-000858,-1.3333718400399999
ACH-000859,-1.3180747946200002
ACH-000861,-1.15793997666
ACH-000862,-1.40798414755
ACH-000865,-1.4426836552000002
ACH-000866,-1.3779496272999998
ACH-000867,-1.6840181607499998
ACH-000869,-1.50347029724
ACH-000872,-1.5528398959399998
ACH-000873,-1.39131836884
ACH-000876,-1.23204725191
ACH-000878,-1.42083215046
ACH-000880,-1.4997031114300001
ACH-000881,-1.31604133558
ACH-000882,-1.31294879025
ACH-000884,-1.72178083488
ACH-000885,-1.3456034345899999
ACH-000887,-1.64236094602
ACH-000888,-1.4158004822799999
ACH-000889,-1.52223541403
ACH-000890,-1.30249890551
ACH-000896,-1.35200173532
