,PLEKHG4B (153478)
ACH-000004,0.13395529406
ACH-000007,-0.0283508989114
ACH-000009,0.027511885079799996
ACH-000011,-0.20677382289500001
ACH-000012,0.0922201177278
ACH-000013,0.10114009506300001
ACH-000014,-0.00268776522009
ACH-000015,-0.014399896425399999
ACH-000017,-0.119845177717
ACH-000018,0.260047231026
ACH-000019,0.458371413466
ACH-000021,0.170698377962
ACH-000022,0.0663442640432
ACH-000025,0.200173054142
ACH-000028,0.148543321172
ACH-000030,-0.00628281305002
ACH-000035,-0.0987069861191
ACH-000036,-0.0371071673189
ACH-000037,0.244171691719
ACH-000039,-0.120789834298
ACH-000040,0.10115827008600001
ACH-000041,0.13073354858300001
ACH-000042,0.14005035163
ACH-000045,-0.013436312626
ACH-000047,-0.141278734812
ACH-000052,0.0266565145426
ACH-000053,-0.11610876964099999
ACH-000054,-0.147169770127
ACH-000055,-0.11172058320699998
ACH-000060,-0.03450815449419999
ACH-000067,-0.0433726970379
ACH-000070,-0.118213701705
ACH-000075,0.128395072282
ACH-000078,-0.0095574452339
ACH-000082,0.118440403759
ACH-000085,-0.0706072767491
ACH-000086,-0.0126447424409
ACH-000087,-0.051722725172300005
ACH-000092,0.0786960415054
ACH-000095,-0.135722602463
ACH-000097,-0.0744843849898
ACH-000098,0.0272772263123
ACH-000099,-0.130891659003
ACH-000108,-0.0111495897175
ACH-000113,0.020605086145099996
ACH-000115,0.21187133728799998
ACH-000116,-0.0568740907548
ACH-000118,0.0282469637689
ACH-000120,0.26251645603100005
ACH-000123,-0.06317225405280001
ACH-000127,-0.0550113217849
ACH-000128,-0.194993502815
ACH-000132,-0.0931467001695
ACH-000133,0.21929079036
ACH-000137,0.09738730389630001
ACH-000138,-0.0472280353161
ACH-000142,-0.07964412560260001
ACH-000143,2.59990927481e-05
ACH-000146,-0.117232827545
ACH-000148,-0.052393250656099996
ACH-000150,-0.09434884334280001
ACH-000152,-0.233993219054
ACH-000153,-0.0710054689713
ACH-000159,0.0190005658928
ACH-000160,0.0078099739938800004
ACH-000163,0.128312503993
ACH-000167,0.09818142304510001
ACH-000168,-0.347170298163
ACH-000169,0.05594977844219999
ACH-000178,-0.185715656864
ACH-000182,0.014206758182299998
ACH-000183,0.050082526149500005
ACH-000188,-0.08751611156610001
ACH-000189,0.09736046626219999
ACH-000190,0.21383531266300002
ACH-000198,-0.062418428172900005
ACH-000204,0.0820176448405
ACH-000206,-0.0519804861883
ACH-000207,-0.215652101653
ACH-000211,-0.0601871682498
ACH-000215,-0.0177494214768
ACH-000221,0.11216810300300001
ACH-000222,-0.08806847540969999
ACH-000223,-0.0207097589087
ACH-000226,-0.23348611989
ACH-000227,0.21259899949900002
ACH-000228,-0.180058874111
ACH-000231,-0.0625616993512
ACH-000232,-0.164499404888
ACH-000233,0.0121246396132
ACH-000234,-0.155086015469
ACH-000235,-0.022762188837700002
ACH-000237,-0.0193480424941
ACH-000238,-0.460312969653
ACH-000243,0.045310504507
ACH-000244,-0.31274562443000004
ACH-000246,-0.192499216345
ACH-000248,-0.0517467441405
ACH-000250,-0.138451994164
ACH-000251,-0.292179839619
ACH-000253,-0.17327852655099998
ACH-000255,0.18563760970899998
ACH-000256,-0.0888059924479
ACH-000257,-0.238243956918
ACH-000258,-0.0621838833636
ACH-000259,-0.08391804304839999
ACH-000260,-0.012291789776700002
ACH-000261,-0.06254847794150001
ACH-000262,-0.0315755597047
ACH-000263,-0.164452079123
ACH-000264,0.035830868333099994
ACH-000265,0.103890337575
ACH-000266,-0.0368015383868
ACH-000272,-0.0869436129983
ACH-000273,0.0390397358633
ACH-000274,-0.159726786496
ACH-000277,-0.255535309879
ACH-000278,-0.0598309310329
ACH-000279,-0.138515267793
ACH-000280,-0.128835783488
ACH-000281,0.0497348915984
ACH-000288,-0.162554173015
ACH-000291,-0.07312150910189999
ACH-000293,0.162537981039
ACH-000294,-0.132250042437
ACH-000295,-0.391200823001
ACH-000296,-0.21923498158000004
ACH-000302,0.0584306563701
ACH-000304,0.09719989272110001
ACH-000307,-0.101009013969
ACH-000308,-0.0627189669548
ACH-000310,0.0534212139286
ACH-000311,-0.170310264918
ACH-000312,0.152263820011
ACH-000315,-0.354974903166
ACH-000316,-0.143486991763
ACH-000317,-0.06999343583110001
ACH-000318,0.022506386431200003
ACH-000319,-0.224796462304
ACH-000320,-0.11020371947899998
ACH-000322,-0.15917275799900002
ACH-000323,0.14949017119000002
ACH-000324,-0.222814434301
ACH-000329,-0.258669681516
ACH-000330,0.061267345225800005
ACH-000331,0.0636009175966
ACH-000332,-0.113060794638
ACH-000334,-0.34520432022799996
ACH-000335,0.11013699851099999
ACH-000336,-0.0479862570421
ACH-000337,-0.0545980100519
ACH-000339,0.0715863919464
ACH-000341,0.274535194827
ACH-000348,0.00381186718983
ACH-000350,-0.157981453439
ACH-000352,0.0036832967552200002
ACH-000356,-0.147585059761
ACH-000361,-0.0819487501948
ACH-000362,0.00157579595572
ACH-000363,-0.042036161712199996
ACH-000364,0.0331962622982
ACH-000365,-0.039636846625699995
ACH-000366,0.026434313287400004
ACH-000368,-0.07820954699360001
ACH-000374,0.15087934682
ACH-000375,-0.202534107418
ACH-000376,-0.06405640301519999
