,L3MBTL3 (84456)
ACH-000004,0.0384604240814
ACH-000007,0.44233665872
ACH-000009,0.220888936851
ACH-000011,0.09534357562139999
ACH-000012,0.153408391919
ACH-000013,0.0167868644779
ACH-000014,0.240829416534
ACH-000015,0.241266319178
ACH-000017,0.25659677555599997
ACH-000018,0.242073390451
ACH-000019,0.317785427986
ACH-000021,0.21357756318799997
ACH-000022,0.273462869474
ACH-000025,0.36487648780599996
ACH-000028,0.20483938264499998
ACH-000030,0.402258914396
ACH-000035,0.054107818432800006
ACH-000036,0.641164512356
ACH-000037,0.39978432874799996
ACH-000039,0.724741925241
ACH-000040,0.21365910630899998
ACH-000041,0.17193010223000002
ACH-000042,0.24067348711300002
ACH-000045,0.09461200261510001
ACH-000047,0.529070473772
ACH-000052,0.25213691636999996
ACH-000053,0.283082619747
ACH-000054,0.47715989768600003
ACH-000055,0.13996657552
ACH-000060,0.33977636566799996
ACH-000067,0.451784964622
ACH-000070,0.14915772412999997
ACH-000075,0.0723991662902
ACH-000078,0.23227240070799998
ACH-000082,0.176506841548
ACH-000085,-0.00126564412522
ACH-000086,0.183014525408
ACH-000087,0.617788108736
ACH-000092,-0.033294452792
ACH-000095,0.365627750747
ACH-000097,0.190834945236
ACH-000098,0.368234598266
ACH-000099,0.450253413618
ACH-000108,0.314437733549
ACH-000113,-0.162135785803
ACH-000115,-0.147904018082
ACH-000116,0.129537391241
ACH-000118,0.486002803436
ACH-000120,0.20959367999499998
ACH-000123,0.24508989645100002
ACH-000127,0.37094215863700003
ACH-000128,0.269332312938
ACH-000132,0.257078863842
ACH-000133,0.192290967061
ACH-000137,0.240616251793
ACH-000138,0.329052234798
ACH-000142,0.21978038721299997
ACH-000143,0.0640134689771
ACH-000146,0.33497533575399996
ACH-000148,0.598512589842
ACH-000150,0.352001279894
ACH-000152,0.11343734963600001
ACH-000153,0.225119719776
ACH-000159,0.314071861777
ACH-000160,0.7690341779790001
ACH-000163,0.249663923952
ACH-000167,0.902129801256
ACH-000168,-0.0354997138135
ACH-000169,0.415706272425
ACH-000178,0.198759796893
ACH-000182,0.0801804414989
ACH-000183,0.379541934842
ACH-000188,0.322157133054
ACH-000189,0.0022171640710300002
ACH-000190,0.808657810564
ACH-000198,-0.14573050751299998
ACH-000204,0.400263327464
ACH-000206,0.476335938878
ACH-000207,0.43194477445699997
ACH-000211,-0.0444390133204
ACH-000215,0.24467314108399998
ACH-000221,0.353879977695
ACH-000222,0.116031922308
ACH-000223,0.154380131581
ACH-000226,0.258337981966
ACH-000227,0.332900801496
ACH-000228,0.19384712355300002
ACH-000231,0.185349212306
ACH-000232,0.5530242435399999
ACH-000233,0.274249327292
ACH-000234,0.202684380647
ACH-000235,0.395894722358
ACH-000237,0.512941691075
ACH-000238,0.347017373137
ACH-000243,0.173001732084
ACH-000244,0.223906444397
ACH-000246,-0.08111139563589999
ACH-000248,0.27289830709
ACH-000250,0.208065666767
ACH-000251,0.615154983895
ACH-000253,-0.05284882543319999
ACH-000255,0.55400374929
ACH-000256,0.159463860171
ACH-000257,0.34661258861999994
ACH-000258,0.197760831963
ACH-000259,0.04196915172
ACH-000260,0.297519366577
ACH-000261,0.367062143452
ACH-000262,0.48436797382299995
ACH-000263,0.414217304912
ACH-000264,0.106040172107
ACH-000265,0.36092946888099997
ACH-000266,0.468962328455
ACH-000272,0.107610984637
ACH-000273,0.130970332144
ACH-000274,0.305919570792
ACH-000277,0.298684087841
ACH-000278,0.196712378365
ACH-000279,0.386614956885
ACH-000280,0.09985118312689999
ACH-000281,0.695959010044
ACH-000288,0.305094139163
ACH-000291,0.331099859404
ACH-000293,0.279864702137
ACH-000294,0.364583917418
ACH-000295,0.227768650755
ACH-000296,0.12107105491900001
ACH-000302,0.232876510792
ACH-000304,-0.22133624120499998
ACH-000307,0.232165209333
ACH-000308,0.112567406371
ACH-000310,0.5595372075899999
ACH-000311,0.26711799411200005
ACH-000312,0.344116476509
ACH-000315,0.0758916574028
ACH-000316,0.392147159765
ACH-000317,-0.0777035357843
ACH-000318,0.31358402843
ACH-000319,-0.0531172936433
ACH-000320,0.24929290033000004
ACH-000322,0.104898719719
ACH-000323,0.558425398082
ACH-000324,0.11496324531999999
ACH-000329,0.164562135592
ACH-000330,-0.0632753127624
ACH-000331,0.480999512925
ACH-000332,0.48811207727
ACH-000334,0.09617671003900001
ACH-000335,0.34154642687
ACH-000336,0.2697830827
ACH-000337,0.803662971559
ACH-000339,0.475354973457
ACH-000341,0.553720022218
ACH-000348,0.185593993728
ACH-000350,-0.0967894334095
ACH-000352,0.14854830838400002
ACH-000356,0.255401066307
ACH-000361,0.29699973779100003
ACH-000362,0.535894750471
ACH-000363,0.232348599113
ACH-000364,0.6916819435189999
ACH-000365,0.283175012013
ACH-000366,0.16221331274599998
ACH-000368,0.231050610786
ACH-000374,0.379577986768
ACH-000375,0.482213500605
ACH-000376,0.24528650973700003
ACH-000381,0.34918574329700003
ACH-000383,0.20237313156199999
ACH-000387,0.207430518332
ACH-000389,0.421162566187
ACH-000390,0.0779293346903
