,GJD4 (219770)
ACH-000004,-0.0904875220966
ACH-000007,-0.301589798733
ACH-000009,-0.3231013648
ACH-000011,-0.451308940933
ACH-000012,-0.45483597341399995
ACH-000013,-0.24720450240699998
ACH-000014,-0.0866038233029
ACH-000015,-0.286303383415
ACH-000017,-0.309127349565
ACH-000018,-0.332212049775
ACH-000019,-0.10093874064200001
ACH-000021,-0.6813558905930001
ACH-000022,-0.21912173553000003
ACH-000025,-0.24660087934
ACH-000028,-0.263976185798
ACH-000030,-0.36569791224799997
ACH-000035,-0.25681545981
ACH-000036,-0.343599238686
ACH-000037,-0.35120352621600004
ACH-000039,-0.419953773905
ACH-000040,-0.41676954233499997
ACH-000041,-0.41525095565
ACH-000042,-0.39335056472499996
ACH-000045,-0.12884966422
ACH-000047,-0.183184209102
ACH-000052,-0.245711373933
ACH-000053,-0.243618673817
ACH-000054,-0.195211443433
ACH-000055,-0.218265612024
ACH-000060,-0.37819118626599996
ACH-000067,-0.08303246837110001
ACH-000070,-0.20273267786899998
ACH-000075,-0.451356137149
ACH-000078,-0.34378643657200003
ACH-000082,-0.45368824924199996
ACH-000085,-0.6907043154889999
ACH-000086,-0.18369163158799998
ACH-000087,-0.182880206815
ACH-000092,-0.35787565497199997
ACH-000095,-0.408525430646
ACH-000097,-0.275746476877
ACH-000098,-0.23796733632199998
ACH-000099,-0.213287080179
ACH-000108,-0.077689323521
ACH-000113,-0.11071699125399999
ACH-000115,-0.289866949801
ACH-000116,-0.41816887165399996
ACH-000118,-0.292911250478
ACH-000120,-0.376794502842
ACH-000123,-0.311756723424
ACH-000127,-0.46436822556
ACH-000128,-0.31784353179
ACH-000132,-0.531652118169
ACH-000133,-0.233234437746
ACH-000137,-0.290632372993
ACH-000138,-0.273945356076
ACH-000142,-0.437830313083
ACH-000143,-0.231220054559
ACH-000146,-0.233526267468
ACH-000148,-0.39826980627400005
ACH-000150,-0.261268010817
ACH-000152,-0.17471244328
ACH-000153,-0.179939590817
ACH-000159,-0.15737595139
ACH-000160,-0.28126293825
ACH-000163,-0.0841370952894
ACH-000167,-0.618911261123
ACH-000168,-0.48149057748400004
ACH-000169,-0.32721133194
ACH-000178,-0.37023107182099996
ACH-000182,-0.36216170628600003
ACH-000183,-0.393084786117
ACH-000188,-0.49722577155000003
ACH-000189,-0.393356961075
ACH-000190,0.126343028011
ACH-000198,-0.275739761397
ACH-000204,-0.20719575915999996
ACH-000206,-0.19914866695099998
ACH-000207,-0.8605166133700001
ACH-000211,-0.29260268149199997
ACH-000215,-0.35708170596199995
ACH-000221,-0.483986621243
ACH-000222,-0.137263680624
ACH-000223,-0.540220584907
ACH-000226,-0.28695731051600004
ACH-000227,-0.087242085899
ACH-000228,-0.324896753363
ACH-000231,-0.34941581276999994
ACH-000232,-0.305374938917
ACH-000233,-0.326280359314
ACH-000234,-0.318618700054
