,ZAK (51776)
ACH-000004,0.037959815060699995
ACH-000007,-0.10812408749000002
ACH-000009,-0.131028287112
ACH-000011,0.0649756573199
ACH-000012,-0.26059955088000003
ACH-000013,-0.135675454611
ACH-000014,-0.29809116491300003
ACH-000015,-0.135578929361
ACH-000017,-0.26285315793499997
ACH-000018,-0.29244052526500003
ACH-000019,-0.0145146979966
ACH-000021,-0.137855398358
ACH-000022,-0.281088392412
ACH-000025,0.07492584898419999
ACH-000028,-0.186795717109
ACH-000030,-0.150668960952
ACH-000035,-0.20931691611499997
ACH-000036,0.00351056716877
ACH-000037,0.0137499726825
ACH-000039,-0.163900509153
ACH-000040,-0.241074666396
ACH-000041,-0.154907395902
ACH-000042,-0.135625611051
ACH-000045,-0.198912205396
ACH-000047,-0.140157982741
ACH-000052,0.07316905121560001
ACH-000053,-0.197742454575
ACH-000054,-0.35009931424900004
ACH-000055,-0.278520533345
ACH-000060,-0.07830776763339999
ACH-000067,-0.333190331343
ACH-000070,0.11132005028200001
ACH-000075,-0.38867082454
ACH-000078,-0.11055481414599999
ACH-000082,-0.0899083076389
ACH-000085,-0.516229972267
ACH-000086,-0.315118083164
ACH-000087,-0.294460057026
ACH-000092,-0.24305450897199998
ACH-000095,-0.220867676056
ACH-000097,-0.224885532558
ACH-000098,-0.2579679682
ACH-000099,-0.154510081764
ACH-000108,-0.205785153787
ACH-000113,-0.171730196316
ACH-000115,-0.18558827961399998
ACH-000116,-0.21240437251299998
ACH-000118,-0.132445755394
ACH-000120,-0.241391592278
ACH-000123,-0.212003167027
ACH-000127,-0.135752887164
ACH-000128,-0.16337932785
ACH-000132,-0.47366684680699994
ACH-000133,-0.0628521234554
ACH-000137,-0.46344659976999997
ACH-000138,-0.165495053325
ACH-000142,-0.12036488832
ACH-000143,-0.278644159764
ACH-000146,-0.29117369553399997
ACH-000148,-0.092718440821
ACH-000150,0.0615950324904
ACH-000152,-0.227665060585
ACH-000153,-0.23227208573000002
ACH-000159,-0.294713057849
ACH-000160,-0.263211592715
ACH-000163,-0.107180350126
ACH-000167,-0.014479972960600001
ACH-000168,-0.15879545829800001
ACH-000169,-0.45921529657300003
ACH-000178,-0.25863286824799997
ACH-000182,-0.258583337941
ACH-000183,-0.240823833256
ACH-000188,-0.0137587193565
ACH-000189,0.131535038414
ACH-000190,-0.058507050129999995
ACH-000198,-0.10917409955099999
ACH-000204,-0.102438519847
ACH-000206,-0.23955082332699998
ACH-000207,0.206018800632
ACH-000211,-0.22329956494300002
ACH-000215,-0.208815025319
ACH-000221,-0.18854946910999998
ACH-000222,-0.221564951242
ACH-000223,-0.344556999489
ACH-000226,-0.10588295719
ACH-000227,-0.0564387392893
ACH-000228,-0.0655159571393
ACH-000231,-0.171339531276
ACH-000232,-0.19003091337499997
ACH-000233,-0.148955929498
ACH-000234,-0.0835174018189
ACH-000235,-0.20298926521400001
ACH-000237,-0.0991994166592
ACH-000238,-0.1444562945
ACH-000243,-0.20918415342500002
ACH-000244,-0.14971723478
ACH-000246,-0.264821619928
ACH-000248,-0.042683795719900004
ACH-000250,-0.14659866660499998
ACH-000251,-0.227327792861
ACH-000253,-0.218001785328
ACH-000255,-0.181326478415
ACH-000256,-0.14366788541099998
ACH-000257,-0.17515379152399999
ACH-000258,-0.376780388361
ACH-000259,-0.25049208988
ACH-000260,-0.16945700039900002
ACH-000261,-0.07985317938299999
ACH-000262,-0.184112678767
ACH-000263,-0.6553325957739999
ACH-000264,-0.0239976775978
ACH-000265,-0.239538346268
ACH-000266,-0.24345623985800002
ACH-000272,-0.130548243778
ACH-000273,-0.100567831646
ACH-000274,-0.252883388096
ACH-000277,0.078754602464
ACH-000278,-0.255556253496
ACH-000279,-0.178945933108
ACH-000280,-0.286848250486
ACH-000281,-0.227721107133
ACH-000288,-0.167313711359
ACH-000291,-0.198829042055
ACH-000293,0.040927853932800004
ACH-000294,-0.0166007021294
ACH-000295,0.08754224432010001
ACH-000296,-0.0922700475396
ACH-000302,-0.08365436547180001
ACH-000304,-0.0420802053436
ACH-000307,-0.25271148288600004
ACH-000308,-0.280311153833
ACH-000310,-0.210617723369
ACH-000311,-0.15838710600199998
ACH-000312,-0.320438364974
ACH-000315,0.0604643176877
ACH-000316,-0.49971245344899995
ACH-000317,-0.24127247307100003
ACH-000318,-0.130591466085
ACH-000319,-0.199019261806
ACH-000320,-0.241979433558
ACH-000322,-0.05758081021380001
ACH-000323,-0.000474879829692
ACH-000324,-0.211642860619
ACH-000329,-0.329222579773
ACH-000330,-0.159425232306
ACH-000331,-0.21665894657600002
ACH-000332,-0.202116530194
ACH-000334,-0.16976837235800002
ACH-000335,-0.347037808327
ACH-000336,0.18480038929900003
ACH-000337,-0.301757480162
ACH-000339,-0.221955718058
ACH-000341,-0.140467390063
ACH-000348,-0.152593378831
ACH-000350,-0.0989218444224
ACH-000352,-0.0456145394445
ACH-000356,-0.13230152934599998
ACH-000361,-0.496369239114
ACH-000362,-0.28934219078699996
ACH-000363,-0.224538784232
ACH-000364,-0.22260845859499998
ACH-000365,-0.221133813521
ACH-000366,-0.234821588877
ACH-000368,-0.412631179515
ACH-000374,-0.259880084485
ACH-000375,-0.0198002516056
ACH-000376,-0.185695777346
ACH-000381,-0.20460921437899998
ACH-000383,-0.264612772649
ACH-000387,-0.16240851748
ACH-000389,-0.229402222064
ACH-000390,-0.168810170507
ACH-000393,-0.25544224353
ACH-000395,-0.250661549424
ACH-000397,-0.214948726902
ACH-000401,-0.111484938617
ACH-000402,-0.013402750049299998
ACH-000403,-0.229233179735
ACH-000404,-0.344667790098
ACH-000406,-0.24771830487799998
ACH-000407,-0.254624752826
ACH-000408,0.114897577983
ACH-000410,-0.233610647106
ACH-000411,-0.28150823220800003
ACH-000414,-0.141145549389
ACH-000415,-0.142575643304
ACH-000416,-0.21189004693
ACH-000420,-0.38873660997000004
ACH-000421,-0.162423654957
ACH-000424,-0.422334585386
ACH-000425,-0.341442167484
ACH-000426,-0.330343717423
ACH-000427,-0.26659274191300003
ACH-000433,-0.131891453662
ACH-000436,-0.08427345465080001
ACH-000444,-0.055533082517300006
ACH-000445,-0.423778822174
ACH-000448,-0.188319541521
ACH-000450,-0.287529644588
ACH-000452,-0.187959733532
ACH-000454,-0.0826226951215
