,PRADC1 (84279)
ACH-000004,-0.13356216211400002
ACH-000007,-0.20117866852299998
ACH-000009,-0.0833419616151
ACH-000011,0.056745743953499996
ACH-000012,-0.100901190734
ACH-000013,-0.08661916213649999
ACH-000014,-0.0663757383388
ACH-000015,-0.027277027524399998
ACH-000017,-0.166922531431
ACH-000018,-0.0820269298499
ACH-000019,0.061493180312599996
ACH-000021,-0.11263699613900001
ACH-000022,-0.0686024619777
ACH-000025,-0.06893040947989999
ACH-000028,0.007675542685840001
ACH-000030,-0.15370424736500002
ACH-000035,-0.27481354138
ACH-000036,-0.326734088214
ACH-000037,-0.21458498661699998
ACH-000039,-0.226056720524
ACH-000040,-0.12783504568600002
ACH-000041,-0.0837641993227
ACH-000042,-0.0411968427897
ACH-000045,-0.00895600708444
ACH-000047,-0.34827124334200005
ACH-000052,-0.138641699703
ACH-000053,-0.160035720777
ACH-000054,-0.144063703978
ACH-000055,0.00724029092731
ACH-000060,-0.0306932472687
ACH-000067,-0.141955078742
ACH-000070,-0.272344751512
ACH-000075,-0.18976479031
ACH-000078,-0.17641250390000002
ACH-000082,-0.0664474406114
ACH-000085,-0.288270367792
ACH-000086,-0.19311716292300002
ACH-000087,-0.20985986306200002
ACH-000092,-0.318800424045
ACH-000095,-0.22735495774199999
ACH-000097,-0.126301177103
ACH-000098,-0.08905615512160002
ACH-000099,-0.14651291275
ACH-000108,-0.034910431324
ACH-000113,-0.10643413559699999
ACH-000115,-0.06848467335969999
ACH-000116,-0.142701581253
ACH-000118,-0.0955655641878
ACH-000120,-0.103027497284
ACH-000123,-0.049030100854599995
ACH-000127,-0.150466820236
ACH-000128,-0.21342777578299998
ACH-000132,-0.015236039853100002
ACH-000133,-0.35436354095600003
ACH-000137,-0.273302536496
ACH-000138,0.025479536087199998
ACH-000142,-0.13609299368799999
ACH-000143,-0.026473996762200004
ACH-000146,-0.070848036788
ACH-000148,-0.0588288710759
ACH-000150,0.0875587564746
ACH-000152,-0.40063364241599997
ACH-000153,-0.09647701181389999
ACH-000159,-0.299470103353
ACH-000160,-0.159826789138
ACH-000163,-0.196692963222
ACH-000167,-0.433737271818
ACH-000168,-0.0257606399685
ACH-000169,-0.0728482668217
ACH-000178,0.0493520324429
ACH-000182,-0.117934246526
ACH-000183,-0.0952375677639
ACH-000188,-0.29288666373100003
ACH-000189,-0.39446875037600004
ACH-000190,-0.0345048944034
ACH-000198,-0.0755555092105
ACH-000204,0.10638401524499999
ACH-000206,-0.0478994353575
ACH-000207,-0.011351861635399998
ACH-000211,-0.159486326056
ACH-000215,-0.229995435524
ACH-000221,-0.158060999028
ACH-000222,-0.11210455627299999
ACH-000223,-0.108813779105
ACH-000226,-0.399113993902
ACH-000227,-0.20013430512400002
ACH-000228,-0.165421797266
ACH-000231,-0.25293461581099996
ACH-000232,-0.0394763398385
ACH-000233,-0.08993409732650001
ACH-000234,-0.23278165646899998
ACH-000235,-0.05882760037859999
ACH-000237,-0.104574597109
ACH-000238,-0.382643767773
ACH-000243,-0.0745660830617
ACH-000244,-0.13960676587999998
ACH-000246,-0.156656796883
ACH-000248,-0.252136115857
ACH-000250,-0.16299263064000002
ACH-000251,-0.08139951849100001
ACH-000253,-0.18978403380800002
ACH-000255,-0.281866479321
ACH-000256,-0.17440933206099998
ACH-000257,-0.196767397984
ACH-000258,0.09568052501129999
ACH-000259,-0.234238100002
ACH-000260,-0.109601171371
ACH-000261,-0.124773851045
ACH-000262,-0.277417087426
ACH-000263,-0.148808507898
ACH-000264,-0.26350562617600004
ACH-000265,-0.18898510409400002
ACH-000266,-0.102670078093
ACH-000272,-0.150603936381
ACH-000273,-0.312378734476
ACH-000274,-0.296895168438
ACH-000277,-0.0871106691098
ACH-000278,-0.22078691737300002
ACH-000279,-0.249864058798
ACH-000280,-0.037532731041599994
ACH-000281,-0.216740487265
ACH-000288,-0.146601954236
ACH-000291,-0.232811890318
ACH-000293,-0.29771662482
ACH-000294,-0.162629557857
ACH-000295,-0.0287596667858
ACH-000296,-0.124251055943
ACH-000302,-0.08598414215639999
ACH-000304,-0.168352059056
ACH-000307,-0.17065121859000001
ACH-000308,-0.0877425126743
ACH-000310,-0.0248107706571
ACH-000311,-0.09756887916130001
ACH-000312,-0.12365916065199999
ACH-000315,-0.27200377813099996
ACH-000316,0.032345395789
ACH-000317,-0.287701619555
ACH-000318,-0.157647864238
ACH-000319,0.0475786051226
ACH-000320,0.00923178617334
ACH-000322,-0.244665359446
ACH-000323,-0.0419039556784
ACH-000324,-0.023249715475499998
ACH-000329,-0.0513392645707
ACH-000330,-0.320773932285
ACH-000331,-0.332457932059
ACH-000332,-0.0877790553465
ACH-000334,-0.113563955462
ACH-000335,-0.568991725194
ACH-000336,0.026194981054099998
ACH-000337,0.051045265379
ACH-000339,-0.136764197903
ACH-000341,-0.224308388604
ACH-000348,-0.200049307168
ACH-000350,-0.0337569454499
ACH-000352,-0.051078759753599996
ACH-000356,-0.158625224497
ACH-000361,0.16405613192500001
ACH-000362,0.00583254391888
ACH-000363,-0.0972221150678
ACH-000364,-0.105095789956
ACH-000365,-0.125724013665
ACH-000366,-0.11130003137700001
ACH-000368,-0.24168339778499998
ACH-000374,-0.17055685486699998
ACH-000375,0.0920262684818
ACH-000376,-0.15903392860999999
ACH-000381,-0.33957302310599996
ACH-000383,-0.09148973581900001
ACH-000387,-0.050377475188999994
ACH-000389,0.047118900487500004
ACH-000390,-0.298645280327
ACH-000393,-0.132181253819
ACH-000395,-0.37409384056199996
ACH-000397,-0.15491922459899998
ACH-000401,-0.11472013910599999
ACH-000402,-0.11491397399
ACH-000403,-0.221977507528
ACH-000404,-0.0782123338645
ACH-000406,-0.060058134173300005
ACH-000407,-0.310577338441
ACH-000408,-0.0536058004666
ACH-000410,-0.123791980759
ACH-000411,-0.131626380353
ACH-000414,-0.0197012832286
ACH-000415,-0.239481129194
ACH-000416,-0.178363398088
ACH-000420,-0.22342990688900002
ACH-000421,-0.043175570997699995
ACH-000424,-0.10369852899700001
ACH-000425,-0.111741107586
ACH-000426,-0.214985202586
ACH-000427,-0.18419411267400002
ACH-000433,-0.37928717922300004
ACH-000436,-0.0476154814592
ACH-000444,-0.013658396991
ACH-000445,-0.21829216721099998
ACH-000448,-0.134618750742
ACH-000450,-0.285512478176
ACH-000452,-0.185111651133
ACH-000454,-0.399571778556
ACH-000458,-0.14774915877999997
ACH-000459,-0.22765667619399999
ACH-000460,-0.0890234316767
ACH-000461,-0.125178283226
ACH-000463,0.0353985166354
ACH-000464,-0.0570519268707
ACH-000466,-0.118979995944
ACH-000467,-0.28233625774099996
ACH-000468,-0.08312218593739999
ACH-000469,-0.00406959538856
ACH-000470,-0.419532266699
ACH-000471,-0.215473421107
ACH-000472,-0.14029892041
ACH-000473,-0.0993784578371
ACH-000475,-0.137255451202
ACH-000476,-0.100683768046
ACH-000477,-0.0488149650299
ACH-000480,-0.309249934192
ACH-000481,-0.23329223634100002
ACH-000483,-0.052361640752
ACH-000484,-0.229619283541
ACH-000485,-0.33605636569799996
ACH-000486,-0.159493183085
ACH-000487,-0.08917609067960001
ACH-000488,-0.11016495269099999
ACH-000490,-0.261057567988
ACH-000491,-0.226730847046
ACH-000495,-0.101044845427
ACH-000496,-0.044569529035400006
ACH-000499,-0.21679011630999998
ACH-000500,-0.818770379472
ACH-000502,-0.166510878073
ACH-000503,-0.147592121444
ACH-000505,-0.116306276923
ACH-000507,-0.08737415440030001
ACH-000510,-0.0894884639483
ACH-000511,-0.273188868508
ACH-000512,-0.196636318455
ACH-000516,-0.0967765474545
ACH-000517,-0.147234253527
ACH-000518,-0.0402013096966
ACH-000520,-0.32717391494000003
ACH-000521,-0.0907360064276
ACH-000522,-0.181092378231
ACH-000524,-0.14500180548699998
ACH-000527,-0.17466892337099998
ACH-000528,-0.0837237128566
ACH-000537,-0.076449119212
ACH-000541,-0.236783998588
ACH-000542,-0.017249465789400002
ACH-000544,-0.343060233221
ACH-000545,-0.23914245345899998
