,SART1 (9092)
ACH-000004,-0.964225866214
ACH-000007,-0.987808191565
ACH-000009,-0.878370664973
ACH-000011,-1.08108865936
ACH-000012,-0.901455856024
ACH-000013,-1.24262013706
ACH-000014,-0.833687137883
ACH-000015,-0.831249776978
ACH-000017,-1.01788358156
ACH-000018,-0.683620045961
ACH-000019,-1.11136469824
ACH-000021,-0.824423430769
ACH-000022,-1.03970099411
ACH-000025,-0.751176332627
ACH-000028,-0.8365239117479999
ACH-000030,-0.994417151984
ACH-000035,-1.14269866966
ACH-000036,-0.8829773751250001
ACH-000037,-1.4122646629799998
ACH-000039,-0.745938270954
ACH-000040,-0.678702345907
ACH-000041,-0.644696399695
ACH-000042,-0.866084970273
ACH-000045,-1.1064937915700002
ACH-000047,-0.983629918011
ACH-000052,-0.62695036331
ACH-000053,-0.798185514709
ACH-000054,-0.853975494983
ACH-000055,-1.02669638009
ACH-000060,-0.955507514085
ACH-000067,-0.902876589824
ACH-000070,-1.01985108793
ACH-000075,-0.8359618762729999
ACH-000078,-1.15012485231
ACH-000082,-1.0822616489
ACH-000085,-1.03274087316
ACH-000086,-1.11278229359
ACH-000087,-1.1406461137100001
ACH-000092,-1.2502007721600001
ACH-000095,-1.0343898586
ACH-000097,-1.1777976105299999
ACH-000098,-0.778422267481
ACH-000099,-0.9955946042399999
ACH-000108,-1.12240797709
ACH-000113,-1.2383946633299998
ACH-000115,-1.0048049506299999
ACH-000116,-1.1143043854899999
ACH-000118,-1.2064818823899999
ACH-000120,-1.15781207199
ACH-000123,-1.02758421736
ACH-000127,-0.7825362742149999
ACH-000128,-1.08694163961
ACH-000132,-1.2421570734899998
ACH-000133,-1.0058147471899999
ACH-000137,-0.773303274356
ACH-000138,-0.996346553194
ACH-000142,-1.0851420568
ACH-000143,-0.9341820335700001
ACH-000146,-1.13022962169
ACH-000148,-1.05063882296
ACH-000150,-0.9876914643000001
ACH-000152,-1.005144544
ACH-000153,-0.588044693699
ACH-000159,-1.36612756527
ACH-000160,-0.6851906984399999
ACH-000163,-0.8590030594339999
ACH-000167,-1.08766669785
ACH-000168,-1.01191797178
ACH-000169,-1.22553198589
ACH-000178,-0.954298757243
ACH-000182,-1.0775693752700002
ACH-000183,-1.22562287738
ACH-000188,-1.13157699273
ACH-000189,-1.4220818378600002
ACH-000190,-1.03473870392
ACH-000198,-1.21584138527
ACH-000204,-0.783459340596
ACH-000206,-1.22549027731
ACH-000207,-0.653905527901
ACH-000211,-1.19567186571
ACH-000215,-0.9452711119249999
ACH-000221,-0.864788244101
ACH-000222,-0.848564778696
ACH-000223,-1.1811205734499999
ACH-000226,-1.17212618419
ACH-000227,-1.24570404706
ACH-000228,-0.885485090802
ACH-000231,-1.0661301286799998
ACH-000232,-1.0704901278499999
ACH-000233,-1.06691994105
ACH-000234,-1.0215761538400001
ACH-000235,-0.9053677611769999
ACH-000237,-0.907058708637
ACH-000238,-0.516742618803
ACH-000243,-0.977654451232
ACH-000244,-1.1872368070000001
ACH-000246,-0.9992453812600001
ACH-000248,-0.85080244997
ACH-000250,-1.21203673111
ACH-000251,-1.0596920511299999
ACH-000253,-1.05578268822
ACH-000255,-0.837620583009
ACH-000256,-0.962276246
ACH-000257,-0.8059545841329999
ACH-000258,-0.9314886272640001
ACH-000259,-1.1480964650399998
ACH-000260,-1.04842956484
ACH-000261,-1.042581558
ACH-000262,-1.0641827641
ACH-000263,-0.9297124045899999
ACH-000264,-1.37540788892
ACH-000265,-1.0211060421200002
ACH-000266,-0.9877226747310001
ACH-000272,-0.8238116680769999
ACH-000273,-1.06337349903
ACH-000274,-1.11694954872
ACH-000277,-0.829689279377
ACH-000278,-0.714654933714
ACH-000279,-0.8881445855869999
ACH-000280,-1.06589244904
ACH-000281,-0.9936408081360001
ACH-000288,-1.12814798662
ACH-000291,-0.927642625347
ACH-000293,-1.6564421812
ACH-000294,-0.834467785842
ACH-000295,-1.0655562792
ACH-000296,-0.8070694253380001
ACH-000302,-1.0894160024500001
ACH-000304,-0.981181529842
ACH-000307,-0.9975542617000001
ACH-000308,-0.9880540592229999
ACH-000310,-0.521845561708
ACH-000311,-1.01215507389
ACH-000312,-0.771125347259
ACH-000315,-0.980273927537
ACH-000316,-0.9697653060410001
ACH-000317,-1.34801461309
ACH-000318,-0.9434992273999999
ACH-000319,-0.8170485537119999
ACH-000320,-0.8577486862270001
ACH-000322,-1.06583010704
ACH-000323,-0.805845938113
ACH-000324,-1.14481067987
ACH-000329,-0.852631972027
ACH-000330,-1.3133712481
ACH-000331,-1.1408102798
ACH-000332,-0.997203426656
ACH-000334,-0.815648759699
ACH-000335,-1.1220122643500001
ACH-000336,-1.3360373082299999
ACH-000337,-1.11181800088
ACH-000339,-0.915043758469
ACH-000341,-0.962121847022
ACH-000348,-0.816005604465
ACH-000350,-1.1549414545799999
ACH-000352,-1.00817834015
ACH-000356,-1.0495664452200002
ACH-000361,-0.996913852822
ACH-000362,-1.12875878015
ACH-000363,-1.1322775131899998
ACH-000364,-1.04351720721
ACH-000365,-1.0493956875700001
ACH-000366,-0.91515726731
ACH-000368,-1.1919570836700002
ACH-000374,-1.22404937855
ACH-000375,-1.0187906421700001
ACH-000376,-1.10439611592
ACH-000381,-0.93356420205
ACH-000383,-0.962589151425
ACH-000387,-1.13799978954
ACH-000389,-0.9317721113249999
ACH-000390,-0.7431098055390001
ACH-000393,-0.8310117381569999
ACH-000395,-0.7592106722990001
ACH-000397,-1.05305692702
ACH-000401,-0.907630898459
ACH-000402,-1.49411918115
ACH-000403,-1.0704336779899999
ACH-000404,-1.0426522185299998
ACH-000406,-1.27233624158
ACH-000407,-0.9658891894059999
ACH-000408,-0.756876915962
ACH-000410,-1.02583173976
ACH-000411,-1.0595230545
ACH-000414,-1.07696728966
ACH-000415,-0.8636241427179999
ACH-000416,-1.01341390811
ACH-000420,-1.2460175554600001
ACH-000421,-1.14456092871
ACH-000424,-0.84484153983
ACH-000425,-1.11714686449
ACH-000426,-2.0369492662099997
ACH-000427,-1.38512071744
ACH-000433,-1.17167702562
ACH-000436,-1.08828366757
ACH-000444,-1.10170351532
ACH-000445,-1.0817347590200002
ACH-000448,-0.845360556309
ACH-000450,-0.863396026544
ACH-000452,-1.30373467497
ACH-000454,-0.781768127605
ACH-000458,-1.0220414861
ACH-000459,-1.42792252477
ACH-000460,-1.08344267624
ACH-000461,-1.2592407264
ACH-000463,-1.04257018745
ACH-000464,-1.37327856005
ACH-000466,-1.0
ACH-000467,-1.16699840382
ACH-000468,-0.930822528857
ACH-000469,-1.21465874308
ACH-000470,-0.8859142935940001
ACH-000471,-1.18572573899
ACH-000472,-0.825090094699
ACH-000473,-0.981641531064
ACH-000475,-0.9378307893629999
ACH-000476,-1.2498971558399998
ACH-000477,-1.50021007903
ACH-000480,-1.1430974735500001
ACH-000481,-1.0038299102500001
ACH-000483,-1.83881236494
ACH-000484,-1.1333851773999999
ACH-000485,-1.01300405768
ACH-000486,-0.7126368587340001
ACH-000487,-1.02749359485
ACH-000488,-1.03545686631
ACH-000490,-1.11495032949
ACH-000491,-1.30026800134
ACH-000495,-1.16476644182
ACH-000496,-1.2616637914700002
ACH-000499,-0.919236815584
ACH-000500,-1.40715405191
ACH-000502,-0.895784462599
ACH-000503,-0.729750075741
ACH-000505,-0.8395794335269999
ACH-000507,-0.966452421185
ACH-000510,-0.976840025789
ACH-000511,-1.06821760698
ACH-000512,-0.94412827856
ACH-000516,-0.896201551183
ACH-000517,-1.3811666378299998
ACH-000518,-0.948394865665
ACH-000520,-1.23188470789
ACH-000521,-1.0039815025399998
ACH-000522,-0.8251129333730001
ACH-000524,-1.0934106584999999
ACH-000527,-1.26772241876
ACH-000528,-1.23772883624
ACH-000537,-1.22515523561
ACH-000541,-1.16248083472
ACH-000542,-0.789985111414
ACH-000544,-0.7365515828129999
ACH-000545,-1.06610132816
ACH-000547,-0.8478954749259999
ACH-000548,-0.823105706208
ACH-000549,-1.17722134449
ACH-000550,-0.594619779361
ACH-000552,-0.938335107629
ACH-000556,-1.08966795484
ACH-000557,-1.10067045524
ACH-000570,-1.1861513188500001
ACH-000571,-1.1899643120799999
ACH-000573,-0.8428978615539999
ACH-000576,-0.907769317721
ACH-000580,-0.7870848447259999
ACH-000584,-1.02046487708
ACH-000585,-1.09592719165
ACH-000588,-1.2158470768
ACH-000589,-0.924451120033
ACH-000591,-1.40899738583
ACH-000593,-1.15719526225
ACH-000600,-1.09519819661
ACH-000601,-1.1988818787
ACH-000604,-0.727658475562
ACH-000605,-1.1956989012600001
ACH-000606,-0.8804151181829999
ACH-000608,-1.3445684686500001
ACH-000614,-0.8955879456620001
ACH-000616,-1.15632935488
ACH-000618,-0.9794955033339999
ACH-000619,-0.9313119936390001
ACH-000620,-0.968322108416
ACH-000621,-1.26762637198
ACH-000622,-1.27762200903
ACH-000623,-1.52789658125
ACH-000624,-1.05852251406
ACH-000627,-0.594122080699
ACH-000630,-0.956932579901
ACH-000632,-0.9593263810680001
ACH-000633,-1.37661441244
ACH-000637,-1.3372921754
ACH-000638,-0.8948660673759999
ACH-000646,-2.04758577124
ACH-000647,-1.52897869991
ACH-000648,-1.26290368264
ACH-000649,-0.845089592633
ACH-000651,-0.837672925793
ACH-000652,-0.932053050327
ACH-000653,-0.860884975219
ACH-000657,-1.09502077646
ACH-000658,-0.878002603339
ACH-000661,-1.39154201494
ACH-000662,-0.7249254573459999
ACH-000663,-0.939065030732
ACH-000665,-1.06080681618
ACH-000671,-1.0700317317
ACH-000673,-0.7578721672130001
ACH-000676,-1.00086505262
ACH-000677,-1.5258870585
ACH-000681,-0.902170689219
ACH-000682,-1.09585457866
ACH-000683,-1.09551217634
ACH-000684,-0.931073168393
ACH-000688,-1.04895249699
ACH-000693,-1.01709741588
ACH-000694,-0.729261118498
ACH-000695,-1.1632838103899998
ACH-000696,-0.960818463732
ACH-000697,-1.2874679638700002
ACH-000699,-0.695264337402
ACH-000701,-1.20933496934
ACH-000706,-1.00360013839
ACH-000711,-0.954612840706
ACH-000713,-0.736145385149
ACH-000714,-1.2949104339
ACH-000718,-1.23423076173
ACH-000720,-1.0442363744299998
ACH-000721,-0.972404578905
ACH-000724,-1.12081694888
ACH-000725,-1.13250533516
ACH-000732,-0.7633061073299999
ACH-000734,-0.9666965603409999
ACH-000735,-0.855101817835
ACH-000736,-1.28856597838
ACH-000738,-1.04651773153
ACH-000746,-0.8468214032539999
ACH-000747,-1.0094897016
ACH-000748,-0.858849009416
ACH-000753,-1.11399854805
ACH-000756,-1.11308172644
ACH-000757,-1.12645467627
ACH-000758,-1.06976837816
ACH-000760,-1.0582151882700002
ACH-000763,-1.13587053796
ACH-000764,-0.888233929113
ACH-000765,-0.822023690878
ACH-000766,-1.1188702432700002
ACH-000767,-0.961642603944
ACH-000768,-0.853463290939
ACH-000769,-1.00410478455
ACH-000770,-1.18024839301
ACH-000771,-1.16590676075
ACH-000773,-1.18699379797
ACH-000776,-0.974822528481
ACH-000777,-1.02156124496
ACH-000778,-1.19071232115
ACH-000781,-1.3608550683899998
ACH-000782,-1.05693399054
ACH-000783,-1.04270929605
ACH-000784,-0.790337787005
ACH-000785,-0.963697953188
ACH-000787,-0.8721706298019999
ACH-000788,-1.04116693305
ACH-000791,-1.03999141513
ACH-000792,-1.20822580652
ACH-000794,-1.00303474465
ACH-000796,-1.083450944
ACH-000799,-1.18271234439
ACH-000800,-0.747664465057
ACH-000802,-0.9789333487340001
ACH-000804,-1.15071458823
ACH-000805,-0.786415382977
ACH-000809,-1.21807140019
ACH-000810,-0.850895215043
ACH-000811,-1.1341990563
ACH-000817,-0.941761961912
ACH-000819,-0.973306350502
ACH-000820,-0.66628710937
ACH-000821,-0.930244980763
ACH-000822,-0.799216492358
ACH-000823,-1.0890699293700001
ACH-000824,-0.9419925382529999
ACH-000827,-1.0537921590100001
ACH-000829,-1.00728318094
ACH-000831,-1.2810375929200002
ACH-000832,-1.02757707406
ACH-000833,-1.4315688530500001
ACH-000834,-1.1055193211499998
ACH-000835,-0.752885845183
ACH-000836,-1.1095270786700002
ACH-000837,-0.9253058897830001
ACH-000838,-1.3786387823800001
ACH-000839,-1.02830462441
ACH-000840,-0.7476158082009999
