,KIFAP3 (22920)
ACH-000485,-0.131002792084
ACH-000486,-0.212684996894
ACH-000487,0.00393714991267
ACH-000488,-0.0658479788561
ACH-000490,-0.17816875086800002
ACH-000491,-0.195415721028
ACH-000495,-0.17775085091099999
ACH-000496,-0.136610429907
ACH-000499,-0.08906304996210002
ACH-000500,-0.121380645882
ACH-000502,-0.029553716691900003
ACH-000503,0.0742417509972
ACH-000505,-0.10447715076
ACH-000507,-0.38232907336099997
ACH-000510,-0.22458004604200002
ACH-000511,-0.11043728673599999
ACH-000512,-0.39349268716799995
ACH-000516,-0.224726270725
ACH-000517,-0.13035145132
ACH-000518,-0.0978481817554
ACH-000520,-0.152017430501
ACH-000521,-0.015625010489199998
ACH-000522,-0.266873329737
ACH-000524,-0.21838359750300002
ACH-000527,-0.154600963855
ACH-000528,-0.14600214092900002
ACH-000537,-0.16577603158600002
ACH-000541,0.117099691975
ACH-000542,-0.23136052314
ACH-000544,-0.07949541751469999
ACH-000545,-0.07254484785830001
ACH-000547,0.261993271565
ACH-000548,-0.194403815531
ACH-000549,-0.07246100571830001
ACH-000550,-0.09371096073280001
ACH-000552,-0.157107555172
ACH-000556,-0.0930736676952
ACH-000557,-0.034347860773099995
ACH-000570,-0.19740245167
ACH-000571,-0.23410648953000002
ACH-000573,0.010652722124700002
ACH-000576,-0.22487167656999998
ACH-000580,-0.30998988423
ACH-000584,-0.199890999576
ACH-000585,-0.156663466033
ACH-000588,-0.204768042469
ACH-000589,-0.09770105333580001
ACH-000591,0.13278978819499998
ACH-000593,-0.178864902704
ACH-000600,-0.238880319996
ACH-000601,-0.194081961393
ACH-000604,-0.044979326929599994
ACH-000605,-0.180857243633
ACH-000606,-0.141418158516
ACH-000608,-0.204087483184
ACH-000614,-0.186209683805
ACH-000616,-0.20241731168
ACH-000618,-0.150232102623
ACH-000619,-0.373485758502
ACH-000620,0.0192700855001
ACH-000621,-0.112522832266
ACH-000622,-0.187599517573
ACH-000623,-0.07849285610119999
ACH-000624,-0.050466622571099996
ACH-000627,-0.08296345432289999
ACH-000630,-0.149082418305
ACH-000632,-0.151707685693
ACH-000633,-0.22836812989799998
ACH-000637,0.0403777800442
ACH-000638,-0.151718576365
ACH-000646,-0.248784073717
ACH-000647,-0.159944682619
ACH-000648,-0.11233913234899999
ACH-000649,-0.14942092600600002
ACH-000651,-0.226089561507
ACH-000652,-0.318253154647
ACH-000653,-0.0647580152171
ACH-000657,-0.277493391062
ACH-000658,-0.19296227909000002
ACH-000661,-0.0437916282917
ACH-000662,-0.058622496649900005
ACH-000663,-0.197921436759
ACH-000665,-0.141395657936
ACH-000671,-0.122836803829
ACH-000673,-0.12470984253100001
ACH-000676,0.0225861238052
ACH-000677,-0.120263996692
ACH-000681,-0.17598033229200002
ACH-000682,-0.13875078049
ACH-000683,-0.39798239573700006
ACH-000684,0.0567242345999
ACH-000688,-0.429381643822
ACH-000693,-0.131407890769
ACH-000694,-0.11335930789000001
ACH-000695,-0.0846576007295
ACH-000696,-0.124910508626
ACH-000697,0.235955192727
ACH-000699,-0.0398242167607
ACH-000701,-0.304514923231
ACH-000706,-0.20051071639600002
ACH-000711,-0.119072612772
ACH-000713,-0.305697318205
ACH-000714,-0.133206887435
ACH-000718,-0.0996026121296
ACH-000720,-0.09383109990800001
ACH-000721,-0.186751553508
ACH-000724,-0.18667095101599998
ACH-000725,-0.533667740495
ACH-000732,-0.157226479964
ACH-000734,-0.268282321043
ACH-000735,-0.302266236192
ACH-000736,-0.00759510705143
ACH-000738,-0.150593136223
ACH-000746,0.165896181679
ACH-000747,-0.13295782919500002
ACH-000748,-0.14775922624
ACH-000753,-0.0868887064928
ACH-000756,-0.11773964242599999
ACH-000757,-0.228702827279
ACH-000758,-0.239519956796
ACH-000760,-0.121434261277
ACH-000763,-0.18939663183699998
ACH-000764,-0.0955449186688
ACH-000765,-0.128444461678
ACH-000766,-0.20267979011300002
ACH-000767,-0.307490087244
ACH-000768,0.114189187114
ACH-000769,-0.125768069877
ACH-000770,-0.119246387867
ACH-000771,-0.130080693748
ACH-000773,-0.0101901004888
ACH-000776,-0.09934030767100001
ACH-000777,-0.33243150224
ACH-000778,-0.0430410778897
ACH-000781,-0.12103192372199999
ACH-000782,-0.00539121733933
ACH-000783,-0.25453762129
ACH-000784,-0.166351641437
ACH-000785,-0.18243577586800003
ACH-000787,-0.16866265914200002
ACH-000788,-0.10359764131100001
ACH-000791,-0.22528511540899998
ACH-000792,-0.022134548595099997
ACH-000794,-0.0854077672206
ACH-000796,-0.0629821029722
ACH-000799,0.0372529520458
ACH-000800,-0.0627754004004
ACH-000802,-0.10571492062200001
ACH-000804,0.041504183492900006
ACH-000805,-0.453009713722
ACH-000809,-0.09929696204939999
ACH-000810,-0.0240315914486
ACH-000811,-0.0970703373425
ACH-000817,-0.200269552926
ACH-000819,-0.283916483759
ACH-000820,-0.0443626079365
ACH-000821,0.0131259417606
ACH-000822,-0.185071331531
ACH-000823,-0.133723804563
ACH-000824,-0.10880120056199999
ACH-000827,-0.0677547401656
ACH-000829,-0.08897726258089998
ACH-000831,-0.0715649688579
ACH-000832,-0.19963869063499998
ACH-000833,-0.177554988257
ACH-000834,-0.0778577540665
ACH-000835,-0.144667445059
ACH-000836,-0.232735816118
ACH-000837,-0.115695220197
ACH-000838,-0.326435210865
ACH-000839,-0.139371660254
ACH-000840,0.0362423887225
ACH-000841,-0.38140639787299996
ACH-000843,-0.21179616101399998
ACH-000846,-0.19268553720800002
ACH-000847,-0.03512064845269999
ACH-000848,-0.142227905072
ACH-000849,0.0216063458098
ACH-000851,-0.00329388785814
ACH-000855,-0.134646002817
ACH-000856,-0.195203826916
ACH-000858,-0.0929350990687
ACH-000859,-0.212038896806
ACH-000861,-0.10769718909499999
ACH-000862,-0.135503602118
ACH-000865,-0.12953643083799998
ACH-000866,0.0437994210711
ACH-000867,-0.205065107713
ACH-000869,-0.222440026525
ACH-000872,-0.04254286113
ACH-000873,-0.011566104204200001
ACH-000876,0.0013981944781500002
ACH-000878,-0.154942831984
ACH-000880,-0.17240130754
ACH-000881,-0.0465714352774
ACH-000882,-0.0792214365972
ACH-000884,-0.117486035917
ACH-000885,0.0006337137975190001
ACH-000887,-0.205875024664
ACH-000888,-0.24494389997699997
ACH-000889,-0.180728731528
ACH-000890,0.0162672223412
ACH-000896,-0.259473884701
ACH-000898,-0.12983043465
ACH-000900,-0.147437575376
ACH-000901,-0.0861832898972
ACH-000905,-0.263306941889
ACH-000906,-0.0679009693916
ACH-000907,-0.220856792669
ACH-000910,-0.157783909822
ACH-000911,-0.0679465593552
ACH-000912,-0.158798603411
ACH-000913,-0.10513158356699999
ACH-000915,0.008755275833129999
ACH-000916,-0.580518673523
ACH-000917,-0.237172154679
ACH-000921,-0.265675551093
ACH-000924,-0.191739428124
ACH-000926,-0.18630629283599998
ACH-000928,-0.141189394732
ACH-000929,-0.12177716999000002
ACH-000932,-0.40005602610200003
ACH-000935,-0.127335496342
ACH-000936,-0.0895433658736
ACH-000937,-0.0992040422619
ACH-000938,-0.191919350744
ACH-000939,-0.0286325359893
ACH-000941,-0.151986850083
ACH-000943,-0.226022762661
ACH-000946,-0.15715002736
ACH-000947,-0.12118204819900001
ACH-000948,-0.117378350691
ACH-000950,-0.30306982252
ACH-000953,-0.175030210879
ACH-000957,-0.056052510525900004
ACH-000958,0.0306324817805
ACH-000960,-0.094958618666
ACH-000963,-0.13419204384000002
ACH-000968,-0.0901893562522
ACH-000969,-0.357120324727
ACH-000973,-0.104314781094
ACH-000974,-0.156210688056
ACH-000975,-0.216118525017
ACH-000976,0.037949865239499996
ACH-000978,-0.06251022081640001
ACH-000980,-0.11150186886199999
ACH-000984,-0.24204578274
ACH-000986,-0.19559308027199998
ACH-000988,-0.181086911539
ACH-000993,-0.11677411572
ACH-000994,-0.06667368901880001
ACH-000996,0.0177995492798
ACH-001001,-0.207237270764
ACH-001020,-0.23276199142499998
ACH-001028,-0.183811004047
ACH-001031,-0.0322936867096
ACH-001038,-0.132288894373
ACH-001048,-0.165668050602
ACH-001050,-0.121292676796
ACH-001053,-0.125128024094
ACH-001054,-0.19796769972300002
ACH-001061,-0.06876514980830001
ACH-001067,-0.091668064254
ACH-001075,-0.06547899454429999
ACH-001096,-0.34211079812600004
ACH-001128,0.038631302341
ACH-001134,-0.07923192657639999
ACH-001151,-0.143723284449
ACH-001163,-0.23742251748100002
ACH-001164,-0.17738051823800002
ACH-001173,-0.0809050306436
ACH-001183,-0.17337075037799998
ACH-001184,-0.288044417889
ACH-001190,-0.146833971927
ACH-001192,0.0344482650373
ACH-001193,0.20578401217099998
ACH-001196,0.035269312215300004
ACH-001197,-0.144903197891
ACH-001205,-0.215071578847
ACH-001211,-0.208717644427
ACH-001212,-0.187203252022
ACH-001228,-0.21189676524999998
ACH-001232,-0.09914312550580001
ACH-001239,-0.329498420421
ACH-001274,-0.162912637036
ACH-001275,-0.09382057656989999
ACH-001277,-0.030398525241299997
ACH-001278,-0.192096567327
ACH-001280,-0.0184012164229
ACH-001283,0.0200039841328
ACH-001289,-0.109740063309
ACH-001295,-0.225226918945
ACH-001300,-0.182744238743
ACH-001301,-0.223488555151
ACH-001302,0.09335952570639999
ACH-001303,0.33853282881700003
ACH-001306,-0.21623309156800002
ACH-001318,-0.128948423225
ACH-001322,-0.222251858476
ACH-001328,-0.177460271433
ACH-001332,-0.37172667039499996
ACH-001333,-0.00526976865603
ACH-001336,-0.134514890587
ACH-001340,-0.141517110897
ACH-001346,-0.21295519979699998
ACH-001353,-0.151250464571
ACH-001354,-0.33499470673
ACH-001367,-0.0543681355303
ACH-001368,-0.165192642316
ACH-001374,0.164191663205
ACH-001375,-0.15392877789200002
ACH-001377,-0.310503542173
ACH-001380,-0.0738487050572
ACH-001391,-0.09151210145710001
ACH-001407,-0.13654029900999998
ACH-001408,-0.130157051076
ACH-001413,-0.148444924217
ACH-001430,-0.0296066233583
ACH-001431,-0.353988507606
ACH-001450,-0.276215048408
ACH-001496,-0.03888463030580001
ACH-001500,-0.243326868428
ACH-001521,-0.12174157001399999
ACH-001523,-0.0810219415718
ACH-001532,-0.00158664153652
ACH-001536,0.026672898697700002
ACH-001550,-0.0859997645654
ACH-001552,-0.246099400247
ACH-001554,-0.263051326598
ACH-001645,-0.07186469676639999
ACH-001654,0.121605831082
ACH-001715,-0.132443637347
ACH-001735,-0.129731960763
ACH-001736,-0.0790149010578
ACH-001737,-0.0799911043785
ACH-001740,-0.159713057272
ACH-001745,-0.12023345716499999
ACH-001750,-0.0576757164603
ACH-001765,-0.244102945228
ACH-001956,-0.103817933113
ACH-001957,-0.129729406619
