,SGCZ (137868)
ACH-000004,0.194460183866
ACH-000007,-0.09224111024779999
ACH-000009,0.0854460571813
ACH-000011,0.141804847554
ACH-000012,0.109332679334
ACH-000013,0.09486533088469999
ACH-000014,0.24340903128600003
ACH-000015,0.147335245295
ACH-000017,0.169163693537
ACH-000018,0.166559949232
ACH-000019,0.101423974586
ACH-000021,0.1474761072
ACH-000022,0.0724029509907
ACH-000025,-0.0808436829363
ACH-000028,0.0363510777163
ACH-000030,0.154959903617
ACH-000035,0.130083549713
ACH-000036,-0.12102861758899999
ACH-000037,0.096140800232
ACH-000039,0.0620047964855
ACH-000040,0.0437268913898
ACH-000041,-0.0050247291645
ACH-000042,0.08121886765700001
ACH-000045,0.09878236671269999
ACH-000047,0.151301540287
ACH-000052,0.231768928864
ACH-000053,-0.0668485469282
ACH-000054,0.1718116362
ACH-000055,-0.07864734200019999
ACH-000060,0.08238802558830001
ACH-000067,0.223222451291
ACH-000070,0.0711562113392
ACH-000075,-0.00734418145454
ACH-000078,-0.015991631099000002
ACH-000082,-0.00373875908698
ACH-000085,0.25715553175
ACH-000086,0.173420089709
ACH-000087,0.07353275534880001
ACH-000092,0.122996758242
ACH-000095,0.131646325226
ACH-000097,0.0480652661278
ACH-000098,0.170887875449
ACH-000099,-0.140674876714
ACH-000108,-0.0613631413915
ACH-000113,0.125796775713
ACH-000115,0.021705150589099997
ACH-000116,0.0611626735293
ACH-000118,-0.0808570615792
ACH-000120,0.008777924241459999
ACH-000123,-0.0317784194649
ACH-000127,0.180547366844
ACH-000128,0.15632678394400001
ACH-000132,0.0173868429584
ACH-000133,0.0547032802434
ACH-000137,0.11769368384199999
ACH-000138,0.007804769100829999
ACH-000142,0.113165358311
ACH-000143,-0.045921023891500004
ACH-000146,-0.0482177942167
ACH-000148,0.0488436834535
ACH-000150,0.22657189334000002
ACH-000152,0.335600920907
ACH-000153,0.283958738782
ACH-000159,0.189439987527
ACH-000160,0.19976355896099998
ACH-000163,0.14772935427300002
ACH-000167,0.46635826596600005
ACH-000168,-0.04683712023659999
ACH-000169,0.149169554439
ACH-000178,-0.048357372011199995
ACH-000182,0.00266932888497
ACH-000183,0.206051624283
ACH-000188,0.206148253644
ACH-000189,0.40617517641199996
ACH-000190,0.267360307483
ACH-000198,0.135950445951
ACH-000204,-0.137529375914
