,PPP2R3C (55012)
ACH-000004,-0.602158525389
ACH-000007,-0.86182315406
ACH-000009,-1.2567705037899999
ACH-000011,-1.05637243707
ACH-000012,-0.9666878730089999
ACH-000013,-0.974543824588
ACH-000014,-0.828487098907
ACH-000015,-0.601118400194
ACH-000017,-1.02055781033
ACH-000018,-0.8983003977959999
ACH-000019,-0.96461905174
ACH-000021,-1.0811470053499999
ACH-000022,-0.453935975952
ACH-000025,-0.55149238948
ACH-000028,-0.694053746833
ACH-000030,-1.07944458064
ACH-000035,-1.0131317147299999
ACH-000036,-0.729990958135
ACH-000037,-0.975559167802
ACH-000039,-0.537530770479
ACH-000040,-0.60836212296
ACH-000041,-0.543553709419
ACH-000042,-0.536534292757
ACH-000045,-0.7679034387
ACH-000047,-0.805169709336
ACH-000052,-0.591352702161
ACH-000053,-0.955797885044
ACH-000054,-0.574637853562
ACH-000055,-1.21263284115
ACH-000060,-0.322729806156
ACH-000067,-0.414676006824
ACH-000070,-1.10083610428
ACH-000075,-0.584978360515
ACH-000078,-0.816214339833
ACH-000082,-0.44950589007200004
ACH-000085,-0.7351031633949999
ACH-000086,-0.7888028958650001
ACH-000087,-0.417959131934
ACH-000092,-1.0289454613200002
ACH-000095,-0.9417558380969999
ACH-000097,-1.29675240144
ACH-000098,-0.5858666077870001
ACH-000099,-0.776556468119
ACH-000108,-1.29217156583
ACH-000113,-0.9716594511700002
ACH-000115,-0.855853872932
ACH-000116,-0.540954994585
ACH-000118,-0.708355991574
ACH-000120,-0.9410173725200001
ACH-000123,-0.973585874897
ACH-000127,-0.529082960632
ACH-000128,-0.6811023664820001
ACH-000132,-1.1861109435600001
ACH-000133,-0.8136569142290001
ACH-000137,-0.582110444198
ACH-000138,-0.964771911302
ACH-000142,-1.02677026175
ACH-000143,-0.45164495758999995
ACH-000146,-0.567894583384
ACH-000148,-0.820537473445
ACH-000150,0.103715899268
ACH-000152,-1.0122067742299998
ACH-000153,-1.0802839699200002
ACH-000159,-1.00192136433
ACH-000160,-0.807691739825
ACH-000163,-0.781114751514
ACH-000167,-0.551538183305
ACH-000168,-0.567556161455
ACH-000169,-0.8160376526629999
ACH-000178,-0.286855464437
ACH-000182,-0.7855446725570001
ACH-000183,-1.24269208159
ACH-000188,-0.590243481528
ACH-000189,-0.8095970843070001
ACH-000190,-0.541414175967
ACH-000198,-0.930575425135
ACH-000204,-1.3393297548799998
ACH-000206,-0.477976993778
ACH-000207,-1.20933066184
ACH-000211,-0.7371603073690001
ACH-000215,-0.664681925902
ACH-000221,-0.770138108788
ACH-000222,-1.06763619926
ACH-000223,-0.715101974379
ACH-000226,-0.827344436505
ACH-000227,-0.767186259427
ACH-000228,-0.6994713659199999
ACH-000231,-0.9518476088940001
ACH-000232,-0.843040218381
ACH-000233,-0.673812484071
ACH-000234,-1.23423635387
ACH-000235,-0.752193000731
ACH-000237,-0.747105586768
ACH-000238,-0.583319813685
ACH-000243,-1.12207834096
ACH-000244,-1.00898951636
ACH-000246,-1.08713147727
ACH-000248,-0.8962333078010001
ACH-000250,-0.967909469315
ACH-000251,-0.800068845879
ACH-000253,-1.1519608368799998
ACH-000255,-0.644265000294
ACH-000256,-0.939136328327
ACH-000257,-0.7333747750749999
ACH-000258,-0.760510790196
ACH-000259,-1.15238764838
ACH-000260,-0.8949960740270001
ACH-000261,-0.8343756766830001
ACH-000262,-0.6859211348180001
ACH-000263,-0.523808778202
ACH-000264,-0.749990452684
ACH-000265,-0.384250191677
ACH-000266,-0.9319919953820001
ACH-000272,-1.05803377708
ACH-000273,-0.736950445736
ACH-000274,-0.577734702441
ACH-000277,-0.804716016003
ACH-000278,-0.599226771867
ACH-000279,-0.582530025116
ACH-000280,-0.594235849547
ACH-000281,-1.05507135608
ACH-000288,-0.71937434826
ACH-000291,-1.10326091479
ACH-000293,-0.663759019917
ACH-000294,-0.811177380616
ACH-000295,-1.3254854161399998
ACH-000296,-1.0824220306899999
ACH-000302,-0.517778563124
ACH-000304,-0.940791419384
ACH-000307,-1.01982357029
ACH-000308,-0.406390611133
ACH-000310,-0.7883261825139999
ACH-000311,-1.0150920121
ACH-000312,-1.29480230787
ACH-000315,-0.828091684402
ACH-000316,-0.740239248198
ACH-000317,-1.14795881678
ACH-000318,-0.731563767266
ACH-000319,-0.822923287625
ACH-000320,-0.978454177765
ACH-000322,-0.524075019362
ACH-000323,-0.693451850817
ACH-000324,-0.900735558274
ACH-000329,-0.45939391148500003
ACH-000330,-0.991619286874
ACH-000331,-0.580691249378
ACH-000332,-1.18050330549
ACH-000334,-1.2616651187899999
ACH-000335,-0.927091277852
ACH-000336,-0.997670139552
ACH-000337,-0.8015835142509999
ACH-000339,-0.32738090140799997
ACH-000341,-0.602946368492
ACH-000348,-0.47397727507700005
ACH-000350,-0.337240834283
ACH-000352,-0.7065619035709999
ACH-000356,-1.08518249725
ACH-000361,-0.675758534517
ACH-000362,-0.7312091078990001
ACH-000363,-1.2855806688200002
ACH-000364,-0.558922183478
ACH-000365,-1.06963030342
ACH-000366,-0.991780900005
ACH-000368,-0.955864979648
ACH-000374,-0.9816600028550001
ACH-000375,-0.730844118188
ACH-000376,-0.578776240708
ACH-000381,-0.8419180411120001
ACH-000383,-1.1663477814299998
ACH-000387,-1.2108569688700002
ACH-000389,-0.703308126798
ACH-000390,-1.07675485545
ACH-000393,-0.636031700913
ACH-000395,-0.9541549290710001
ACH-000397,-0.761560258625
ACH-000401,-0.7706838927490001
ACH-000402,-1.0416008255
ACH-000403,-0.551953602679
ACH-000404,-0.822866547668
ACH-000406,-1.13302438654
ACH-000407,-0.727440581673
ACH-000408,-0.876747698326
ACH-000410,-1.0608775423999999
ACH-000411,-1.05932868558
ACH-000414,-0.9519604221279999
ACH-000415,-0.70562442595
ACH-000416,-0.621164590787
ACH-000420,-0.621159131481
ACH-000421,-0.6820799538160001
ACH-000424,-0.581120903855
ACH-000425,-1.0012639729600001
ACH-000426,-0.73039675933
ACH-000427,-0.49003354480899997
ACH-000433,-1.09595684654
ACH-000436,-0.974267405008
ACH-000444,-0.660720136479
ACH-000445,-1.1751438219099999
ACH-000448,-0.6599127232590001
ACH-000450,-0.549933646359
ACH-000452,-0.8372372405640001
ACH-000454,-0.9971365431110001
ACH-000458,-0.574808772741
ACH-000459,-0.572260383613
ACH-000460,-0.820013099941
ACH-000461,-0.854575828306
ACH-000463,-0.6264799913970001
ACH-000464,-0.593319732287
ACH-000466,-0.768632720919
ACH-000467,-1.0557810686700002
ACH-000468,-0.543036710663
ACH-000469,-0.385284506766
ACH-000470,-0.931366080149
ACH-000471,-1.26189054204
ACH-000472,-0.68079124889
ACH-000473,-1.0678932319499999
ACH-000475,-1.0305731814399999
ACH-000476,-0.37155128485100003
ACH-000477,-0.866344003935
ACH-000480,-0.9751776553299999
ACH-000481,-0.682854335126
ACH-000483,-0.918754802758
ACH-000484,-1.08232065917
ACH-000485,-0.47168007421499997
ACH-000486,-0.983592499094
ACH-000487,-0.833836425939
ACH-000488,-0.84048039053
ACH-000490,-0.942727778353
ACH-000491,-0.750434812062
ACH-000495,-1.17227258797
ACH-000496,-0.657999164558
ACH-000499,-0.6382955513180001
ACH-000500,-0.72953111655
ACH-000502,-0.9358809540690001
ACH-000503,-1.1591313945200001
ACH-000505,-0.573297103324
ACH-000507,-0.916171462332
ACH-000510,-0.7876329119140001
ACH-000511,-0.6158226421280001
ACH-000512,-0.6822695552770001
ACH-000516,-0.7639175874009999
ACH-000517,-0.0917538257914
ACH-000518,-0.8288328379819999
ACH-000520,-0.6985448261130001
ACH-000521,-0.841040359838
ACH-000522,-0.49307817430699996
ACH-000524,-0.940957618502
ACH-000527,-1.20507989451
ACH-000528,-1.1531919747900001
ACH-000537,-0.6500857530049999
ACH-000541,-0.918757111318
ACH-000542,-0.858468196814
ACH-000544,-0.9296652538019999
ACH-000545,-0.441426041228
ACH-000547,-0.7022896557080001
ACH-000548,-0.587778511949
ACH-000549,-0.944877607018
ACH-000550,-0.600011384708
ACH-000552,-1.00373744775
ACH-000556,-0.9780921947799999
ACH-000557,-0.5798796145130001
ACH-000570,-0.8258457297390001
ACH-000571,-0.6058000469100001
ACH-000573,-0.6430015343819999
ACH-000576,-1.01626253274
ACH-000580,-1.11576343522
ACH-000584,-1.00499131497
ACH-000585,-0.36626399633400003
ACH-000588,-1.08677594636
ACH-000589,-0.7321393461669999
ACH-000591,-0.663955101289
ACH-000593,-0.709220953071
ACH-000600,-0.778455581455
ACH-000601,-0.73789296102
ACH-000604,-0.3447168685
ACH-000605,-0.587420626402
ACH-000606,-0.8937129745669999
ACH-000608,-0.8037014673880001
ACH-000614,-1.16888075766
ACH-000616,-0.628537606402
ACH-000618,-0.402319970153
ACH-000619,-0.9977927013050001
ACH-000620,-1.09270309564
ACH-000621,-1.01706710823
ACH-000622,-1.07077821571
ACH-000623,-0.815037058961
ACH-000624,-0.48516702431599995
ACH-000627,-0.968723588
ACH-000630,-1.0526728884799998
ACH-000632,-0.277783064083
ACH-000633,-0.48762134417900005
ACH-000637,-1.0973961515000001
ACH-000638,-0.632311419326
ACH-000646,-0.901050289918
ACH-000647,-0.785927118779
ACH-000648,-1.14320945929
ACH-000649,-1.0945979823
ACH-000651,-0.7828068186849999
ACH-000652,-0.946683582173
ACH-000653,-0.8008004506919999
ACH-000657,-0.614261190677
ACH-000658,-1.17698671012
ACH-000661,-1.01398616241
ACH-000662,-0.529182757449
ACH-000663,-1.07487980202
ACH-000665,-0.5830524424310001
ACH-000671,-0.862361962141
ACH-000673,-0.534941355127
ACH-000676,-0.678357216832
ACH-000677,-1.16795333993
ACH-000681,-0.833472042662
ACH-000682,-0.8849665220540001
ACH-000683,-0.9834051008210001
ACH-000684,-0.9389223831739999
ACH-000688,-0.616737772973
ACH-000693,-0.7310876795610001
ACH-000694,-0.7691703304559999
ACH-000695,-0.433596080378
ACH-000696,-0.645838998354
ACH-000697,-0.83373584391
ACH-000699,-0.823465761458
ACH-000701,-1.0950903608700002
ACH-000706,-0.7993090677150001
ACH-000711,-0.939689144776
ACH-000713,-0.921175768868
ACH-000714,-1.0196629236
ACH-000718,-0.808729164134
ACH-000720,-0.718713965319
ACH-000721,-0.38523516125600005
ACH-000724,-0.773100784597
ACH-000725,-1.24178818949
ACH-000732,-0.910856321242
ACH-000734,-0.999536938326
ACH-000735,-1.13060462234
ACH-000736,-0.889212635396
ACH-000738,-0.46593845334899997
ACH-000746,-0.573307938167
ACH-000747,-0.488824910836
ACH-000748,-1.02957998456
ACH-000753,-0.5943757633919999
ACH-000756,-0.806188205236
ACH-000757,-0.854602012149
ACH-000758,-0.609907702546
ACH-000760,-0.521555514953
ACH-000763,-1.03238388056
ACH-000764,-0.411703785797
ACH-000765,-1.1651703815999999
ACH-000766,-0.610838458202
ACH-000767,-0.545590315062
ACH-000768,-0.52783475981
ACH-000769,-1.16116301477
ACH-000770,-1.10751754046
ACH-000771,-1.03437380751
ACH-000773,-0.7414632914270001
ACH-000776,-0.684234620061
ACH-000777,-0.831553544917
ACH-000778,-0.8934355594399999
ACH-000781,-1.0709734122
ACH-000782,-0.8817640377439999
ACH-000783,-1.58584303076
ACH-000784,-0.839266336385
ACH-000785,-0.7507820039569999
ACH-000787,-1.11883851612
ACH-000788,-0.7427686675030001
ACH-000791,-0.917057232636
ACH-000792,-0.657681774987
ACH-000794,-0.56881949448
ACH-000796,-0.831756457409
ACH-000799,-0.66682250657
ACH-000800,-0.808476734287
ACH-000802,-0.842556873167
ACH-000804,-0.969297517431
ACH-000805,-0.8253457304699999
ACH-000809,-0.8951628142229999
ACH-000810,-1.26010067667
ACH-000811,-0.530569635175
ACH-000817,-1.24368822671
ACH-000819,-0.684642134631
ACH-000820,-0.513299397824
ACH-000821,-1.2389398575700001
ACH-000822,-1.07641333654
ACH-000823,-0.660235797962
ACH-000824,-0.838443281714
ACH-000827,-0.799352376598
ACH-000829,-0.68045263397
ACH-000831,-0.7496656330410001
ACH-000832,-1.03537084431
ACH-000833,-0.417801889225
ACH-000834,-0.913942784263
ACH-000835,-0.5595660797349999
ACH-000836,-0.939438000509
ACH-000837,-0.903842690721
ACH-000838,-1.39373158222
ACH-000839,-1.12932981343
ACH-000840,-0.38139116253600003
ACH-000841,-1.24016475482
ACH-000843,-0.908042655518
ACH-000846,-0.468641261629
ACH-000847,-0.8649483386489999
ACH-000848,-0.804630177819
ACH-000849,-1.08682679032
ACH-000851,-0.553900783674
ACH-000855,-0.8818896656659999
ACH-000856,-0.756625736429
ACH-000858,-0.910363083189
ACH-000859,-0.982494987915
ACH-000861,-0.472293283739
ACH-000862,-0.8445532341740001
ACH-000865,-0.9231835469499999
ACH-000866,-1.13134557977
ACH-000867,-0.390386966871
ACH-000869,-0.857043829142
ACH-000872,-0.19130139547400002
ACH-000873,-0.931425549368
ACH-000876,-0.29732972155000004
ACH-000878,-0.600430779988
ACH-000880,-0.657921675642
ACH-000881,-0.815379312833
ACH-000882,-0.669228074572
ACH-000884,-0.761967275221
ACH-000885,-1.0000305858299998
ACH-000887,-0.9858028560600001
ACH-000888,-0.9220820406970001
ACH-000889,-1.64956276081
ACH-000890,-0.883367277015
ACH-000896,-0.69871603308
ACH-000898,-0.803741045378
ACH-000900,-0.935767285284
ACH-000901,-0.310486303245
ACH-000905,-0.937760873257
ACH-000906,-0.582408793199
ACH-000907,-0.590863248232
ACH-000910,-0.8551299016699999
ACH-000911,-0.770006707773
ACH-000912,-0.29879214685100003
ACH-000913,-0.833969311773
ACH-000915,-0.7220293245430001
ACH-000916,-0.512063637905
ACH-000917,-0.735475491989
ACH-000921,-0.308853154122
ACH-000924,-0.54890679081
ACH-000926,-0.599649359213
ACH-000928,-0.496200120251
ACH-000929,-0.825364290074
ACH-000932,-1.09064996613
ACH-000935,-0.446401793648
ACH-000936,-0.935461924366
ACH-000937,-0.756166424349
ACH-000938,-0.923453146076
ACH-000939,-0.808887311785
ACH-000941,-0.8486913081380001
ACH-000943,-0.991400759932
ACH-000946,-0.7521013538410001
ACH-000947,-0.559881394428
ACH-000948,-0.9262355316580001
ACH-000950,-0.715829098955
ACH-000953,-0.936955978348
ACH-000957,-1.00049937001
ACH-000958,-0.7223896085060001
ACH-000960,-0.6562176587690001
ACH-000963,-0.856293067675
ACH-000968,-0.845809193978
ACH-000969,-0.6203366030749999
ACH-000973,-0.39652159048
ACH-000974,-0.890909040122
ACH-000975,-0.8590572342239999
ACH-000976,-0.9878411955940001
ACH-000978,-1.04385403745
ACH-000980,-0.5754251639600001
ACH-000984,-1.0840777653799998
ACH-000986,-0.8641752490989999
ACH-000988,-1.11198569748
ACH-000993,-0.8501433555760001
ACH-000994,-0.8280991481730001
ACH-000996,-0.649584719449
ACH-001001,-0.711119296894
ACH-001020,-0.694411675608
ACH-001028,-0.430415751957
ACH-001031,-0.886143188106
ACH-001038,-0.48866202753700005
ACH-001048,-0.538339362971
ACH-001050,-1.17915868719
ACH-001053,-0.902776737077
ACH-001054,-0.879552520554
ACH-001061,-0.528892358186
ACH-001067,-0.480053825296
ACH-001075,-0.8560269502590001
ACH-001096,-0.875257541233
ACH-001128,-0.515741233927
ACH-001134,-0.959825883484
ACH-001151,-0.787041282194
ACH-001163,-0.180014942203
ACH-001164,-0.76353760083
ACH-001173,-0.9382719980679999
ACH-001183,-0.825163248891
ACH-001184,-0.43365201183300006
ACH-001190,-0.17098769397100003
ACH-001192,-0.6422589984579999
ACH-001193,-0.819731100184
ACH-001196,-0.988597081931
ACH-001197,-0.871465199004
ACH-001205,-0.7022433906800001
ACH-001211,-0.819402698634
ACH-001212,-0.7053944093760001
ACH-001228,-0.7559458974940001
ACH-001232,-0.741893239298
