,SPIRE2 (84501)
ACH-000004,-0.08223090437939999
ACH-000007,-0.0189409229634
ACH-000009,0.139336961981
ACH-000011,-0.381078095281
ACH-000012,-0.118710961435
ACH-000013,-0.08599150867080001
ACH-000014,0.02659085895
ACH-000015,-0.0939740628716
ACH-000017,0.12765857327400001
ACH-000018,-0.073475304268
ACH-000019,-0.256822561563
ACH-000021,-0.203337362977
ACH-000022,0.0328246663753
ACH-000025,-0.26949296591099997
ACH-000028,-0.0888556028204
ACH-000030,0.0027017300124099995
ACH-000035,0.14425774485600001
ACH-000036,-0.145330503606
ACH-000037,-0.213828799855
ACH-000039,0.00807605214734
ACH-000040,-0.289253789718
ACH-000041,0.0824027457665
ACH-000042,-0.104469321349
ACH-000045,-0.16983500402899998
ACH-000047,-0.0059258014871099995
ACH-000052,-0.145189775101
ACH-000053,-0.10187914423200001
ACH-000054,-0.179574797536
ACH-000055,-0.28027558808499997
ACH-000060,-0.0511844387405
ACH-000067,-0.24565733948600002
ACH-000070,-0.25700882800700003
ACH-000075,-0.511372437643
ACH-000078,-0.206528910327
ACH-000082,-0.122848672676
ACH-000085,-0.252674286313
ACH-000086,-0.150711154384
ACH-000087,0.182803226056
ACH-000092,0.0009525340342250001
ACH-000095,-0.0712663231569
ACH-000097,-0.104537933169
ACH-000098,-0.07387399301099999
ACH-000099,-0.00557712252401
ACH-000108,-0.370554498906
ACH-000113,-0.208472811202
ACH-000115,-0.052094010563599996
ACH-000116,-0.06613777548119999
ACH-000118,0.0213831994753
ACH-000120,-0.17773401064
ACH-000123,-0.07776664648869999
ACH-000127,-0.0971343713278
ACH-000128,-0.0227497134608
ACH-000132,-0.07649909113680001
ACH-000133,-0.185686850781
ACH-000137,0.089591365472
ACH-000138,-0.22086519478
ACH-000142,-0.257002638967
ACH-000143,0.0372413551483
ACH-000146,-0.185205898378
ACH-000148,-0.142427564269
ACH-000150,-0.20747590388700002
ACH-000152,-0.117978717462
ACH-000153,-0.177843230019
ACH-000159,0.034943247675900006
ACH-000160,-0.0793858344429
ACH-000163,-0.161768019007
ACH-000167,0.264947987594
ACH-000168,-0.236859520941
ACH-000169,-0.288789339207
ACH-000178,-0.141951736021
ACH-000182,0.0267473673006
ACH-000183,-0.0766741369726
ACH-000188,0.09480834114129999
ACH-000189,-0.0803914091665
ACH-000190,-0.00036950718532
ACH-000198,-0.178226463325
ACH-000204,0.0774162820458
ACH-000206,0.020297087701400002
ACH-000207,0.17715115181
ACH-000211,-0.118996600844
ACH-000215,-0.13427221063
ACH-000221,-0.137002433944
ACH-000222,-0.197048155682
ACH-000223,-0.0211602964562
ACH-000226,0.037692799451800006
ACH-000227,-0.186171159814
ACH-000228,-0.0497344104646
ACH-000231,-0.104499764028
ACH-000232,-0.140054294745
ACH-000233,-0.22986236876
ACH-000234,-0.0432117689468
ACH-000235,-0.0665374993122
ACH-000237,-0.25899215778499995
ACH-000238,-0.119883533415
ACH-000243,-0.0602407209783
ACH-000244,-0.416900641053
ACH-000246,-0.0948382248643
ACH-000248,-0.0838821410191
ACH-000250,-0.176643966039
ACH-000251,-0.152084353516
ACH-000253,-0.157110924133
ACH-000255,-0.207866065812
ACH-000256,0.141568552289
ACH-000257,-0.183581635853
ACH-000258,-0.194071413457
ACH-000259,-0.19801788232200002
ACH-000260,-0.146105955191
ACH-000261,-0.049671198134000005
ACH-000262,-0.09284575221280002
ACH-000263,-0.24018711856199998
ACH-000264,-0.140270107255
ACH-000265,-0.0482287987316
ACH-000266,-0.14090680348600002
ACH-000272,-0.0305603434394
ACH-000273,-0.142226353015
ACH-000274,-0.19537316446800002
ACH-000277,-0.390083058688
ACH-000278,-0.183357988703
ACH-000279,-0.155094197488
ACH-000280,-0.226143941153
ACH-000281,-0.157413960395
ACH-000288,-0.213965291274
ACH-000291,0.038994023708900004
ACH-000293,-0.110804093314
ACH-000294,-0.343097493917
ACH-000295,-0.167681354198
ACH-000296,-0.0807529371992
ACH-000302,-0.00573025925391
ACH-000304,-0.156832519969
ACH-000307,-0.142441320638
ACH-000308,-0.200874686743
ACH-000310,0.120586893692
ACH-000311,-0.026897212487900002
ACH-000312,-0.315270218638
ACH-000315,-0.271766483897
ACH-000316,0.160286033907
ACH-000317,-0.210692320296
ACH-000318,-0.026209885882200003
ACH-000319,0.085653008654
ACH-000320,-0.0659403656739
ACH-000322,-0.144811241552
ACH-000323,-0.041667202152999995
ACH-000324,-0.252128604028
ACH-000329,-0.27460618260499997
ACH-000330,-0.0190728261556
ACH-000331,-0.07736834859899999
ACH-000332,-0.09160420831869999
ACH-000334,-0.119750292871
