,CENPT (80152)
ACH-000004,-1.00366174624
ACH-000007,-0.811659475975
ACH-000009,-0.661442313788
ACH-000011,-1.05896729874
ACH-000012,-0.813518440491
ACH-000013,-0.9606357849349999
ACH-000014,-0.8511616112520001
ACH-000015,-0.5685757813610001
ACH-000017,-0.872846681551
ACH-000018,-0.555891716492
ACH-000019,-0.880031535582
ACH-000021,-0.6930010230789999
ACH-000022,-0.902481070505
ACH-000025,-0.7419391489910001
ACH-000028,-0.5848080604720001
ACH-000030,-1.27797927288
ACH-000035,-0.599821563451
ACH-000036,-0.7219848598690001
ACH-000037,-1.50917190877
ACH-000039,-1.18883233285
ACH-000040,-0.9145098926620001
ACH-000041,-0.61876713776
ACH-000042,-1.03342222755
ACH-000045,-0.869524822648
ACH-000047,-1.05496509881
ACH-000052,-0.9087001402930001
ACH-000053,-0.9373503053669999
ACH-000054,-0.6915412098829999
ACH-000055,-0.9894755042110001
ACH-000060,-1.13784054292
ACH-000067,-0.890529165697
ACH-000070,-0.61327589076
ACH-000075,-0.937360771648
ACH-000078,-1.0970131300700001
ACH-000082,-0.994054015633
ACH-000085,-1.00006774519
ACH-000086,-0.7148807391709999
ACH-000087,-0.827709538142
ACH-000092,-0.7282371516930001
ACH-000095,-0.829811643448
ACH-000097,-0.542622343964
ACH-000098,-0.829275794733
ACH-000099,-1.11873447064
ACH-000108,-0.839281981815
ACH-000113,-0.8362436410349999
ACH-000115,-1.4348377625400002
ACH-000116,-0.869731875838
ACH-000118,-0.821823441101
ACH-000120,-0.723772784766
ACH-000123,-0.702414973081
ACH-000127,-0.731280395533
ACH-000128,-0.977727529595
ACH-000132,-0.909510422783
ACH-000133,-1.03665127591
ACH-000137,-0.865469072558
ACH-000138,-0.670309860189
ACH-000142,-0.956452158274
ACH-000143,-0.8853998812649999
ACH-000146,-0.847907568672
ACH-000148,-0.838457382411
ACH-000150,-0.41668261791100003
ACH-000152,-0.882461705393
ACH-000153,-0.777132158177
ACH-000159,-0.560277986131
ACH-000160,-0.9969754063609999
ACH-000163,-0.833480082041
ACH-000167,-0.9691902327930001
ACH-000168,-0.8545294083339999
ACH-000169,-0.780276927342
ACH-000178,-0.724774856262
ACH-000182,-1.06042960031
ACH-000183,-0.815382393167
ACH-000188,-0.980189601415
ACH-000189,-0.568681301278
ACH-000190,-0.767732125514
ACH-000198,-1.03755451563
ACH-000204,-0.486177978918
ACH-000206,-1.0929664689299998
ACH-000207,-0.831432595281
ACH-000211,-0.965085515036
ACH-000215,-0.919416427688
ACH-000221,-1.04050982423
ACH-000222,-0.776896935193
ACH-000223,-0.638996754572
ACH-000226,-0.7875521002500001
ACH-000227,-1.03786373844
ACH-000228,-0.759202037472
ACH-000231,-0.7980446408059999
ACH-000232,-0.732243539451
ACH-000233,-0.967643931402
ACH-000234,-1.35870305893
ACH-000235,-1.08915993779
ACH-000237,-0.9741826329979999
ACH-000238,-0.955387458891
ACH-000243,-0.820983226684
ACH-000244,-0.981232188164
ACH-000246,-0.8559838128499999
ACH-000248,-0.959858848557
ACH-000250,-0.75625029255
ACH-000251,-0.7529196821259999
ACH-000253,-0.7626801247660001
ACH-000255,-0.708338727169
ACH-000256,-0.994897585845
ACH-000257,-1.18759387493
ACH-000258,-1.0949970550900001
ACH-000259,-0.8682070959970001
ACH-000260,-1.01716533801
ACH-000261,-0.655529620043
ACH-000262,-0.9834594601209999
ACH-000263,-0.968560326841
ACH-000264,-1.05204714096
ACH-000265,-0.7433387533560001
ACH-000266,-1.1707508442499999
ACH-000272,-0.599696822641
ACH-000273,-0.719630142474
ACH-000274,-1.52356191546
ACH-000277,-0.993495122297
ACH-000278,-1.06896457679
ACH-000279,-0.6757813057690001
ACH-000280,-0.906986752713
ACH-000281,-1.5512644263600002
ACH-000288,-0.8111591284
ACH-000291,-0.955878680986
ACH-000293,-1.01530593634
ACH-000294,-0.556789944291
ACH-000295,-0.508599616116
ACH-000296,-0.7501879944259999
ACH-000302,-1.14213250896
ACH-000304,-0.562360451684
ACH-000307,-0.603720943633
ACH-000308,-1.01049155734
ACH-000310,-1.08402212276
ACH-000311,-1.08201844211
ACH-000312,-0.930228153351
ACH-000315,-1.01694947761
ACH-000316,-0.960360524514
ACH-000317,-0.671826896871
ACH-000318,-0.890325215527
ACH-000319,-0.991044380363
ACH-000320,-0.42818423949900003
ACH-000322,-0.855582245943
ACH-000323,-0.679557502311
ACH-000324,-0.6549447129029999
ACH-000329,-0.8132335752240001
ACH-000330,-0.982115375372
ACH-000331,-0.893208004303
ACH-000332,-0.96686286248
ACH-000334,-0.8746738286769999
ACH-000335,-0.701982912667
ACH-000336,-0.8396366420839999
ACH-000337,-1.0040293283600001
ACH-000339,-0.760201101039
ACH-000341,-1.34875086261
ACH-000348,-0.793604129976
ACH-000350,-1.0954495590100002
ACH-000352,-0.7197427707430001
ACH-000356,-0.776053731876
ACH-000361,-0.7737295682600001
ACH-000362,-0.783467411232
ACH-000363,-0.34608140412
ACH-000364,-0.9084767346870001
ACH-000365,-0.865171766657
ACH-000366,-0.876703275931
ACH-000368,-0.700820692343
ACH-000374,-0.5357985301529999
ACH-000375,-0.946409764878
ACH-000376,-0.8472104315060001
ACH-000381,-0.8640615433750001
ACH-000383,-0.798001423382
ACH-000387,-0.545217043557
ACH-000389,-0.797861311693
ACH-000390,-0.886247705026
ACH-000393,-0.989395908259
ACH-000395,-0.8697114749160001
ACH-000397,-1.13954713295
ACH-000401,-0.9693604420849999
ACH-000402,-1.1869842049400001
ACH-000403,-1.2606279204700002
ACH-000404,-0.839718120559
ACH-000406,-0.9548059620810001
ACH-000407,-0.9161382729399999
ACH-000408,-0.670125242245
ACH-000410,-0.937023308238
ACH-000411,-0.651744469804
ACH-000414,-1.31250910359
ACH-000415,-0.66306580411
ACH-000416,-0.781335753609
ACH-000420,-0.779950668567
