,UFL1 (23376)
ACH-000004,-0.278185550503
ACH-000007,-0.259402291058
ACH-000009,-0.876669207596
ACH-000011,-0.6890449440719999
ACH-000012,-0.634814198158
ACH-000013,-0.335076791943
ACH-000014,-0.615815265701
ACH-000015,-0.410081624733
ACH-000017,-0.414161563663
ACH-000018,-0.822262087944
ACH-000019,-0.815109048497
ACH-000021,-0.356673244164
ACH-000022,-0.337915918601
ACH-000025,-0.7528104465090001
ACH-000028,-0.570308162793
ACH-000030,-0.278011435885
ACH-000035,-0.8115006628929999
ACH-000036,-0.7728087432170001
ACH-000037,-0.83986468133
ACH-000039,-0.210922982478
ACH-000040,-0.408545266135
ACH-000041,-0.054226510511400004
ACH-000042,-0.570308625455
ACH-000045,-0.903949942026
ACH-000047,-0.321843397987
ACH-000052,-0.8105065632690001
ACH-000053,-0.202293676038
ACH-000054,-0.42682801994999997
ACH-000055,-0.39243427243600004
ACH-000060,-0.892939891366
ACH-000067,-0.863961649073
ACH-000070,-0.34354316804799995
ACH-000075,-0.918262259358
ACH-000078,-0.169183300077
ACH-000082,-0.355138445616
ACH-000085,-0.731843564419
ACH-000086,-0.7294644947229999
ACH-000087,-0.46831246326399995
ACH-000092,-0.62846967715
ACH-000095,-0.415961296797
ACH-000097,-0.911808815553
ACH-000098,-0.05635831179830001
ACH-000099,-0.29578854695900003
ACH-000108,-0.888462575581
ACH-000113,-0.30918928801600004
ACH-000115,-0.23961877156599998
ACH-000116,-0.364023745031
ACH-000118,-0.57162138562
ACH-000120,-0.66679461639
ACH-000123,-0.449657902953
ACH-000127,-0.838305611592
ACH-000128,-0.554152853151
ACH-000132,-0.750122937614
ACH-000133,-0.556687640261
ACH-000137,-0.272398378831
ACH-000138,-0.916053275416
ACH-000142,-0.576075518773
ACH-000143,-0.372645117821
ACH-000146,-0.558762503941
ACH-000148,-0.402277436778
ACH-000150,-0.360187078315
ACH-000152,-0.9425185449619999
ACH-000153,-0.523346748012
ACH-000159,-0.8807270523720001
ACH-000160,-0.359083348824
ACH-000163,-0.941049703883
ACH-000167,-0.537750068748
ACH-000168,-0.631678503149
ACH-000169,-0.355160680141
ACH-000178,-0.586932354698
ACH-000182,-0.572323079023
ACH-000183,-0.942472255907
ACH-000188,-0.622796338712
ACH-000189,-0.7717658851549999
ACH-000190,-0.590541774044
ACH-000198,-0.37907119309799997
ACH-000204,-0.8459480805859999
ACH-000206,-0.312401429959
ACH-000207,-0.361961784824
ACH-000211,-0.36238985288900005
ACH-000215,-0.55534380839
ACH-000221,-0.590704597869
ACH-000222,-0.499464772845
ACH-000223,-0.711708362932
ACH-000226,-0.321808757768
ACH-000227,-0.150521218294
ACH-000228,-0.775631771287
ACH-000231,-0.385461903488
ACH-000232,-0.7957526211839999
ACH-000233,-0.505426865692
ACH-000234,-0.46715149193300004
ACH-000235,-0.761497303792
ACH-000237,-0.768755832656
ACH-000238,-1.0454431312899999
ACH-000243,-0.6363015092809999
ACH-000244,-0.8896837945730001
ACH-000246,-1.03365800667
ACH-000248,-0.432402509181
ACH-000250,-0.608589833657
ACH-000251,-0.8164436598729999
ACH-000253,-1.43854582693
ACH-000255,-0.958240659479
ACH-000256,-0.832555815904
ACH-000257,-0.229349347423
ACH-000258,-0.685713979894
ACH-000259,-0.4830154573899999
ACH-000260,-0.45617559150700004
ACH-000261,-0.36498854585900004
ACH-000262,-0.8315109925730001
ACH-000263,-0.761295745853
ACH-000264,-0.396418423153
ACH-000265,-0.213694850058
ACH-000266,-0.940649042172
ACH-000272,-0.8372318161750001
ACH-000273,-0.74917573537
ACH-000274,-0.36050234743299997
ACH-000277,-0.486878697558
ACH-000278,-0.576978187071
ACH-000279,-0.42927565977
ACH-000280,-0.366510488539
ACH-000281,-0.60192385298
ACH-000288,-0.421887567019
ACH-000291,-0.936625219426
ACH-000293,-0.701778384971
ACH-000294,-0.676293255918
ACH-000295,-0.45004277408
ACH-000296,-0.36986704406900006
ACH-000302,-0.337476094555
ACH-000304,-0.407047459994
ACH-000307,-0.590797848117
ACH-000308,-0.717305463349
ACH-000310,-0.268033704614
ACH-000311,-0.534312526017
ACH-000312,-0.411155304819
ACH-000315,-0.330390952957
ACH-000316,-0.453566390814
ACH-000317,-0.712383350657
ACH-000318,-0.535357027759
ACH-000319,-0.6160033683899999
ACH-000320,-0.483143717024
ACH-000322,-0.38423283667499997
ACH-000323,-1.08193757963
ACH-000324,-0.566503884216
ACH-000329,-0.521647877106
ACH-000330,-0.35520286220200004
ACH-000331,-0.78716130501
ACH-000332,-0.529816353862
ACH-000334,-0.637265797113
ACH-000335,-0.648736522164
ACH-000336,-0.563880290539
ACH-000337,-0.728859106472
ACH-000339,-0.875096268759
ACH-000341,-0.49156771358499995
ACH-000348,-0.724555556778
ACH-000350,-0.6845209384450001
ACH-000352,-0.617449364704
ACH-000356,-0.755683709244
ACH-000361,-0.42281565122500003
ACH-000362,-0.6713362681720001
ACH-000363,-1.22644175206
ACH-000364,-0.793744386239
ACH-000365,-0.8006449408349999
ACH-000366,-0.363318961054
ACH-000368,-0.783069640247
ACH-000374,-0.506682329327
ACH-000375,-0.5885555200399999
ACH-000376,-0.8104889078829999
ACH-000381,-0.48456090514300004
ACH-000383,-0.416002093921
ACH-000387,-0.654553912245
ACH-000389,-1.32831014406
ACH-000390,-0.8539708281589999
ACH-000393,-0.47258335935699997
ACH-000395,-0.642214521246
ACH-000397,-0.7183374712039999
ACH-000401,-0.810467456651
ACH-000402,-0.20274667344099997
ACH-000403,-0.553011588006
ACH-000404,-0.45104180154600004
ACH-000406,-0.441138565876
ACH-000407,-0.564407720869
ACH-000408,-0.643098291034
ACH-000410,-0.5437211646760001
ACH-000411,-0.5339467076609999
ACH-000414,-0.479311425272
ACH-000415,-0.39993818984800006
ACH-000416,-0.6680859432630001
ACH-000420,-0.660690919836
ACH-000421,-0.696604048987
ACH-000424,-0.5178333950280001
ACH-000425,-0.7795813260250001
ACH-000426,-0.8088575966320001
ACH-000427,-0.456827040459
ACH-000433,-0.591961826687
ACH-000436,-0.620850661919
ACH-000444,-0.506825159819
ACH-000445,-0.693185864249
ACH-000448,-0.326769083264
ACH-000450,-0.612058456402
ACH-000452,-0.517105649312
ACH-000454,-0.748803315175
ACH-000458,-0.735794629278
ACH-000459,-0.221943040782
ACH-000460,-0.7153637494149999
ACH-000461,-0.6773017402949999
ACH-000463,-0.682542610875
ACH-000464,-0.855196633868
ACH-000466,-0.7408596871140001
ACH-000467,-0.759432871937
ACH-000468,-0.636899273824
ACH-000469,-0.7889370520469999
ACH-000470,-0.866209312282
ACH-000471,-0.660878454844
ACH-000472,-0.708100844374
ACH-000473,-0.771616205354
ACH-000475,-0.9553756792270001
ACH-000476,-0.665992133985
ACH-000477,-0.594325785097
ACH-000480,-1.0310344909
ACH-000481,-0.486610370681
ACH-000483,-0.5069094486300001
ACH-000484,-0.710747911139
ACH-000485,-0.825728520915
ACH-000486,-0.463452711026
ACH-000487,-0.413590174214
ACH-000488,-0.497481079852
ACH-000490,-0.36517715301200004
ACH-000491,-0.476854839915
ACH-000495,-0.447714647747
ACH-000496,-0.786293215336
ACH-000499,-0.8875197882989999
ACH-000500,-0.843606793131
ACH-000502,-0.848552081356
ACH-000503,-0.605374007625
ACH-000505,-0.426059112013
ACH-000507,-0.6801605146549999
ACH-000510,-0.364552698533
ACH-000511,-0.901411056182
ACH-000512,-1.3425821553400001
ACH-000516,-0.35440294169
ACH-000517,-0.897798061747
ACH-000518,-0.667548411348
ACH-000520,-0.6184080702570001
ACH-000521,-0.835937775869
ACH-000522,-0.43492411357
ACH-000524,-0.46880407636999993
ACH-000527,-0.8534455948469999
ACH-000528,-0.8254208812170001
ACH-000537,-0.996621228817
ACH-000541,-0.598347021657
ACH-000542,-0.461217868463
ACH-000544,-0.607465082428
ACH-000545,-0.646018287872
ACH-000547,-0.825550226009
ACH-000548,-0.574571426738
ACH-000549,-0.49849580665
ACH-000550,-0.583091222108
ACH-000552,-0.976150831988
ACH-000556,-0.46175074588799997
ACH-000557,-0.8225445012039999
ACH-000570,-0.5422339479
ACH-000571,-0.845788988649
ACH-000573,-0.45418056815700003
ACH-000576,-0.967370152628
ACH-000580,-0.461304156364
ACH-000584,-0.327130866381
ACH-000585,-0.246317489251
ACH-000588,-0.980857063758
ACH-000589,-0.506814822625
ACH-000591,-0.989952489957
ACH-000593,-0.822964754241
ACH-000600,-0.829411689343
ACH-000601,-0.23056111458099998
ACH-000604,-0.19746609845600002
ACH-000605,-0.529395506798
ACH-000606,-0.625566684693
ACH-000608,-0.33266210640599997
ACH-000614,-0.473945208153
ACH-000616,-0.7316992148289999
ACH-000618,-0.359551938365
ACH-000619,-0.39449576678099996
ACH-000620,-0.833682262689
ACH-000621,-0.651506929303
ACH-000622,-0.422736495625
ACH-000623,-0.472842579981
ACH-000624,-0.34469296457500004
ACH-000627,-0.327117852772
ACH-000630,-0.9333739868100001
ACH-000632,-0.64950235762
ACH-000633,-0.664293172557
ACH-000637,-0.696812544748
ACH-000638,-0.674716580369
ACH-000646,-0.6284153840300001
ACH-000647,-0.25694801372
ACH-000648,-0.304122069833
ACH-000649,-1.0026773576899999
ACH-000651,-0.710733078504
ACH-000652,-0.7813006483670001
ACH-000653,-0.507839460156
ACH-000657,-0.501458886054
ACH-000658,-0.6869252811059999
ACH-000661,-0.25780149473999997
ACH-000662,-0.8138130892829999
ACH-000663,-0.805326287009
ACH-000665,-0.464212223102
ACH-000671,-1.23869266532
ACH-000673,-0.163866066498
ACH-000676,-0.7511816575939999
ACH-000677,-0.16398915341700002
ACH-000681,-0.591937275454
ACH-000682,-0.38949962759400003
ACH-000683,-0.525997409725
ACH-000684,-0.8035297142910001
ACH-000688,-0.416780575706
ACH-000693,-0.505757541361
ACH-000694,-0.452096788006
ACH-000695,-0.50123675318
ACH-000696,-0.651742379134
ACH-000697,-1.14087686985
ACH-000699,-0.47621434273999996
ACH-000701,-0.819715356922
ACH-000706,-0.30217709870000004
ACH-000711,-0.37297639853
ACH-000713,-0.722054733504
ACH-000714,-0.782310004131
ACH-000718,-0.905582197089
ACH-000720,-0.27392824641999997
ACH-000721,-0.49860365992600003
ACH-000724,-0.557592292179
ACH-000725,-0.445947994811
ACH-000732,-0.6868744825290001
ACH-000734,-0.769906689936
ACH-000735,-0.517682693629
ACH-000736,-0.49788519018999994
ACH-000738,-0.960780287366
ACH-000746,-0.291247959285
ACH-000747,-0.184384120085
ACH-000748,-0.818381844366
ACH-000753,-0.586755972549
ACH-000756,-0.464009054574
ACH-000757,-0.459490019217
ACH-000758,-0.45860291352399996
ACH-000760,-0.502970112151
ACH-000763,-0.736547183505
ACH-000764,-0.638605983266
ACH-000765,-0.824275585188
ACH-000766,-0.6766831517569999
ACH-000767,-0.536641109623
ACH-000768,-0.722876822223
ACH-000769,-0.24747950825800002
ACH-000770,-1.03776312574
ACH-000771,-0.638621567534
ACH-000773,-0.532310895848
ACH-000776,-0.892516408595
ACH-000777,-0.43654564705
ACH-000778,-0.461654203094
ACH-000781,-0.10224087265000001
ACH-000782,-0.48939053741800004
ACH-000783,-0.336407698816
ACH-000784,-0.466400498152
ACH-000785,-0.7014051348829999
ACH-000787,-0.636008189059
ACH-000788,-0.348150963368
ACH-000791,-0.823602160607
ACH-000792,-0.6366906653159999
ACH-000794,-0.617442112251
ACH-000796,-0.272949477126
ACH-000799,-0.399348364951
ACH-000800,-0.7984913635959999
ACH-000802,-0.447826780247
ACH-000804,-0.31664514925299997
ACH-000805,-0.691344787012
ACH-000809,-0.39767089098999997
ACH-000810,-0.573981723761
ACH-000811,-0.484043637464
ACH-000817,-0.976504083584
ACH-000819,-0.695118698037
ACH-000820,-0.951979721547
ACH-000821,-0.626749045997
ACH-000822,-0.501097171679
ACH-000823,-0.818510278003
ACH-000824,-0.251735462571
ACH-000827,-1.00650679188
ACH-000829,-0.7117810699699999
ACH-000831,-0.619032295437
ACH-000832,-0.7890273864440001
ACH-000833,-0.369429781272
ACH-000834,-0.631689556462
ACH-000835,-0.845275605646
ACH-000836,-1.0817873821600001
ACH-000837,-0.683897685518
ACH-000838,-0.326946237656
ACH-000839,-0.996152785873
ACH-000840,-0.529649185596
ACH-000841,-0.41671593208700003
ACH-000843,-0.568034772079
ACH-000846,-0.47912471029
ACH-000847,-1.04217596725
ACH-000848,-1.1013502801100001
ACH-000849,-0.49861012363799995
ACH-000851,-0.7787994878389999
ACH-000855,-0.504388694309
ACH-000856,-0.46513618939499995
ACH-000858,-0.348434081364
ACH-000859,-0.44434437081600003
ACH-000861,-0.71544534045
ACH-000862,-1.00130311912
ACH-000865,-0.7907259903110001
ACH-000866,-0.149453998935
ACH-000867,-0.281769861355
ACH-000869,-0.530933788175
ACH-000872,-0.440860767983
ACH-000873,-1.15219415936
ACH-000876,-0.2944816788
ACH-000878,-0.747434591277
ACH-000880,-0.673072652452
ACH-000881,-0.62980796885
ACH-000882,-0.33052594744
ACH-000884,-0.9176696317049999
ACH-000885,-0.6125877195880001
ACH-000887,-0.417514171977
ACH-000888,-0.306640777885
ACH-000889,-0.975411132606
ACH-000890,-0.786096707709
ACH-000896,-0.158667441522
ACH-000898,-0.851499246393
ACH-000900,-0.5289246019380001
ACH-000901,-0.381452244933
ACH-000905,-0.132139109814
ACH-000906,-0.653360502016
ACH-000907,-0.690677768372
ACH-000910,-0.5134901377100001
ACH-000911,-0.575198912603
ACH-000912,-0.48454202559799997
ACH-000913,-0.841990198926
ACH-000915,-0.19832586864100002
ACH-000916,-0.329778781279
ACH-000917,-0.44035784965400004
ACH-000921,-0.700570441918
ACH-000924,-0.92202976174
ACH-000926,-0.570629340449
ACH-000928,-0.508635149034
ACH-000929,-0.654419428891
ACH-000932,-0.161290685194
ACH-000935,-0.58814103779
ACH-000936,-0.7746849838490001
ACH-000937,-0.39156204611199996
ACH-000938,-0.165469090187
ACH-000939,-0.07477537661019999
ACH-000941,-0.37481052741899995
ACH-000943,-0.42410054119199997
ACH-000946,-0.23404593360999998
ACH-000947,-0.142009006325
ACH-000948,-0.8567948852330001
ACH-000950,-0.593587415466
ACH-000953,-0.101019641274
ACH-000957,-0.6915624997419999
ACH-000958,-0.728601619852
ACH-000960,-0.332251710287
ACH-000963,-0.29069018083799997
ACH-000968,-0.663074203696
ACH-000969,-0.471499737978
ACH-000973,-0.293429525962
ACH-000974,-0.371398529308
ACH-000975,-1.08716605905
ACH-000976,-1.0082173728200001
ACH-000978,-0.545635545636
ACH-000980,-0.295529061492
ACH-000984,-0.412894157886
ACH-000986,-0.286567102328
ACH-000988,-0.338610779534
ACH-000993,-0.670886238911
ACH-000994,-0.34233568090000005
ACH-000996,-0.546418229336
ACH-001001,-0.291897490617
ACH-001020,-0.50286943491
ACH-001028,-0.17326552348299998
ACH-001031,-0.191595305978
ACH-001038,-0.284294740379
ACH-001048,-0.42832773883
ACH-001050,-0.22914824883499998
ACH-001053,-0.842167775728
ACH-001054,-0.567500218138
ACH-001061,-0.27073896246199997
ACH-001067,-0.575635901184
ACH-001075,-0.600996817078
ACH-001096,-0.153222499887
ACH-001128,-1.0780824932200002
ACH-001134,-0.345129349709
ACH-001151,-0.8277225244959999
ACH-001163,-0.43124521580700004
ACH-001164,-0.716852208002
ACH-001173,-0.203838732837
ACH-001183,-0.7673288265270001
ACH-001184,-0.270608870059
ACH-001190,-0.311092956322
ACH-001192,-0.327273265303
ACH-001193,-0.478357700265
ACH-001196,-0.307792476112
ACH-001197,-0.23948039437600002
ACH-001205,-0.537159189194
ACH-001211,-0.461686276888
ACH-001212,-0.728299291462
ACH-001228,-0.157720405831
ACH-001232,-0.7612087182260001
ACH-001239,-0.4436231367600001
ACH-001274,-0.645444071181
ACH-001275,-0.8535639890610001
ACH-001277,-0.564136845845
ACH-001278,-0.639621182807
ACH-001280,-0.684326610887
ACH-001283,-0.206083503191
ACH-001289,-0.46404638474699994
ACH-001295,-0.120570340801
ACH-001300,-0.247197121045
ACH-001301,-0.234533853347
