,TXK (7294)
ACH-000004,-0.12983802135
ACH-000007,-0.200235902612
ACH-000009,-0.13592949192700002
ACH-000011,-0.06892361599619999
ACH-000012,-0.0738936156868
ACH-000013,0.0160784013864
ACH-000014,-0.264804647266
ACH-000015,-0.13437325694900001
ACH-000017,0.00124552461981
ACH-000018,0.0348611706284
ACH-000019,-0.142336404154
ACH-000021,-0.24112631957400002
ACH-000022,-0.183514782313
ACH-000025,0.0558586793366
ACH-000028,-0.05058371928719999
ACH-000030,-0.0608258901423
ACH-000035,-0.08238187554189999
ACH-000036,-0.16569968172900001
ACH-000037,-0.238230942685
ACH-000039,-0.31060355977299997
ACH-000040,-0.160033689169
ACH-000041,-0.0568530044646
ACH-000042,-0.142058073146
ACH-000045,0.0153252030941
ACH-000047,-0.137508352116
ACH-000052,-0.041819638713000006
ACH-000053,-0.0765032072849
ACH-000054,0.0340886467043
ACH-000055,0.023500933667299998
ACH-000060,0.0890599409536
ACH-000067,-0.042293284517400005
ACH-000070,-0.056881149981
ACH-000075,-0.16691885602499998
ACH-000078,-0.216533341162
ACH-000082,-0.11070235296299999
ACH-000085,-0.10840797329600001
ACH-000086,-0.0343542920915
ACH-000087,-0.15412266097400001
ACH-000092,-0.072451070826
ACH-000095,-0.09166110305469999
ACH-000097,-0.06558389998650001
ACH-000098,0.0971090577273
ACH-000099,-0.0652821096665
ACH-000108,-0.0566105129373
ACH-000113,-0.157225546493
ACH-000115,-0.11612186405899999
ACH-000116,-0.0922014837255
ACH-000118,-0.129816542673
ACH-000120,-0.0192061358682
ACH-000123,-0.11590958274499999
ACH-000127,-0.038317600983300004
ACH-000128,-0.142138451785
ACH-000132,-0.0387585139122
ACH-000133,-0.160143253643
ACH-000137,-0.053793578155699996
ACH-000138,0.030069855092599997
ACH-000142,-0.311405375518
ACH-000143,-0.0968265132295
ACH-000146,-0.15158237053200002
ACH-000148,-0.0808950663233
ACH-000150,0.0246705838553
ACH-000152,-0.130250405956
ACH-000153,0.00772084556919
ACH-000159,-0.08063643069950001
ACH-000160,-0.0638750589497
ACH-000163,-0.0183292192963
ACH-000167,-0.0590991030308
ACH-000168,-0.356405460364
ACH-000169,-0.24158009932100002
ACH-000178,-0.142074929854
ACH-000182,-0.07865324656560001
ACH-000183,-0.111920755083
ACH-000188,-0.147055478723
ACH-000189,-0.322764244113
ACH-000190,-0.00890027919053
ACH-000198,-0.0685474348616
ACH-000204,0.034683522497099994
ACH-000206,-0.10898913150999999
ACH-000207,0.22422912514499999
ACH-000211,-0.0658132019111
ACH-000215,-0.10803832608899999
ACH-000221,-0.0271255414269
ACH-000222,-0.189358975992
ACH-000223,-0.294593273105
ACH-000226,-0.205342896957
ACH-000227,-0.156302565883
ACH-000228,-0.36963231422
ACH-000231,-0.224109510333
ACH-000232,-0.04913426507950001
ACH-000233,-0.12015665340999998
ACH-000234,-0.0904644540438
ACH-000235,-0.125104579507
ACH-000237,-0.18402088224500002
ACH-000238,-0.10803470931399999
ACH-000243,-0.126583648993
ACH-000244,-0.265971954124
ACH-000246,-0.034618179272400004
ACH-000248,-0.30183899455400004
ACH-000250,-0.0463135778196
ACH-000251,0.16922348779399998
ACH-000253,-0.0747828828134
ACH-000255,0.00821436612257
ACH-000256,0.0316192124626
ACH-000257,0.0900475378521
ACH-000258,-0.123370439125
