,NBR1 (4077)
ACH-000004,-0.323442653706
ACH-000007,-0.139411439254
ACH-000009,-0.40661698770099997
ACH-000011,0.0630725016157
ACH-000012,-0.228920401109
ACH-000013,-0.117406763729
ACH-000014,-0.274433945633
ACH-000015,-0.29093152340399997
ACH-000017,-0.241633669612
ACH-000018,-0.38698797441
ACH-000019,0.0719597045092
ACH-000021,-0.102817332027
ACH-000022,-0.16616066752800002
ACH-000025,-0.0960491461632
ACH-000028,-0.0615651389946
ACH-000030,-0.180096779371
ACH-000035,-0.170524781668
ACH-000036,-0.186505132394
ACH-000037,-0.10438024951
ACH-000039,-0.052568233867800004
ACH-000040,-0.310976863147
ACH-000041,-0.21449176443100001
ACH-000042,0.016792973076
ACH-000045,-0.13607752736099998
ACH-000047,-0.07308667003910001
ACH-000052,-0.282113805906
ACH-000053,-0.219173257973
ACH-000054,0.0169506873843
ACH-000055,-0.237043934096
ACH-000060,0.00389433565681
ACH-000067,-0.0378698791016
ACH-000070,-0.081260073506
ACH-000075,-0.182373407982
ACH-000078,-0.336604496069
ACH-000082,-0.268732933272
ACH-000085,0.0015335633696099999
ACH-000086,-0.247155480157
ACH-000087,-0.253090967595
ACH-000092,-0.10202804946699999
ACH-000095,-0.189554875975
ACH-000097,-0.21649349586999997
ACH-000098,-0.21270847375799998
ACH-000099,-0.17327388141
ACH-000108,-0.253182041468
ACH-000113,-0.184189414839
ACH-000115,-0.129661845748
ACH-000116,-0.22355032437800001
ACH-000118,-0.146999227953
ACH-000120,-0.43187828814400003
ACH-000123,-0.19621838167800001
ACH-000127,-0.20483123092
ACH-000128,-0.153567277085
ACH-000132,-0.142939839631
ACH-000133,-0.09071424360649999
ACH-000137,-0.23947784744000003
ACH-000138,-0.321139422565
ACH-000142,-0.0545912145689
ACH-000143,-0.360734388155
ACH-000146,-0.177769698264
ACH-000148,-0.190802584368
ACH-000150,-0.0083330137378
ACH-000152,-0.156009434685
ACH-000153,-0.12369431088199999
ACH-000159,-0.109975002786
ACH-000160,0.145141026898
ACH-000163,-0.326153814069
ACH-000167,-0.303321168076
ACH-000168,-0.215663866751
ACH-000169,-0.17197887903099998
ACH-000178,-0.24638031067699998
ACH-000182,-0.177920649742
ACH-000183,-0.324851659166
ACH-000188,-0.212114513444
ACH-000189,-0.335928612484
ACH-000190,0.196461495396
ACH-000198,-0.1710906079
ACH-000204,-0.438713505731
ACH-000206,-0.265936474167
ACH-000207,-0.020217995219299997
ACH-000211,-0.17120343951699998
ACH-000215,-0.157303699336
ACH-000221,-0.141241231979
ACH-000222,-0.306608039015
ACH-000223,-0.026871286612800003
ACH-000226,-0.231176871884
ACH-000227,-0.130942022212
ACH-000228,-0.369124585317
ACH-000231,-0.0546040755013
ACH-000232,-0.18814085200999997
ACH-000233,-0.201868508024
ACH-000234,-0.13912054313
ACH-000235,-0.35703344160800005
ACH-000237,-0.0199645214066
ACH-000238,-0.22273037296999998
ACH-000243,-0.31540616175
ACH-000244,0.018931197223900003
ACH-000246,-0.124868177519
ACH-000248,-0.187290855101
ACH-000250,-0.335339560211
ACH-000251,0.005521556927180001
ACH-000253,-0.13753658532500002
ACH-000255,-0.28806789565200003
ACH-000256,-0.182273958648
ACH-000257,-0.5054712927130001
ACH-000258,-0.24438119374899997
ACH-000259,-0.20854919826499999
ACH-000260,-0.200176960489
ACH-000261,-0.06948727194450001
ACH-000262,0.0491293216672
ACH-000263,0.274845655957
ACH-000264,-0.253387039912
ACH-000265,-0.361170265006
ACH-000266,-0.180338894219
ACH-000272,-0.15885609937200001
ACH-000273,-0.07867718894089999
ACH-000274,-0.248744066142
ACH-000277,-0.122731753145
ACH-000278,-0.12186537785599999
ACH-000279,-0.169665229756
ACH-000280,-0.235813618081
ACH-000281,-0.18871958269699998
ACH-000288,-0.158431656759
ACH-000291,-0.17663986827199998
ACH-000293,-0.240703670758
ACH-000294,-0.31369226248300003
ACH-000295,-0.233170953341
ACH-000296,-0.121005790856
ACH-000302,-0.20381831210700002
ACH-000304,0.018939630747200002
ACH-000307,-0.106789506775
ACH-000308,-0.134302657833
ACH-000310,-0.40596993452
ACH-000311,-0.142526773532
ACH-000312,-0.29154357090300004
ACH-000315,0.0779144839292
ACH-000316,-0.256518595357
ACH-000317,-0.00258766010223
ACH-000318,0.081677661516
ACH-000319,-0.122819298388
ACH-000320,-0.43718861385799995
ACH-000322,-0.35352394811899995
ACH-000323,-0.12062402039999999
ACH-000324,-0.251917802439
ACH-000329,-0.116725786875
ACH-000330,-0.0553147475607
ACH-000331,-0.178241964448
ACH-000332,-0.179992724641
ACH-000334,-0.18369876824200002
ACH-000335,-0.0208533252181
ACH-000336,0.42797290605300004
ACH-000337,-0.0344891919985
ACH-000339,-0.178892791583
ACH-000341,-0.297019715524
ACH-000348,-0.214287928337
ACH-000350,-0.0656537584131
ACH-000352,-0.241763804937
ACH-000356,-0.05787501700130001
ACH-000361,-0.276558447326
ACH-000362,-0.181609377845
ACH-000363,-0.0929330985582
ACH-000364,-0.09199572186460002
ACH-000365,0.0287733740714
ACH-000366,-0.20187197709000002
ACH-000368,0.131406628188
ACH-000374,-0.248777258414
ACH-000375,0.0993828555243
ACH-000376,-0.0705438738064
ACH-000381,-0.304202314699
ACH-000383,-0.13072754649
ACH-000387,-0.227711762682
ACH-000389,-0.07504823228900001
ACH-000390,-0.169150838792
ACH-000393,-0.198000097519
ACH-000395,-0.334708033012
ACH-000397,-0.235493950209
ACH-000401,-0.0794369621793
ACH-000402,-0.275429487152
ACH-000403,-0.030188017894599996
ACH-000404,0.033515097920499996
ACH-000406,-0.20133409289299997
ACH-000407,0.0591349183949
ACH-000408,-0.13513956454700002
ACH-000410,-0.224117739922
ACH-000411,-0.262324972657
ACH-000414,-0.240652911898
ACH-000415,-0.349757746586
ACH-000416,-0.053707410605499994
ACH-000420,-0.025074829627299997
ACH-000421,-0.22527593898200002
ACH-000424,0.28153910493900003
ACH-000425,-0.316942316695
ACH-000426,-0.275454833206
ACH-000427,-0.276875032812
ACH-000433,-0.4531900739
ACH-000436,-0.157764850112
ACH-000444,-0.0654313209416
ACH-000445,-0.353239067264
ACH-000448,-0.0681356283281
ACH-000450,-0.13717562304000003
ACH-000452,-0.159084268367
ACH-000454,-0.0714847310304
ACH-000458,-0.314480253899
ACH-000459,-0.0618249828214
ACH-000460,-0.21695322041700002
ACH-000461,-0.11080236312899999
ACH-000463,-0.152710717039
ACH-000464,-0.041582600615
ACH-000466,-0.0288720476149
ACH-000467,-0.024928680691
ACH-000468,-0.16922313802900002
ACH-000469,-0.250779894366
ACH-000470,-0.049359068534
ACH-000471,-0.276394948285
ACH-000472,-0.0926690902664
ACH-000473,-0.258635929155
ACH-000475,-0.0843447951663
ACH-000476,-0.184170890042
ACH-000477,0.12763709168600001
ACH-000480,-0.253988331934
ACH-000481,-0.187223357506
ACH-000483,-0.0201576022366
ACH-000484,-0.224015713926
ACH-000485,-0.24042798248000002
ACH-000486,-0.23847789422200003
ACH-000487,-0.27272009741500003
ACH-000488,-0.13502391468299998
ACH-000490,-0.2230385795
ACH-000491,-0.16758027761299998
ACH-000495,-0.00169849838231
ACH-000496,-0.132623452424
ACH-000499,-0.236884025504
ACH-000500,-0.131223076989
ACH-000502,-0.20450345543200002
ACH-000503,-0.200374551862
ACH-000505,-0.154106244274
ACH-000507,-0.289626367148
ACH-000510,-0.0987526682835
ACH-000511,-0.121524303189
ACH-000512,-0.187866608017
ACH-000516,-0.25650054492400004
ACH-000517,-0.105118679043
ACH-000518,-0.166700239899
ACH-000520,-0.105367236524
ACH-000521,-0.00790259555201
ACH-000522,-0.150009278829
ACH-000524,-0.188223660777
ACH-000527,-0.17895033198399998
ACH-000528,-0.134842075722
ACH-000537,-0.07972392864149999
ACH-000541,0.248209752701
ACH-000542,-0.131332760269
ACH-000544,-0.34706504602899996
ACH-000545,-0.130403756983
ACH-000547,-0.0165076160175
ACH-000548,-0.20518034710299998
ACH-000549,-0.0928879581215
ACH-000550,-0.148828613268
ACH-000552,-0.169461531639
ACH-000556,-0.33850429444200003
ACH-000557,-0.00807437067943
ACH-000570,-0.335995619984
ACH-000571,-0.35534898464599995
ACH-000573,-0.05947794496040001
ACH-000576,0.160725774214
ACH-000580,0.07045426994
ACH-000584,-0.21806554941700002
ACH-000585,0.00855988971876
ACH-000588,-0.0340158750052
ACH-000589,-0.111518888104
ACH-000591,-0.165662142214
ACH-000593,-0.225630234855
ACH-000600,-0.383946918922
ACH-000601,-0.10295691239499999
ACH-000604,-0.681011817195
ACH-000605,-0.248456154174
ACH-000606,-0.147875911341
ACH-000608,-0.244656418599
ACH-000614,-0.2551050764
ACH-000616,-0.09350411639310001
ACH-000618,-0.139050080066
ACH-000619,-0.0383837876229
ACH-000620,-0.030099418147999997
ACH-000621,-0.060321244205400006
ACH-000622,-0.14492924139399999
ACH-000623,-0.200420689456
ACH-000624,-0.230467133285
ACH-000627,-0.18614729024
ACH-000630,-0.16797431959399997
ACH-000632,-0.109699347192
ACH-000633,-0.07712587946169999
ACH-000637,-0.148030545745
ACH-000638,-0.183722667901
ACH-000646,-0.410669494586
ACH-000647,-0.228959421459
ACH-000648,-0.0233988031344
ACH-000649,-0.170617526002
ACH-000651,-0.0691234981536
ACH-000652,-0.0166657485135
ACH-000653,-0.122286224906
ACH-000657,-0.0532107686778
ACH-000658,-0.162461288344
ACH-000661,-0.22869385916999999
ACH-000662,-0.199297951789
ACH-000663,-0.315755184639
ACH-000665,-0.118300816323
ACH-000671,-0.191550964398
ACH-000673,-0.200903879281
ACH-000676,-0.10888483218699999
ACH-000677,-0.32195572126999994
ACH-000681,-0.165120648648
ACH-000682,-0.13707250606899998
ACH-000683,-0.0754625407587
ACH-000684,-0.29835322548
ACH-000688,-0.274482878561
ACH-000693,-0.042960809116599996
ACH-000694,0.027510108161
ACH-000695,-0.166819914489
ACH-000696,-0.129027816261
ACH-000697,0.10568483070599999
ACH-000699,-0.127822038773
ACH-000701,-0.204926517867
ACH-000706,-0.171948019365
ACH-000711,-0.0699028178213
ACH-000713,-0.0263300326964
ACH-000714,-0.156920570172
ACH-000718,-0.262684656664
ACH-000720,-0.187775659569
ACH-000721,-0.102377309389
ACH-000724,-0.310857943772
ACH-000725,0.009868550073290001
ACH-000732,0.10888941961
ACH-000734,0.00181012061063
ACH-000735,-0.24331776389499998
ACH-000736,0.050774379996
ACH-000738,-0.232321872574
ACH-000746,-0.170181050879
ACH-000747,-0.328503447354
ACH-000748,-0.17275747369600003
ACH-000753,-0.101392499001
ACH-000756,-0.166523477117
ACH-000757,-0.0431152342014
ACH-000758,-0.183382528579
ACH-000760,-0.0815044615059
ACH-000763,0.0957719905514
ACH-000764,-0.28582870987
ACH-000765,-0.059091192867800006
ACH-000766,-0.281903366563
ACH-000767,-0.14135059314600001
ACH-000768,-0.0568998667198
ACH-000769,-0.0495241294275
ACH-000770,-0.274637038326
ACH-000771,-0.117135887559
ACH-000773,-0.323538557816
ACH-000776,-0.252615244159
ACH-000777,-0.041496348075
ACH-000778,-0.207571338697
ACH-000781,-0.161773275919
ACH-000782,-0.072715688773
ACH-000783,-0.0871104632194
ACH-000784,-0.129447499266
ACH-000785,-0.370635725391
ACH-000787,-0.12234685269000001
ACH-000788,-0.09154448363510001
ACH-000791,-0.310922491372
ACH-000792,-0.143428860125
ACH-000794,-0.16557142433900002
ACH-000796,-0.23121609289099998
ACH-000799,-0.07749056915239999
ACH-000800,-0.206408967021
ACH-000802,-0.0855578898202
ACH-000804,-0.042603977693499995
ACH-000805,0.0874127419216
ACH-000809,-0.0705622164519
ACH-000810,-0.27286789410100004
ACH-000811,-0.216509693815
ACH-000817,-0.41188676524400003
ACH-000819,-0.04219913434209999
ACH-000820,0.117817459103
ACH-000821,-0.28611674168699996
ACH-000822,-0.17046193417
