,NBR1 (4077)
ACH-000823,-0.202981111168
ACH-000824,-0.034425072640699994
ACH-000827,-0.127504304981
ACH-000829,-0.22343971308899999
ACH-000831,-0.054220842076199996
ACH-000832,-0.31197227384
ACH-000833,-0.15811338718
ACH-000834,-0.19833577781800002
ACH-000835,-0.104292187169
ACH-000836,-0.214267883429
ACH-000837,-0.33746920886200005
ACH-000838,-0.164803047868
ACH-000839,0.0315840703253
ACH-000840,-0.40379442667800003
ACH-000841,-0.216774829104
ACH-000843,-0.205905532837
ACH-000846,-0.27717826296799997
ACH-000847,-0.371185971115
ACH-000848,-0.218838791871
ACH-000849,-0.10329968547
ACH-000851,-0.408561736963
ACH-000855,0.180860336261
ACH-000856,-0.15690156426100002
ACH-000858,-0.322673979331
ACH-000859,-0.205544297087
ACH-000861,-0.138929524371
ACH-000862,-0.14860648787
ACH-000865,-0.0346437723179
ACH-000866,0.0207325839295
ACH-000867,-0.238701601798
ACH-000869,-0.257100717676
ACH-000872,-0.148473480561
ACH-000873,0.0677064497119
ACH-000876,-0.140261632904
ACH-000878,-0.061489954715900005
ACH-000880,0.0460139749194
ACH-000881,0.065574432883
ACH-000882,-0.08676894151680001
ACH-000884,-0.294040317091
ACH-000885,-0.162583727915
ACH-000887,-0.266841175147
ACH-000888,-0.198657921936
ACH-000889,-0.11672269972999999
ACH-000890,-0.0110481432253
ACH-000896,-0.124639879415
ACH-000898,-0.0320113694675
ACH-000900,-0.379061319371
ACH-000901,-0.182751070465
ACH-000905,-0.110189945396
ACH-000906,-0.10836224505200001
ACH-000907,-0.212050666926
ACH-000910,0.141244098425
ACH-000911,-0.15266200792999998
ACH-000912,-0.0645222620595
ACH-000913,-0.215552621582
ACH-000915,-0.16683245294000001
ACH-000916,-0.619693408867
ACH-000917,-0.129327520304
ACH-000921,-0.13299816379100002
ACH-000924,-0.07952184519160001
ACH-000926,-0.255556325027
ACH-000928,-0.21488692059599998
ACH-000929,-0.053256164407000005
ACH-000932,-0.21080905299000002
ACH-000935,-0.21225008851799998
ACH-000936,-0.0219454856677
ACH-000937,-0.08110809524139999
ACH-000938,-0.0106410082093
ACH-000939,-0.36468054608499995
ACH-000941,-0.150574772447
ACH-000943,-0.0724116291689
ACH-000946,-0.129009377446
ACH-000947,-0.157472298516
ACH-000948,-0.119479074146
ACH-000950,-0.255112884373
ACH-000953,-0.180073381647
ACH-000957,-0.211076880549
ACH-000958,-0.149936773231
ACH-000960,-0.00620296812531
ACH-000963,-0.140389291283
ACH-000968,-0.0350059600688
ACH-000969,-0.212971406054
ACH-000973,-0.18097570552900002
ACH-000974,-0.068310056802
ACH-000975,-0.10413749689400001
ACH-000976,-0.378453129278
ACH-000978,-0.38413393537900004
ACH-000980,0.036753922899899996
ACH-000984,-0.301933500384
ACH-000986,-0.34376841543700004
ACH-000988,0.0826708774701
ACH-000993,-0.156582860538
ACH-000994,-0.196783575571
ACH-000996,-0.32108850957400004
ACH-001001,-0.391488431493
ACH-001020,-0.221697586412
ACH-001028,-0.0856747744152
ACH-001031,-0.131993911392
ACH-001038,-0.21899585527899998
ACH-001048,-0.128182472904
ACH-001050,-0.187217329212
ACH-001053,-0.5038102185769999
ACH-001054,-0.43049385397
ACH-001061,-0.155831939326
ACH-001067,-0.162611300838
ACH-001075,-0.274611018975
ACH-001096,-0.0372184572297
ACH-001128,-0.246666015513
ACH-001134,-0.37776905525399995
ACH-001151,-0.130227782281
ACH-001163,-0.135914099331
ACH-001164,-0.274678373667
ACH-001173,-0.19475562137699998
ACH-001183,-0.0717247483155
ACH-001184,-0.085494432173
ACH-001190,-0.308394253018
ACH-001192,-0.294726753824
ACH-001193,-0.22434313422
ACH-001196,-0.021787318449
ACH-001197,-0.151250248195
ACH-001205,-0.152229086503
ACH-001211,-0.04631526768759999
ACH-001212,0.205521333139
ACH-001228,-0.15639980317
ACH-001232,-0.205022185361
ACH-001239,-0.273362024602
ACH-001274,-0.10004129632400001
ACH-001275,-0.19670090304
ACH-001277,-0.157993810719
ACH-001278,0.0177232695842
ACH-001280,-0.00161124499762
ACH-001283,-0.326331224031
ACH-001289,-0.10937959629899999
ACH-001295,-0.133591995302
ACH-001300,-0.242891570843
ACH-001301,-0.20585912982500001
ACH-001302,-0.19142441417
ACH-001303,-0.382388932153
ACH-001306,-0.0702400441533
ACH-001318,-0.09208159453060001
ACH-001322,-0.122403165562
ACH-001328,-0.32147511447
ACH-001332,-0.455715946915
ACH-001333,-0.111624226208
ACH-001336,-0.211258927431
ACH-001340,-0.21182447598700002
ACH-001346,-0.42934616784900004
ACH-001353,-0.150694511789
ACH-001354,-0.0477041101255
ACH-001367,-0.0123747155275
ACH-001368,-0.324388237924
ACH-001374,-0.204840961414
ACH-001375,-0.264036825823
ACH-001377,-0.22493063608000002
ACH-001380,-0.200852622694
ACH-001391,-0.12535200325200002
ACH-001407,-0.185200810477
ACH-001408,-0.164110086715
ACH-001413,-0.43210873973999997
ACH-001430,0.033360489955599995
ACH-001431,-0.0874289750179
ACH-001450,-0.014365589318
ACH-001496,-0.056801063772999996
ACH-001500,-0.46025878965800004
ACH-001521,-0.314099021455
ACH-001523,-0.13824111814099999
ACH-001532,-0.24196805334199997
ACH-001536,-0.0962651328563
ACH-001550,0.0836288879213
ACH-001552,0.08998788729049999
ACH-001554,-0.0526008434549
ACH-001645,-0.19466267405
ACH-001654,-0.120404712004
ACH-001715,-0.185159214247
ACH-001735,-0.192751126822
ACH-001736,-0.0611515165327
ACH-001737,-0.316951239789
ACH-001740,-0.00495104723634
ACH-001745,-0.14056602678
ACH-001750,-0.166567281192
ACH-001765,-0.096040335899
ACH-001956,-0.0648397357775
ACH-001957,-0.132133286177
