,S100A12 (6283)
ACH-000004,-0.221648080273
ACH-000007,-0.307320836064
ACH-000009,-0.39834136743
ACH-000011,0.11970913424
ACH-000012,-0.09560100586650001
ACH-000013,-0.19862982616799998
ACH-000014,-0.338062212018
ACH-000015,-0.10855460272
ACH-000017,-0.0259701802036
ACH-000018,-0.198479531808
ACH-000019,-0.130296776052
ACH-000021,-0.24086569159899998
ACH-000022,-0.0355062410047
ACH-000025,-0.20553585517
ACH-000028,-0.10355431453500001
ACH-000030,-0.13670816020999998
ACH-000035,-0.228745791906
ACH-000036,-0.075580872482
ACH-000037,-0.0604601957626
ACH-000039,-0.048541270238
ACH-000040,0.0158352798137
ACH-000041,-0.48260162311399996
ACH-000042,0.018350073974099997
ACH-000045,-0.13252711447
ACH-000047,-0.13128998345999998
ACH-000052,-0.23258089034899998
ACH-000053,-0.13499265345699998
ACH-000054,-0.11725135767599999
ACH-000055,-0.243006017566
ACH-000060,-0.09239592485789999
ACH-000067,-0.10179383973999999
ACH-000070,0.0616050063181
ACH-000075,-0.0548914995756
ACH-000078,-0.218105056363
ACH-000082,0.05150680833190001
ACH-000085,0.12353048370400001
ACH-000086,-0.316585600209
ACH-000087,-0.017536619787900002
ACH-000092,-0.202512328833
ACH-000095,-0.0917599233749
ACH-000097,-0.255880634196
ACH-000098,-0.139288788626
ACH-000099,0.0104451976434
ACH-000108,-0.28327693855999997
ACH-000113,-0.17965179209600002
ACH-000115,-0.18802013461800002
ACH-000116,-0.160003891413
ACH-000118,-0.377088439173
ACH-000120,-0.315678246047
ACH-000123,-0.145239040661
ACH-000127,-0.234527629346
ACH-000128,-0.138496907783
ACH-000132,-0.159170113314
ACH-000133,-0.20671543414700003
ACH-000137,-0.0135759182238
ACH-000138,-0.250315467867
ACH-000142,-0.247473878736
ACH-000143,-0.0735960951896
ACH-000146,-0.17534389346700002
ACH-000148,-0.204387849191
ACH-000150,-0.0636014035877
ACH-000152,-0.0509384212106
ACH-000153,-0.540073511533
ACH-000159,-0.154275074324
ACH-000160,-0.09301516412460001
ACH-000163,-0.132687259915
ACH-000167,-0.258799955476
ACH-000168,0.116570375762
ACH-000169,-0.16478368057499998
ACH-000178,-0.171251968709
