,MRTO4 (51154)
ACH-000953,-1.0053657433499998
ACH-000957,-0.634100554335
ACH-000958,-0.8628458797840001
ACH-000960,-1.22755354878
ACH-000963,-1.65847658431
ACH-000968,-1.0257556339
ACH-000969,-1.0387248951399999
ACH-000973,-1.59267739911
ACH-000974,-1.38004718333
ACH-000975,-1.64874371284
ACH-000976,-1.25815044197
ACH-000978,-1.22887602896
ACH-000980,-0.9608868735780001
ACH-000984,-1.13137028556
ACH-000986,-0.981880234447
ACH-000988,-1.1845149775
ACH-000993,-1.0225882424700001
ACH-000994,-0.638727398644
ACH-000996,-0.858652934056
ACH-001001,-1.17321734173
ACH-001020,-1.23247232498
ACH-001028,-1.3649404715900002
ACH-001031,-1.10221783173
ACH-001038,-0.604921753017
ACH-001048,-1.2708951879200001
ACH-001050,-1.1346580157200001
ACH-001053,-1.03549845233
ACH-001054,-1.1029272788200002
ACH-001061,-0.962933930194
ACH-001067,-0.9909633053200001
ACH-001075,-1.1237909656899998
ACH-001096,-1.32451146741
ACH-001128,-1.54190397682
ACH-001134,-1.4325351813299998
ACH-001151,-1.37677633743
ACH-001163,-0.656994232651
ACH-001164,-1.1818589544700002
ACH-001173,-0.990774383461
ACH-001183,-1.4009503036200002
ACH-001184,-1.1182287028
ACH-001190,-0.8712655721160001
ACH-001192,-0.653725024451
ACH-001193,-1.31712578216
ACH-001196,-0.658632541241
ACH-001197,-1.06353362089
ACH-001205,-1.06334642248
ACH-001211,-1.27201928732
ACH-001212,-1.5181925058899999
ACH-001228,-0.70657107161
ACH-001232,-1.12446516589
ACH-001239,-1.24216670475
ACH-001274,-1.71755360843
ACH-001275,-1.14130255238
ACH-001277,-1.02578099507
ACH-001278,-1.14250973045
ACH-001280,-0.933191372556
ACH-001283,-1.21485440104
ACH-001289,-1.30059033328
ACH-001295,-1.3764569569799998
ACH-001300,-1.16959637271
ACH-001301,-1.28688895186
ACH-001302,-1.35693761038
ACH-001303,-0.820221942037
ACH-001306,-0.8814046743009999
ACH-001318,-0.664373871756
ACH-001322,-1.1581171296700001
ACH-001328,-0.8164483366709999
ACH-001332,-0.930716162528
ACH-001333,-1.03960955798
ACH-001336,-1.32129518625
ACH-001340,-0.827616966181
ACH-001346,-0.7673702897319999
ACH-001353,-0.9550279652760001
ACH-001354,-0.593854568515
ACH-001367,-1.3079100938700001
ACH-001368,-0.6190254084969999
ACH-001374,-0.9426836650079999
ACH-001375,-1.28808353471
ACH-001377,-1.3970241008200002
ACH-001380,-1.4069396091100002
ACH-001391,-0.7923987443539999
ACH-001407,-0.829513752517
ACH-001408,-1.16884470621
ACH-001413,-1.13467340358
ACH-001430,-1.1062479496
ACH-001431,-1.1345328968600001
ACH-001450,-0.660610723601
ACH-001496,-1.1345774489
ACH-001500,-0.820217139073
ACH-001521,-1.15052636281
ACH-001523,-1.29295857146
ACH-001532,-1.2277800447
ACH-001536,-0.734658691313
ACH-001550,-1.24939832454
ACH-001552,-1.32919485487
ACH-001554,-0.8841522590449999
ACH-001645,-1.39288923443
ACH-001654,-1.40093814316
ACH-001715,-1.0904684093
ACH-001735,-0.711813699572
ACH-001736,-0.95963643935
ACH-001737,-0.637692788974
ACH-001740,-1.12143526554
ACH-001745,-0.87842263346
ACH-001750,-0.8419810707009999
ACH-001765,-0.6777183019149999
ACH-001956,-0.99903045653
ACH-001957,-1.0490708858
