,RAX (30062)
ACH-000004,0.0334757988369
ACH-000007,-0.23383395012699998
ACH-000009,0.11713448508400001
ACH-000011,-0.264684106179
ACH-000012,-0.140118536656
ACH-000013,-0.27496272971700003
ACH-000014,-0.131047878902
ACH-000015,-0.101614456358
ACH-000017,0.0339195513116
ACH-000018,-0.157780196872
ACH-000019,-0.0205537806935
ACH-000021,0.123933276003
ACH-000022,-0.0219709949278
ACH-000025,-0.0872496549044
ACH-000028,-0.0028946315710200003
ACH-000030,-0.15879666300200002
ACH-000035,-0.081405388901
ACH-000036,-0.263557517294
ACH-000037,-0.166840202238
ACH-000039,-0.353286607427
ACH-000040,-0.1745802231
ACH-000041,-0.10136404283500001
ACH-000042,-0.0738614220845
ACH-000045,-0.0939823252892
ACH-000047,-0.38048312891999997
ACH-000052,-0.214212635662
ACH-000053,-0.015370995445299998
ACH-000054,0.0949155996383
ACH-000055,-0.33342230944400003
ACH-000060,-0.250030070404
ACH-000067,-0.152163486053
ACH-000070,-0.354001082772
ACH-000075,-0.255133697965
ACH-000078,-0.057064331107199995
ACH-000082,-0.03722642766630001
ACH-000085,0.040416197504199995
ACH-000086,0.00509777017027
ACH-000087,-0.08634546648199999
ACH-000092,-0.02835142395
ACH-000095,-0.260123537964
ACH-000097,-0.22849227481800002
ACH-000098,-0.230753038959
ACH-000099,-0.260912987592
ACH-000108,-0.125090683302
ACH-000113,-0.17063982875599998
ACH-000115,-0.16202250198100002
ACH-000116,-0.19855328425000002
ACH-000118,0.045860264681900006
ACH-000120,-0.0263119716163
ACH-000123,0.08326365159089999
ACH-000127,-0.163260512098
ACH-000128,-0.122924484057
ACH-000132,-0.332045594459
ACH-000133,-0.131963531927
ACH-000137,-0.118286448268
ACH-000138,-0.0384708748576
ACH-000142,-0.34337771714800003
ACH-000143,-0.070585717392
ACH-000146,-0.036265484501800005
ACH-000148,-0.054639668305400006
ACH-000150,0.0731562293446
ACH-000152,0.022805711204400003
ACH-000153,0.0205206197832
ACH-000159,-0.0109359607846
ACH-000160,-0.0246324610952
ACH-000163,-0.179134559463
ACH-000167,0.236540860786
ACH-000168,-0.136905002015
ACH-000169,-0.157765077046
ACH-000178,-0.135507184606
ACH-000182,-0.26469446443100003
ACH-000183,0.05615162507180001
ACH-000188,-0.0744447912625
ACH-000189,-0.00894565367746
ACH-000190,-0.24805275161200002
ACH-000198,-0.131518945695
ACH-000204,-0.0749938211062
ACH-000206,-0.169436418012
ACH-000207,-0.14875684617999999
ACH-000211,-0.140773205743
ACH-000215,-0.252017403677
ACH-000221,-0.134791048841
ACH-000222,-0.013681791311700001
ACH-000223,-0.18737475523
ACH-000226,-0.229553524474
ACH-000227,0.0454263373376
ACH-000228,-0.218204068037
ACH-000231,-0.0706922996381
ACH-000232,-0.199389007714
ACH-000233,0.0299916062909
ACH-000234,-0.09842330127849999
ACH-000235,-0.0878767905163
ACH-000237,-0.062243058049599995
ACH-000238,-0.162532216514
ACH-000243,-0.121775769649
ACH-000244,-0.278000427518
ACH-000246,-0.176695072942
ACH-000248,-0.221708697731
ACH-000250,-0.165354705732
ACH-000251,0.0147630255379
ACH-000253,-0.140321738379
ACH-000255,-0.035189124891699994
ACH-000256,0.262286448522
ACH-000257,-0.221429117894
ACH-000258,-0.213999294611
ACH-000259,-0.0786228861922
ACH-000260,-0.08987106285980001
ACH-000261,-0.163391854983
ACH-000262,-0.21561290849800002
ACH-000263,-0.17539206640500002
ACH-000264,-0.144844886012
ACH-000265,-0.0734861527741
ACH-000266,-0.121237209888
ACH-000272,-0.110130822798
ACH-000273,-0.316511686402
