,PIGP (51227)
ACH-000004,-0.151990231086
ACH-000007,0.11737827560599999
ACH-000009,-0.175904257297
ACH-000011,-0.367588317214
ACH-000012,-0.306158088702
ACH-000013,-0.061296844999900006
ACH-000014,-0.016210425496
ACH-000015,-0.13004668822
ACH-000017,-0.304855507363
ACH-000018,-0.183509062964
ACH-000019,-0.202740271341
ACH-000021,-0.00161955780928
ACH-000022,-0.158785575078
ACH-000025,-0.250097368686
ACH-000028,-0.135227227741
ACH-000030,-0.164916586195
ACH-000035,-0.139906362936
ACH-000036,-0.158409756532
ACH-000037,0.0136678715203
ACH-000039,-0.23708741080899998
ACH-000040,0.0816131793347
ACH-000041,0.040766794406099996
ACH-000042,-0.23651499298099998
ACH-000045,-0.214111682817
ACH-000047,-0.268908290755
ACH-000052,0.00561829892665
ACH-000053,-0.151907708093
ACH-000054,-0.13276511856599998
ACH-000055,-0.189408604193
ACH-000060,-0.310809262762
ACH-000067,-0.09319541797460001
ACH-000070,-0.133672323829
ACH-000075,-0.106939226094
ACH-000078,-0.33930361517499996
ACH-000082,-0.193541183057
ACH-000085,-0.376084040534
ACH-000086,-0.127603399632
ACH-000087,0.0008552746000180001
ACH-000092,-0.164838729646
ACH-000095,-0.21137310047400001
ACH-000097,-0.144730542979
ACH-000098,-0.294959727144
ACH-000099,-0.210226380882
ACH-000108,-0.163320218035
ACH-000113,-0.200041589445
ACH-000115,-0.19665536546
ACH-000116,-0.33971062610200004
ACH-000118,-0.16608889547
ACH-000120,-0.12283542388900001
ACH-000123,-0.32054265649999997
ACH-000127,-0.193462210187
ACH-000128,-0.198341103803
ACH-000132,-0.284048729258
ACH-000133,-0.125996310017
ACH-000137,-0.15306401792899998
ACH-000138,-0.240700763781
ACH-000142,-0.130893294517
ACH-000143,-0.118610139042
ACH-000146,-0.14740548295999997
ACH-000148,-0.0702368790877
ACH-000150,-0.278521395934
ACH-000152,-0.186976382744
ACH-000153,0.10870680422000001
ACH-000159,-0.165156164296
ACH-000160,0.034949389108
ACH-000163,-0.052502626911
ACH-000167,0.0628910202511
ACH-000168,-0.111539269232
ACH-000169,-0.09163872454989999
ACH-000178,-0.22731773240699998
ACH-000182,-0.165070056666
ACH-000183,-0.106431472683
ACH-000188,-0.186072557075
ACH-000189,-0.273031795907
ACH-000190,-0.20423864558600002
ACH-000198,-0.088327451961
ACH-000204,-0.35535484129
ACH-000206,-0.178171801634
ACH-000207,-0.0847108695353
ACH-000211,-0.09610575991110001
ACH-000215,-0.122722685113
ACH-000221,-0.144959041703
ACH-000222,-0.31720960289
ACH-000223,-0.23382733859700003
ACH-000226,-0.0877349456212
ACH-000227,-0.267859134958
ACH-000228,-0.20702835026099997
ACH-000231,-0.216765716451
ACH-000232,-0.295739090248
ACH-000233,0.030776614719400002
ACH-000234,-0.113043997404
ACH-000235,-0.0880232698035
ACH-000237,-0.0625733406944
ACH-000238,-0.264505204476
ACH-000243,-0.22212340116
ACH-000244,-0.113401639675
ACH-000246,-0.16541035841600002
ACH-000248,-0.21855203058400002
ACH-000250,-0.250028026403
ACH-000251,-0.21792185077
ACH-000253,-0.25797829123300003
ACH-000255,-0.26108078972
ACH-000256,-0.23497120517900003
ACH-000257,-0.280192483898
ACH-000258,-0.35688123732
ACH-000259,-0.17064328948600002
ACH-000260,-0.16593910689000002
ACH-000261,-0.10905215915300001
ACH-000262,-0.108095828753
ACH-000263,-0.323816438509
ACH-000264,-0.173383189406
ACH-000265,-0.13931923024499998
ACH-000266,-0.27503682649300004
ACH-000272,-0.467073758146
ACH-000273,-0.14685159305099998
ACH-000274,-0.265462960384
ACH-000277,-0.163767176321
ACH-000278,-0.171350884892
ACH-000279,-0.0557961164188
ACH-000280,-0.216736164365
ACH-000281,-0.0632126376425
ACH-000288,-0.160883876556
ACH-000291,-0.10992321407
ACH-000293,-0.08846314571599999
ACH-000294,-0.33049928589899996
ACH-000295,-0.0247241606202
ACH-000296,-0.0507772514223
ACH-000302,-0.318488909989
ACH-000304,0.059012206390399995
ACH-000307,-0.198180254618
ACH-000308,-0.227037618211
ACH-000310,-0.186685299411
ACH-000311,-0.28965585035700003
ACH-000312,-0.213090643107
ACH-000315,-0.161999846398
ACH-000316,-0.269458262473
ACH-000317,0.00538640890953
ACH-000318,-0.126529467866
ACH-000319,-0.158646904753
ACH-000320,-0.154349647806
ACH-000322,-0.131236554123
ACH-000323,-0.058832264477000004
ACH-000324,-0.34053462311899996
ACH-000329,-0.103826464231
ACH-000330,-0.190071496628
ACH-000331,-0.113645842633
ACH-000332,-0.288654248074
ACH-000334,-0.278618192211
ACH-000335,-0.12135961041200001
ACH-000336,-0.0639396678633
ACH-000337,-0.0313071967494
ACH-000339,-0.265991764408
ACH-000341,0.118055964113
ACH-000348,-0.175573929975
ACH-000350,-0.26374221572900003
ACH-000352,-0.200764810136
ACH-000356,-0.244074714934
ACH-000361,0.028593792154099996
ACH-000362,-0.026622047535599998
ACH-000363,-0.139059840558
ACH-000364,-0.374503822285
ACH-000365,-0.08128294024680001
ACH-000366,-0.0768475181658
ACH-000368,-0.175162981487
ACH-000374,-0.311034529874
ACH-000375,-0.21031116792399998
ACH-000376,0.032686289318
ACH-000381,-0.354461309245
ACH-000383,-0.10437144556700001
ACH-000387,-0.40472844220700005
ACH-000389,-0.188341921717
ACH-000390,-0.265780953441
ACH-000393,-0.00945332238818
ACH-000395,0.0732999430414
ACH-000397,-0.289880456297
ACH-000401,0.014183025119999998
ACH-000402,-0.41192288373999997
ACH-000403,-0.298575079164
ACH-000404,-0.027720803280199997
ACH-000406,-0.13307005701
ACH-000407,-0.0880917485594
ACH-000408,0.0826514198078
ACH-000410,-0.165447394781
ACH-000411,-0.208550571421
ACH-000414,-0.259851707285
ACH-000415,-0.25451074866
ACH-000416,-0.232655774301
ACH-000420,-0.304445735506
ACH-000421,-0.062015719418
ACH-000424,-0.0832681376955
ACH-000425,-0.020022619571
ACH-000426,-0.0804239618992
ACH-000427,-0.056840121567
ACH-000433,-0.410954816418
ACH-000436,-0.151905271237
ACH-000444,-0.18653495898800002
ACH-000445,-0.54984103096
ACH-000448,-0.125336880347
ACH-000450,0.102569893597
ACH-000452,-0.155879717025
ACH-000454,-0.0073404996973300005
ACH-000458,-0.0716329361057
ACH-000459,-0.06033123845840001
ACH-000460,-0.171793953954
ACH-000461,-0.135166625325
ACH-000463,-0.20036420940299998
ACH-000464,-0.379791099824
ACH-000466,-0.753884179577
ACH-000467,-0.185883825132
ACH-000468,-0.140750333068
ACH-000469,-0.143049471252
ACH-000470,0.021979900085800003
ACH-000471,-0.26562974137
ACH-000472,-0.20450101645799998
ACH-000473,-0.27519190101
ACH-000475,-0.308197308705
ACH-000476,-0.142698505567
ACH-000477,-0.025931419119
ACH-000480,-0.246618668193
ACH-000481,-0.16694222144999998
ACH-000483,-0.279928440156
ACH-000484,-0.248063728415
ACH-000485,0.0594460737145
ACH-000486,-0.16708414815300002
ACH-000487,-0.09807761214199999
ACH-000488,-0.040312972049199994
ACH-000490,-0.346361245509
ACH-000491,-0.12773623602
ACH-000495,-0.33799403260300004
ACH-000496,-0.129485785549
ACH-000499,-0.351855236479
ACH-000500,-0.0615542601877
ACH-000502,-0.267339050548
ACH-000503,-0.207465841151
ACH-000505,-0.15868547397399999
ACH-000507,-0.23642163131900001
ACH-000510,-0.026725246381599996
ACH-000511,-0.186741474581
ACH-000512,-0.368502220695
ACH-000516,-0.101391467887
ACH-000517,-0.155252295661
ACH-000518,-0.201729166927
ACH-000520,-0.167779192736
ACH-000521,-0.330643759127
ACH-000522,-0.24074295250799999
ACH-000524,-0.11053376823899999
ACH-000527,-0.264631903443
ACH-000528,-0.300061213325
ACH-000537,-0.283127678872
ACH-000541,-0.0968024831852
ACH-000542,-0.108392273589
ACH-000544,0.233535783371
ACH-000545,-0.35324518993299997
ACH-000547,-0.309075663439
ACH-000548,-0.13110860640900002
ACH-000549,-0.216565331986
ACH-000550,-0.18037090326299998
ACH-000552,-0.12967492091399999
ACH-000556,-0.0724041720069
ACH-000557,-0.11083552727
ACH-000570,-0.246450243141
ACH-000571,-0.203773442143
ACH-000573,-0.147338620208
ACH-000576,-0.00172283077021
ACH-000580,-0.0908761620242
