,BTC (685)
ACH-000004,0.07253916643910001
ACH-000007,-0.204533718402
ACH-000009,0.141292684807
ACH-000011,0.21374995464299998
ACH-000012,-0.056842974347199995
ACH-000013,0.13791768077199998
ACH-000014,0.20812116811999998
ACH-000015,0.134905479623
ACH-000017,-0.0501879170249
ACH-000018,0.00377318100053
ACH-000019,-0.273438522021
ACH-000021,-0.0160573048707
ACH-000022,-0.017184799031099998
ACH-000025,0.122984795003
ACH-000028,-0.17672793
ACH-000030,0.0926947486359
ACH-000035,0.08512536245680001
ACH-000036,0.115928661639
ACH-000037,-0.020330102843400002
ACH-000039,-0.23812787644699998
ACH-000040,0.19050782222800003
ACH-000041,-0.166856105924
ACH-000042,0.0824010562974
ACH-000045,0.317035300972
ACH-000047,0.096027247007
ACH-000052,0.335518683023
ACH-000053,0.061996390207099995
ACH-000054,0.0215212781709
ACH-000055,-0.0967904452165
ACH-000060,0.0317515756664
ACH-000067,-0.059263118555100004
ACH-000070,0.222210417392
ACH-000075,0.127724469074
ACH-000078,0.0661945282231
ACH-000082,0.33168921614700003
ACH-000085,0.150914314475
ACH-000086,0.155839296351
ACH-000087,0.267995932324
ACH-000092,0.063969528196
ACH-000095,0.10989848635399999
ACH-000097,0.030073915678
ACH-000098,0.13548350997199998
ACH-000099,0.256954169987
ACH-000108,-0.0461323969994
ACH-000113,0.205048461732
ACH-000115,0.23636555297800002
ACH-000116,0.0126535132463
ACH-000118,-0.0360713901573
ACH-000120,0.137209137228
ACH-000123,0.024244912654
ACH-000127,-0.0181332768622
ACH-000128,0.0111582658069
ACH-000132,-0.0354933389607
ACH-000133,0.0927079802197
ACH-000137,0.20805448196899998
ACH-000138,0.09338704152419999
ACH-000142,0.12658536794199998
ACH-000143,0.0378482367833
ACH-000146,-0.12111292775900001
ACH-000148,0.174485401684
ACH-000150,0.139116928255
ACH-000152,0.0795734562585
ACH-000153,-0.0457128976004
ACH-000159,0.041775885088199995
ACH-000160,0.074760979238
ACH-000163,0.172079008428
ACH-000167,0.18465681345100002
ACH-000168,0.123148061518
ACH-000169,0.162788521194
ACH-000178,0.13505576430400001
ACH-000182,0.134980191512
ACH-000183,0.144853840515
ACH-000188,0.0596245007819
ACH-000189,0.413199529657
ACH-000190,-0.039247099802300005
ACH-000198,0.116362609371
ACH-000204,0.0218737300882
ACH-000206,-0.037554472947
ACH-000207,0.395763704323
ACH-000211,0.0365412149291
ACH-000215,0.111833960942
ACH-000221,0.0322071105195
ACH-000222,-0.0105086263074
ACH-000223,0.07211438027360001
ACH-000226,-0.190133244381
ACH-000227,0.558776113795
ACH-000228,0.143890365998
ACH-000231,0.17826979342399998
ACH-000232,0.0365323271351
ACH-000233,0.08286983860489999
ACH-000234,0.15712379778
ACH-000235,0.0616345600229
ACH-000237,0.0630950170673
ACH-000238,0.147471501448
ACH-000243,-0.044107756541499996
ACH-000244,-0.10787977828199999
ACH-000246,0.156485951308
ACH-000248,0.05211030349830001
ACH-000250,0.221286411833
ACH-000251,-0.059404229098899995
ACH-000253,0.15946645727199998
ACH-000255,0.05101757535180001
ACH-000256,0.334622520336
ACH-000257,0.10151015411599999
ACH-000258,0.04750738434309999
ACH-000259,0.0935326267241
ACH-000260,0.116030267389
ACH-000261,0.16561822085300001
ACH-000262,-0.15064063150999998
ACH-000263,0.386697362042
ACH-000264,0.22246648026299998
ACH-000265,0.00390656974945
ACH-000266,0.05738918124419999
ACH-000272,0.0771222845501
ACH-000273,-0.000799667862504
ACH-000274,0.20426306749499998
ACH-000277,0.013814371597200002
ACH-000278,0.290152826479
ACH-000279,0.1063493379
ACH-000280,0.068727603987
ACH-000281,-0.108355172253
ACH-000288,0.155429606598
ACH-000291,0.119770609226
ACH-000293,-0.0382830800228
ACH-000294,0.052921840687999995
ACH-000295,0.401372254177
ACH-000296,0.0149145552826
ACH-000302,-0.00717519559292
ACH-000304,0.331481122372
ACH-000307,-0.026521947243300002
ACH-000308,0.11402591808399999
ACH-000310,-0.0218426198445
ACH-000311,-0.14317040021
ACH-000312,-0.029408815501599996
ACH-000315,0.294782304153
ACH-000316,0.219055810452
ACH-000317,0.14367361485
ACH-000318,0.032316690303
ACH-000319,0.12319956669500001
ACH-000320,-0.12093628118699999
ACH-000322,0.16732228037900002
ACH-000323,0.08763104480429999
ACH-000324,0.054054476016
ACH-000329,0.09632895133819999
ACH-000330,-0.261259861996
ACH-000331,0.133828424123
ACH-000332,-0.0339700409718
ACH-000334,0.401956684811
ACH-000335,-0.09848331308620001
ACH-000336,0.651442876587
ACH-000337,0.125437996439
ACH-000339,0.06479810838359999
ACH-000341,0.203129902921
ACH-000348,0.019939605993700003
ACH-000350,0.189164105033
ACH-000352,0.0951865494068
ACH-000356,-0.189723061718
ACH-000361,0.178480337902
ACH-000362,-0.0338244084647
ACH-000363,0.07971978057189999
ACH-000364,-0.00174020110416
ACH-000365,0.12472899212500001
ACH-000366,0.13496024144899998
ACH-000368,0.15644867542500002
ACH-000374,-0.0502133595771
ACH-000375,0.09871932810259999
ACH-000376,0.033269537436700004
ACH-000381,-0.2392320182
ACH-000383,0.093710876675
ACH-000387,-0.0378005465956
ACH-000389,0.0169648205331
ACH-000390,-0.0034620993583199997
ACH-000393,0.0593998628425
ACH-000395,0.17553012717099997
ACH-000397,0.113281601083
ACH-000401,0.270330533224
ACH-000402,0.42630779452399997
ACH-000403,0.11365444738199999
ACH-000404,-0.20984798458599999
ACH-000406,0.0741864131766
ACH-000407,-0.00594081005153
ACH-000408,0.09531321855779999
ACH-000410,0.104408675594
ACH-000411,0.0028881768040199996
ACH-000414,0.0629519706107
