,UTS2R (2837)
ACH-000004,-0.0518693860946
ACH-000007,-0.054204338488800005
ACH-000009,0.044678156500399996
ACH-000011,-0.12195594433399999
ACH-000012,0.00178394581592
ACH-000013,-0.08346814096699999
ACH-000014,-0.122928600218
ACH-000015,-0.0345889924529
ACH-000017,-0.232079278302
ACH-000018,-0.03827970463619999
ACH-000019,-0.126359838657
ACH-000021,0.198670520649
ACH-000022,0.049859393851300005
ACH-000025,-0.0578097823515
ACH-000028,0.102746011444
ACH-000030,-0.08171851121939999
ACH-000035,0.00425742095295
ACH-000036,-0.180386607598
ACH-000037,-0.208704758412
ACH-000039,0.119544686064
ACH-000040,-0.12726695933
ACH-000041,0.0682728012508
ACH-000042,0.06385943858950001
ACH-000045,-0.0613252602496
ACH-000047,-0.05038246487049999
ACH-000052,0.162378659861
ACH-000053,0.017796612415400002
ACH-000054,-0.07996163302360002
ACH-000055,0.0722646676145
ACH-000060,-0.141911789759
ACH-000067,0.161003644937
ACH-000070,-0.11741577921499999
ACH-000075,-0.11880741700200001
ACH-000078,-0.053203861010099995
ACH-000082,-0.0493125376382
ACH-000085,-0.307926420445
ACH-000086,-0.004958986140790001
ACH-000087,-0.131926082929
ACH-000092,0.00719113406327
ACH-000095,-0.0661628156306
ACH-000097,0.0422057204481
ACH-000098,-0.08146652928050001
ACH-000099,-0.0298436630225
ACH-000108,0.276105747311
ACH-000113,0.034169087486
ACH-000115,-0.20372084179299998
ACH-000116,-0.0588807462822
ACH-000118,-0.00560446781997
ACH-000120,0.010417812020200002
ACH-000123,0.0718567465677
ACH-000127,-0.121953411995
ACH-000128,-0.17111400759599998
ACH-000132,0.23832675399099998
ACH-000133,-0.0654704968291
ACH-000137,-0.28311745554
ACH-000138,0.038266970024300004
ACH-000142,-0.372767022973
ACH-000143,-0.10995868931
ACH-000146,0.06585647560340001
ACH-000148,-0.059256250355699994
ACH-000150,-0.016152104081200002
ACH-000152,-0.221083070002
ACH-000153,-0.175389164492
ACH-000159,0.020562137277
ACH-000160,-0.008833622765
ACH-000163,-0.177830637084
ACH-000167,-0.300705554072
ACH-000168,0.014454851740500001
ACH-000169,0.039993919693300004
ACH-000178,-0.122596551362
ACH-000182,-0.0019074101386999998
ACH-000183,-0.137567347274
ACH-000188,0.08024531420360001
ACH-000189,0.137750380527
ACH-000190,0.048464995957399996
ACH-000198,-0.0534109137823
ACH-000204,0.221695610781
ACH-000206,0.0868534598432
ACH-000207,-0.234641899042
ACH-000211,-0.00710165295165
ACH-000215,-0.119672349747
ACH-000221,-0.12119859526599999
ACH-000222,0.504675014678
ACH-000223,0.07795556807310002
ACH-000226,0.154566156981
ACH-000227,0.133760738673
ACH-000228,0.0738204886212
ACH-000231,-0.28610725292100003
ACH-000232,0.024187045572200003
ACH-000233,0.08020145418829999
ACH-000234,-0.25019406182500004
ACH-000235,0.146900255222
ACH-000237,0.056752438632199996
ACH-000238,-0.24342326103599998
ACH-000243,0.231775535869
ACH-000244,-0.417816582659
ACH-000246,-0.00798358684819
ACH-000248,0.0653351681841
ACH-000250,-0.219100407208
ACH-000251,-0.163120850279
ACH-000253,-0.163722738683
ACH-000255,-0.20620070196899998
ACH-000256,-0.246365208794
ACH-000257,-0.18308204400199998
ACH-000258,-0.051342806041800006
ACH-000259,0.0951417429775
ACH-000260,0.0939772190732
ACH-000261,-0.139665603603
ACH-000262,0.0177983678887
ACH-000263,0.20314165743299997
ACH-000264,-0.082392294568
ACH-000265,0.11662982920600001
ACH-000266,0.053296123478300005
ACH-000272,0.028787770537400004
ACH-000273,0.0751869129934
ACH-000274,-0.279736691101
ACH-000277,0.10692405755100001
ACH-000278,-0.18224810076200001
ACH-000279,0.0278444342042
ACH-000280,0.0406805427854
ACH-000281,0.233862430768
ACH-000288,-0.12843270374399998
ACH-000291,0.0385257912531
ACH-000293,-0.11343113589000002
ACH-000294,0.102514905138
ACH-000295,-0.445644485511
ACH-000296,0.0565540747347
ACH-000302,-0.10511966837999999
ACH-000304,-0.0727904556763
ACH-000307,-0.118021932798
ACH-000308,-0.046224604022399994
ACH-000310,-0.0584218453666
ACH-000311,0.37394698017
ACH-000312,0.270313218744
ACH-000315,-0.0030318490153699996
ACH-000316,0.0441169383373
ACH-000317,-0.0249847417222
ACH-000318,0.0508254304196
ACH-000319,-0.0717187188304
ACH-000320,0.51708103824
ACH-000322,-0.106085406017
ACH-000323,-0.07366728268639999
ACH-000324,0.0135813172142
ACH-000329,-0.147164506492
ACH-000330,-0.02028926709
ACH-000331,0.0913901277733
ACH-000332,0.11869817399900001
ACH-000334,0.019312862077400003
ACH-000335,0.111491904664
ACH-000336,-0.22126694933899999
ACH-000337,0.0036127934071
ACH-000339,0.04361904407930001
ACH-000341,-0.041658690159400005
ACH-000348,-0.10923404871799999
ACH-000350,-0.159533558383
ACH-000352,-0.13805279651799998
ACH-000356,0.0644704483746
ACH-000361,0.0570279744811
ACH-000362,0.31036166836199996
ACH-000363,-0.227481546486
ACH-000364,0.153742875738
ACH-000365,0.041015770764
ACH-000366,-0.11070833091700001
ACH-000368,0.0658061305736
ACH-000374,-0.0892228329662
ACH-000375,-0.193382149643
ACH-000376,0.0402439843725
ACH-000381,0.007221591029949999
ACH-000383,-0.0251008906483
ACH-000387,0.067742131623
ACH-000389,0.025948288961499998
ACH-000390,-0.134388188602
ACH-000393,0.0153967122961
ACH-000395,-0.140054334233
ACH-000397,0.0096768671861
ACH-000401,-0.323264304218
ACH-000402,0.0781743316354
ACH-000403,-0.151842358822
ACH-000404,-0.33868024469999997
ACH-000406,0.07511338426139999
ACH-000407,-0.0804509110175
ACH-000408,0.022072801823
ACH-000410,-0.144074803123
ACH-000411,0.036238739756
ACH-000414,0.359097737754
ACH-000415,-0.0827858745373
ACH-000416,-0.039952682824199996
ACH-000420,-0.29277633823399996
