,PARL (55486)
ACH-000500,-0.0569915451784
ACH-000502,-0.260665532633
ACH-000503,-0.307795614167
ACH-000505,-0.36253939398699997
ACH-000507,-0.520692680523
ACH-000510,-0.0684280842569
ACH-000511,-0.304790111312
ACH-000512,-0.14449076735400002
ACH-000516,-0.368210455195
ACH-000517,-0.262827287539
ACH-000518,-0.40733577787
ACH-000520,-0.314108702614
ACH-000521,-0.46566664517399997
ACH-000522,-0.260537796404
ACH-000524,-0.40279448936800005
ACH-000527,-0.20485794865200002
ACH-000528,-0.314262447445
ACH-000537,-0.45790049713200004
ACH-000541,-0.433708710003
ACH-000542,-0.27606542351700003
ACH-000544,-0.421027205395
ACH-000545,-0.24974002851500002
ACH-000547,-0.426644660451
ACH-000548,-0.259795433697
ACH-000549,-0.255245997547
ACH-000550,-0.330054967207
ACH-000552,-0.173810418341
ACH-000556,-0.32861286215
ACH-000557,-0.128557937441
ACH-000570,-0.306226433699
ACH-000571,-0.44314314368999996
ACH-000573,-0.46487329271899996
ACH-000576,-0.39859607081299997
ACH-000580,-0.0008519350154239998
ACH-000584,-0.148864166527
ACH-000585,-0.0529641442347
ACH-000588,-0.34018157294600004
ACH-000589,-0.582744586118
ACH-000591,-0.297051414298
ACH-000593,-0.456031110673
ACH-000600,-0.368540665278
ACH-000601,-0.315363613713
ACH-000604,0.156983648951
ACH-000605,-0.721480702712
ACH-000606,-0.38845695884000003
ACH-000608,-0.18414382552
ACH-000614,-0.103114550175
ACH-000616,-0.127283243122
ACH-000618,-0.279445872275
ACH-000619,-0.37746044669699996
ACH-000620,-0.0836490110143
ACH-000621,-0.22661381878400003
ACH-000622,-0.500879933962
ACH-000623,-0.195862063989
ACH-000624,-0.232410449687
ACH-000627,-0.30854544850000004
ACH-000630,-0.27880817624800003
ACH-000632,-0.184642122021
ACH-000633,-0.314473120785
ACH-000637,-0.274197434482
ACH-000638,-0.18433038616300002
ACH-000646,-0.321653303061
ACH-000647,-0.397330533644
ACH-000648,-0.35353751693499996
ACH-000649,-0.131562895073
ACH-000651,-0.20417715444499998
ACH-000652,0.0763424874116
ACH-000653,-0.282357831929
ACH-000657,-0.280808726019
ACH-000658,-0.490418551333
ACH-000661,-0.480483121861
ACH-000662,-0.528522378591
ACH-000663,-0.0419579025237
ACH-000665,-0.16911718044500001
ACH-000671,-0.218614157313
ACH-000673,-0.192682423477
ACH-000676,-0.03736726666219999
ACH-000677,-0.333161279067
ACH-000681,-0.494593447638
ACH-000682,-0.32393315735399997
ACH-000683,-0.244937861754
ACH-000684,-0.28339605758499997
ACH-000688,-0.478628988622
ACH-000693,-0.532194124061
ACH-000694,-0.442452178701
ACH-000695,-0.207085710613
ACH-000696,-0.33540047880999996
ACH-000697,-0.23912265491300003
ACH-000699,-0.36973092411200004
ACH-000701,-0.22096095226100002
ACH-000706,-0.383358217054
ACH-000711,-0.178119134118
ACH-000713,-0.275739141764
ACH-000714,-0.176343960838
ACH-000718,-0.341292171065
ACH-000720,-0.207689855541
ACH-000721,-0.0971844867444
ACH-000724,-0.380812541971
ACH-000725,-0.11986276913899999
ACH-000732,-0.24152457647599998
ACH-000734,-0.097650502195
ACH-000735,-0.353586394388
ACH-000736,-0.35597017068899994
ACH-000738,-0.240774619637
ACH-000746,0.0032580918194000004
ACH-000747,-0.640998052006
ACH-000748,-0.284375379664
ACH-000753,-0.361909246276
ACH-000756,-0.15287081417099999
ACH-000757,-0.509600151426
ACH-000758,-0.441925774648
ACH-000760,-0.3439546743
ACH-000763,-0.406545879288
ACH-000764,-0.235561076316
ACH-000765,-0.207992433699
ACH-000766,-0.230455800053
ACH-000767,0.0194638170631
ACH-000768,-0.320034096021
ACH-000769,-0.6454095278490001
ACH-000770,-0.272760849269
ACH-000771,-0.43167426752
ACH-000773,-0.5074925626219999
ACH-000776,-0.12313382947999998
ACH-000777,0.0509236470704
ACH-000778,-0.37682926372599995
ACH-000781,-0.188184509814
ACH-000782,-0.137450379896
ACH-000783,-0.240368124369
ACH-000784,-0.360965921043
ACH-000785,-0.338328323184
ACH-000787,-0.420646921959
ACH-000788,-0.165921871117
ACH-000791,-0.43480062987499996
ACH-000792,-0.295434536274
ACH-000794,-0.188582196556
ACH-000796,-0.35013613130500004
ACH-000799,-0.294041751332
ACH-000800,-0.238509251272
ACH-000802,-0.446485440702
ACH-000804,-0.449507910629
ACH-000805,-0.5962397537749999
ACH-000809,-0.7023720306110001
ACH-000810,-0.45679249158999996
ACH-000811,-0.171896638638
ACH-000817,-0.499742958249
ACH-000819,-0.098285907599
ACH-000820,-0.46618170419
ACH-000821,-0.0168807233838
ACH-000822,-0.19092788488200002
ACH-000823,-0.08817387182039998
ACH-000824,-0.34464800979800003
ACH-000827,-0.21152017202
ACH-000829,-0.4471672788600001
ACH-000831,-0.551231473851
ACH-000832,-0.389797680468
ACH-000833,-0.299268270831
ACH-000834,-0.1732319891
ACH-000835,-0.46734466611500003
ACH-000836,-0.46406321904700004
ACH-000837,-0.296705634569
ACH-000838,0.035584427141400005
ACH-000839,-0.5091981794
ACH-000840,-0.222537329491
ACH-000841,-0.268941368235
ACH-000843,-0.51346733297
ACH-000846,-0.39037490763000005
ACH-000847,-0.7467495192020001
ACH-000848,-0.295022760097
ACH-000849,-0.411445252192
ACH-000851,-0.307341896916
ACH-000855,-0.406802769857
ACH-000856,-0.291435176568
ACH-000858,-0.266497461449
ACH-000859,-0.525542620467
ACH-000861,-0.580666304027
ACH-000862,-0.4716831691100001
ACH-000865,-0.16434618299599998
ACH-000866,-0.19005990521899999
ACH-000867,-0.258686960599
ACH-000869,-0.240132325313
ACH-000872,-0.19161450829100002
ACH-000873,-0.25200581977
ACH-000876,-0.152422287098
ACH-000878,-0.471344221856
ACH-000880,0.09739984443399999
ACH-000881,-0.357850460501
ACH-000882,-0.29661072787099996
ACH-000884,-0.550812138117
ACH-000885,-0.306011344634
ACH-000887,-0.171306621155
ACH-000888,-0.20319309234900002
ACH-000889,-0.341102024502
ACH-000890,-0.257175784217
ACH-000896,-0.301457470748
ACH-000898,-0.364857118543
ACH-000900,-0.173647121869
ACH-000901,-0.32971725849399997
ACH-000905,-0.564768563415
ACH-000906,-0.22204217524
ACH-000907,-0.37988219642
ACH-000910,-0.134016486429
ACH-000911,-0.288499354361
ACH-000912,-0.289479554854
ACH-000913,-0.327785863069
ACH-000915,-0.012547409903899999
ACH-000916,-0.08337765365880001
ACH-000917,-0.320275402558
ACH-000921,-0.26155588433800003
ACH-000924,-0.604316928882
ACH-000926,-0.31076540764000005
ACH-000928,-0.422548645097
ACH-000929,0.077998664494
ACH-000932,-0.182164100543
ACH-000935,-0.08351145590169999
ACH-000936,-0.163530902229
ACH-000937,-0.153235698828
ACH-000938,-0.199889866494
ACH-000939,-0.183519866296
ACH-000941,-0.348032409764
ACH-000943,-0.47451522556000003
ACH-000946,-0.382752961438
ACH-000947,-0.07098541004839999
ACH-000948,-0.23483571802900002
ACH-000950,-0.39598715608900004
ACH-000953,-0.24678649149700002
ACH-000957,-0.382642614919
ACH-000958,-0.5893421187969999
ACH-000960,-0.219518086728
ACH-000963,-0.48336268519599995
ACH-000968,-0.175017800222
ACH-000969,-0.436396057131
ACH-000973,-0.28154764754
ACH-000974,-0.270731083222
ACH-000975,-0.167432180019
ACH-000976,-0.219681787278
ACH-000978,-0.16754049616299999
ACH-000980,-0.19064143664
ACH-000984,-0.314212398662
ACH-000986,-0.598299274968
ACH-000988,-0.39024080527099997
ACH-000993,-0.24250936934
ACH-000994,-0.21774733998799997
ACH-000996,-0.50240763465
ACH-001001,-0.228178057076
ACH-001020,-0.19746097820500003
ACH-001028,-0.374240671216
ACH-001031,-0.158440070135
ACH-001038,-0.17014701760200002
ACH-001048,-0.373306206923
ACH-001050,-0.19207260768599999
ACH-001053,-0.330803307491
ACH-001054,-0.286304827334
ACH-001061,-0.733584988628
ACH-001067,-0.151524725458
ACH-001075,-0.37590716725
ACH-001096,-0.196228000808
ACH-001128,-0.273554185487
ACH-001134,-0.325594976834
ACH-001151,-0.0878315556289
ACH-001163,-0.0709091051964
ACH-001164,-0.33085102623
ACH-001173,-0.303948608931
ACH-001183,-0.145615220683
ACH-001184,-0.411002949371
ACH-001190,0.0560048393862
ACH-001192,-0.229739322557
ACH-001193,-0.247545888324
ACH-001196,-0.355706393816
ACH-001197,-0.723954056616
ACH-001205,-0.105523631222
ACH-001211,-0.14064927317099998
ACH-001212,-0.366350827356
ACH-001228,-0.432840821457
ACH-001232,-0.250211501284
ACH-001239,-0.26929143823
ACH-001274,-0.19282105724399998
ACH-001275,-0.276053230865
ACH-001277,-0.164667346339
ACH-001278,-0.09209136253139999
ACH-001280,-0.11661151686799999
ACH-001283,-0.289045329455
ACH-001289,-0.109214953091
ACH-001295,-0.169818848933
ACH-001300,-0.0376091521829
ACH-001301,-0.129594695654
ACH-001302,-0.037334879062399996
ACH-001303,-0.0651115737084
ACH-001306,-0.392973023569
ACH-001318,-0.417300075572
ACH-001322,-0.5367590344150001
ACH-001328,-0.17072602673300002
ACH-001332,-0.050236201720400005
ACH-001333,-0.117446668761
ACH-001336,-0.288538417595
ACH-001340,-0.34029897252700003
ACH-001346,-0.23311153055199998
ACH-001353,-0.219491875181
ACH-001354,-0.317354472839
ACH-001367,-0.24747031192
ACH-001368,-0.029200958028199997
ACH-001374,0.289512978369
ACH-001375,-0.04124083695130001
ACH-001377,-0.453982346343
ACH-001380,-0.208850960723
ACH-001391,-0.269396952736
ACH-001407,-0.252729182118
ACH-001408,-0.298527117369
ACH-001413,-0.26673827271
ACH-001430,-0.35492361874399997
ACH-001431,-0.149344488194
ACH-001450,-0.299699471933
ACH-001496,-0.278495562535
ACH-001500,-0.276633315034
ACH-001521,-0.57238120343
ACH-001523,-0.33630500848399997
ACH-001532,-0.212859826607
ACH-001536,-0.5338326910369999
ACH-001550,-0.463797553804
ACH-001552,-0.15141199869000002
ACH-001554,-0.293119301903
ACH-001645,0.0584666028536
ACH-001654,-0.120291835096
ACH-001715,-0.760612100297
ACH-001735,-0.024113756913299998
ACH-001736,-0.181141003918
ACH-001737,-0.28228106988699997
ACH-001740,-0.183072605127
ACH-001745,-0.13776336796
ACH-001750,-0.21093471074499998
ACH-001765,-0.165859678068
ACH-001956,-0.445602958029
ACH-001957,-0.392611791708
