,PMCH (5367)
ACH-000004,0.157893293343
ACH-000007,-0.0035353257967
ACH-000009,0.036851281364199996
ACH-000011,0.16642421940500002
ACH-000012,0.144283293709
ACH-000013,0.213286203915
ACH-000014,0.189469531499
ACH-000015,-0.030060691492
ACH-000017,0.15117607975199998
ACH-000018,0.34986247360100003
ACH-000019,0.122680103687
ACH-000021,-0.097165882115
ACH-000022,0.21117832624699998
ACH-000025,-0.20126765145
ACH-000028,0.057913774682800005
ACH-000030,0.17522284425
ACH-000035,0.0964090804548
ACH-000036,0.046281612811
ACH-000037,-0.047525283072800004
ACH-000039,0.179513332306
ACH-000040,0.012409089649399999
ACH-000041,0.131207568678
ACH-000042,0.08038856892799999
ACH-000045,0.162386308605
ACH-000047,0.0831633252696
ACH-000052,-0.0628883828392
ACH-000053,0.1077913843
ACH-000054,0.028434450613199998
ACH-000055,0.245033856613
ACH-000060,0.275160996935
ACH-000067,-0.051585069127000005
ACH-000070,0.29974127524099997
ACH-000075,-0.135114165702
ACH-000078,0.18722676831799998
ACH-000082,-0.087423706598
ACH-000085,0.219261801303
ACH-000086,0.0858907444661
ACH-000087,0.0138936859384
ACH-000092,0.10470489198499999
ACH-000095,0.0103853307402
ACH-000097,0.0707595699487
ACH-000098,0.13977441486199998
ACH-000099,0.085139688859
ACH-000108,-0.00420247825841
ACH-000113,0.0364609844345
ACH-000115,0.12673779067399998
ACH-000116,0.137755186257
ACH-000118,-0.0631113405276
ACH-000120,0.0785663658488
ACH-000123,0.066825928989
ACH-000127,0.0326591396961
ACH-000128,0.0310760565809
ACH-000132,0.17326337294500002
ACH-000133,-0.0391058431335
ACH-000137,0.0583837311876
ACH-000138,0.008697903957500001
ACH-000142,0.16187709248600002
ACH-000143,0.13908670650399999
ACH-000146,0.084921372928
ACH-000148,0.121207740284
ACH-000150,0.149448348092
ACH-000152,0.0665208091309
ACH-000153,0.106369761511
ACH-000159,0.161171041682
ACH-000160,0.15046548478900001
ACH-000163,0.14758709327800001
ACH-000167,-0.163224267059
ACH-000168,0.17949605687800002
ACH-000169,0.170103838397
ACH-000178,0.19443777623
ACH-000182,0.133669445015
ACH-000183,0.281953166954
ACH-000188,0.25314927406
ACH-000189,0.182468463615
ACH-000190,0.114452099153
ACH-000198,0.0617732702171
ACH-000204,0.165335431613
ACH-000206,0.334790005093
