,ANHX (647589)
ACH-000004,0.149059709701
ACH-000007,-0.00489102116392
ACH-000009,-0.17561567576499998
ACH-000011,-0.20379788225099998
ACH-000012,-0.12576986929
ACH-000013,-0.032554657546599995
ACH-000014,-0.00860922656821
ACH-000015,-0.050361038353300004
ACH-000017,-0.062375813114
ACH-000018,-0.0463506948764
ACH-000019,-0.5063409122689999
ACH-000021,-0.236472636873
ACH-000022,-0.23291631538899998
ACH-000025,-0.273699616629
ACH-000028,-0.36352472755500004
ACH-000030,-0.055607668302800006
ACH-000035,-0.0206903621343
ACH-000036,-0.229503451038
ACH-000037,-0.500116367735
ACH-000039,-0.133624880129
ACH-000040,-0.365918767553
ACH-000041,-0.12218092150599999
ACH-000042,-0.188896329212
ACH-000045,-0.124187887095
ACH-000047,-0.16494097631899998
ACH-000052,-0.309138230394
ACH-000053,-0.11352679385
ACH-000054,-0.13169219772600002
ACH-000055,-0.120916391642
ACH-000060,-0.0495890647693
ACH-000067,0.0117374639131
ACH-000070,-0.26303401490600004
ACH-000075,0.0762361220473
ACH-000078,-0.346568126061
ACH-000082,-0.012636182554
ACH-000085,-0.047470068592
ACH-000086,-0.11104348242699999
ACH-000087,-0.469764598881
ACH-000092,-0.164426564892
ACH-000095,-0.0780803667127
ACH-000097,-0.13931996324100002
ACH-000098,-0.05315720973830001
ACH-000099,-0.43216416331999996
ACH-000108,-0.258709465624
ACH-000113,-0.059169432912400004
ACH-000115,-0.466388552639
ACH-000116,-0.11567436172800001
ACH-000118,-0.139882869234
ACH-000120,-0.0206893680748
ACH-000123,-0.20115870863200003
ACH-000127,0.027303953300099996
ACH-000128,-0.255339090265
ACH-000132,-0.0115486522963
ACH-000133,0.0766432500593
ACH-000137,-0.176990469527
ACH-000138,-0.23940790454100003
ACH-000142,-0.399594450476
ACH-000143,-0.0397728431959
ACH-000146,0.00651580957243
ACH-000148,-0.17188838680500002
ACH-000150,-0.153938172678
ACH-000152,-0.11169807217700001
ACH-000153,0.044916894291699996
ACH-000159,-0.210003468132
ACH-000160,-0.0250847425873
ACH-000163,-0.027372120830599995
ACH-000167,-0.024309555272599998
ACH-000168,0.04445772572599999
ACH-000169,-0.33840697573
ACH-000178,-0.0878883629046
ACH-000182,-0.109959704873
ACH-000183,0.10559230371200001
ACH-000188,-0.168947057388
ACH-000189,-0.188826123977
ACH-000190,-0.22419864275499998
ACH-000198,-0.105126376062
ACH-000204,-0.21582390240200003
ACH-000206,-0.000965721776282
ACH-000207,0.0156812052442
ACH-000211,-0.229463942866
ACH-000215,-0.159845412941
ACH-000221,-0.111508340196
ACH-000222,-0.103859318044
ACH-000223,-0.286620411143
ACH-000226,0.0216404619217
ACH-000227,-0.153732760053
ACH-000228,0.013981526759600002
ACH-000231,-0.08374059046
ACH-000232,-0.10297101635500001
ACH-000233,0.0148532653102
ACH-000234,-0.0522015281946
ACH-000235,-0.0655813991293
ACH-000237,-0.19286055303599997
ACH-000238,-0.359742169203
ACH-000243,-0.08503921297080001
ACH-000244,-0.285369696551
ACH-000246,-0.029953219465900002
ACH-000248,-0.232335381802
ACH-000250,-0.280257239885
