,TNC (3371)
ACH-000004,-0.00470660858814
ACH-000007,0.08597152051069999
ACH-000009,-0.0417321927863
ACH-000011,0.13970063785599998
ACH-000012,-0.00296262017093
ACH-000013,0.0485275838891
ACH-000014,0.0251970767957
ACH-000015,-0.19422676931699998
ACH-000017,0.0311528601607
ACH-000018,-0.0254862425318
ACH-000019,0.0019030253688
ACH-000021,0.085996997148
ACH-000022,-0.16796113210900002
ACH-000025,0.0404696448415
ACH-000028,0.0186676217052
ACH-000030,0.08551898688899999
ACH-000035,0.0479018775483
ACH-000036,-0.060544407202
ACH-000037,0.14372138777000001
ACH-000039,0.216746736245
ACH-000040,-0.000262144489718
ACH-000041,-0.254890603664
ACH-000042,0.0932154287136
ACH-000045,-0.148970229531
ACH-000047,-0.0155523013386
ACH-000052,0.12122408738
ACH-000053,-0.00260975457432
ACH-000054,0.021710011156500002
ACH-000055,-0.173133615524
ACH-000060,0.058756744288
ACH-000067,-0.13066063987600002
ACH-000070,-0.153033089451
ACH-000075,-0.030569238879800002
ACH-000078,0.00729341271817
ACH-000082,-0.0262905786378
ACH-000085,0.13109431544199998
ACH-000086,-0.0709882971819
ACH-000087,-0.302684979871
ACH-000092,-0.012813369016599999
ACH-000095,0.0209114931539
ACH-000097,-0.111664159093
ACH-000098,-0.0146345222425
ACH-000099,-0.0528872758005
ACH-000108,-0.0170644538243
ACH-000113,-0.005916133177189999
ACH-000115,-0.0903262989829
ACH-000116,-0.0121539119669
ACH-000118,0.0727322935523
ACH-000120,0.028545439857
ACH-000123,0.00887096810713
ACH-000127,-0.17703869574
ACH-000128,0.0988975789752
ACH-000132,-0.060602810805400004
ACH-000133,-0.08668367710719999
ACH-000137,-0.005784305076489999
ACH-000138,0.0259910532937
ACH-000142,0.054089519351399995
ACH-000143,-0.17252470344300003
ACH-000146,-0.0438464367363
ACH-000148,-0.191059113266
ACH-000150,0.032018433842
ACH-000152,-0.09123486563439999
ACH-000153,-0.147117071637
ACH-000159,-0.16515934038
ACH-000160,-0.0687592151095
ACH-000163,-0.08206208385250001
ACH-000167,-0.04471087021219999
ACH-000168,0.08513878357419999
ACH-000169,-0.0434441053902
ACH-000178,-0.197393854318
ACH-000182,-0.193360037218
ACH-000183,0.0302282083317
ACH-000188,-0.204358875975
ACH-000189,0.135194726332
ACH-000190,-0.16894640719
ACH-000198,-0.026546493910500003
ACH-000204,0.273994926862
ACH-000206,-0.20229868691
ACH-000207,0.0623772604158
ACH-000211,0.045894622930399996
ACH-000215,0.130925808868
ACH-000221,-0.107863345951
ACH-000222,-0.0862598159069
ACH-000223,-0.145005023369
ACH-000226,0.0016187061115000001
ACH-000227,-0.121743194093
ACH-000228,0.0539341883166
ACH-000231,-0.04931911689330001
ACH-000232,-0.04196175343669999
ACH-000233,0.0986309086451
ACH-000234,-0.017148170705600003
ACH-000235,0.0206876841402
ACH-000237,-0.156130567657
ACH-000238,-0.161258066004
ACH-000243,0.053319523164599994
ACH-000244,0.0132684538567
ACH-000246,-0.018351041283099997
ACH-000248,0.287917677777
ACH-000250,-0.19120831209300002
ACH-000251,0.10045600961899999
ACH-000253,-0.094994803121
ACH-000255,-0.138414920854
ACH-000256,0.026236593215700002
ACH-000257,-0.133728978769
ACH-000258,-0.1362424145
ACH-000259,0.134624722571
ACH-000260,0.0380094758929
ACH-000261,-0.0414574005362
ACH-000262,-0.009014547742030001
ACH-000263,-0.12135849906099999
ACH-000264,-0.050969262462300005
ACH-000265,-0.0149924987153
ACH-000266,0.156316359085
ACH-000272,-0.04659603665019999
ACH-000273,-0.0574677364862
ACH-000274,-0.0379621432685
ACH-000277,-0.00664962911566
ACH-000278,-0.0706489105102
ACH-000279,-0.0880072640467
ACH-000280,-0.20425425342
ACH-000281,0.103762122524
ACH-000288,-0.0459939942489
ACH-000291,-0.00875359097888
ACH-000293,-0.225746000467
ACH-000294,-0.109990282187
ACH-000295,0.233810813968
ACH-000296,0.10603121100099999
ACH-000302,-0.014612995677
ACH-000304,0.27823745523000004
ACH-000307,0.00027287215281
ACH-000308,-0.138552601745
ACH-000310,0.0341014882812
ACH-000311,0.0527727744589
ACH-000312,0.19748482334399997
ACH-000315,-0.365595005426
ACH-000316,-0.11601639331599999
ACH-000317,-0.148349107772
ACH-000318,-0.0668697031427
ACH-000319,-0.0310946900961
ACH-000320,0.17706252617600002
ACH-000322,0.0159939175559
ACH-000323,0.09248921176729999
ACH-000324,0.05098769081130001
ACH-000329,-0.20208811662
ACH-000330,-0.19027283054900002
ACH-000331,-0.0281681415448
ACH-000332,0.0708113654855
ACH-000334,0.300897185031
ACH-000335,-0.097961134693
ACH-000336,-0.192763586597
ACH-000337,-0.0644175936258
ACH-000339,-0.08808729084210001
ACH-000341,0.111983184389
ACH-000348,-0.0854569923919
ACH-000350,0.09335859624460001
ACH-000352,0.115749056777
ACH-000356,0.179530909374
ACH-000361,-0.033747686925
ACH-000362,0.0636906725013
ACH-000363,-0.06924970219189999
ACH-000364,0.183312142645
ACH-000365,-0.165700390453
ACH-000366,-0.043030108636
ACH-000368,0.157433300699
ACH-000374,0.043314348145300004
ACH-000375,0.016269586870799997
