,ARF4 (378)
ACH-000004,-0.7388122900949999
ACH-000007,-0.501960593299
ACH-000009,-1.50382934062
ACH-000011,-1.2038537437399999
ACH-000012,-0.4353512664
ACH-000013,-0.706475853733
ACH-000014,-0.768093298486
ACH-000015,-0.497716744823
ACH-000017,-0.258805694083
ACH-000018,-0.955716758741
ACH-000019,-0.48384525793300004
ACH-000021,-0.476383663112
ACH-000022,-0.745007046461
ACH-000025,-1.19412520376
ACH-000028,-0.438299405834
ACH-000030,-0.39481159896300005
ACH-000035,-0.9305405504109999
ACH-000036,-0.8459998860879999
ACH-000037,-0.692611509698
ACH-000039,-0.560509900405
ACH-000040,-0.759251533871
ACH-000041,-0.6973268343350001
ACH-000042,-0.7573912092280001
ACH-000045,-0.858952876693
ACH-000047,-0.45804800316000005
ACH-000052,-1.2110188184200001
ACH-000053,-0.315146047561
ACH-000054,-0.705889093068
ACH-000055,-0.7243251642949999
ACH-000060,-0.642958188574
ACH-000067,-1.03092543271
ACH-000070,-0.37330009297399996
ACH-000075,-0.907966916701
ACH-000078,-0.800927715747
ACH-000082,-1.27338207747
ACH-000085,-0.888559563641
ACH-000086,-0.7718553723999999
ACH-000087,-0.673107266159
ACH-000092,-1.25252151236
ACH-000095,-0.5347531252009999
ACH-000097,-1.05389655859
ACH-000098,-0.562989213948
ACH-000099,-0.692084324391
ACH-000108,-1.31040763739
ACH-000113,-1.057320477
ACH-000115,-1.3295779345
ACH-000116,-0.41134204271799996
ACH-000118,-0.6872974100429999
ACH-000120,-0.7968388492849999
ACH-000123,-0.66576402539
ACH-000127,-1.2755052263700002
ACH-000128,-0.374357914057
ACH-000132,-0.9992237805399999
ACH-000133,-0.7983707195559999
ACH-000137,-0.776033930662
ACH-000138,-0.590852742918
ACH-000142,-0.472213491786
ACH-000143,-0.406765355264
ACH-000146,-0.362116476974
ACH-000148,-0.918141235046
ACH-000150,-0.8778623750210001
ACH-000152,-0.784182358261
ACH-000153,-1.10615304594
ACH-000159,-0.645233732679
ACH-000160,-0.453569800299
ACH-000163,-1.45239047266
ACH-000167,-0.7621769332680001
ACH-000168,-1.24155017143
ACH-000169,-1.04967357515
ACH-000178,-1.0257435324600002
ACH-000182,-0.35220917245899996
ACH-000183,-0.814220566239
ACH-000188,-1.15051789029
ACH-000189,-0.49346926500699995
ACH-000190,-0.879043029762
ACH-000198,-0.552534643591
ACH-000204,-0.663406148331
ACH-000206,-1.04848675181
ACH-000207,-0.555181428164
ACH-000211,-0.7114604507819999
ACH-000215,-0.9958471277779999
ACH-000221,-0.505045657744
ACH-000222,-0.978964164512
ACH-000223,-0.40508248859800006
ACH-000226,-0.431594381526
ACH-000227,-0.766207454569
ACH-000228,-0.49047774360699997
ACH-000231,-0.728841042019
ACH-000232,-0.545221558294
ACH-000233,-0.45498817480400006
ACH-000234,-1.17280674441
ACH-000235,-0.5445781161069999
ACH-000237,-0.9914732200309999
ACH-000238,-0.67369093228
ACH-000243,-0.5843928170570001
ACH-000244,-1.0702141780399999
ACH-000246,-1.0801792316399998
ACH-000248,-0.49096983342600004
ACH-000250,-0.435361596852
ACH-000251,-1.49421737088
ACH-000253,-0.445832461058
ACH-000255,-0.986418294888
ACH-000256,-0.5251234443689999
ACH-000257,-0.288106648373
ACH-000258,-0.7677790274899999
ACH-000259,-0.55945840508
ACH-000260,-0.8518400651129999
ACH-000261,-0.620590521162
ACH-000262,-0.710975784507
ACH-000263,-0.554663150356
ACH-000264,-0.7112363765019999
ACH-000265,-0.607326522137
ACH-000266,-0.758947722991
ACH-000272,-1.23925294113
ACH-000273,-0.785578466875
ACH-000274,-1.70758200498
ACH-000277,-0.619651664063
ACH-000278,-0.556314506801
ACH-000279,-0.251109212346
ACH-000280,-0.7610325068899999
ACH-000281,-0.7936488505239999
ACH-000288,-0.283336465217
ACH-000291,-0.9831764169439999
ACH-000293,-0.35397593601800004
ACH-000294,0.0944403456955
ACH-000295,-0.6862195521019999
ACH-000296,-1.14101872585
ACH-000302,-0.360612256392
ACH-000304,-1.22492978719
ACH-000307,-0.958301664851
ACH-000308,-1.37196392125
ACH-000310,-0.9054746550020001
ACH-000311,-1.4329343076899999
ACH-000312,-0.596177261848
ACH-000315,-0.731085042652
ACH-000316,-0.6779023464730001
ACH-000317,-0.390000025726
ACH-000318,-0.46770685219700003
ACH-000319,-0.714728568652
ACH-000320,-0.924772418547
ACH-000322,-0.8086661430850001
ACH-000323,-1.0353593214
ACH-000324,-0.674536908994
ACH-000329,-1.2592512192
ACH-000330,-0.601772480205
ACH-000331,-1.21917328064
ACH-000332,-1.1455537355399998
ACH-000334,-0.7263557485430001
ACH-000335,-0.8318407295029999
ACH-000336,-0.740932562959
ACH-000337,-0.813780054736
ACH-000339,-1.06905235526
ACH-000341,-0.659724311212
ACH-000348,-1.2277476682700001
ACH-000350,-1.17587041877
ACH-000352,-0.370009898002
ACH-000356,-1.22322872336
ACH-000361,-0.7435407915729999
ACH-000362,-0.9125148648989999
ACH-000363,-0.777597666194
ACH-000364,-0.6322751340380001
ACH-000365,-0.568315025953
ACH-000366,-0.433281086062
ACH-000368,-0.524828555508
ACH-000374,-0.9372643867820001
ACH-000375,-0.9070380392090001
ACH-000376,-0.565545865811
ACH-000381,-0.8557588464749999
ACH-000383,-0.658473757494
ACH-000387,-1.0397231269
ACH-000389,-1.05758810221
ACH-000390,-0.359616035289
ACH-000393,-0.987053879033
ACH-000395,-0.6780224244490001
ACH-000397,-0.67763825318
ACH-000401,-1.3381942764499999
ACH-000402,-0.6539263385849999
ACH-000403,-0.428096452746
ACH-000404,-1.27775718643
ACH-000406,-0.7912547016779999
ACH-000407,-0.691068004393
ACH-000408,-0.884488202875
ACH-000410,-0.488887992348
ACH-000411,-1.18065724394
ACH-000414,-1.29553933063
ACH-000415,-0.77378018555
ACH-000416,-1.15028382225
ACH-000420,-0.525712816024
ACH-000421,-0.30457932885600003
ACH-000424,-0.508793138916
ACH-000425,-0.869599217705
ACH-000426,-0.659981243017
ACH-000427,-0.789056721228
ACH-000433,-0.66442219877
ACH-000436,-1.41325552472
ACH-000444,-1.3196092187200001
ACH-000445,-0.8053216646770001
ACH-000448,-0.5379801309910001
ACH-000450,-0.6153530136800001
ACH-000452,-0.40018403415700005
ACH-000454,-0.540832133982
ACH-000458,-0.459152329099
ACH-000459,-0.42550724514700006
ACH-000460,-0.32862331469300005
ACH-000461,-0.499145986336
ACH-000463,-0.928679287575
ACH-000464,-0.553204304544
ACH-000466,-0.6747485366329999
ACH-000467,-1.16438128347
ACH-000468,-0.8500035935060001
ACH-000469,-0.8786387122120001
ACH-000470,-0.5219808581800001
ACH-000471,-0.44898320471500003
ACH-000472,-0.902610670771
ACH-000473,-0.959816328636
ACH-000475,-1.26019367972
ACH-000476,-0.30253711593000004
ACH-000477,-0.324452737816
ACH-000480,-1.2530301849799999
ACH-000481,-0.358961817728
ACH-000483,-0.48766436673600005
ACH-000484,-1.16962842572
ACH-000485,-0.5353549421399999
ACH-000486,-0.8092238719939999
ACH-000487,-0.870638088952
ACH-000488,-0.552595472186
ACH-000490,-0.7134122450429999
ACH-000491,-0.87709889802
ACH-000495,-0.550968181611
ACH-000496,-0.681947560208
ACH-000499,-0.623880737071
ACH-000500,-0.286245047115
ACH-000502,-1.3866859841899999
ACH-000503,-0.723519380096
ACH-000505,-0.6988232815090001
ACH-000507,-0.551124599641
ACH-000510,-0.38211224140199995
ACH-000511,-0.41075447587700004
ACH-000512,-0.700709871288
ACH-000516,-0.985919566451
ACH-000517,-0.321815491947
ACH-000518,-0.639892527951
ACH-000520,-1.14949769874
ACH-000521,-0.592006836548
ACH-000522,-0.799732470822
ACH-000524,-0.415346060545
ACH-000527,-0.887062790695
ACH-000528,-0.837629807373
ACH-000537,-0.9189204570799999
ACH-000541,-0.761098140517
ACH-000542,-0.849596137918
ACH-000544,-0.304056179034
ACH-000545,-0.46182774613000005
ACH-000547,-0.491645278604
ACH-000548,-0.9698697867389999
ACH-000549,-1.1118970104700001
ACH-000550,-0.33950757822
ACH-000552,-0.65771658408
ACH-000556,-0.481764902507
ACH-000557,-0.219355500363
ACH-000570,-0.52247606023
ACH-000571,-1.8552740745299998
ACH-000573,-0.411008439934
ACH-000576,-1.0280257721100001
ACH-000580,-0.33044864196999996
ACH-000584,-0.9727446108200001
ACH-000585,-0.490196076736
ACH-000588,-1.0024205078200001
ACH-000589,-1.02111739854
ACH-000591,-0.418998716741
ACH-000593,-1.20120098737
ACH-000600,-0.251969201037
ACH-000601,-0.6286230580259999
ACH-000604,-0.36791699912299997
ACH-000605,-0.8107363246279999
ACH-000606,-0.818883341684
ACH-000608,-0.49173994546800004
ACH-000614,-0.388132805599
ACH-000616,-0.590479378828
ACH-000618,-0.864877508675
ACH-000619,-0.580867189583
ACH-000620,-0.42438006044699994
ACH-000621,-0.355865336303
ACH-000622,-0.670297277205
ACH-000623,-0.44783396090099997
ACH-000624,-1.12200384721
ACH-000627,-0.56257249507
ACH-000630,-1.07074711021
ACH-000632,-1.0146863402
ACH-000633,-1.33483228408
ACH-000637,-0.499447882483
ACH-000638,-0.554915469402
ACH-000646,-1.43940211621
ACH-000647,-0.308548665606
ACH-000648,-0.433855676832
ACH-000649,-0.427287605607
ACH-000651,-0.562352690723
ACH-000652,-0.825431061269
ACH-000653,-0.406173400899
ACH-000657,-0.918904342889
ACH-000658,-1.43840931137
ACH-000661,-0.577838686269
ACH-000662,-0.952016788951
ACH-000663,-0.8597665475
ACH-000665,-0.83895166559
ACH-000671,-1.04392083188
ACH-000673,-0.7974953761920001
ACH-000676,-1.01540682905
ACH-000677,-0.8543307495360001
ACH-000681,-1.10463710049
ACH-000682,-0.8745486100700002
ACH-000683,-0.403394068842
ACH-000684,-1.1824327322100001
ACH-000688,-0.819697525492
ACH-000693,-0.49053125026
ACH-000694,-0.388309454444
ACH-000695,-0.578985234845
ACH-000696,-0.8641909838200001
ACH-000697,-0.7715238398
ACH-000699,-1.1197970972700002
ACH-000701,-1.2282574200799998
ACH-000706,-0.598149559664
ACH-000711,-0.523354663581
ACH-000713,-0.904885412496
ACH-000714,-0.552047340143
ACH-000718,-0.700976487554
ACH-000720,-1.44124818333
ACH-000721,-1.00827194639
ACH-000724,-0.752791041919
ACH-000725,-0.240279343784
ACH-000732,-0.555684186092
ACH-000734,-1.2715340794
ACH-000735,-0.469535871498
ACH-000736,-0.6354325487120001
ACH-000738,-0.7738043711750001
ACH-000746,-0.8584014680159999
ACH-000747,-0.34656316350500005
ACH-000748,-1.11537687877
ACH-000753,-0.295709467405
ACH-000756,-0.8545577475949999
ACH-000757,-0.610613713403
ACH-000758,-1.03922056319
ACH-000760,-0.5869475578719999
ACH-000763,-0.726854673312
ACH-000764,-1.2705806940100002
ACH-000765,-0.979305652296
ACH-000766,-0.943423687359
ACH-000767,-0.392810447585
ACH-000768,-0.950924840894
ACH-000769,-0.44554974929200003
ACH-000770,-1.01092210082
ACH-000771,-1.06167730228
ACH-000773,-0.600101836499
ACH-000776,-0.394705299925
ACH-000777,-0.339467013767
ACH-000778,-0.683365185514
ACH-000781,-1.13009566376
ACH-000782,-0.597560890229
ACH-000783,-0.556898317492
ACH-000784,-0.667772888927
ACH-000785,-0.683926179435
