,CPS1 (1373)
ACH-000004,-0.0498664073579
ACH-000007,1.0857573666e-05
ACH-000009,-0.12932071596300002
ACH-000011,-0.050282746031
ACH-000012,0.0626100861364
ACH-000013,0.0625761763022
ACH-000014,-0.10822943383400001
ACH-000015,-0.019404007668900002
ACH-000017,0.09626242108210001
ACH-000018,0.027920736195799996
ACH-000019,-0.055057394285000005
ACH-000021,0.0432887477982
ACH-000022,0.0551254266962
ACH-000025,0.029260265718900003
ACH-000028,-0.08311499325260001
ACH-000030,0.148525454309
ACH-000035,0.296541945286
ACH-000036,0.19664124436900002
ACH-000037,0.0775026217225
ACH-000039,0.168966552152
ACH-000040,-0.148164030276
ACH-000041,0.0321399916928
ACH-000042,-0.07232940794430001
ACH-000045,0.103745925074
ACH-000047,0.049541298518199994
ACH-000052,-0.0830447644897
ACH-000053,0.0348023380626
ACH-000054,-0.010309917975399999
ACH-000055,0.0554427181142
ACH-000060,0.0173325904122
ACH-000067,0.202490932264
ACH-000070,-0.300789159217
ACH-000075,-0.140719105969
ACH-000078,0.0589702657761
ACH-000082,0.016372527541700002
ACH-000085,0.6423917816920001
ACH-000086,0.0347741888279
ACH-000087,-0.274889820539
ACH-000092,-0.0872175154052
ACH-000095,0.026710880553900005
ACH-000097,0.0962608510916
ACH-000098,-0.12669028938899998
ACH-000099,-0.05739559484230001
ACH-000108,-0.16382829991599998
ACH-000113,0.0409128780885
ACH-000115,-0.12050507117
ACH-000116,-0.0411724722611
ACH-000118,-0.010165013584600001
ACH-000120,-0.19351341689100002
ACH-000123,-0.0623232215939
ACH-000127,-0.136695972001
ACH-000128,-0.138364006521
ACH-000132,-0.105038523166
ACH-000133,-0.041300732176099995
ACH-000137,-0.0634855680595
ACH-000138,-0.0015201963825299998
ACH-000142,0.143848912701
ACH-000143,-0.0931086213343
ACH-000146,0.13777395534000003
ACH-000148,-0.0272570632648
ACH-000150,0.119656633588
ACH-000152,0.0523215173048
ACH-000153,-0.17530122189800001
ACH-000159,-0.0507520634712
ACH-000160,0.120732665156
ACH-000163,-0.16080086812799999
ACH-000167,0.169477537051
ACH-000168,0.139232180627
ACH-000169,-0.035598811969699995
ACH-000178,0.0183100401773
ACH-000182,-0.023086292252299998
ACH-000183,-0.0686279817292
ACH-000188,0.0349296934974
ACH-000189,-0.33170886898400004
ACH-000190,-0.08052505899680001
ACH-000198,0.0650472370818
ACH-000204,0.0631323148759
ACH-000206,0.17062653243700002
ACH-000207,0.0204505748892
ACH-000211,-0.186741824269
ACH-000215,-0.08445822750669998
ACH-000221,0.0029079736171299998
ACH-000222,0.15096601433
ACH-000223,-0.0469345184698
ACH-000226,-0.0664291549928
ACH-000227,-0.07740203036719999
ACH-000228,0.210342148243
ACH-000231,0.15052708374399998
ACH-000232,0.0201869621223
ACH-000233,0.146644033598
ACH-000234,-0.138030697227
ACH-000235,0.0411296905121
ACH-000237,0.026044415316099998
ACH-000238,0.0342126524177
ACH-000243,-0.013620238891000001
ACH-000244,0.074754988861
ACH-000246,0.07819093722680001
ACH-000248,0.27735944693500003
ACH-000250,0.0133559110086
ACH-000251,-0.203134065732
ACH-000253,0.027987601166
ACH-000255,-0.0816345591273
ACH-000256,-0.14598969398199999
ACH-000257,-0.0751923510393
ACH-000258,0.013732104878499999
ACH-000259,-0.10333366884600001
ACH-000260,0.0008603806997210001
ACH-000261,0.00748823640558
ACH-000262,0.182221170718
ACH-000263,0.410940005752
ACH-000264,-0.09159832545330002
ACH-000265,-0.174739229295
ACH-000266,0.00811119460651
ACH-000272,-0.08834615455700001
ACH-000273,0.09209737648050001
ACH-000274,-0.021035140390499998
ACH-000277,-0.062447535714199996
ACH-000278,0.0584049532132
ACH-000279,-0.13411120849400002
ACH-000280,-0.00647223976385
ACH-000281,-0.0720876330878
ACH-000288,-0.000491809243111
ACH-000291,-0.150580937875
ACH-000293,-0.000734140877484
ACH-000294,-0.0197513052553
ACH-000295,-0.07544510824
ACH-000296,-0.220170725574
ACH-000302,-0.049211825352099996
ACH-000304,-0.21234837505600002
ACH-000307,-0.0878591887104
ACH-000308,0.0403239520214
ACH-000310,0.0903281359395
ACH-000311,-0.0724826015963
ACH-000312,-0.0817261004539
ACH-000315,0.17346379696699998
ACH-000316,0.0275037407855
ACH-000317,-0.281239768684
ACH-000318,-0.35350922980800004
ACH-000319,-0.036404123768800006
ACH-000320,-0.188163358092
ACH-000322,0.127515784408
ACH-000323,0.103751146909
ACH-000324,-0.119762348901
ACH-000329,-0.0036133904084
ACH-000330,0.23117208832299999
ACH-000331,0.0554662065598
ACH-000332,-0.0387176286034
ACH-000334,-0.0793608492958
ACH-000335,0.0412709305955
ACH-000336,0.028626108837
ACH-000337,0.21699097275499998
ACH-000339,0.114546629373
ACH-000341,-0.0817440946241
ACH-000348,-0.10851824370100001
ACH-000350,-0.0205081319192
ACH-000352,0.0010756199281700002
ACH-000356,-0.0202067818988
ACH-000361,0.194575639379
ACH-000362,0.0225167990408
ACH-000363,-0.048851094195499996
ACH-000364,-0.141158000244
ACH-000365,-0.060935967068999994
ACH-000366,0.0325425968898
ACH-000368,-0.047544215166499995
ACH-000374,-0.044355719513800004
ACH-000375,-0.0431057262154
ACH-000376,-0.0691644839954
ACH-000381,-0.147060810345
ACH-000383,-0.07867982715189999
ACH-000387,0.131036970527
ACH-000389,0.147316374247
ACH-000390,0.0813755364508
ACH-000393,0.110938471616
ACH-000395,0.164113955376
ACH-000397,0.0122288874129
ACH-000401,0.00470709233261
ACH-000402,-0.26205441640099997
ACH-000403,0.09796243957080002
ACH-000404,-0.14836840910399998
ACH-000406,-0.009858320289110002
ACH-000407,-0.0866793312444
ACH-000408,0.034172085589400006
ACH-000410,-0.00388216905294
ACH-000411,-0.18565790730999998
ACH-000414,0.0590741404658
ACH-000415,0.0863348831195
ACH-000416,0.020930803431099997
ACH-000420,-0.048795361625
ACH-000421,-0.10117608846000001
ACH-000424,0.231744017474
ACH-000425,-0.04858825316269999
ACH-000426,0.16062595790200002
ACH-000427,0.0716425694367
ACH-000433,0.18410044015500002
ACH-000436,-0.067934557003
