,PCIF1 (63935)
ACH-000004,-0.0537782747029
ACH-000007,-0.441079182053
ACH-000009,-0.231631463704
ACH-000011,-0.074248638486
ACH-000012,-0.116387991623
ACH-000013,0.006903490373979999
ACH-000014,-0.151527730414
ACH-000015,-0.21248756932500001
ACH-000017,-0.438661732598
ACH-000018,-0.237627127225
ACH-000019,-0.0686138703264
ACH-000021,-0.219003848183
ACH-000022,-0.08059244231660001
ACH-000025,-0.24415042925
ACH-000028,-0.0505283423979
ACH-000030,-0.268880253796
ACH-000035,-0.47086290620399995
ACH-000036,-0.113359940122
ACH-000037,-0.5835670122300001
ACH-000039,-0.06940997417980001
ACH-000040,0.0594060439027
ACH-000041,0.11364171099199999
ACH-000042,-0.475821819006
ACH-000045,-0.23754112745900002
ACH-000047,-0.141158573936
ACH-000052,-0.49395693376500005
ACH-000053,0.0302623060092
ACH-000054,-0.007884358209609999
ACH-000055,-0.249362525988
ACH-000060,-0.246639649604
ACH-000067,-0.29610241270300003
ACH-000070,-0.427114436519
ACH-000075,-0.291827402866
ACH-000078,0.061183691053
ACH-000082,-0.284695883738
ACH-000085,-0.652525136969
ACH-000086,-0.10172819873099999
ACH-000087,-0.421472932333
ACH-000092,-0.32943841792399997
ACH-000095,-0.218941739582
ACH-000097,-0.385300350034
ACH-000098,-0.298921571688
ACH-000099,-0.181240075896
ACH-000108,-0.350735731681
ACH-000113,0.19576635211500001
ACH-000115,-0.35816765303900006
ACH-000116,-0.181107275352
ACH-000118,-0.27028045051399996
ACH-000120,-0.14085502226500002
ACH-000123,-0.471743364697
ACH-000127,-0.140550949632
ACH-000128,-0.305424726989
ACH-000132,-0.0271023718672
ACH-000133,-0.11462671494000001
ACH-000137,-0.059287022979899996
ACH-000138,-0.126000809195
ACH-000142,-0.085896417279
ACH-000143,-0.20316108101799998
ACH-000146,0.00422810151973
ACH-000148,-0.155612532199
ACH-000150,-0.363455563699
ACH-000152,-0.181630756329
ACH-000153,0.140221819316
ACH-000159,-0.21230638727
ACH-000160,-0.32479319658000005
ACH-000163,-0.433079902944
ACH-000167,-0.257829715791
ACH-000168,-0.022072830234599997
ACH-000169,-0.252043012983
ACH-000178,-0.346631417966
ACH-000182,-0.198343099569
ACH-000183,-0.207941575877
ACH-000188,-0.214329909553
ACH-000189,-0.21215781778200002
ACH-000190,-0.33579274554300004
ACH-000198,-0.205404642558
ACH-000204,-0.485325618655
ACH-000206,-0.199323185108
ACH-000207,-0.243210390903
ACH-000211,-0.04876738461019999
ACH-000215,-0.191900746853
ACH-000221,-0.600985595443
ACH-000222,-0.432105505802
ACH-000223,-0.0369156982699
ACH-000226,-0.13299137103599998
ACH-000227,-0.0368791243033
ACH-000228,-0.13188988143
ACH-000231,-0.328247644399
ACH-000232,-0.124857563728
ACH-000233,-0.17343624616099998
ACH-000234,-0.453443120392
ACH-000235,-0.277476859407
ACH-000237,-0.00301503615197
ACH-000238,-0.21382414877999997
ACH-000243,-0.0698952413807
ACH-000244,0.00854343370167
ACH-000246,-0.173842947522
ACH-000248,-0.09114232893810001
ACH-000250,-0.139538607375
ACH-000251,-0.0437580914262
ACH-000253,-0.33480383464200003
ACH-000255,-0.039952356762699995
ACH-000256,-0.32192574228500004
ACH-000257,-0.199949443298
ACH-000258,-0.713884637575
ACH-000259,-0.249920423434
ACH-000260,-0.197637458924
ACH-000261,-0.171789302666
ACH-000262,-0.336523945249
ACH-000263,0.0396398326736
ACH-000264,-0.311757293905
ACH-000265,-0.251054539451
ACH-000266,-0.275991591781
ACH-000272,-0.08963282859249999
ACH-000273,-0.083669154851
ACH-000274,-0.08422351084789999
ACH-000277,-0.353627553553
ACH-000278,-0.14317526571699998
ACH-000279,0.055096343493
ACH-000280,-0.46541469256800005
ACH-000281,-0.404318398439
ACH-000288,-0.201214154264
ACH-000291,-0.132945755747
ACH-000293,-0.029616380325000004
ACH-000294,-0.342582259273
ACH-000295,-0.158421473833
ACH-000296,-0.382686585286
ACH-000302,-0.11631536906199999
ACH-000304,-0.222856882089
ACH-000307,-0.334526076546
ACH-000308,-0.0622574849556
ACH-000310,-0.10923436873299999
ACH-000311,-0.20666855899099998
ACH-000312,-0.336713620938
ACH-000315,-0.194259652064
ACH-000316,0.08721938762669999
ACH-000317,-0.279737502855
ACH-000318,-0.0271454084015
ACH-000319,-0.115463708502
ACH-000320,-0.225333810929
ACH-000322,-0.469723334497
ACH-000323,-0.10554153806399999
ACH-000324,-0.271322100692
ACH-000329,0.0619326385551
ACH-000330,-0.198127560053
ACH-000331,-0.132589509602
ACH-000332,-0.28600007293499996
ACH-000334,0.17664031289700002
ACH-000335,0.07957993324910001
ACH-000336,0.0134296966994
ACH-000337,-0.189648250588
ACH-000339,-0.39854854944300006
ACH-000341,-0.182525901855
ACH-000348,-0.231093565513
ACH-000350,-0.135032267728
ACH-000352,-0.186731306836
ACH-000356,-0.446915972191
ACH-000361,-0.243243154824
ACH-000362,-0.149797242155
ACH-000363,-0.21742691228900002
ACH-000364,0.00945927226601
ACH-000365,-0.238341240374
ACH-000366,-0.34447275604999994
ACH-000368,-0.197439822969
ACH-000374,-0.125553585667
ACH-000375,-0.208388386983
ACH-000376,-0.184529402642
ACH-000381,-0.148477924447
ACH-000383,-0.0733748053666
ACH-000387,-0.279594295475
ACH-000389,-0.331480744984
ACH-000390,-0.031014197784099997
ACH-000393,0.017228633072
ACH-000395,-0.305761424969
ACH-000397,-0.271235955034
ACH-000401,-0.288096407022
ACH-000402,-0.448663324534
ACH-000403,-0.181263849185
ACH-000404,-0.261693117206
ACH-000406,-0.0231484790875
ACH-000407,-0.30630257960499996
ACH-000408,-0.666109478762
ACH-000410,0.133764951471
ACH-000411,-0.323785481663
ACH-000414,0.077764004986
ACH-000415,0.0200242578077
ACH-000416,-0.0557551267325
ACH-000420,-0.264877836933
ACH-000421,-0.34045174337800005
ACH-000424,-0.22505766944299999
ACH-000425,-0.332166679656
ACH-000426,-0.419439348611
ACH-000427,-0.41279090195
ACH-000433,-0.13603921199400001
ACH-000436,-0.621764489573
ACH-000444,0.0814073407276
ACH-000445,0.0337827636015
ACH-000448,-0.024503943656099998
ACH-000450,-0.076849714293
ACH-000452,-0.546001394734
ACH-000454,0.07397831514219999
ACH-000458,-0.18659848785
ACH-000459,0.0029457110725399998
ACH-000460,0.0688414173037
ACH-000461,-0.123139257638
ACH-000463,-0.148050666024
ACH-000464,-0.593440282707
ACH-000466,-0.915296553751
ACH-000467,-0.288628734314
ACH-000468,-0.228375420678
ACH-000469,-0.46260865201000007
ACH-000470,-0.294633281564
ACH-000471,0.0397731262277
ACH-000472,-0.220281084265
ACH-000473,-0.351524348887
ACH-000475,-0.203618575326
ACH-000476,0.152400595112
ACH-000477,-0.0811032645073
ACH-000480,0.0345067965677
ACH-000481,-0.0494906565954
ACH-000483,0.0143048700038
ACH-000484,-0.47528052609800003
ACH-000485,-0.0585677988961
ACH-000486,-0.134451134164
ACH-000487,-0.18454699354899998
ACH-000488,0.00829813824571
ACH-000490,-0.08768352245069999
ACH-000491,-0.441531744181
ACH-000495,-0.17990986856
ACH-000496,-0.360095109331
ACH-000499,-0.20246581818599999
ACH-000500,-0.015590582486100001
ACH-000502,-0.255504165441
ACH-000503,-0.28516736644
ACH-000505,-0.21060841839299999
ACH-000507,-0.0384628111615
ACH-000510,-0.322846208136
ACH-000511,-0.385749191057
ACH-000512,-0.06824472470930001
ACH-000516,-0.157182954818
ACH-000517,-0.288109479285
ACH-000518,-0.531039088812
ACH-000520,-0.18128078145999998
ACH-000521,-0.33316878783000003
ACH-000522,-0.15042019628699999
ACH-000524,-0.350516524243
ACH-000527,-0.18861111666400002
ACH-000528,-0.380655048992
ACH-000537,0.021198186272800002
ACH-000541,-0.782278219786
ACH-000542,-0.20491820474
ACH-000544,0.021756894063
ACH-000545,-0.279237712998
ACH-000547,-0.0978757662517
ACH-000548,-0.245198291334
ACH-000549,-0.316397868511
ACH-000550,-0.375867821972
ACH-000552,0.0055104216316899995
ACH-000556,-0.12368520883199999
ACH-000557,-0.467493365874
ACH-000570,-0.34558028218099995
ACH-000571,-0.36913548208700003
ACH-000573,-0.169311585584
ACH-000576,-0.521812639068
ACH-000580,-0.242502612699
ACH-000584,-0.143789492938
ACH-000585,0.238144269393
ACH-000588,-0.250805549265
ACH-000589,-0.19145433955
ACH-000591,-0.23192926864500002
ACH-000593,-0.185797605915
ACH-000600,-0.163419653996
ACH-000601,-0.200747706654
ACH-000604,0.0602483496291
ACH-000605,-0.419951952639
ACH-000606,-0.20741917389400003
ACH-000608,-0.177575032909
ACH-000614,0.005280763606369999
ACH-000616,-0.34912233962
ACH-000618,-0.109233025028
ACH-000619,-0.136117343631
ACH-000620,-0.165551791672
ACH-000621,0.0599947971232
ACH-000622,-0.297938843865
ACH-000623,-0.260554015317
ACH-000624,-0.225069720882
ACH-000627,-0.224648856354
ACH-000630,-0.104152060546
ACH-000632,0.0416176691932
ACH-000633,-0.190288700949
ACH-000637,-0.24436733153700002
ACH-000638,-0.307100771288
ACH-000646,-0.273032613405
ACH-000647,-0.0135467709611
ACH-000648,0.029544469669999997
ACH-000649,-0.281231427763
ACH-000651,-0.0591052723397
ACH-000652,-0.0105205534185
ACH-000653,-0.22704299557500002
ACH-000657,-0.11346991267999999
ACH-000658,-0.463058789881
ACH-000661,-0.0163786619138
ACH-000662,-0.286091580133
ACH-000663,-0.280256091557
ACH-000665,-0.28245686611299997
ACH-000671,-0.251060981413
ACH-000673,-0.225801714135
ACH-000676,-0.07448381223839999
ACH-000677,-0.349875332051
ACH-000681,0.168342842949
ACH-000682,-0.461464842958
ACH-000683,-0.237291276224
ACH-000684,-0.19206902653400001
ACH-000688,-0.287233174529
ACH-000693,-0.10856579814000002
ACH-000694,-0.295964311943
ACH-000695,-0.0674911744278
ACH-000696,-0.15936680347999999
ACH-000697,-0.446682632878
ACH-000699,-0.14255071694399998
ACH-000701,-0.019646874523400002
ACH-000706,-0.08482928942739999
ACH-000711,-0.07469763109500001
ACH-000713,-0.309189189618
ACH-000714,-0.258448400293
ACH-000718,-0.300904326796
ACH-000720,-0.320279020711
ACH-000721,-0.412624735489
ACH-000724,-0.299014837755
ACH-000725,0.00173884720001
ACH-000732,-0.481292681477
ACH-000734,-0.09117751229110001
ACH-000735,-0.35075075441200004
ACH-000736,-0.23707248334800002
ACH-000738,-0.157946546559
ACH-000746,-0.3367852025
ACH-000747,-0.275722371902
ACH-000748,-0.311642053016
ACH-000753,0.00777514924458
ACH-000756,-0.0328563108531
ACH-000757,-0.31230901284400003
ACH-000758,-0.274565006929
ACH-000760,-0.347199707925
ACH-000763,-0.312552154229
ACH-000764,-0.0299784833228
ACH-000765,-0.0276845519482
ACH-000766,-0.26196410769699996
ACH-000767,-0.00218241235798
ACH-000768,-0.45462258747
ACH-000769,-0.455229877778
ACH-000770,-0.11718124915200001
ACH-000771,-0.489901543799
ACH-000773,0.0998850602925
ACH-000776,-0.165302287214
ACH-000777,-0.262765987578
ACH-000778,-0.0801679338562
ACH-000781,-0.05543039017799999
ACH-000782,-0.248910387074
ACH-000783,-0.14627288466900001
ACH-000784,-0.04877953713119999
ACH-000785,0.04958623949490001
ACH-000787,-0.360808047486
ACH-000788,-0.209883314749
ACH-000791,-0.19071049197599999
ACH-000792,-0.0456533960787
ACH-000794,-0.0413930237665
ACH-000796,-0.22898725898699998
