,SLBP (7884)
ACH-000004,-0.141117932228
ACH-000007,-0.7175911960150001
ACH-000009,-0.411080332084
ACH-000011,-0.7523826377830001
ACH-000012,-0.595435149982
ACH-000013,-0.223326740333
ACH-000014,-0.201261401778
ACH-000015,-0.388726705057
ACH-000017,-0.271952102675
ACH-000018,-0.9497382197059999
ACH-000019,-0.551676993716
ACH-000021,-0.208564121004
ACH-000022,-0.566305305746
ACH-000025,-0.532297422076
ACH-000028,-0.534362209218
ACH-000030,-0.331741599124
ACH-000035,-0.5232667389150001
ACH-000036,-0.371092393452
ACH-000037,-0.7304031838799999
ACH-000039,-0.567789934119
ACH-000040,-0.6954422213770001
ACH-000041,-0.686936326446
ACH-000042,-0.506733164591
ACH-000045,-0.533517460487
ACH-000047,-0.6703078394609999
ACH-000052,-0.619940169259
ACH-000053,-0.429720316693
ACH-000054,-0.618355933752
ACH-000055,-0.589942616776
ACH-000060,-0.44362155029600003
ACH-000067,-0.356019760106
ACH-000070,-0.686131677499
ACH-000075,-0.720873754945
ACH-000078,-0.600258912283
ACH-000082,-0.06823168175239999
ACH-000085,-0.8615021555600001
ACH-000086,-0.367023023403
ACH-000087,-0.046418701704599996
ACH-000092,-0.619034257675
ACH-000095,-0.6962440146009999
ACH-000097,-0.479640164577
ACH-000098,-0.283520143382
ACH-000099,-0.544121279639
ACH-000108,-0.418597402925
ACH-000113,-0.562421976023
ACH-000115,-0.9893049206919999
ACH-000116,-0.569635378878
ACH-000118,-0.565756127388
ACH-000120,-0.43249638835
ACH-000123,-0.697621925655
ACH-000127,-0.328803045784
ACH-000128,-0.293220461197
ACH-000132,-0.136922266423
ACH-000133,-0.559298916563
ACH-000137,-0.483079221428
ACH-000138,-0.365446056099
ACH-000142,-0.261728946748
ACH-000143,-0.60418988596
ACH-000146,-0.344642505866
ACH-000148,-0.326961520845
ACH-000150,-0.6034864317759999
ACH-000152,-0.602787479969
ACH-000153,-0.581573354419
ACH-000159,-0.34130139391900005
ACH-000160,-0.0848357670169
ACH-000163,-0.405741160556
ACH-000167,-0.260925463315
ACH-000168,-0.297976239268
ACH-000169,-0.432074374133
ACH-000178,-0.438559600419
ACH-000182,-0.685430213067
ACH-000183,-0.6021403202660001
ACH-000188,-0.5897747294619999
ACH-000189,-0.424423680816
ACH-000190,-0.139400756214
ACH-000198,-0.532765856141
ACH-000204,-0.9800775223980001
ACH-000206,-0.219435539045
ACH-000207,-0.522391238786
ACH-000211,-0.571524436654
ACH-000215,-0.852102984108
ACH-000221,-0.316383565192
ACH-000222,-0.337749220763
ACH-000223,-0.6116382985459999
ACH-000226,-0.440097179582
ACH-000227,-0.197553872788
ACH-000228,-0.431237815
ACH-000231,-0.485583389133
ACH-000232,-0.551511230351
ACH-000233,-0.164957766199
ACH-000234,-0.6672683571679999
ACH-000235,-0.479837013157
ACH-000237,-0.6020938413170001
ACH-000238,-0.696559375362
ACH-000243,-0.583248689976
ACH-000244,-0.698620601161
ACH-000246,-0.38250982957900004
ACH-000248,-0.245396439422
ACH-000250,-0.3610746811300001
ACH-000251,-0.45881508963100004
ACH-000253,-0.42752809804999997
ACH-000255,-0.414969668539
ACH-000256,-0.636261477608
ACH-000257,-0.460133028029
ACH-000258,-0.307864301907
ACH-000259,-0.589881113349
ACH-000260,-0.49800575192
ACH-000261,-0.451812231208
ACH-000262,-0.36643751199100005
ACH-000263,-0.28625282777600003
ACH-000264,-0.5721901439
ACH-000265,-0.404507587356
ACH-000266,-0.43115698331
ACH-000272,-0.509687173844
ACH-000273,-0.516099776022
ACH-000274,-0.367739871458
ACH-000277,-0.355583572884
ACH-000278,-0.531368989006
ACH-000279,-0.373909128601
ACH-000280,-0.486239904164
