,VWCE (220001)
ACH-000688,0.38564980364
ACH-000693,-0.140935548873
ACH-000694,-0.09498837149710002
ACH-000695,-0.0773226434653
ACH-000696,-0.0886683278502
ACH-000697,0.11547250898299999
ACH-000699,-0.0148410805125
ACH-000701,0.12778315632200002
ACH-000706,-0.0004600395420369999
ACH-000711,0.0555862737041
ACH-000713,-0.238450779495
ACH-000714,-0.14009382771
ACH-000718,-0.291212793407
ACH-000720,-0.255633375492
ACH-000721,-0.0586780247615
ACH-000724,-0.413862184018
ACH-000725,-0.274922177203
ACH-000732,-0.0609366644082
ACH-000734,-0.189884926052
ACH-000735,-0.144841561342
ACH-000736,-0.0221693420995
ACH-000738,-0.011081208923799999
ACH-000746,-0.22596415867
ACH-000747,-0.109693563416
ACH-000748,-0.26156460680300003
ACH-000753,-0.0558162643641
ACH-000756,-0.138781528092
ACH-000757,-0.09534049330739999
ACH-000758,-0.194345984773
ACH-000760,-0.00105194490436
ACH-000763,-0.08894820370850001
ACH-000764,-0.166007423726
ACH-000765,-0.2351718027
ACH-000766,-0.216855791443
ACH-000767,0.0146558734023
ACH-000768,-0.187674278281
ACH-000769,-0.0876187594612
ACH-000770,-0.211968432865
ACH-000771,-0.0170689526042
ACH-000773,-0.176627747
ACH-000776,-0.166189678115
ACH-000777,-0.0245111482517
ACH-000778,0.11503871987299999
ACH-000781,-0.113112963538
ACH-000782,-0.045891371646999995
ACH-000783,-0.200653640189
ACH-000784,-0.013541068388799999
ACH-000785,-0.026058413577400002
ACH-000787,-0.117316121272
ACH-000788,-0.0510644465618
ACH-000791,-0.268525999178
ACH-000792,-0.2418148205
ACH-000794,-0.19390530525400002
ACH-000796,-0.065992946802
ACH-000799,-0.298839037054
ACH-000800,0.196672134989
ACH-000802,-0.16825568511
ACH-000804,-0.21664456240899999
ACH-000805,0.0826561099808
ACH-000809,-0.052907794647
ACH-000810,-0.283268143727
ACH-000811,-0.07074850422710001
ACH-000817,-0.222849422702
ACH-000819,-0.13743610505599999
ACH-000820,-0.0749236143663
ACH-000821,-0.11095378811899999
ACH-000822,-0.12884704379
ACH-000823,0.028135279538699997
ACH-000824,-0.123538110239
ACH-000827,-0.05652502666119999
ACH-000829,-0.0455914505189
ACH-000831,-0.17272741497400002
ACH-000832,-0.215943393638
ACH-000833,-0.0370883365874
ACH-000834,-0.170762109044
ACH-000835,0.0474157840176
ACH-000836,-0.042705862251399995
ACH-000837,-0.11239859878599999
ACH-000838,-0.32310212953899997
ACH-000839,-0.0668689599934
ACH-000840,-0.0662590214456
ACH-000841,-0.119167800517
ACH-000843,0.022999367957900002
ACH-000846,-0.251636413448
ACH-000847,-0.0873180346486
ACH-000848,-0.153172677725
ACH-000849,-0.0989682237495
ACH-000851,0.00495399476161
ACH-000855,-0.041474746314
ACH-000856,-0.136703939907
ACH-000858,-0.0410964852541
ACH-000859,-0.174625781345
ACH-000861,-0.271934439672
ACH-000862,0.0159528748733
ACH-000865,-0.0652071032894
ACH-000866,0.046308800855800004
ACH-000867,0.0494860376395
ACH-000869,0.0712556674615
ACH-000872,-0.0239547178082
ACH-000873,-0.151654267389
ACH-000876,-0.284618206789
ACH-000878,-0.199311670152
ACH-000880,-0.107320780687
ACH-000881,0.03744403311280001
ACH-000882,-0.0263555698809
ACH-000884,-0.143126543938
ACH-000885,-0.0747097813326
ACH-000887,-0.106346522746
ACH-000888,-0.075176632792
ACH-000889,0.020894822770099998
ACH-000890,-0.402675755054
ACH-000896,-0.0228837071091
ACH-000898,-0.04575803235880001
ACH-000900,-0.136439752118
ACH-000901,-0.30857761502799996
ACH-000905,-0.013988318833999999
ACH-000906,-0.117341552194
ACH-000907,0.07687392810339999
ACH-000910,-0.0802540158256
ACH-000911,-0.0804899313037
ACH-000912,-0.0985328872434
ACH-000913,-0.26288930390799997
ACH-000915,-0.22822442710299998
ACH-000916,0.61151405156
ACH-000917,-0.211391140229
ACH-000921,-0.215334800825
ACH-000924,-0.0500819126936
ACH-000926,-0.041271610323900004
ACH-000928,0.0231121366445
ACH-000929,-0.358170547641
ACH-000932,-0.13039933319299998
ACH-000935,-0.07542868625039999
ACH-000936,-0.031784159249100004
ACH-000937,-0.011054506782500001
ACH-000938,-0.021449958832000002
ACH-000939,-0.27075325279199997
ACH-000941,-0.264005793183
ACH-000943,-0.135842771556
ACH-000946,-0.0562043464354
ACH-000947,-0.055265605249500006
ACH-000948,-0.12438168139900001
ACH-000950,-0.116049941498
ACH-000953,-0.320433691884
ACH-000957,-0.241340648425
ACH-000958,-0.392134646231
ACH-000960,-0.0198112820666
ACH-000963,-0.32473771388
ACH-000968,-0.198713279875
ACH-000969,-0.0307810770683
ACH-000973,-0.131910880072
ACH-000974,-0.0798784518621
ACH-000975,0.0930938052209
ACH-000976,-0.356434110299
ACH-000978,-0.41183203530900003
ACH-000980,-0.13239359646999999
ACH-000984,-0.10816512679700001
ACH-000986,-0.139276929407
ACH-000988,0.210956010423
ACH-000993,0.18082469886
ACH-000994,0.011290929330100001
ACH-000996,-0.05888516042169999
ACH-001001,-0.08571614036599999
ACH-001020,0.0668631937743
ACH-001028,-0.08722176440530001
ACH-001031,0.0123480739204
ACH-001038,0.163078730676
ACH-001048,-0.035589969238
ACH-001050,-0.117379961995
ACH-001053,-0.167099449885
ACH-001054,0.019218214197900003
ACH-001061,-0.140901677707
ACH-001067,-0.158596941637
ACH-001075,-0.270562881833
ACH-001096,-0.0731553660101
ACH-001128,0.228124606226
ACH-001134,-0.10422072397
ACH-001151,-0.109704944836
ACH-001163,-0.187171372602
ACH-001164,-0.29190003949
ACH-001173,-0.132701434388
ACH-001183,-0.164058628243
ACH-001184,0.29706782983
ACH-001190,-0.281356475866
ACH-001192,0.008817018110819998
ACH-001193,-0.07308298768680001
ACH-001196,-0.11382765996
ACH-001197,-0.0331883784251
ACH-001205,-0.173676780195
ACH-001211,-0.109429722017
ACH-001212,0.357475477793
ACH-001228,0.111453743535
ACH-001232,-0.08085181819180001
ACH-001239,0.0295440212439
ACH-001274,-0.12950515859
ACH-001275,0.0840792542844
ACH-001277,0.219714875872
ACH-001278,-0.180211791616
ACH-001280,-0.133742620921
ACH-001283,-0.131162972995
ACH-001289,-0.0803686567667
ACH-001295,-0.06522684732760001
ACH-001300,-0.194645595358
ACH-001301,-0.33337779503000003
ACH-001302,-0.1751366644
ACH-001303,0.21197905742400003
ACH-001306,-0.163586390616
ACH-001318,-0.122651095382
ACH-001322,-0.12967547053099998
ACH-001328,-0.18600979332400003
ACH-001332,-0.058177908581600005
ACH-001333,-0.284826533451
ACH-001336,-0.16967334053
ACH-001340,-0.05441134940780001
ACH-001346,-0.201356668899
ACH-001353,-0.113979151525
ACH-001354,-0.119521579481
ACH-001367,-0.141994400818
ACH-001368,-0.0651175760239
ACH-001374,-0.253506105579
ACH-001375,0.104791391165
ACH-001377,-0.037217335445800005
ACH-001380,0.0259711783821
ACH-001391,-0.11840647949300001
ACH-001407,-0.057899083906300004
ACH-001408,-0.053204945325999994
ACH-001413,-0.218525212616
ACH-001430,-0.032913266535299995
ACH-001431,-0.0255886081991
ACH-001450,0.017098334887299997
ACH-001496,-0.144915155814
ACH-001500,-0.076129037044
ACH-001521,0.22229750816500002
ACH-001523,-0.0685484655003
ACH-001532,-0.142381187577
ACH-001536,-0.23780877578899998
ACH-001550,-0.0590480417966
ACH-001552,0.147910859014
ACH-001554,-0.0342105653481
ACH-001645,-0.18747866419700002
ACH-001654,-0.170152766727
ACH-001715,0.0739795752274
ACH-001735,-0.168720345512
ACH-001736,0.0145410203333
ACH-001737,-0.11081846182499999
ACH-001740,-0.0761403824235
ACH-001745,-0.155656706088
ACH-001750,0.00520632625004
ACH-001765,-0.0663149230315
ACH-001956,-0.0583200927044
ACH-001957,-0.0807496864178
