,POLR2A (5430)
ACH-000548,-1.48560043389
ACH-000549,-1.30696138574
ACH-000550,-1.7870865764300001
ACH-000552,-1.58033820831
ACH-000556,-1.39988376649
ACH-000557,-2.1293460069599996
ACH-000570,-1.38070793238
ACH-000571,-2.01679533845
ACH-000573,-1.4433800358000002
ACH-000576,-1.59320953365
ACH-000580,-1.39495299731
ACH-000584,-1.5937417291999998
ACH-000585,-1.5280565401700001
ACH-000588,-1.7896699222799999
ACH-000589,-1.5466106547799998
ACH-000591,-1.64839209269
ACH-000593,-1.6014521920700002
ACH-000600,-1.46310677021
ACH-000601,-1.62472693064
ACH-000604,-1.65221544581
ACH-000605,-1.49994822527
ACH-000606,-1.36764927898
ACH-000608,-2.42740239199
ACH-000614,-1.6491246116799998
ACH-000616,-1.2511732388799999
ACH-000618,-1.68487366497
ACH-000619,-1.3166613701899998
ACH-000620,-1.6547666362600002
ACH-000621,-1.6669562009999999
ACH-000622,-1.4465790891799999
ACH-000623,-1.35346012133
ACH-000624,-1.66198769378
ACH-000627,-1.3716373716999999
ACH-000630,-1.2942361959200002
ACH-000632,-1.7446272842400004
ACH-000633,-1.9001767174700002
ACH-000637,-1.43129333455
ACH-000638,-1.44086389325
ACH-000646,-2.03928043235
ACH-000647,-1.4575885688999999
ACH-000648,-1.26669119314
ACH-000649,-1.66990645046
ACH-000651,-1.53008982427
ACH-000652,-1.77900064535
ACH-000653,-2.1355542570400003
ACH-000657,-1.71473043924
ACH-000658,-1.83972712405
ACH-000661,-1.53340823638
ACH-000662,-2.1385175778
ACH-000663,-1.40387048486
ACH-000665,-1.3770844104
ACH-000671,-1.5288206437
ACH-000673,-1.6306561735499998
ACH-000676,-1.45096794529
ACH-000677,-2.10114624223
ACH-000681,-1.28223511814
ACH-000682,-1.5497016782100002
ACH-000683,-1.70273982038
ACH-000684,-1.0444164656200001
ACH-000688,-2.19574590778
ACH-000693,-1.62260031961
ACH-000694,-1.39724422956
ACH-000695,-1.8557611604799997
ACH-000696,-1.6484361730500001
ACH-000697,-1.58948397081
ACH-000699,-1.7979845238900003
ACH-000701,-2.00866102755
ACH-000706,-1.4367491347799999
ACH-000711,-1.5059266543399998
ACH-000713,-1.3500970878
ACH-000714,-1.9851613772499999
ACH-000718,-1.7602909113900003
ACH-000720,-1.3423901679299999
ACH-000721,-1.6277669802799999
ACH-000724,-1.6410455574200002
ACH-000725,-2.30091817733
ACH-000732,-1.3902372406499999
ACH-000734,-1.5986962617700002
ACH-000735,-1.3407139865200002
ACH-000736,-1.3553845018900001
ACH-000738,-1.5880542332700003
ACH-000746,-1.70616911646
ACH-000747,-1.44178246165
ACH-000748,-1.5452292797799998
ACH-000753,-1.7293868512200001
ACH-000756,-1.35811814484
ACH-000757,-1.5514244933599999
ACH-000758,-1.47185913761
ACH-000760,-1.29966225939
ACH-000763,-1.6551459099099999
ACH-000764,-1.4797339969
ACH-000765,-1.52802322545
ACH-000766,-1.4781745971
ACH-000767,-1.9924339589400002
ACH-000768,-1.2173449358
ACH-000769,-1.59284476859
ACH-000770,-1.5678988443900002
ACH-000771,-1.3042469320299999
ACH-000773,-1.72879707901
ACH-000776,-1.74867737211
ACH-000777,-1.41538587524
ACH-000778,-1.6874762437200002
ACH-000781,-1.64591733959
ACH-000782,-1.3452978909
ACH-000783,-2.06899706645
ACH-000784,-1.5152342660100002
ACH-000785,-1.8937093678
ACH-000787,-1.8009315457700001
ACH-000788,-1.4959819601
ACH-000791,-1.54753524405
ACH-000792,-1.6368328535499999
ACH-000794,-1.4473155753799998
ACH-000796,-1.5657098008399999
ACH-000799,-1.5905319977399999
ACH-000800,-1.21475299164
ACH-000802,-1.6336359791100001
ACH-000804,-1.5651782613799998
ACH-000805,-1.65033472915
ACH-000809,-1.5954002838499999
ACH-000810,-1.10020438914
ACH-000811,-1.8289247299900002
ACH-000817,-1.63361056463
ACH-000819,-1.5576947375499999
ACH-000820,-1.50738528654
ACH-000821,-1.9817469980400002
ACH-000822,-2.01170423919
ACH-000823,-1.3952195854499998
ACH-000824,-1.6348456266299998
ACH-000827,-1.47940189343
ACH-000829,-1.60374688166
ACH-000831,-1.4410515549399998
ACH-000832,-1.2573806650900001
ACH-000833,-2.2001784030400002
ACH-000834,-1.5923208200999999
ACH-000835,-1.49579880349
ACH-000836,-1.20596581656
ACH-000837,-1.64488405201
ACH-000838,-1.4976270793200002
ACH-000839,-1.19788525752
ACH-000840,-1.4409621670100001
ACH-000841,-1.25297629991
ACH-000843,-1.4607805659600002
ACH-000846,-1.5207461504299997
ACH-000847,-1.5294200737299999
ACH-000848,-1.5470053884000001
ACH-000849,-1.48294615748
ACH-000851,-1.47731019931
ACH-000855,-1.2951781163200002
ACH-000856,-1.99265175417
ACH-000858,-1.5017412942700001
ACH-000859,-1.2953896359000001
ACH-000861,-1.7965542127
ACH-000862,-1.9086431585199999
ACH-000865,-1.60801359727
ACH-000866,-1.7045301915399997
ACH-000867,-1.68381844699
ACH-000869,-2.13417506107
ACH-000872,-1.4088452495800001
ACH-000873,-1.28234705966
ACH-000876,-2.08270361935
ACH-000878,-1.27171021001
ACH-000880,-1.4491543800600002
ACH-000881,-1.28887777425
ACH-000882,-1.3553342795200003
ACH-000884,-1.3111830993
ACH-000885,-1.93093794113
ACH-000887,-1.63972459007
ACH-000888,-1.7744769148900001
ACH-000889,-1.9561644795700002
ACH-000890,-1.5712694970899999
ACH-000896,-1.67231511112
ACH-000898,-1.64107496975
ACH-000900,-1.5887535479799997
ACH-000901,-1.6086955407299999
ACH-000905,-1.68815091206
ACH-000906,-1.69454801633
ACH-000907,-1.32032107643
ACH-000910,-1.85457233936
ACH-000911,-1.55101804794
ACH-000912,-1.51634803528
ACH-000913,-1.81800437825
ACH-000915,-1.6631365822
ACH-000916,-1.4706867466999998
ACH-000917,-1.52613397143
ACH-000921,-1.3480683885299998
ACH-000924,-1.6582288002599999
ACH-000926,-1.9135591298199999
ACH-000928,-1.6877422387799998
ACH-000929,-1.0106414606999998
ACH-000932,-1.6032642188
ACH-000935,-1.25079458002
ACH-000936,-1.4716166899599998
ACH-000937,-1.7554338658500002
ACH-000938,-1.8666980379099998
ACH-000939,-1.199858428
ACH-000941,-1.31166674451
ACH-000943,-1.81709474699
ACH-000946,-1.57865681924
ACH-000947,-1.66851135457
ACH-000948,-1.63427516936
ACH-000950,-1.49245168936
ACH-000953,-1.85660509538
ACH-000957,-1.6597632335299999
ACH-000958,-1.6445041088999999
ACH-000960,-1.86527748208
ACH-000963,-1.3644207155099999
ACH-000968,-1.5632362168
ACH-000969,-1.8949794366
ACH-000973,-1.74031808461
ACH-000974,-1.68260652647
ACH-000975,-1.50724829653
ACH-000976,-1.4707249283200001
ACH-000978,-1.38756620978
ACH-000980,-1.6305501177700001
ACH-000984,-1.5730834867299999
ACH-000986,-1.4460845280899999
ACH-000988,-1.38701391546
ACH-000993,-1.47180827244
ACH-000994,-1.83128228652
ACH-000996,-1.43169045514
ACH-001001,-1.5927828443599998
ACH-001020,-1.5719367648
ACH-001028,-1.7111817956400002
ACH-001031,-1.8635159340599998
ACH-001038,-1.6780668842500002
ACH-001048,-1.5077398508500002
ACH-001050,-1.44420210089
ACH-001053,-1.69590692938
ACH-001054,-1.6088914913299999
ACH-001061,-1.45157271753
ACH-001067,-1.7344299577900002
ACH-001075,-1.61900362063
ACH-001096,-1.7838539012799999
ACH-001128,-1.4675435054700001
ACH-001134,-1.19525036446
ACH-001151,-1.6187244659399997
ACH-001163,-1.56385641199
ACH-001164,-1.7132266338799997
ACH-001173,-1.65639124121
ACH-001183,-1.9106211507900002
ACH-001184,-1.6749331504499998
ACH-001190,-1.6429910339899998
ACH-001192,-1.5636494164399999
ACH-001193,-1.5560118619499999
ACH-001196,-1.53816043617
ACH-001197,-1.87338010182
ACH-001205,-1.25798501104
ACH-001211,-1.6089211456799999
ACH-001212,-1.6941494456900001
ACH-001228,-1.7996477015799999
ACH-001232,-1.24867726203
ACH-001239,-1.49395206195
ACH-001274,-1.7985606729199999
ACH-001275,-1.8193087754900001
ACH-001277,-1.3703135257199999
ACH-001278,-1.3676670449000001
ACH-001280,-1.5916419693500001
ACH-001283,-1.6409336761500002
ACH-001289,-1.6584592982
ACH-001295,-1.58742466471
ACH-001300,-1.5691213687
ACH-001301,-1.6766640995200002
ACH-001302,-1.9738305248900003
ACH-001303,-1.80287899788
ACH-001306,-1.7583347456099998
ACH-001318,-1.42741314821
ACH-001322,-1.34690529287
ACH-001328,-1.55252340354
ACH-001332,-1.34193667251
ACH-001333,-1.7055071272600002
ACH-001336,-1.11178433264
ACH-001340,-1.6102398357299998
ACH-001346,-1.40746930016
ACH-001353,-1.53856323277
ACH-001354,-1.39950835685
ACH-001367,-1.6799458579
ACH-001368,-1.50330676102
ACH-001374,-1.67168483972
ACH-001375,-1.37792569084
ACH-001377,-1.6439554159399998
ACH-001380,-1.55128567974
ACH-001391,-2.06072139977
ACH-001407,-1.6710474703799998
ACH-001408,-1.5726389283200002
ACH-001413,-1.65557884211
ACH-001430,-1.52634570812
ACH-001431,-1.6135659210100002
ACH-001450,-1.6037073768
ACH-001496,-1.3721951181799998
ACH-001500,-1.53671764716
ACH-001521,-1.3270247219700002
ACH-001523,-1.38172457557
ACH-001532,-1.68290306191
ACH-001536,-2.1116445982
ACH-001550,-1.28750619278
ACH-001552,-1.10273271389
ACH-001554,-1.66409042792
ACH-001645,-1.60957219576
ACH-001654,-1.4710535737600001
ACH-001715,-1.52179266036
ACH-001735,-1.89515394092
ACH-001736,-1.5940565116799998
ACH-001737,-1.75405457539
ACH-001740,-1.68751020815
ACH-001745,-1.71519471706
ACH-001750,-1.3456844958899998
ACH-001765,-1.64746363752
ACH-001956,-1.5975627412200002
ACH-001957,-1.1939780328299998
