,DLD (1738)
ACH-000004,-0.84226509994
ACH-000007,-0.306285164941
ACH-000009,-0.26802219849500003
ACH-000011,-0.486318133197
ACH-000012,-0.185104529422
ACH-000013,0.050056250434499995
ACH-000014,-0.157076461722
ACH-000015,0.114049707883
ACH-000017,-0.323082609746
ACH-000018,-0.257679446141
ACH-000019,-0.588710377107
ACH-000021,-0.27519158188299997
ACH-000022,0.16605148805
ACH-000025,-0.502766133431
ACH-000028,-0.441107399299
ACH-000030,-0.33746590720499997
ACH-000035,-0.250372019821
ACH-000036,-0.116105548178
ACH-000037,-0.331883699327
ACH-000039,-0.139937445661
ACH-000040,-0.047172956748000004
ACH-000041,-0.306507476627
ACH-000042,-0.218253861283
ACH-000045,-0.483791116193
ACH-000047,-0.6869728983779999
ACH-000052,-0.112388650651
ACH-000053,-0.71431052587
ACH-000054,-0.9107383729170001
ACH-000055,-0.473359157438
ACH-000060,-0.0785588918415
ACH-000067,-0.18068151479800001
ACH-000070,-0.699343003303
ACH-000075,0.10905838570999998
ACH-000078,-0.6145460530100001
ACH-000082,-0.212209526127
ACH-000085,-0.0827021665368
ACH-000086,0.17867601202199998
ACH-000087,-0.149200915222
ACH-000092,-0.155856035817
ACH-000095,-0.0511336097129
ACH-000097,-0.35884553442
ACH-000098,-0.064148634839
ACH-000099,-0.282986888012
ACH-000108,-0.730188746553
ACH-000113,-0.455779481875
ACH-000115,-0.212971868105
ACH-000116,0.0689202064771
ACH-000118,-0.821501914029
ACH-000120,-0.230734410186
ACH-000123,-0.08047180782289999
ACH-000127,-0.747822273203
ACH-000128,-0.18691173093
ACH-000132,0.0275912394471
ACH-000133,-0.059901719743699997
ACH-000137,-0.23350573801199997
ACH-000138,-0.466352236579
ACH-000142,-0.337077556291
ACH-000143,-0.0235438228046
ACH-000146,-0.576323860401
ACH-000148,-0.380914216247
ACH-000150,0.116184086799
ACH-000152,-0.175050006778
ACH-000153,-0.19430140078299998
ACH-000159,-0.245337143856
ACH-000160,0.0146571044359
ACH-000163,-0.15509043897500002
ACH-000167,0.340841602949
ACH-000168,-0.0607547672224
ACH-000169,0.083275153225
ACH-000178,-0.273574947096
ACH-000182,-0.7360049256550001
ACH-000183,-0.284881759884
ACH-000188,-0.0926403521957
ACH-000189,-0.421151284517
ACH-000190,-0.06821852407000001
ACH-000198,-0.58255074408
ACH-000204,-0.47777572412
ACH-000206,-0.327961995074
ACH-000207,-0.23840053610599998
ACH-000211,0.00680656063232
ACH-000215,-0.128427593485
ACH-000221,-0.313165859225
ACH-000222,-0.56672948842
ACH-000223,-0.0415521615705
ACH-000226,-0.6123984772550001
ACH-000227,-0.233904918818
ACH-000228,-0.265434691231
ACH-000231,-0.120302144696
ACH-000232,0.152455901906
ACH-000233,-0.43007132339299997
ACH-000234,-0.0759509448804
ACH-000235,-0.821062495337
ACH-000237,-0.33964985952200005
ACH-000238,-0.25284805105700003
ACH-000243,-0.316407486444
ACH-000244,-0.153392499549
ACH-000246,-0.406719341996
ACH-000248,0.0365846056984
ACH-000250,-0.23995757870999998
ACH-000251,-0.195673513862
ACH-000253,-0.647370435427
ACH-000255,-0.00984760424067
ACH-000256,-0.342881110013
ACH-000257,0.08589523580250001
ACH-000258,-0.28961266876200004
ACH-000259,-0.09051201215679999
ACH-000260,-0.0172503718998
ACH-000261,-0.527867728779
ACH-000262,-0.0652403625894
ACH-000263,-0.107322118829
ACH-000264,-0.821742346713
ACH-000265,-0.269197628152
ACH-000266,-0.283704228211
ACH-000272,-0.0996613971665
ACH-000273,-0.0216297042496
ACH-000274,-0.0445699108639
ACH-000277,-0.811593304772
ACH-000278,-0.436470939164
ACH-000279,-0.206251210106
ACH-000280,0.039142518027300004
ACH-000281,-0.292214694705
ACH-000288,-0.124918989259
ACH-000291,0.0290269390605
ACH-000293,-0.248730920147
ACH-000294,-0.554749615414
ACH-000295,-0.750715763236
ACH-000296,-0.21532254077500002
ACH-000302,0.210809716457
ACH-000304,-0.580194196595
ACH-000307,-0.396307139003
ACH-000308,-0.32028794035700003
ACH-000310,-0.302120599443
ACH-000311,-0.682942452725
ACH-000312,-0.45194401206699997
ACH-000315,0.017146134187799998
ACH-000316,-0.267723508795
ACH-000317,-0.344470171121
ACH-000318,-0.234903430285
ACH-000319,-0.10738004710200001
ACH-000320,-0.238404477611
ACH-000322,-0.744373651224
ACH-000323,-0.00706261383386
ACH-000324,-0.04103478104219999
ACH-000329,-0.293669153691
ACH-000330,-0.44507198668700004
ACH-000331,0.129381223898
ACH-000332,-0.212581374231
ACH-000334,-0.572537662838
ACH-000335,-0.618521474448
ACH-000336,-0.298537891285
ACH-000337,-0.415123767727
ACH-000339,-0.793349029542
ACH-000341,-0.546204246039
ACH-000348,-0.0936833035066
ACH-000350,-0.18257934938499998
ACH-000352,-0.839585425292
ACH-000356,-0.625987858145
ACH-000361,0.297620291558
ACH-000362,-0.6339226579
ACH-000363,-0.542779053495
ACH-000364,-0.0222268518037
ACH-000365,-0.35056896419699995
ACH-000366,-0.23267856623799998
ACH-000368,-0.330182059146
ACH-000374,-0.08716542560010002
ACH-000375,-0.187674676037
ACH-000376,-0.0462775266981
ACH-000381,-0.189996442154
ACH-000383,-0.37162343165
ACH-000387,-0.820652996755
ACH-000389,0.18579766147399998
ACH-000390,-0.11337935767200001
ACH-000393,-0.0310016410381
ACH-000395,-0.106143740812
ACH-000397,-0.18105682005999998
ACH-000401,-0.624980998826
ACH-000402,-0.45129580799400004
ACH-000403,-0.0812789977848
ACH-000404,-0.251626039084
ACH-000406,-0.489484738297
ACH-000407,0.0078897274577
ACH-000408,-0.18190482924899998
ACH-000410,-0.24820469183000002
ACH-000411,-0.0606593373484
ACH-000414,-0.27892874510000004
ACH-000415,-0.336790966712
ACH-000416,-0.026559954669499997
ACH-000420,-0.361253836188
ACH-000421,-0.0376627426045
ACH-000424,-0.117451401336
ACH-000425,-0.386505018661
ACH-000426,-0.487492899052
ACH-000427,-0.312120394393
ACH-000433,-0.394076941897
ACH-000436,-0.578816768018
ACH-000444,-0.838316072183
ACH-000445,0.0338948891049
ACH-000448,0.0334874942516
ACH-000450,-0.260047575268
ACH-000452,-0.31332886426600004
ACH-000454,-0.298418258227
ACH-000458,-0.060135711912400004
ACH-000459,-1.0
ACH-000460,0.20038498341699998
ACH-000461,-0.46356853273599996
ACH-000463,0.00013191311238299998
ACH-000464,-0.295159686026
ACH-000466,-0.515257593208
ACH-000467,-0.7674775925849999
ACH-000468,-0.312044702219
ACH-000469,-0.0554650666776
ACH-000470,-0.23046102758499998
ACH-000471,-0.334847145958
ACH-000472,-0.13179012991900002
