,GABARAP (11337)
ACH-000004,0.15266618060999998
ACH-000007,-0.0036295078162800003
ACH-000009,-0.295070431483
ACH-000011,0.0591307167215
ACH-000012,-0.22831413345499998
ACH-000013,-0.170617933306
ACH-000014,-0.01307548235
ACH-000015,-0.21509228589200002
ACH-000017,0.251922029192
ACH-000018,-0.141203846891
ACH-000019,0.09530676716839999
ACH-000021,-0.024533830877400003
ACH-000022,-0.0534827508535
ACH-000025,-0.291035191214
ACH-000028,-0.286583950268
ACH-000030,-0.0166516375002
ACH-000035,0.043627262299600005
ACH-000036,-0.403722404083
ACH-000037,-0.192432301477
ACH-000039,-0.409483277549
ACH-000040,-0.59103920445
ACH-000041,-0.0394086539594
ACH-000042,-0.0926074957869
ACH-000045,-0.486080014056
ACH-000047,0.0469036004323
ACH-000052,-0.100146409673
ACH-000053,-0.124197889237
ACH-000054,-0.129443926666
ACH-000055,0.0203759864378
ACH-000060,-0.261304999562
ACH-000067,-0.400498646936
ACH-000070,-0.22562108560199998
ACH-000075,-0.651427190156
ACH-000078,-0.17855844659400003
ACH-000082,-0.265702291294
ACH-000085,-0.20137320371
ACH-000086,-0.162356235705
ACH-000087,0.16363418765
ACH-000092,0.0383316459163
ACH-000095,-0.23872395712900002
ACH-000097,0.0648015837777
ACH-000098,-0.508916470962
ACH-000099,-0.213849426278
ACH-000108,-0.0459125123779
ACH-000113,-0.167617321028
ACH-000115,-0.0825494660421
ACH-000116,-0.18915518977200002
ACH-000118,-0.169835826199
ACH-000120,-0.174959050139
ACH-000123,-0.10124838141
ACH-000127,-0.15911682369000002
ACH-000128,0.0595028496571
ACH-000132,-0.360397719362
ACH-000133,-0.398794861233
ACH-000137,-0.325758786689
ACH-000138,-0.14191593313
ACH-000142,-0.140671774689
ACH-000143,-0.0554268401451
ACH-000146,-0.312179748419
ACH-000148,-0.169845521957
ACH-000150,-0.286939711456
ACH-000152,-0.17282312965100002
ACH-000153,-0.34837699796599997
ACH-000159,-0.052698091210400005
ACH-000160,-0.105147611603
ACH-000163,-0.2135958784
ACH-000167,-0.10462592442
ACH-000168,-0.0750514402284
ACH-000169,-0.295222496373
ACH-000178,-0.257383864376
ACH-000182,-0.0705807671588
ACH-000183,-0.177368162286
ACH-000188,-0.154595645579
ACH-000189,-0.23444423380600002
ACH-000190,-0.161958653564
ACH-000198,-0.0973877870987
ACH-000204,-0.169744895423
ACH-000206,0.13674429451300002
ACH-000207,-0.31807328333
ACH-000211,-0.214598447784
ACH-000215,-0.239803479287
ACH-000221,-0.192833809817
ACH-000222,-0.0580343729184
ACH-000223,-0.106532202214
ACH-000226,-0.218291887892
ACH-000227,-0.0515273596255
ACH-000228,-0.076745684755
ACH-000231,-0.0785602479584
ACH-000232,-0.0979989355954
ACH-000233,-0.199165710445
ACH-000234,-0.110722337007
ACH-000235,-0.17419035347
ACH-000237,0.22832531234200001
ACH-000238,-0.240374796851
ACH-000243,-0.0843757323728
ACH-000244,-0.110889151777
ACH-000246,-0.176842780711
ACH-000248,0.21751186165
ACH-000250,-0.033759826230200005
ACH-000251,0.109928874342
ACH-000253,0.0162896046792
ACH-000255,-0.07949031276850001
ACH-000256,-0.275828656359
ACH-000257,0.154249598732
ACH-000258,0.11672216557199999
ACH-000259,-0.256353686859
ACH-000260,0.00159830377836
ACH-000261,-0.0958553166918
ACH-000262,-0.194699080358
ACH-000263,0.0630657077213
ACH-000264,-0.169140477826
ACH-000265,-0.22882969592799998
ACH-000266,-0.100276322882
ACH-000272,-0.023108344344900004
ACH-000273,0.10799942545999998
ACH-000274,-0.16257209101700001
ACH-000277,-0.163334423884
ACH-000278,-0.142968914636
ACH-000279,-0.19512443873
ACH-000280,-0.317116005933
ACH-000281,-0.12323047715
ACH-000288,-0.61990694232
ACH-000291,-0.0504929395859
ACH-000293,-0.0552092787044
ACH-000294,-0.34542511095399997
ACH-000295,0.00950713901705
ACH-000296,-0.355380170321
ACH-000302,0.023142074853400002
ACH-000304,0.151330116179
ACH-000307,-0.00488673219282
ACH-000308,-0.044011311713399996
ACH-000310,-0.288645602921
ACH-000311,-0.083378737079
ACH-000312,-0.242088753134
ACH-000315,-0.379747325225
ACH-000316,-0.16941691466400002
ACH-000317,0.166835620612
ACH-000318,0.179513280856
ACH-000319,-0.0590229428592
ACH-000320,-0.0777644609983
ACH-000322,-0.016281504110299997
ACH-000323,-0.309776313613
ACH-000324,-0.157312969425
ACH-000329,-0.201414154593
ACH-000330,-0.024388069271
ACH-000331,-0.13925922113199998
ACH-000332,0.0014961678615699999
ACH-000334,-0.255444027841
ACH-000335,-0.318609555389
ACH-000336,0.021199237130200003
ACH-000337,0.223393198174
ACH-000339,-0.22814508977200001
ACH-000341,-0.07443425247669999
