,HM13 (81502)
ACH-000004,-0.37751827800099996
ACH-000007,-0.07618491954789999
ACH-000009,-0.252355700636
ACH-000011,-0.0839292654201
ACH-000012,-0.198383152086
ACH-000013,-0.042958154860699996
ACH-000014,-0.171442802643
ACH-000015,-0.150846203783
ACH-000017,-0.0328469397841
ACH-000018,-0.0016358186519700002
ACH-000019,-0.148766906473
ACH-000021,-0.144334244791
ACH-000022,-0.164316636219
ACH-000025,-0.555753357985
ACH-000028,-0.25195920963199997
ACH-000030,-0.172322100704
ACH-000035,-0.053773963434199996
ACH-000036,-0.226204630412
ACH-000037,-0.13508633837099998
ACH-000039,-0.150852865414
ACH-000040,-0.0433958291223
ACH-000041,-0.0122942853073
ACH-000042,-0.403663240129
ACH-000045,-0.164036090043
ACH-000047,-0.186850632475
ACH-000052,-0.0765594974158
ACH-000053,-0.22197781228500002
ACH-000054,-0.021290383283
ACH-000055,-0.171142204835
ACH-000060,-0.37908298633799997
ACH-000067,-0.41485690421800003
ACH-000070,-0.0498884341527
ACH-000075,-0.417219915364
ACH-000078,-0.318663694938
ACH-000082,-0.301123512214
ACH-000085,-0.017897598644900002
ACH-000086,-0.20853049427499998
ACH-000087,-0.206179934419
ACH-000092,-0.449408980603
ACH-000095,-0.166130405746
ACH-000097,-0.22091076237799998
ACH-000098,-0.084044193288
ACH-000099,-0.14044918445000001
ACH-000108,-0.271287280585
ACH-000113,-0.371852182422
ACH-000115,0.15410750203
ACH-000116,-0.316121518131
ACH-000118,-0.175867753257
ACH-000120,-0.252288947979
ACH-000123,-0.23684640998599998
ACH-000127,-0.123973599958
ACH-000128,-0.24878682290999998
ACH-000132,-0.129134218429
ACH-000133,-0.618929984763
ACH-000137,0.0846695802435
ACH-000138,-0.331710028099
ACH-000142,-0.175124977094
ACH-000143,0.0149127428047
ACH-000146,-0.058943413655400005
ACH-000148,-0.103098597214
ACH-000150,-0.318950346416
ACH-000152,-0.169050687927
ACH-000153,-0.268747881919
ACH-000159,-0.32117760002900003
ACH-000160,-0.213968325332
ACH-000163,-0.175444098913
ACH-000167,-0.308974190251
ACH-000168,-0.275455004461
ACH-000169,-0.255006143864
ACH-000178,-0.296574725187
ACH-000182,-0.366765373079
ACH-000183,0.035114840319300004
ACH-000188,-0.282499519473
ACH-000189,-0.532748849145
ACH-000190,-0.34324958119599996
ACH-000198,-0.23668640846500003
ACH-000204,0.0064513851197899996
ACH-000206,0.200213780616
ACH-000207,0.057087669265700004
ACH-000211,-0.165867844033
ACH-000215,-0.22524177534
ACH-000221,-0.11744793845999998
ACH-000222,-0.24117355078000002
ACH-000223,-0.31245745321999996
ACH-000226,-0.454655570123
ACH-000227,-0.08317876115810001
ACH-000228,-0.374802910358
ACH-000231,-0.226169162214
ACH-000232,-0.253911126785
ACH-000233,-0.0761942451843
ACH-000234,-0.668239104499
ACH-000235,-0.26377976307100004
ACH-000237,-0.0255084456281
ACH-000238,-0.289384319676
ACH-000243,-0.37811825200099997
ACH-000244,-0.35002724185
ACH-000246,-0.120569755833
ACH-000248,-0.25368330461399996
ACH-000250,-0.245550869221
ACH-000251,-0.34330681419
ACH-000253,-0.17344255870900002
ACH-000255,-0.32895066271400003
ACH-000256,-0.369986442081
ACH-000257,0.0198983328432
ACH-000258,-0.499684092457
ACH-000259,-0.283117242325
ACH-000260,-0.255232366487
ACH-000261,-0.134802784892
ACH-000262,-0.24834786809
ACH-000263,0.173497817483
ACH-000264,-0.321700070418
ACH-000265,-0.16160090200899999
ACH-000266,-0.140265023658
ACH-000272,-0.230030123039
ACH-000273,-0.222592964274
ACH-000274,-0.366684786178
ACH-000277,-0.535834044193
ACH-000278,-0.139486600023
ACH-000279,-0.0035655289802
ACH-000280,-0.333376553902
ACH-000281,-0.165822665783
ACH-000288,-0.392077552157
ACH-000291,-0.326300684724
ACH-000293,-0.0687632893457
ACH-000294,-0.48345319891099997
ACH-000295,0.014643098388399998
ACH-000296,-0.35358680962300004
ACH-000302,-0.164470130125
ACH-000304,0.0165994859516
ACH-000307,-0.145198837864
ACH-000308,-0.357777942407
ACH-000310,-0.343685020259
ACH-000311,-0.216064461063
ACH-000312,-0.18187023818
ACH-000315,0.0938974706481
ACH-000316,-0.11958714690300001
ACH-000317,-0.36045329259099995
ACH-000318,-0.057329519100900006
ACH-000319,-0.133531645285
ACH-000320,-0.030529192850200004
ACH-000322,0.180660348513
ACH-000323,-0.195025633108
ACH-000324,-0.33812211855499996
ACH-000329,-0.330824066792
ACH-000330,-0.421571742536
ACH-000331,-0.49807065281199997
ACH-000332,-0.23420286930700002
ACH-000334,-0.0054019819905100006
ACH-000335,-0.34502190435099994
ACH-000336,-0.3208900749
ACH-000337,0.0632472917689
ACH-000339,-0.12561896102700001
ACH-000341,-0.0450834870414
ACH-000348,-0.306585283692
ACH-000350,-0.23608821085599999
ACH-000352,-0.315614478295
ACH-000356,-0.259263882193
ACH-000361,-0.21395377234700003
ACH-000362,-0.190635553756
ACH-000363,-0.0664186363836
ACH-000364,-0.0695631580383
ACH-000365,-0.124017218893
ACH-000366,-0.278823330199
ACH-000368,-0.283266003867
ACH-000374,-0.336574238213
ACH-000375,-0.061547418624599996
ACH-000376,-0.36725517736900004
ACH-000381,-0.36925048497100005
ACH-000383,-0.232398787749
ACH-000387,-0.25567269747
ACH-000389,0.0343138084304
ACH-000390,-0.0796419441627
ACH-000393,-0.148121070626
ACH-000395,-0.362142979164
ACH-000397,-0.13825148159700001
ACH-000401,-0.24258222009799998
ACH-000402,-0.16910509744399999
ACH-000403,-0.193742888094
ACH-000404,-0.19278527711100002
ACH-000406,-0.038851285869999995
ACH-000407,-0.24102446060199997
ACH-000408,-0.558759398093
ACH-000410,-0.010601088271000002
ACH-000411,-0.21950671683400003
ACH-000414,-0.18183978110399998
ACH-000415,-0.31166744471700003
ACH-000416,-0.06084887141940001
ACH-000420,-0.263622425577
ACH-000421,-0.221569069111
ACH-000424,-0.347471276266
ACH-000425,-0.069907120396
ACH-000426,-0.173044549212
ACH-000427,-0.472272028442
ACH-000433,-0.6854578640610001
ACH-000436,-0.205298813035
ACH-000444,0.0579717505595
ACH-000445,-0.32867483877799997
ACH-000448,-0.164982037618
ACH-000450,-0.227541331926
ACH-000452,-0.0170264665605
ACH-000454,0.0942018862845
ACH-000458,-0.270902014819
ACH-000459,-0.0667806200791
ACH-000460,-0.131184294855
ACH-000461,-0.41830122700800004
ACH-000463,-0.212919542002
ACH-000464,-0.110414288082
ACH-000466,-0.357277378261
ACH-000467,-0.240238726214
ACH-000468,-0.23105953372699997
ACH-000469,-0.316455733207
ACH-000470,-0.321790259567
ACH-000471,-0.17341901648400002
ACH-000472,-0.24136839815299999
ACH-000473,0.114380116614
ACH-000475,-0.248725965957
ACH-000476,-0.15121719515999998
ACH-000477,-0.215273082841
ACH-000480,-0.480880801
ACH-000481,-0.0541627921898
ACH-000483,-0.177011196836
ACH-000484,-0.415491008514
ACH-000485,-0.373559075929
ACH-000486,-0.22199133171
ACH-000487,-0.15860100706
ACH-000488,-0.17593621750799998
ACH-000490,-0.34449157498599997
ACH-000491,-0.0501747681824
ACH-000495,-0.121446958462
ACH-000496,-0.63421944615
ACH-000499,-0.0756862680096
ACH-000500,0.0815236163712
ACH-000502,-0.34554116202699997
ACH-000503,-0.19896432357000002
ACH-000505,-0.102518160413
ACH-000507,-0.0765775544777
ACH-000510,-0.297507338479
ACH-000511,-0.34613081336900003
ACH-000512,-0.235417600081
ACH-000516,-0.225234409595
ACH-000517,-0.15959581693
ACH-000518,-0.16669845007
ACH-000520,-0.48182624794
ACH-000521,-0.0603750872741
ACH-000522,-0.240753878784
ACH-000524,-0.243285114941
ACH-000527,-0.17387894014000002
ACH-000528,0.0021842919035200002
ACH-000537,-0.357533456267
ACH-000541,0.0307549757761
ACH-000542,-0.137515630084
ACH-000544,-0.285996433343
ACH-000545,-0.0533474640522
ACH-000547,-0.246928855113
ACH-000548,-0.284826241093
ACH-000549,-0.218705527349
ACH-000550,0.0735915442545
ACH-000552,-0.22760784289
ACH-000556,-0.016191713067100003
ACH-000557,-0.209875724559
ACH-000570,-0.228168701813
ACH-000571,-0.22629687384199998
ACH-000573,-0.0686955660855
ACH-000576,-0.280733861498
ACH-000580,0.177779014155
ACH-000584,0.022083474233900002
ACH-000585,0.284598916857
ACH-000588,-0.153112373724
ACH-000589,-0.297720653502
ACH-000591,-0.0065366304174100005
ACH-000593,0.06167622399830001
ACH-000600,-0.24799586941799998
ACH-000601,-0.225043969354
ACH-000604,-0.0768435829655
ACH-000605,-0.263826760103
ACH-000606,-0.207845374749
ACH-000608,0.113962555648
ACH-000614,-0.246305359141
ACH-000616,-0.136162209706
ACH-000618,-0.15426560239
ACH-000619,-0.184304003785
ACH-000620,-0.137547078543
ACH-000621,0.0581288066706
ACH-000622,-0.314853810791
ACH-000623,-0.22050162208500002
