,PDGFRB (5159)
ACH-000004,-0.0313250289431
ACH-000007,-0.10901755845200001
ACH-000009,-0.161762473249
ACH-000011,-0.152030093826
ACH-000012,-0.185262550835
ACH-000013,-0.0628247992089
ACH-000014,0.0893253310214
ACH-000015,-0.131143267217
ACH-000017,-0.08844969527730001
ACH-000018,-0.024593600441400004
ACH-000019,0.0861479317952
ACH-000021,-0.09066350830710002
ACH-000022,-0.11036930031199998
ACH-000025,0.08282795079699999
ACH-000028,-0.07314171104969999
ACH-000030,-0.07972669520789999
ACH-000035,-0.209642400412
ACH-000036,-0.49603409323299996
ACH-000037,-0.24052493695399998
ACH-000039,-0.208606627249
ACH-000040,-0.17747770443100003
ACH-000041,-0.17583056542599998
ACH-000042,-0.180396268561
ACH-000045,-0.267367156441
ACH-000047,-0.0373270205595
ACH-000052,-0.045203349317800005
ACH-000053,-0.0145276802868
ACH-000054,-0.183316253552
ACH-000055,0.023182362518799998
ACH-000060,-0.21660708216400001
ACH-000067,-0.194016382026
ACH-000070,-0.573953755235
ACH-000075,0.0271803184207
ACH-000078,-0.08997291137010001
ACH-000082,-0.107264862228
ACH-000085,0.0390963962918
ACH-000086,-0.10706559388499999
ACH-000087,-0.38090023101099996
ACH-000092,-0.137288757727
ACH-000095,0.0344789934661
ACH-000097,-0.09426236238789999
ACH-000098,-0.17760912175700003
ACH-000099,-0.031013946549
ACH-000108,-0.0884059550227
ACH-000113,-0.0122578015934
ACH-000115,-0.07742893518130001
ACH-000116,-0.0342745674025
ACH-000118,0.0121667330751
ACH-000120,0.020010429990299998
ACH-000123,-0.09917126579769998
ACH-000127,-0.028106059578
ACH-000128,-0.181966646616
ACH-000132,-0.026445493699500004
ACH-000133,-0.057818339514
ACH-000137,-0.294255362661
ACH-000138,-0.291081806043
ACH-000142,-0.0580385859292
ACH-000143,-0.14539367997400002
ACH-000146,-0.0905328320575
ACH-000148,-0.282612310858
ACH-000150,-0.129546059954
ACH-000152,-0.20941482815499998
ACH-000153,0.342335419433
ACH-000159,-0.0665818376993
ACH-000160,0.0255756841885
ACH-000163,-0.0631613270407
ACH-000167,-0.441382039735
ACH-000168,0.00274449455987
ACH-000169,-0.00867127705819
ACH-000178,-0.0364228512437
ACH-000182,-0.0608550820168
ACH-000183,-0.160086348945
ACH-000188,-0.147955230853
ACH-000189,0.215918973554
ACH-000190,0.0909704970826
ACH-000198,-0.165777843347
ACH-000204,0.285212048581
ACH-000206,0.029139550709
ACH-000207,0.0208177469488
ACH-000211,-0.036846852830800005
ACH-000215,-0.539947087098
ACH-000221,-0.185954474389
ACH-000222,0.18944172280000002
ACH-000223,0.027202762250299998
ACH-000226,-0.135591165073
ACH-000227,-0.30572114309
ACH-000228,-0.009111335040610001
ACH-000231,-0.0871846017382
ACH-000232,-0.16545857368300002
ACH-000233,-0.145863314024
