,DAO (1610)
ACH-000817,-0.316787304731
ACH-000819,-0.345683096437
ACH-000820,-0.11277961318600001
ACH-000821,-0.30089716053800003
ACH-000822,-0.242180741981
ACH-000823,-0.18889003434999999
ACH-000824,-0.264394269422
ACH-000827,-0.136011996482
ACH-000829,-0.182311750935
ACH-000831,-0.264676031916
ACH-000832,-0.158640873597
ACH-000833,-0.300836598046
ACH-000834,-0.0920882987547
ACH-000835,-0.264999878426
ACH-000836,-0.19910161929200001
ACH-000837,-0.28774572936500004
ACH-000838,0.0398873743543
ACH-000839,0.09522925956879999
ACH-000840,-0.24349411395799997
ACH-000841,-0.282829830859
ACH-000843,-0.249629455807
ACH-000846,0.000803012489884
ACH-000847,-0.19993358717700002
ACH-000848,-0.228425952368
ACH-000849,-0.200541571184
ACH-000851,-0.194637511329
ACH-000855,-0.40990332536300006
ACH-000856,-0.19549796733
ACH-000858,-0.12179927283500001
ACH-000859,-0.0385383482014
ACH-000861,-0.16170348265
ACH-000862,-0.29133535778499997
ACH-000865,-0.206398559985
ACH-000866,-0.149253706218
ACH-000867,-0.141254577041
ACH-000869,-0.107844313573
ACH-000872,-0.249211859217
ACH-000873,-0.329723409865
ACH-000876,-0.02484634813
ACH-000878,-0.35552910313600006
ACH-000880,-0.0862056706204
ACH-000881,-0.19521174964899998
ACH-000882,-0.225425712788
ACH-000884,-0.2533989758
ACH-000885,-0.138450886078
ACH-000887,-0.22555293088300002
ACH-000888,-0.218979459507
ACH-000889,-0.282629856408
ACH-000890,-0.12296954066400001
ACH-000896,-0.31585458813
ACH-000898,-0.295482845634
ACH-000900,-0.05923822488990001
ACH-000901,-0.146930147455
ACH-000905,-0.056617551431599994
ACH-000906,-0.153618702111
ACH-000907,-0.109511175341
ACH-000910,-0.118642231681
ACH-000911,-0.092308575561
ACH-000912,-0.18539532904699998
ACH-000913,-0.314870303816
ACH-000915,-0.0821640658573
ACH-000916,-0.0825825686675
ACH-000917,-0.415637960312
ACH-000921,-0.0289033039524
ACH-000924,-0.222470543306
ACH-000926,-0.216898596437
ACH-000928,-0.0854549356575
ACH-000929,-0.43385373301700003
ACH-000932,-0.254590492422
ACH-000935,-0.0280784651384
ACH-000936,-0.182173719079
ACH-000937,-0.38547468143799996
ACH-000938,-0.09052248083270001
ACH-000939,-0.161903457684
ACH-000941,-0.101349668159
ACH-000943,-0.158895366713
ACH-000946,-0.229893892441
ACH-000947,-0.153506268967
ACH-000948,-0.239354653167
ACH-000950,-0.02928487002
ACH-000953,-0.17992558390900001
ACH-000957,-0.09704670155480001
ACH-000958,-0.17616580153900002
ACH-000960,-0.21845907304200002
ACH-000963,-0.0191262164966
ACH-000968,-0.0983311693078
ACH-000969,-0.135444272605
ACH-000973,-0.15349111287999997
ACH-000974,-0.171302063728
ACH-000975,0.00689449041184
ACH-000976,-0.29494340081500003
ACH-000978,-0.116019330396
ACH-000980,-0.129047987923
ACH-000984,-0.375356545847
ACH-000986,-0.228880289569
ACH-000988,-0.122941359614
ACH-000993,-0.00497815164046
ACH-000994,-0.0845882090285
ACH-000996,-0.0487782168513
ACH-001001,-0.25470095491300004
ACH-001020,-0.289364673836
ACH-001028,-0.146561104583
ACH-001031,-0.153256842491
ACH-001038,-0.14527390103
ACH-001048,-0.22415621507
ACH-001050,-0.162722904791
ACH-001053,-0.255030746371
ACH-001054,-0.0361632364458
ACH-001061,-0.256939818146
ACH-001067,-0.0672234485386
ACH-001075,-0.27969468378
ACH-001096,-0.123698636197
ACH-001128,0.04199558215699999
ACH-001134,-0.237585393528
ACH-001151,-0.21147913425999998
ACH-001163,-0.0590263900528
ACH-001164,-0.283709916466
ACH-001173,-0.243697480108
ACH-001183,-0.103284491827
ACH-001184,-0.22930702665199998
ACH-001190,-0.338605128937
ACH-001192,0.0855051798965
ACH-001193,-0.509479126554
ACH-001196,-0.108325856991
ACH-001197,-0.0165763901279
ACH-001205,-0.06294189254919999
ACH-001211,-0.061378365314999996
ACH-001212,-0.18230365990400002
ACH-001228,-0.025224366635699998
ACH-001232,-0.19250327605700002
ACH-001239,-0.21511936439800003
ACH-001274,-0.20600038834800002
ACH-001275,-0.125861032156
ACH-001277,-0.237718181497
ACH-001278,-0.045994827121000004
ACH-001280,-0.009221133775909999
ACH-001283,-0.366753671686
ACH-001289,-0.216907223706
ACH-001295,0.00311649099332
ACH-001300,-0.143750290723
ACH-001301,-0.245021370819
ACH-001302,0.012777419041899999
ACH-001303,0.210168426892
ACH-001306,-0.178476001169
ACH-001318,-0.231468035996
ACH-001322,-0.089433795051
ACH-001328,-0.18440441367600002
ACH-001332,-0.0691792045295
ACH-001333,-0.12252809372500001
ACH-001336,-0.209792856317
ACH-001340,-0.09366794229460002
ACH-001346,-0.207743439929
ACH-001353,-0.140214473049
ACH-001354,0.015464367102600001
ACH-001367,-0.640499448564
ACH-001368,-0.107766013146
ACH-001374,-0.153617495632
ACH-001375,-0.18530261987100002
ACH-001377,-0.23969897139600002
ACH-001380,-0.197851836358
ACH-001391,-0.04453668557519999
ACH-001407,-0.292078188047
ACH-001408,-0.015913679424199998
ACH-001413,-0.21654900070799998
ACH-001430,-0.04322591191359999
ACH-001431,-0.205633218916
ACH-001450,-0.457662078552
ACH-001496,-0.23239478909000003
ACH-001500,-0.0216216572727
ACH-001521,-0.0481992250755
ACH-001523,-0.120726647392
ACH-001532,-0.047141086704900005
ACH-001536,-0.37760801045599995
ACH-001550,-0.08640153036730001
ACH-001552,-0.46367085181100004
ACH-001554,-0.0756116949127
ACH-001645,0.0131728147061
ACH-001654,-0.13405445219599998
ACH-001715,-0.296542481553
ACH-001735,-0.191648629122
ACH-001736,-0.054157431318699996
ACH-001737,-0.09551585458049999
ACH-001740,-0.314725717166
ACH-001745,-0.309972739568
ACH-001750,-0.054412987124699996
ACH-001765,-0.239584632561
ACH-001956,-0.09313311264139999
ACH-001957,-0.11425622212400001
