,ALK (238)
ACH-000004,-0.319513492836
ACH-000007,-0.018558888698099997
ACH-000009,-0.0792982157863
ACH-000011,-0.11050268891699999
ACH-000012,-0.05615802822319999
ACH-000013,-0.24099736851
ACH-000014,-0.142311142323
ACH-000015,-0.184232623172
ACH-000017,-0.281879733122
ACH-000018,-0.0376806697889
ACH-000019,-0.18266686318199998
ACH-000021,-0.0655650978337
ACH-000022,-0.299334853536
ACH-000025,0.000254227237248
ACH-000028,-0.12826895656600001
ACH-000030,-0.210290897921
ACH-000035,-0.10572986779200001
ACH-000036,-0.277433456524
ACH-000037,-0.37299540788900004
ACH-000039,0.0019015684364100001
ACH-000040,-0.0900935966698
ACH-000041,-0.224362375987
ACH-000042,-0.14015716629
ACH-000045,-0.030264457367599997
ACH-000047,-0.19009857931899998
ACH-000052,-0.08886415550629999
ACH-000053,-0.150959348165
ACH-000054,-0.224057643644
ACH-000055,-0.0453404022002
ACH-000060,-0.10918861645300001
ACH-000067,-0.38496657636200005
ACH-000070,-0.139754351017
ACH-000075,-0.411209490756
ACH-000078,-0.236010423699
ACH-000082,-0.000338328143163
ACH-000085,-0.223682278193
ACH-000086,-0.186916146858
ACH-000087,-0.0510484526401
ACH-000092,-0.238610882454
ACH-000095,-0.186651121572
ACH-000097,-0.20490301064
ACH-000098,-0.143681084856
ACH-000099,-0.17416808178399998
ACH-000108,-0.0369137628533
ACH-000113,0.0362145389651
ACH-000115,-0.0104571758661
ACH-000116,-0.0669528260807
ACH-000118,-0.146424147741
ACH-000120,-0.130585840039
ACH-000123,-0.175385416871
ACH-000127,-0.251731388355
ACH-000128,-0.292788139019
ACH-000132,-0.21967002636100003
ACH-000133,-0.149406590233
ACH-000137,-0.064328921216
ACH-000138,-0.0865143130443
ACH-000142,-0.232538837669
ACH-000143,-0.257463594765
ACH-000146,-0.220396000304
ACH-000148,-0.0517983144909
ACH-000150,-0.0757148980814
ACH-000152,-0.0378494060205
ACH-000153,-0.280610110999
ACH-000159,-0.214384303851
ACH-000160,-0.144807059239
ACH-000163,-0.18158574640099998
ACH-000167,-0.26342875239999997
ACH-000168,-0.105606465755
ACH-000169,-0.179746271489
ACH-000178,-0.28705284944000004
ACH-000182,-0.11279712685999999
ACH-000183,-0.114505607986
ACH-000188,-0.0618245703869
ACH-000189,-0.19856116032
ACH-000190,-0.391820506718
ACH-000198,-0.146500429308
ACH-000204,-0.406026822957
ACH-000206,-0.0350596692843
ACH-000207,-0.0650182165957
ACH-000211,-0.0621494013263
ACH-000215,-0.20975703870999998
ACH-000221,-0.0813979803184
ACH-000222,0.0964260237523
ACH-000223,-0.31938790451
ACH-000226,-0.272455377114
ACH-000227,-0.166421240784
ACH-000228,0.0525073519976
ACH-000231,-0.196574283955
ACH-000232,-0.106723629958
ACH-000233,-0.08398706250919999
ACH-000234,-0.019725072577200003
ACH-000235,-0.147450566172
ACH-000237,-0.0804787032258
ACH-000238,-0.33091712868900003
ACH-000243,-0.137632269305
ACH-000244,-0.307624917556
ACH-000246,-0.12197351705800001
ACH-000248,-0.138594423155
ACH-000250,-0.148753288386
ACH-000251,-0.105216521553
ACH-000253,-0.00225400842744
ACH-000255,-0.23421186639699998
ACH-000256,-0.23879493462499998
ACH-000257,-0.031898879037200005
ACH-000258,-0.157492406939
ACH-000259,-0.655784278163
ACH-000260,-0.14974660538100001
ACH-000261,-0.19187039571800002
ACH-000262,0.16654096359099999
ACH-000263,-0.10653793484999999
ACH-000264,-0.198548172871
ACH-000265,-0.045583031169600004
ACH-000266,-0.229299111443
ACH-000272,-0.17544003044599998
ACH-000273,-0.26104241857099997
ACH-000274,-0.153362983566
ACH-000277,-0.36798610016500005
ACH-000278,-0.227467358077
ACH-000279,-0.12396298877999999
ACH-000280,-0.128056874417
ACH-000281,-0.223082289311
ACH-000288,-0.150796532933
ACH-000291,-0.150169266661
ACH-000293,-0.266008054712
ACH-000294,-0.106117063814
ACH-000295,-0.139533007201
ACH-000296,-0.0620061377659
ACH-000302,-0.143184201549
ACH-000304,-0.059048694289300006
ACH-000307,-0.13146832041099998
ACH-000308,-0.11956756659800001
ACH-000310,-0.459586580559
ACH-000311,0.04827545505
ACH-000312,-0.204632508214
ACH-000315,-0.202854571445
ACH-000316,-0.00218744495635
ACH-000317,-0.12360018914000001
ACH-000318,-0.433624641953
ACH-000319,-0.0928195717141
ACH-000320,-0.0509564699679
ACH-000322,-0.362486528873
ACH-000323,-0.24764218488899997
ACH-000324,-0.17510061644000002
ACH-000329,-0.0597395410491
ACH-000330,-0.06449840956830001
ACH-000331,-0.206374465447
ACH-000332,-0.11328331087000001
ACH-000334,-0.15046304342800002
ACH-000335,-0.35129695560400004
ACH-000336,-0.35588525563199996
ACH-000337,-0.0566901635048
ACH-000339,-0.09343901594529999
ACH-000341,0.101109372519
ACH-000348,-0.246026939721
ACH-000350,-0.270413980865
ACH-000352,-0.23085243411999998
ACH-000356,-0.18611020360199998
ACH-000361,-0.0877276678492
ACH-000362,-0.0429821065344
ACH-000363,-0.136256226679
ACH-000364,-0.274866731774
ACH-000365,-0.050986771451399994
ACH-000366,-0.21922475600299998
ACH-000368,-0.342111361655
ACH-000374,-0.05250205067099999
ACH-000375,0.0278052279764
ACH-000376,-0.1810697224
ACH-000381,-0.05649945085580001
ACH-000383,-0.13841942723099998
ACH-000387,-0.0772901578067
ACH-000389,-0.132532236317
ACH-000390,-0.08014564443439999
ACH-000393,-0.20348107548
ACH-000395,-0.139106010515
ACH-000397,-0.163559835375
ACH-000401,-0.432620883183
ACH-000402,-0.21786684317899999
ACH-000403,-0.101955178227
ACH-000404,-0.24661558789500002
ACH-000406,-0.127339430261
ACH-000407,-0.238070459606
ACH-000408,-0.21225898792
ACH-000410,-0.293149699023
ACH-000411,-0.17391434641800002
ACH-000414,0.0320357829311
ACH-000415,-0.014385751266600001
ACH-000416,-0.187310266055
ACH-000420,-0.0907225898856
ACH-000421,-0.23242396829300002
ACH-000424,-0.44541498136200003
ACH-000425,-0.155851761102
ACH-000426,-0.059418224387699996
ACH-000427,-0.39158870030000004
ACH-000433,-0.012581619416
ACH-000436,-0.057066617413999994
ACH-000444,-0.209927502342
ACH-000445,-0.234301602459
ACH-000448,-0.21587124770500002
ACH-000450,-0.182760366486
ACH-000452,-0.07463938178469999
ACH-000454,-0.363384596957
ACH-000458,-0.0525836254825
ACH-000459,-0.241347076447
ACH-000460,-0.196081974346
ACH-000461,-0.0574318977819
ACH-000463,-0.223390361358
ACH-000464,-0.014257977476899998
ACH-000466,-0.141533529196
ACH-000467,-0.22628355751499998
ACH-000468,-0.164958570919
ACH-000469,-0.217916935072
ACH-000470,-0.0192386891214
ACH-000471,-0.335617140194
ACH-000472,-0.25265825822
ACH-000473,-0.0424578190989
ACH-000475,-0.164763296801
ACH-000476,-0.0497685545524
ACH-000477,-0.395433115074
ACH-000480,-0.167832329727
ACH-000481,0.012821961167999999
ACH-000483,-0.0397496606333
ACH-000484,-0.34929074629
ACH-000485,-0.118279154833
ACH-000486,-0.222542164465
ACH-000487,-0.12345749183499999
ACH-000488,-0.188167591089
ACH-000490,-0.157775191534
ACH-000491,-0.141483827926
ACH-000495,-0.188619233904
ACH-000496,-0.0728255951618
ACH-000499,0.000500772372396
ACH-000500,0.023277824864699998
ACH-000502,-0.0404468010735
ACH-000503,-0.144116167581
ACH-000505,-0.274997583692
ACH-000507,-0.200155897947
ACH-000510,-0.14354300428300001
ACH-000511,-0.149809077907
ACH-000512,-0.112573334884
ACH-000516,-0.267578324191
ACH-000517,-0.19720414276599998
ACH-000518,-0.204874545785
ACH-000520,-0.0748959533368
ACH-000521,-0.186932642412
ACH-000522,-0.260028406705
ACH-000524,-0.166954045173
ACH-000527,-0.138251920043
ACH-000528,-0.0955872456113
ACH-000537,-0.0774738923795
ACH-000541,-0.317612938602
ACH-000542,-0.247928159285
ACH-000544,-0.11139684887599999
ACH-000545,-0.209895510976
ACH-000547,-0.276402839932
ACH-000548,-0.17768553581
ACH-000549,-0.0129634447505
ACH-000550,-0.116919295129
ACH-000552,-0.07599612109069999
ACH-000556,-0.0399768260611
ACH-000557,-0.123674105921
ACH-000570,-0.249490380821
ACH-000571,-0.16953274933899998
ACH-000573,-0.23704367375500002
ACH-000576,-0.11638979872300001
ACH-000580,0.0028686404703200004
ACH-000584,-0.135883406795
ACH-000585,-0.237627026203
ACH-000588,-0.144212179414
ACH-000589,-0.100481786367
ACH-000591,-0.306179640547
ACH-000593,-0.22448211061700002
ACH-000600,-0.0589916845763
ACH-000601,-0.209115653233
ACH-000604,0.10799506748500001
ACH-000605,-0.143847380696
ACH-000606,-0.07675597761530001
ACH-000608,-0.196117587468
ACH-000614,-0.16783266552700002
ACH-000616,-0.21635953210499997
ACH-000618,-0.0897374997305
ACH-000619,-0.25684158027
ACH-000620,-0.21719198181
ACH-000621,-0.154709546712
ACH-000622,-0.153395535951
ACH-000623,-0.258941811247
ACH-000624,-0.35901197991800005
ACH-000627,-0.184174455674
ACH-000630,-0.15157833825
ACH-000632,-0.186087528255
ACH-000633,-0.39724132659199995
ACH-000637,-0.53117497419
ACH-000638,0.0697818341417
ACH-000646,-0.404254206804
ACH-000647,-0.202218697518
ACH-000648,-0.191105369366
ACH-000649,-0.191128592753
ACH-000651,-0.272683776272
ACH-000652,-0.0374368924439
ACH-000653,-0.0507882811491
ACH-000657,-0.188762502807
ACH-000658,-0.12695468987400002
ACH-000661,-0.0718662584265
ACH-000662,-0.21063732140500002
ACH-000663,-0.291355842676
ACH-000665,-0.266549106181
ACH-000671,-0.0760583077694
ACH-000673,-0.186884164087
ACH-000676,-0.151852422582
ACH-000677,-0.0236564986558
ACH-000681,-0.118537854956
ACH-000682,0.0149115493541
ACH-000683,-0.164932432821
ACH-000684,-0.23012754242
ACH-000688,-0.31904228777399996
ACH-000693,-0.13618332007
ACH-000694,-0.17794496501499998
ACH-000695,-0.159790678888
ACH-000696,-0.17606664762000002
ACH-000697,-0.0895930932571
ACH-000699,-0.248052844637
ACH-000701,-0.0926317099085
ACH-000706,-0.0353639631859
ACH-000711,-0.16676614758400002
ACH-000713,-0.216563655036
ACH-000714,-0.11088026102
ACH-000718,-0.09935558487289999
ACH-000720,-0.11058774508500001
ACH-000721,-0.157194521943
ACH-000724,-0.21668910236400002
ACH-000725,-0.0702493804522
ACH-000732,0.10353974442399999
ACH-000734,-0.258414765961
ACH-000735,-0.136477983559
ACH-000736,-0.143421665476
ACH-000738,-0.21891645489
ACH-000746,-0.172373548977
ACH-000747,-0.206192697057
ACH-000748,-0.190162178968
ACH-000753,-0.0956582138158
ACH-000756,-0.111929014895
ACH-000757,0.0313339503885
ACH-000758,-0.0198490959042
ACH-000760,-0.298887798233
ACH-000763,-0.195929727313
ACH-000764,-0.232520869832
ACH-000765,-0.129230858377
ACH-000766,-0.120948338531
ACH-000767,-0.12955971528899998
ACH-000768,-0.24526554558299998
ACH-000769,0.034225441110200004
ACH-000770,-0.0808517575143
ACH-000771,-0.025665566938299997
ACH-000773,-0.10745682691700001
ACH-000776,0.125919551306
ACH-000777,-0.23753569793600002
ACH-000778,-0.190503906306
ACH-000781,-0.0469129542509
ACH-000782,-0.28904911373000003
ACH-000783,-0.0957273806814
ACH-000784,-0.129047963914
ACH-000785,-0.12176874477399999
ACH-000787,-0.166999133906
ACH-000788,-0.16718915537999998
ACH-000791,-0.11681098603000001
ACH-000792,-0.21243281499699998
ACH-000794,-0.258039311234
ACH-000796,-0.331367789959
ACH-000799,-0.535623233702
ACH-000800,-0.207173178199
ACH-000802,-0.19746195215300003
ACH-000804,-0.832543922419
ACH-000805,-0.291163735957
ACH-000809,-0.271565226022
ACH-000810,-0.3022409865
ACH-000811,-0.23163976254500002
ACH-000817,-0.166616257574
ACH-000819,-0.0418590327677
ACH-000820,-0.44233084026999997
ACH-000821,-0.096454142771
ACH-000822,-0.229266016465
ACH-000823,-0.11049908881300001
ACH-000824,-0.19364550765900002
ACH-000827,-0.237097447297
ACH-000829,-0.148280571615
ACH-000831,-0.115171048847
ACH-000832,-0.0511338661164
ACH-000833,-0.00322994746316
ACH-000834,-0.059146733388499996
ACH-000835,-0.142279145284
ACH-000836,-0.158773879861
ACH-000837,-0.167340135492
ACH-000838,-0.143628503154
ACH-000839,-0.142211833199
ACH-000840,-0.222854626349
ACH-000841,0.123390767702
ACH-000843,-0.113192313904
ACH-000846,-0.22865554219
ACH-000847,0.00419182841739
ACH-000848,-0.0218367158069
ACH-000849,-0.151107141709
ACH-000851,0.0332812185436
ACH-000855,-0.478793226256
ACH-000856,-0.0937417557595
ACH-000858,-0.137951612903
ACH-000859,-0.13981997788
ACH-000861,-0.005314336655829999
ACH-000862,-0.332513151776
ACH-000865,-0.13017108654100001
ACH-000866,-0.13459609770300002
ACH-000867,-0.08751204118989998
ACH-000869,-0.12017032431800001
ACH-000872,-0.0713371316656
ACH-000873,-0.11179486716499999
ACH-000876,-0.216878394472
ACH-000878,-0.056575017544
ACH-000880,-0.0408872177295
ACH-000881,-0.151379303224
ACH-000882,-0.179226805055
ACH-000884,-0.27784869210700003
ACH-000885,-0.22680480215
ACH-000887,-0.103472438693
ACH-000888,-0.17401293984900001
ACH-000889,-0.0110160619762
ACH-000890,-0.11704881259000001
ACH-000896,-0.169600346897
ACH-000898,-0.216013009666
ACH-000900,0.0565499027769
ACH-000901,-0.23987834539900002
ACH-000905,0.046385468825000005
ACH-000906,-0.17482038608
ACH-000907,-0.178756337236
ACH-000910,-0.243460481857
ACH-000911,-0.202713066433
ACH-000912,-0.16807721238200002
ACH-000913,0.0726628002484
ACH-000915,-0.122039102062
ACH-000916,0.789936618229
ACH-000917,-0.0361983019814
ACH-000921,-0.226927540193
ACH-000924,-0.30019180168299997
ACH-000926,-0.0661248890863
ACH-000928,-0.207953913932
ACH-000929,0.0745764917377
ACH-000932,-0.318418644629
ACH-000935,-0.291502754085
ACH-000936,-0.255340617584
ACH-000937,-0.20601737567899997
ACH-000938,-0.0296917176405
ACH-000939,-0.155286966635
ACH-000941,-0.0017199405266899999
ACH-000943,-0.124537650577
ACH-000946,-0.23847386671700002
ACH-000947,-0.123530141538
ACH-000948,-0.10704106906
ACH-000950,-0.010908344625899999
ACH-000953,-0.117920589021
ACH-000957,-0.21249199800700003
ACH-000958,-0.13905781487
ACH-000960,-0.117894709627
ACH-000963,-0.233412339652
ACH-000968,-0.202771552647
ACH-000969,-0.136511921291
ACH-000973,-0.20687246709399998
ACH-000974,-0.151663675779
ACH-000975,-0.19164701241300003
ACH-000976,-0.266574363544
ACH-000978,-0.253310485887
ACH-000980,-0.260304802765
ACH-000984,-0.28527788808000004
ACH-000986,-0.17336605983699999
ACH-000988,-0.39053346969
ACH-000993,-0.35801556273900004
ACH-000994,-0.439560118456
ACH-000996,-0.20505417338799997
ACH-001001,-0.246399597435
ACH-001020,-0.206748863298
ACH-001028,-0.1738220926
ACH-001031,-0.0025800829808499998
ACH-001038,-0.101195403534
ACH-001048,-0.149991377639
ACH-001050,-0.12364566882000001
ACH-001053,-0.269997782665
ACH-001054,-0.0935916765749
ACH-001061,-0.266513724346
ACH-001067,-0.18461974632300002
ACH-001075,-0.08650372611719999
ACH-001096,-0.00896933535426
ACH-001128,-0.23099128829100002
ACH-001134,-0.192698505922
ACH-001151,-0.306447082997
ACH-001163,-0.131143318438
ACH-001164,-0.050555037958
ACH-001173,-0.332868270693
ACH-001183,-0.313130268243
ACH-001184,-0.37548144896499996
ACH-001190,-0.19617264588599997
ACH-001192,-0.194922099331
ACH-001193,-0.20674300757
ACH-001196,-0.21160351105099998
ACH-001197,-0.0886337561544
ACH-001205,-0.0913887540141
ACH-001211,-0.213308906281
ACH-001212,-0.467912902834
ACH-001228,-0.28059945377900003
ACH-001232,-0.169400284863
ACH-001239,-0.189756058131
ACH-001274,-0.118131957151
ACH-001275,-0.105930909704
ACH-001277,0.00726482605079
ACH-001278,-0.219313420464
ACH-001280,-0.0930998626128
ACH-001283,-0.133803269576
ACH-001289,-0.352977981052
ACH-001295,-0.302821280888
ACH-001300,-1.22697687119
ACH-001301,-0.0150751509994
ACH-001302,-0.34430057784699997
ACH-001303,-0.894329288083
ACH-001306,-0.34363175942900004
ACH-001318,-0.10302917773800001
ACH-001322,0.020378903377
ACH-001328,-0.23074295754700003
ACH-001332,-0.25520587011999996
ACH-001333,-0.566528150486
ACH-001336,-0.201881959927
ACH-001340,-0.216798895786
ACH-001346,-0.156997678744
ACH-001353,-0.16507009192299998
ACH-001354,-0.14985922228499998
ACH-001367,-0.41917802099299994
ACH-001368,-0.21242299700599998
ACH-001374,-0.217814469827
ACH-001375,-0.23439600970600002
ACH-001377,-0.0579574782346
ACH-001380,-0.10740298606899999
ACH-001391,-0.045569578269300005
ACH-001407,-0.25699964759599997
ACH-001408,-0.07041845681910001
ACH-001413,-0.0664040739276
ACH-001430,-0.272602972836
ACH-001431,-0.11052055137700001
ACH-001450,-0.263294368848
ACH-001496,-0.183338337059
ACH-001500,-0.0998459303938
ACH-001521,-0.201939615119
ACH-001523,-0.0965806474635
ACH-001532,-0.155136093449
ACH-001536,-0.036947927753300004
ACH-001550,-0.149126868874
ACH-001552,-0.417437862809
ACH-001554,-0.129160745357
ACH-001645,-0.107588860576
ACH-001654,-0.252269989325
ACH-001715,-0.437036504018
ACH-001735,-0.122600619932
ACH-001736,-0.197638232654
ACH-001737,0.285546098124
ACH-001740,-0.247125065752
ACH-001745,-0.14660829569
ACH-001750,-0.204205910326
ACH-001765,-0.173405091923
ACH-001956,-0.218003038362
ACH-001957,-0.18589855899500002
