,PPT2 (9374)
ACH-000004,-0.358333388772
ACH-000007,-0.034592694834500004
ACH-000009,-0.0543250465176
ACH-000011,-0.0225741876602
ACH-000012,-0.23235637345899998
ACH-000013,-0.0956131667547
ACH-000014,0.12096669484099999
ACH-000015,-0.0604178222525
ACH-000017,0.0564382702565
ACH-000018,0.06034563819159999
ACH-000019,-0.04496821200119999
ACH-000021,-0.13264183307
ACH-000022,0.201561111418
ACH-000025,-0.0322582460005
ACH-000028,-0.27569065259
ACH-000030,-0.00017665615497400002
ACH-000035,-0.12612746257500002
ACH-000036,-0.11015920450899999
ACH-000037,-0.0774741651214
ACH-000039,-0.050407179012199994
ACH-000040,-0.053392744424199994
ACH-000041,-0.209701008127
ACH-000042,-0.09404895714539999
ACH-000045,-0.253354380795
ACH-000047,-0.108921274167
ACH-000052,-0.172559645503
ACH-000053,-0.0041960404943299995
ACH-000054,-0.10926554563200001
ACH-000055,-0.17764322815900002
ACH-000060,-0.0737586584663
ACH-000067,-0.166699507522
ACH-000070,-0.0439240123704
ACH-000075,-0.187842119033
ACH-000078,0.055450358825599996
ACH-000082,-0.0984686609048
ACH-000085,-0.07312327504789999
ACH-000086,0.0159189907995
ACH-000087,-0.138888805538
ACH-000092,0.020317230174099997
ACH-000095,-0.09198086818430001
ACH-000097,-0.0575831093441
ACH-000098,0.147909201235
ACH-000099,-0.175434332383
ACH-000108,0.0220876888242
ACH-000113,-0.133344517383
ACH-000115,-0.334242351021
ACH-000116,-0.0603383898977
ACH-000118,-0.188881251039
ACH-000120,-0.147472166392
ACH-000123,0.0329198403054
ACH-000127,-0.24186554730300003
ACH-000128,-0.30150060215
ACH-000132,-0.09493952906189998
ACH-000133,-0.238422680811
ACH-000137,0.0351083450504
ACH-000138,-0.214868609514
ACH-000142,0.0049198644711099995
ACH-000143,0.0347672014822
ACH-000146,-0.133872434111
ACH-000148,0.0208725979242
ACH-000150,-0.117222441563
ACH-000152,-0.258488743372
ACH-000153,-0.29570113658
ACH-000159,-0.207592048831
ACH-000160,-0.261093965724
ACH-000163,0.0367126577912
ACH-000167,0.198720742984
ACH-000168,0.0525746070273
ACH-000169,-0.251668793627
ACH-000178,-0.102973316359
ACH-000182,-0.23534727661
ACH-000183,-0.301042382965
ACH-000188,-0.220536163083
ACH-000189,-0.006782731566989999
ACH-000190,-0.242042982561
ACH-000198,-0.0651525118659
ACH-000204,-0.14440955051100002
ACH-000206,0.023505879987400002
ACH-000207,-0.134476566522
ACH-000211,-0.117881157663
ACH-000215,-0.22259473301199997
ACH-000221,-0.048628984940599994
ACH-000222,-0.08003838538319999
ACH-000223,-0.150442462656
ACH-000226,-0.028889430192800002
ACH-000227,0.174816523516
ACH-000228,-0.208699273321
ACH-000231,-0.177237346229
ACH-000232,-0.0765938198098
ACH-000233,-0.139275906117
ACH-000234,0.00931727813847
ACH-000235,-0.171441499149
ACH-000237,-0.132912985937
ACH-000238,-0.215114359357
ACH-000243,-0.185171024652
