,GFM2 (84340)
ACH-000004,-0.0185338439298
ACH-000007,0.010993350608999999
ACH-000009,-0.224567496179
ACH-000011,0.141951596305
ACH-000012,-0.237107780953
ACH-000013,-0.22122030117400002
ACH-000014,-0.18611455471000002
ACH-000015,-0.35300143548699997
ACH-000017,-0.111042127781
ACH-000018,-0.251436741316
ACH-000019,-0.12493471931299999
ACH-000021,-0.300525513803
ACH-000022,-0.014520080738600002
ACH-000025,-0.214580285055
ACH-000028,-0.35352225199500004
ACH-000030,0.0323224873816
ACH-000035,-0.298443779781
ACH-000036,0.141298489085
ACH-000037,-0.0778296198825
ACH-000039,0.0997345046754
ACH-000040,-0.0322314756762
ACH-000041,-0.0693404537549
ACH-000042,-0.219681266422
ACH-000045,-0.335172870192
ACH-000047,-0.48662510043000007
ACH-000052,-0.16938475626200003
ACH-000053,-0.0858563117639
ACH-000054,-0.0341082659253
ACH-000055,0.015455498463399999
ACH-000060,-0.30121679550999997
ACH-000067,-0.127976996168
ACH-000070,-0.215224337994
ACH-000075,-0.0377733885999
ACH-000078,-0.0753740794291
ACH-000082,-0.22658562322700002
ACH-000085,0.0651877121297
ACH-000086,-0.419709570814
ACH-000087,-0.421034094429
ACH-000092,-0.24861775247499998
ACH-000095,0.09865931389239999
ACH-000097,-0.0540167694429
ACH-000098,0.125017178497
ACH-000099,-0.156886599451
ACH-000108,-0.215073874346
ACH-000113,-0.18183410683899998
ACH-000115,-0.382272102825
ACH-000116,-0.307073320596
ACH-000118,-0.565470164643
ACH-000120,-0.121240326528
ACH-000123,-0.431387933904
ACH-000127,-0.763952880667
ACH-000128,-0.40958665589500004
ACH-000132,-0.13264245072
ACH-000133,-0.152529043128
ACH-000137,-0.285651057267
ACH-000138,-0.350207218029
ACH-000142,-0.138442120447
ACH-000143,-0.380493751919
ACH-000146,-0.040703585102499995
ACH-000148,-0.42741623986599997
ACH-000150,-0.642205826778
ACH-000152,-0.0146738746815
ACH-000153,-0.63687270167
ACH-000159,-0.0254952396197
ACH-000160,-0.34085097161399996
ACH-000163,-0.17779072162999998
ACH-000167,-0.0294800578156
ACH-000168,0.139488370208
ACH-000169,-0.303379387288
ACH-000178,-0.29045503334899997
ACH-000182,-0.19962585222600002
ACH-000183,0.010422804005
ACH-000188,-0.24080623958099998
ACH-000189,-0.11398660134000002
ACH-000190,-0.257200142206
ACH-000198,-0.5649525011850001
ACH-000204,0.0838644415446
ACH-000206,-0.14358736101
ACH-000207,-0.48600337641999997
ACH-000211,-0.0792691606893
ACH-000215,-0.418032222771
ACH-000221,-0.09881563117
ACH-000222,-0.337352751045
ACH-000223,-0.347078179443
ACH-000226,-0.09431023981419999
ACH-000227,-0.505022949826
ACH-000228,-0.158199451069
ACH-000231,-0.0375820479044
ACH-000232,-0.428854654824
ACH-000233,-0.284932325504
ACH-000234,-0.232572097264
ACH-000235,-0.110912429162
ACH-000237,0.010102085897
ACH-000238,-0.367284696902
ACH-000243,-0.171745651719
ACH-000244,-0.24119421725499998
ACH-000246,-0.154473517353
ACH-000248,-0.484041442846
