,PSMG3 (84262)
ACH-000004,-1.43892556634
ACH-000007,-0.952405502696
ACH-000009,-1.04832823512
ACH-000011,-1.0274533853899999
ACH-000012,-0.911205739789
ACH-000013,-1.23182259729
ACH-000014,-1.1308851631999999
ACH-000015,-1.2139584454
ACH-000017,-1.30682969422
ACH-000018,-1.1750464837299999
ACH-000019,-0.640613171351
ACH-000021,-1.27807592504
ACH-000022,-1.21781191875
ACH-000025,-1.01747348991
ACH-000028,-1.1994680349
ACH-000030,-1.11855157037
ACH-000035,-1.0715865594
ACH-000036,-0.724531187555
ACH-000037,-0.695448333117
ACH-000039,-1.0385904621
ACH-000040,-1.17362766857
ACH-000041,-1.46401585738
ACH-000042,-1.6195672942500001
ACH-000045,-1.06553284736
ACH-000047,-0.9901610749140001
ACH-000052,-0.742662271179
ACH-000053,-1.00905940969
ACH-000054,-1.20320354974
ACH-000055,-1.2399231011399998
ACH-000060,-1.22766982776
ACH-000067,-0.981244797783
ACH-000070,-0.987661807173
ACH-000075,-0.949081942295
ACH-000078,-1.10070858572
ACH-000082,-1.73520281695
ACH-000085,-0.981607982366
ACH-000086,-0.873332921453
ACH-000087,-1.14393417181
ACH-000092,-0.842258381717
ACH-000095,-1.26437341095
ACH-000097,-1.02615997214
ACH-000098,-0.8280401610699999
ACH-000099,-0.9706277696879999
ACH-000108,-1.0712135153
ACH-000113,-1.1619091856100001
ACH-000115,-1.19051139857
ACH-000116,-1.1563469792399999
ACH-000118,-1.08934582366
ACH-000120,-0.851506077971
ACH-000123,-1.0848686589899998
ACH-000127,-1.11188819545
ACH-000128,-1.2352517235
ACH-000132,-1.06302645254
ACH-000133,-1.10370382287
ACH-000137,-0.7235619810799999
ACH-000138,-1.10068846829
ACH-000142,-1.21509607269
ACH-000143,-1.0220664252
ACH-000146,-1.66085970599
ACH-000148,-1.2423378355399999
ACH-000150,-0.939100086374
ACH-000152,-0.8230128345219999
ACH-000153,-1.39096702878
ACH-000159,-0.950304389677
ACH-000160,-1.53558034407
ACH-000163,-1.09456309083
ACH-000167,-1.19227807794
ACH-000168,-1.38520452216
ACH-000169,-1.42182375458
ACH-000178,-1.16712090241
ACH-000182,-1.11155084233
ACH-000183,-0.990372092114
ACH-000188,-1.47312861786
ACH-000189,-0.571943188839
ACH-000190,-0.904567405857
ACH-000198,-1.038146453
ACH-000204,-1.18531489535
ACH-000206,-2.23943064262
ACH-000207,-1.00872091154
ACH-000211,-1.2278793411
ACH-000215,-0.8843380306090001
ACH-000221,-1.32811663075
ACH-000222,-1.04737145749
ACH-000223,-1.3817339524399999
ACH-000226,-0.817035039784
ACH-000227,-0.771087616385
ACH-000228,-1.29856565743
ACH-000231,-1.0288362833
ACH-000232,-1.3163279062100002
ACH-000233,-1.2725445089299998
ACH-000234,-1.5901136680399999
ACH-000235,-1.34050134425
ACH-000237,-1.57373725416
ACH-000238,-1.15678145836
ACH-000243,-1.14208075184
ACH-000244,-0.885200335618
ACH-000246,-0.8889579054729999
ACH-000248,-1.08966178667
ACH-000250,-1.2066918366500001
ACH-000251,-2.11809231901
ACH-000253,-1.2497381971100001
ACH-000255,-1.3707773042200002
ACH-000256,-1.0758544294399999
ACH-000257,-0.8219964558399999
ACH-000258,-1.33821828088
ACH-000259,-1.1734675017899998
ACH-000260,-0.997637320043
ACH-000261,-0.9059497374959999
ACH-000262,-0.6763288834810001
ACH-000263,-1.27761990077
ACH-000264,-1.2557773106499999
ACH-000265,-0.9926912237559999
ACH-000266,-1.22110346847
ACH-000272,-0.903475603196
ACH-000273,-0.889468240292
ACH-000274,-1.26089548007
ACH-000277,-1.89873559398
ACH-000278,-1.2894180019900001
ACH-000279,-0.874271672805
ACH-000280,-1.04378103903
ACH-000281,-0.9781979400740001
ACH-000288,-0.8975937010680001
ACH-000291,-1.3706211576499998
ACH-000293,-1.17466500329
ACH-000294,-0.923696247507
ACH-000295,-1.1112795973899998
ACH-000296,-1.1602890670000001
ACH-000302,-1.14423771525
ACH-000304,-1.7903593653099998
ACH-000307,-1.29201764377
ACH-000308,-1.33002342737
ACH-000310,-0.325070131552
ACH-000311,-1.33991104753
ACH-000312,-0.944380138567
ACH-000315,-1.3245600578899999
ACH-000316,-0.9620399869299999
ACH-000317,-0.799616401852
ACH-000318,-1.21316069419
ACH-000319,-1.22436648639
ACH-000320,-1.18020967788
ACH-000322,-0.895521207857
ACH-000323,-1.14996653425
ACH-000324,-0.967290514667
ACH-000329,-1.17634888889
ACH-000330,-1.1203322781
ACH-000331,-1.09829321074
ACH-000332,-1.28861289367
ACH-000334,-0.7152325600380001
ACH-000335,-1.01881370035
ACH-000336,-1.62998157975
ACH-000337,-1.5092466156400002
ACH-000339,-1.16959315741
ACH-000341,-1.2819860781
ACH-000348,-1.3477636496799998
ACH-000350,-1.05155349073
ACH-000352,-1.41468129104
ACH-000356,-1.0828552336200001
ACH-000361,-1.25009109834
ACH-000362,-1.25305744719
ACH-000363,-1.24867529704
ACH-000364,-0.994480517799
ACH-000365,-0.915023481428
ACH-000366,-1.06695047249
ACH-000368,-1.06443568332
ACH-000374,-1.2671524555299998
ACH-000375,-1.2378254825
ACH-000376,-1.09209248041
ACH-000381,-0.6819671666580001
ACH-000383,-1.17595106195
ACH-000387,-1.41582697824
ACH-000389,-0.988771712006
ACH-000390,-1.12829082884
ACH-000393,-0.92115664914
ACH-000395,-1.10964215767
ACH-000397,-1.0494178775399998
ACH-000401,-0.874810632955
ACH-000402,-1.45185657907
ACH-000403,-1.02826226847
ACH-000404,-1.09114965183
ACH-000406,-1.19408457066
ACH-000407,-0.7436062485100001
ACH-000408,-0.908922447176
ACH-000410,-0.961223904384
ACH-000411,-1.08258892806
ACH-000414,-1.47440152669
ACH-000415,-0.8815890891329999
ACH-000416,-1.32209413491
ACH-000420,-0.915984464525
ACH-000421,-1.30848021078
ACH-000424,-1.2126545034899998
ACH-000425,-1.24589342294
ACH-000426,-2.03142598574
ACH-000427,-1.3080392344
ACH-000433,-0.7923965106749999
ACH-000436,-1.34522117914
ACH-000444,-0.787043579501
ACH-000445,-0.8460345450210001
ACH-000448,-1.2654573133700002
ACH-000450,-1.55192614734
ACH-000452,-1.4380562607299998
ACH-000454,-1.3109761111799998
ACH-000458,-1.1493242804700001
ACH-000459,-0.954001164612
ACH-000460,-1.17041731751
ACH-000461,-1.5016676325799998
ACH-000463,-1.1035629272399998
ACH-000464,-0.8005521098999999
ACH-000466,-1.38253228389
ACH-000467,-1.3250568317799998
ACH-000468,-1.16017814142
ACH-000469,-1.02435723097
ACH-000470,-1.1778194845299998
ACH-000471,-1.19951744864
ACH-000472,-0.975482706129
ACH-000473,-1.2265281104299999
ACH-000475,-1.1151133712399999
ACH-000476,-1.3295852878299999
ACH-000477,-1.55904218528
ACH-000480,-1.0956760839
ACH-000481,-0.972919885209
ACH-000483,-0.641978071435
ACH-000484,-1.19658468431
ACH-000485,-1.0597379420200002
ACH-000486,-1.1776159342299999
ACH-000487,-1.09766409692
ACH-000488,-0.993743381972
ACH-000490,-1.32554506198
ACH-000491,-0.978520442549
ACH-000495,-1.10264582276
ACH-000496,-1.2272115859000001
ACH-000499,-1.04769426222
ACH-000500,-1.9845235881099998
ACH-000502,-1.1359618182100002
ACH-000503,-0.896907686775
ACH-000505,-1.37608208626
ACH-000507,-1.15477592068
ACH-000510,-0.8402369512360001
ACH-000511,-1.0130635401299999
ACH-000512,-0.870648524119
ACH-000516,-1.67325838466
ACH-000517,-1.13646174252
ACH-000518,-0.786781010533
ACH-000520,-1.0374690557
ACH-000521,-1.45533264644
ACH-000522,-1.10294236411
ACH-000524,-1.16691655517
ACH-000527,-1.1561483699500001
ACH-000528,-1.22186992388
ACH-000537,-0.9433709499609999
ACH-000541,-1.32996707379
ACH-000542,-1.08577827778
ACH-000544,-0.930336293415
ACH-000545,-0.916274563048
ACH-000547,-1.2297123511299999
ACH-000548,-1.1516664849299998
ACH-000549,-1.15226114552
ACH-000550,-0.999778412147
ACH-000552,-1.15154758024
ACH-000556,-1.243772707
ACH-000557,-1.2047835214899998
ACH-000570,-0.857674140457
ACH-000571,-1.3188057500700001
ACH-000573,-0.9111923650749999
ACH-000576,-1.23500121551
ACH-000580,-1.0110284381399999
ACH-000584,-1.3147176068700002
ACH-000585,-1.09003832904
ACH-000588,-1.2655129645899998
ACH-000589,-1.22256609538
ACH-000591,-1.10010554185
ACH-000593,-1.08194887138
ACH-000600,-1.2723976104299999
ACH-000601,-0.958246728564
ACH-000604,-0.694369550087
ACH-000605,-1.1417178222600002
ACH-000606,-1.27268887027
ACH-000608,-0.949405503113
ACH-000614,-1.07964760544
ACH-000616,-1.45263961693
ACH-000618,-1.24946287371
ACH-000619,-1.26115155609
ACH-000620,-1.66973496999
ACH-000621,-0.8744621229100001
ACH-000622,-1.35851950745
ACH-000623,-1.1612398262999999
ACH-000624,-0.772258142015
ACH-000627,-1.26229496669
ACH-000630,-0.972306615177
ACH-000632,-0.9873601739319999
ACH-000633,-1.3170902594399998
ACH-000637,-1.57909682269
ACH-000638,-1.2339441486
ACH-000646,-1.06010842995
ACH-000647,-0.955179520661
ACH-000648,-1.08539081586
ACH-000649,-0.915903661633
ACH-000651,-1.0610714758700002
ACH-000652,-1.23108720109
ACH-000653,-1.49775868615
ACH-000657,-1.2095817982600001
ACH-000658,-1.19164711956
ACH-000661,-1.4352204023299997
ACH-000662,-1.06844331359
ACH-000663,-1.38208192484
ACH-000665,-1.02265586044
ACH-000671,-1.2220048310299998
ACH-000673,-1.2490455811599999
ACH-000676,-1.03560297294
ACH-000677,-1.7428981463900002
ACH-000681,-1.0961443394
ACH-000682,-0.969486795991
ACH-000683,-1.39060169079
ACH-000684,-1.1814222542200001
ACH-000688,-1.03928966661
ACH-000693,-0.9526077842790001
ACH-000694,-1.12565628656
ACH-000695,-1.0173673443100002
ACH-000696,-1.1270203286799998
ACH-000697,-0.912427960772
ACH-000699,-1.26353106764
ACH-000701,-0.739703061101
ACH-000706,-0.9357168083159999
ACH-000711,-0.8844063703820001
ACH-000713,-1.2955318459
ACH-000714,-1.04292437169
ACH-000718,-1.1117089209200002
ACH-000720,-1.27992768066
ACH-000721,-1.2123354963700002
ACH-000724,-0.8667005433939999
ACH-000725,-0.721194474865
ACH-000732,-1.1301728102500002
ACH-000734,-0.982575430132
ACH-000735,-1.01000009984
ACH-000736,-1.13543082015
ACH-000738,-1.0592947181799999
ACH-000746,-0.863158584093
ACH-000747,-1.1936763025100001
ACH-000748,-1.30873003873
ACH-000753,-1.16310844548
ACH-000756,-0.6827662713600001
ACH-000757,-0.596483168954
ACH-000758,-1.43237480676
ACH-000760,-1.08523957004
ACH-000763,-1.0650425624
ACH-000764,-1.13267632002
ACH-000765,-1.58056649314
ACH-000766,-1.1610458260799998
ACH-000767,-0.8792215088359999
ACH-000768,-1.4617109189300002
ACH-000769,-0.897765265275
ACH-000770,-1.3609689166799999
ACH-000771,-1.27120492831
ACH-000773,-0.976733772993
ACH-000776,-1.12861006299
ACH-000777,-1.1700908700700001
ACH-000778,-1.01691641683
ACH-000781,-1.28070810625
ACH-000782,-1.5160492677700002
ACH-000783,-1.27867586512
ACH-000784,-0.9713582914550001
ACH-000785,-1.0471358531100001
ACH-000787,-0.918581128631
ACH-000788,-1.06308569639
ACH-000791,-1.23680644217
ACH-000792,-1.24627783373
ACH-000794,-0.9306975996200001
ACH-000796,-1.4394654378
ACH-000799,-1.18081490904
ACH-000800,-1.2729551000700001
ACH-000802,-0.984291805355
ACH-000804,-1.03093205782
ACH-000805,-1.11933931638
ACH-000809,-1.2690676772299998
ACH-000810,-0.899888090989
ACH-000811,-1.3625759365799999
ACH-000817,-1.18185357192
ACH-000819,-1.02842697905
ACH-000820,-1.23124701216
ACH-000821,-1.63523504891
ACH-000822,-1.3663579778200001
ACH-000823,-0.8488944606000001
ACH-000824,-1.31282996132
ACH-000827,-0.963803571936
ACH-000829,-1.14703756205
ACH-000831,-1.20826020175
ACH-000832,-0.9478487973559999
ACH-000833,-0.8054592922830001
ACH-000834,-1.03873063699
ACH-000835,-0.859996772173
ACH-000836,-1.23750947616
ACH-000837,-1.15951261753
ACH-000838,-1.1542342032
ACH-000839,-0.7674170328569999
ACH-000840,-1.15272501021
ACH-000841,-1.1840619022399999
ACH-000843,-1.17543590771
ACH-000846,-0.9338032588249999
ACH-000847,-0.9570224216500001
ACH-000848,-1.06158836268
ACH-000849,-1.02251351832
ACH-000851,-0.994146785819
ACH-000855,-1.47455848331
ACH-000856,-0.9390146890719999
ACH-000858,-1.1949526427200001
ACH-000859,-1.01508699581
ACH-000861,-1.5115959331
ACH-000862,-1.17634279609
ACH-000865,-1.1848446380500002
ACH-000866,-1.08109910068
ACH-000867,-1.10101797087
ACH-000869,-0.6689224834499999
ACH-000872,-1.14466396309
ACH-000873,-0.745813325973
ACH-000876,-1.39918114316
ACH-000878,-1.5297096751800001
ACH-000880,-1.38853939576
ACH-000881,-1.25034398125
ACH-000882,-1.05608815426
ACH-000884,-1.07288341357
ACH-000885,-1.02685740609
ACH-000887,-0.985495352678
ACH-000888,-1.00759504689
ACH-000889,-1.06909705833
ACH-000890,-1.21611697972
ACH-000896,-0.7936326201549999
ACH-000898,-0.811901274965
ACH-000900,-1.2728315652600002
ACH-000901,-1.13071794019
ACH-000905,-0.885147657168
ACH-000906,-1.0304120649600002
ACH-000907,-0.8457698998250001
ACH-000910,-1.28082788596
ACH-000911,-1.23784200611
ACH-000912,-0.964854431399
ACH-000913,-1.05861187206
ACH-000915,-0.918907483686
ACH-000916,-0.675043745732
ACH-000917,-1.22309286907
ACH-000921,-0.8460800090710001
ACH-000924,-0.802087284413
ACH-000926,-1.14347797754
ACH-000928,-0.8872630029359999
ACH-000929,-1.2753943643899999
ACH-000932,-0.918083941252
ACH-000935,-1.1310356316399999
ACH-000936,-0.957939338687
ACH-000937,-1.32820160001
ACH-000938,-1.24976936589
ACH-000939,-1.47510594225
ACH-000941,-1.0270447253
ACH-000943,-1.1536621223
ACH-000946,-1.14794767177
ACH-000947,-1.10739435776
ACH-000948,-1.2161614565899999
ACH-000950,-1.2791481763299999
ACH-000953,-1.29159990496
ACH-000957,-1.11929301248
ACH-000958,-1.0392287880700002
ACH-000960,-1.3742416698
ACH-000963,-0.182802061402
ACH-000968,-1.0867665868799998
ACH-000969,-1.24494744499
ACH-000973,-1.0530816871
ACH-000974,-0.9913458755519999
ACH-000975,-1.01000108791
ACH-000976,-1.16390991275
ACH-000978,-2.03047949126
ACH-000980,-1.0758111216
ACH-000984,-0.9110151500679999
ACH-000986,-0.9018717706630001
ACH-000988,-1.80938385132
ACH-000993,-1.3752171157799997
ACH-000994,-1.1434533461399998
ACH-000996,-0.76955509497
ACH-001001,-1.07835307216
ACH-001020,-1.0524728463600002
