,SMC5 (23137)
ACH-000004,-0.5510581393999999
ACH-000007,-0.49878796441100004
ACH-000009,-0.615745898578
ACH-000011,-0.590875605773
ACH-000012,-0.569651775166
ACH-000013,-1.02629271994
ACH-000014,-0.9167100400689999
ACH-000015,-0.899287106152
ACH-000017,-0.444731029226
ACH-000018,-0.697863318539
ACH-000019,-0.648896391447
ACH-000021,-1.09321261424
ACH-000022,-1.21317434537
ACH-000025,-0.811747458549
ACH-000028,-0.670213812921
ACH-000030,-0.589624734119
ACH-000035,-0.9474167339820001
ACH-000036,-0.575000610446
ACH-000037,-0.700117468018
ACH-000039,-0.841891430264
ACH-000040,-1.04853386646
ACH-000041,-0.772700697782
ACH-000042,-0.7062678748569999
ACH-000045,-0.845550384734
ACH-000047,-0.796574506526
ACH-000052,-0.979611381118
ACH-000053,-0.749977960821
ACH-000054,-0.511118974446
ACH-000055,-0.520279331838
ACH-000060,-0.8824656503489999
ACH-000067,-0.5854105342729999
ACH-000070,-0.731278637353
ACH-000075,-0.690282743204
ACH-000078,-0.9845868371690001
ACH-000082,-0.318752537007
ACH-000085,-0.796526215389
ACH-000086,-0.515068460707
ACH-000087,-0.23859476691300002
ACH-000092,-0.826120321755
ACH-000095,-0.784210810023
ACH-000097,-0.67279854866
ACH-000098,-0.651459259789
ACH-000099,-0.7494715376890001
ACH-000108,-0.559503877808
ACH-000113,-0.8041248138570001
ACH-000115,-0.552654728711
ACH-000116,-0.647374489459
ACH-000118,-0.612126337977
ACH-000120,-0.622487496782
ACH-000123,-0.545261496615
ACH-000127,-0.649648160075
ACH-000128,-0.56618992516
ACH-000132,-0.755419455341
ACH-000133,-0.838395774439
ACH-000137,-1.18454395863
ACH-000138,-0.7468307359119999
ACH-000142,-0.43027817289399994
ACH-000143,-0.7406411551600001
ACH-000146,-0.950708562395
ACH-000148,-0.917765354314
ACH-000150,-0.628791511972
ACH-000152,-0.638800517143
ACH-000153,-0.23933935560400002
ACH-000159,-0.6298155019430001
ACH-000160,-0.44470292706200004
ACH-000163,-1.0314259516
ACH-000167,-0.531288156724
ACH-000168,-1.2473756526100002
ACH-000169,-0.735760070063
ACH-000178,-0.706357521661
ACH-000182,-0.7804714590970001
ACH-000183,-0.763368737851
ACH-000188,-0.544264150445
ACH-000189,-0.615007357549
ACH-000190,-0.276329931877
ACH-000198,-0.7203708214710001
ACH-000204,-0.6302826829079999
ACH-000206,-0.504612353643
ACH-000207,-0.8279332899390001
ACH-000211,-0.77252915186
ACH-000215,-1.1174717495
ACH-000221,-1.04732274176
ACH-000222,-0.443892635097
ACH-000223,-0.575318340404
ACH-000226,-0.587122902195
ACH-000227,-0.426178711117
ACH-000228,-1.1431014327200002
ACH-000231,-0.8496573925740001
ACH-000232,-0.7754919810340001
ACH-000233,-0.6970448224879999
ACH-000234,-0.8020113423880001
ACH-000235,-0.6894348766689999
ACH-000237,-0.937234311524
ACH-000238,-0.77613940082
ACH-000243,-0.664066570844
ACH-000244,-0.5045684958259999
ACH-000246,-0.688903435216
ACH-000248,-0.71847585997
ACH-000250,-0.546330950346
ACH-000251,-1.00824267652
ACH-000253,-0.838526135405
ACH-000255,-0.745085880062
ACH-000256,-0.7799175383879999
ACH-000257,-0.971338364412
ACH-000258,-0.9559635219529999
ACH-000259,-0.730025930523
ACH-000260,-0.85042252005
ACH-000261,-0.7158234448819999
ACH-000262,-0.45376481515600003
ACH-000263,-0.33939290965700003
ACH-000264,-0.180393108643
ACH-000265,-0.571909766382
ACH-000266,-0.844673422209
ACH-000272,-0.862215289623
ACH-000273,-0.5795492643869999
ACH-000274,-0.574075411148
ACH-000277,-0.689750659007
ACH-000278,-1.36225179259
ACH-000279,-0.811259917258
ACH-000280,-0.897125574948
ACH-000281,-0.64696123497
ACH-000288,-0.573108790304
ACH-000291,-0.9352712968029999
ACH-000293,-1.02422615684
ACH-000294,-0.965492451645
ACH-000295,-0.78421887206
ACH-000296,-0.824160126049
ACH-000302,-0.331713395026
ACH-000304,-0.550859112354
ACH-000307,-0.995810313458
ACH-000308,-0.916836412422
ACH-000310,-1.04045765287
ACH-000311,-0.727380897802
ACH-000312,-0.636391968817
ACH-000315,-0.644120821902
ACH-000316,-1.04032383161
ACH-000317,-0.5630571200600001
ACH-000318,-0.982441080929
ACH-000319,-0.51265411037
ACH-000320,-0.445457700709
ACH-000322,-0.7919299298989999
ACH-000323,-0.723507195258
ACH-000324,-0.5421956606530001
ACH-000329,-0.523779333468
ACH-000330,-0.824734180539
ACH-000331,-0.811117242827
ACH-000332,-0.6047710521249999
ACH-000334,-0.511535722602
ACH-000335,-0.609490277757
ACH-000336,-0.7292587547470001
