,BORA (79866)
ACH-000004,-1.24316170981
ACH-000007,-0.973538363707
ACH-000009,-0.952781140064
ACH-000011,-0.9421448433220001
ACH-000012,-0.840416734331
ACH-000013,-0.979144153202
ACH-000014,-0.665470242824
ACH-000015,-1.28757563706
ACH-000017,-0.835931743301
ACH-000018,-1.23251155849
ACH-000019,-0.967447632735
ACH-000021,-1.3062038551000001
ACH-000022,-1.03665516675
ACH-000025,-0.9241938407960001
ACH-000028,-1.19477964548
ACH-000030,-1.1429898211
ACH-000035,-1.00596304122
ACH-000036,-0.891640205933
ACH-000037,-1.12607873196
ACH-000039,-1.0209073428
ACH-000040,-1.0237534016399998
ACH-000041,-0.9096124097380001
ACH-000042,-1.2538021667
ACH-000045,-0.814245734347
ACH-000047,-1.10326321828
ACH-000052,-1.12373865185
ACH-000053,-1.1069349347700002
ACH-000054,-1.15918683863
ACH-000055,-0.845374426022
ACH-000060,-1.1368991466299998
ACH-000067,-1.30983298308
ACH-000070,-1.0857318982700002
ACH-000075,-0.982328968884
ACH-000078,-1.25149994263
ACH-000082,-1.4758118035499999
ACH-000085,-1.01443271916
ACH-000086,-1.0392690092399999
ACH-000087,-1.06133085074
ACH-000092,-1.0670138981100001
ACH-000095,-1.38141904763
ACH-000097,-0.9380857569769999
ACH-000098,-1.22814801818
ACH-000099,-1.29636793622
ACH-000108,-0.9105735922329999
ACH-000113,-1.05323321685
ACH-000115,-2.08886534344
ACH-000116,-1.15822482435
ACH-000118,-0.896045386019
ACH-000120,-1.18478744566
ACH-000123,-1.1108679536100001
ACH-000127,-1.21247456261
ACH-000128,-1.0278732847499998
ACH-000132,-0.8799152577060001
ACH-000133,-1.1033325519700001
ACH-000137,-1.1069850965899999
ACH-000138,-1.02420266036
ACH-000142,-1.0153537860700002
ACH-000143,-1.1035648642799998
ACH-000146,-1.48587883391
ACH-000148,-1.21801050328
ACH-000150,-1.46432148139
ACH-000152,-0.976727123854
ACH-000153,-0.773013736826
ACH-000159,-0.7704202323880001
ACH-000160,-1.2611118084100001
ACH-000163,-1.25861280948
ACH-000167,-1.2484187474500001
ACH-000168,-1.0496412495899998
ACH-000169,-1.35009855835
ACH-000178,-0.906500528606
ACH-000182,-1.12499218632
ACH-000183,-0.8749995100799999
ACH-000188,-1.0273042533399999
ACH-000189,-0.798378308534
ACH-000190,-1.16418362244
ACH-000198,-0.982165338427
ACH-000204,-1.0741377058200001
ACH-000206,-0.7290708511640001
ACH-000207,-1.39597273315
ACH-000211,-1.21343523137
ACH-000215,-0.908709882242
ACH-000221,-1.11655889595
ACH-000222,-1.1624422291399998
ACH-000223,-0.9183603860959999
ACH-000226,-0.9905216654729999
ACH-000227,-1.87603749458
ACH-000228,-1.0218672284299999
ACH-000231,-0.9737013587219999
ACH-000232,-1.1832242625700002
ACH-000233,-1.11730897851
ACH-000234,-1.25095337435
ACH-000235,-1.2011581081
ACH-000237,-1.01603439815
ACH-000238,-1.33297181958
ACH-000243,-0.8045052376780001
ACH-000244,-1.15207299591
ACH-000246,-0.650830514743
ACH-000248,-0.965812132157
ACH-000250,-1.0529692145899998
ACH-000251,-0.942701978851
ACH-000253,-0.874798676891
ACH-000255,-0.960384968477
ACH-000256,-0.961242272378
ACH-000257,-1.41654427852
ACH-000258,-0.8006595608980001
ACH-000259,-0.930841974514
ACH-000260,-1.08674825926
ACH-000261,-1.2131326121400001
ACH-000262,-1.12351352344
ACH-000263,-1.5623726252
ACH-000264,-1.3422325924
ACH-000265,-1.0930592242200001
ACH-000266,-1.2186694003899998
ACH-000272,-0.7451202561120001
ACH-000273,-0.830293657845
ACH-000274,-0.9920969633419999
ACH-000277,-1.08300744646
ACH-000278,-0.9067473794650001
ACH-000279,-1.05124145237
ACH-000280,-0.952462824968
