,SQSTM1 (8878)
ACH-000004,-0.18092179788600002
ACH-000007,0.000160359811941
ACH-000009,-0.0892728200447
ACH-000011,-0.390414946546
ACH-000012,-0.19363795492600003
ACH-000013,-0.0629008321621
ACH-000014,-0.279271134169
ACH-000015,-0.110203613959
ACH-000017,-0.148872109225
ACH-000018,-0.055127535779900004
ACH-000019,-0.401937177421
ACH-000021,-0.10621567942500001
ACH-000022,-0.139618867969
ACH-000025,-0.27385018873100003
ACH-000028,-0.1552628725
ACH-000030,-0.15152231465399998
ACH-000035,-0.20491342282699998
ACH-000036,-0.42444546770900005
ACH-000037,0.10681388100099999
ACH-000039,-0.34410859531599997
ACH-000040,-0.0153337670196
ACH-000041,-0.129653507544
ACH-000042,-0.294388027405
ACH-000045,-0.0266847166677
ACH-000047,-0.0799540359373
ACH-000052,0.09359894653470001
ACH-000053,-0.15116987048699998
ACH-000054,-0.323728473
ACH-000055,-0.0115141353637
ACH-000060,-0.16972712357900002
ACH-000067,-0.130615446513
ACH-000070,-0.039265012363499996
ACH-000075,-0.22478529990899998
ACH-000078,-0.36669247015399997
ACH-000082,-0.09915306629760001
ACH-000085,-0.0786644569672
ACH-000086,-0.137865704294
ACH-000087,-0.115909850429
ACH-000092,-0.355690815224
ACH-000095,-0.143099410851
ACH-000097,-0.300238373197
ACH-000098,-0.697513124146
ACH-000099,-0.393573988547
ACH-000108,-0.18684459093800002
ACH-000113,0.0191733135626
ACH-000115,-0.11247124044399999
ACH-000116,-0.20190344101500002
ACH-000118,-0.21267627659000002
ACH-000120,-0.079151258239
ACH-000123,-0.21573963049199998
ACH-000127,-0.06693680192530001
ACH-000128,-0.215242085031
ACH-000132,-0.18498070313700002
ACH-000133,-0.0875229805421
ACH-000137,-0.342142653481
ACH-000138,-0.145825684823
ACH-000142,-0.14347241175699998
ACH-000143,-0.29054393526
ACH-000146,-0.0757112270809
ACH-000148,-0.17196320186900002
ACH-000150,-0.429850235061
ACH-000152,-0.127703152613
ACH-000153,-0.053125360739000003
ACH-000159,-0.10234558978700001
ACH-000160,-0.0700577180303
ACH-000163,-0.10707836914999999
ACH-000167,0.0532433700923
ACH-000168,-0.179016615392
ACH-000169,-0.21007513353
ACH-000178,-0.150271232412
ACH-000182,-0.114824444679
ACH-000183,-0.09748189178910001
ACH-000188,-0.24321954099100002
ACH-000189,-0.302506782821
ACH-000190,-0.22365179167899998
ACH-000198,-0.23853031172400002
ACH-000204,-0.139626294944
ACH-000206,0.118272672662
ACH-000207,0.0972126305379
ACH-000211,-0.184055323468
ACH-000215,-0.15236683868599998
ACH-000221,-0.228109944229
ACH-000222,-0.416689189883
ACH-000223,-0.26881671101300003
ACH-000226,-0.11916226617999999
ACH-000227,-0.110608889718
ACH-000228,-0.13201934842000002
ACH-000231,-0.0557164843851
ACH-000232,-0.383305565224
ACH-000233,-0.31907551187
ACH-000234,-0.411275241182
ACH-000235,-0.154708440343
ACH-000237,-0.90433956445
ACH-000238,-0.0635788298928
ACH-000243,-0.16735322346200002
ACH-000244,-0.37323693813500003
ACH-000246,-0.460278795713
ACH-000248,-0.279782900671
ACH-000250,-0.18588329312899998
ACH-000251,-1.15387332537
ACH-000253,-0.123347976382
ACH-000255,-0.0554511008204
ACH-000256,-0.0986053535548
ACH-000257,-0.010226846623
ACH-000258,0.0370018216934
ACH-000259,-0.116143251952
ACH-000260,-0.236785663815
ACH-000261,-0.0860009162579
ACH-000262,-0.153638405587
ACH-000263,-0.208207252233
ACH-000264,-0.185254381846
ACH-000265,-0.11105363065
ACH-000266,-0.18971268853700002
ACH-000272,-0.080367667798
ACH-000273,-0.33839216297200003
ACH-000274,-0.177021829394
ACH-000277,-0.08796503838780001
ACH-000278,-0.16839556711599998
ACH-000279,-0.263429747797
ACH-000280,-0.038166125124800006
ACH-000281,-0.188108346986
ACH-000288,-0.20157280505
ACH-000291,-0.27668541514199996
ACH-000293,-0.17582112166799999
ACH-000294,-0.158141015517
ACH-000295,-0.297130413122
ACH-000296,-0.247430638017
ACH-000302,-0.09456773711680001
ACH-000304,-0.250813985458
ACH-000307,-0.206109802555
ACH-000308,-0.203088433471
ACH-000310,-0.382131309546
ACH-000311,-0.33607940694899996
ACH-000312,-0.0891282945855
