,ANKRA2 (57763)
ACH-000004,0.044135151834800004
ACH-000007,0.07276574769710001
ACH-000009,-0.159202166397
ACH-000011,0.07023652064330001
ACH-000012,-0.196053226164
ACH-000013,-0.100271049462
ACH-000014,-0.125758502227
ACH-000015,-0.309857027563
ACH-000017,-0.233494248415
ACH-000018,-0.347436021479
ACH-000019,-0.36855324722599997
ACH-000021,-0.3085646751
ACH-000022,-0.117715299548
ACH-000025,-0.240166935743
ACH-000028,-0.18672272698399997
ACH-000030,-0.257936749246
ACH-000035,-0.22061711884399998
ACH-000036,-0.20720620704599998
ACH-000037,-0.28105241161999994
ACH-000039,-0.20119498542199998
ACH-000040,-0.137550641863
ACH-000041,-0.0470961415026
ACH-000042,-0.17444131104600002
ACH-000045,-0.385029627649
ACH-000047,-0.195199466434
ACH-000052,0.14418262575500002
ACH-000053,-0.192658373972
ACH-000054,-0.247969250725
ACH-000055,0.134821996626
ACH-000060,-0.049056792277300004
ACH-000067,-0.118103174989
ACH-000070,-0.006332593960899999
ACH-000075,-0.0890354778762
ACH-000078,-0.16154012370100002
ACH-000082,-0.250415429137
ACH-000085,-0.25623526159800003
ACH-000086,-0.221497782364
ACH-000087,-0.481512585735
ACH-000092,-0.193304842415
ACH-000095,-0.213189681507
ACH-000097,-0.34156689907
ACH-000098,-0.058914325707000004
ACH-000099,-0.089445042123
ACH-000108,-0.185258636578
ACH-000113,-0.170326883151
ACH-000115,-0.263616994325
ACH-000116,-0.06697736919769999
ACH-000118,-0.24623538319000002
ACH-000120,-0.332976444238
ACH-000123,-0.117664586726
ACH-000127,-0.0958985775034
ACH-000128,-0.064501151123
ACH-000132,-0.226573241551
ACH-000133,-0.261687708537
ACH-000137,-0.286172372384
ACH-000138,-0.129903389355
ACH-000142,-0.156894045747
ACH-000143,0.030928195644799997
ACH-000146,-0.271428257202
ACH-000148,-0.154551713825
ACH-000150,-0.0920718779614
ACH-000152,-0.110217493829
ACH-000153,-0.282405210375
ACH-000159,-0.148214488125
ACH-000160,0.05697176038
ACH-000163,-0.266009930277
ACH-000167,0.196565462537
ACH-000168,-0.160331275209
ACH-000169,-0.0218521163455
ACH-000178,-0.297129291766
ACH-000182,-0.185621658666
ACH-000183,-0.128407655837
ACH-000188,-0.11847468669399999
ACH-000189,-0.311017425482
ACH-000190,-0.486870732705
ACH-000198,-0.240470305134
ACH-000204,-0.29054908339
ACH-000206,-0.26271287165999996
ACH-000207,0.0688461669137
ACH-000211,-0.0659513126347
ACH-000215,-0.190860308924
ACH-000221,-0.232796655081
ACH-000222,-0.143302178285
ACH-000223,0.00847572851713
ACH-000226,-0.135570012751
ACH-000227,-0.0954563473308
ACH-000228,-0.20551475591600002
ACH-000231,-0.096404198651
ACH-000232,-0.23898442056
ACH-000233,-0.0450275077658
ACH-000234,0.12280894978599999
ACH-000235,-0.12402941367699999
ACH-000237,0.0591074947114
ACH-000238,-0.199800206195
ACH-000243,-0.138915946923
ACH-000244,-0.462967441779
ACH-000246,-0.22804486254099998
ACH-000248,-0.150361809208
ACH-000250,-0.142642440768
ACH-000251,0.12560386531
ACH-000253,0.0229559326144
ACH-000255,-0.161041732967
ACH-000256,-0.509155185073
ACH-000257,-0.06790643394240001
ACH-000258,-0.270513745273
ACH-000259,-0.11239320234099999
ACH-000260,-0.236040695619
ACH-000261,-0.25700836080600004
ACH-000262,-0.327903943924
ACH-000263,-0.295748590047
ACH-000264,-0.264231817709
ACH-000265,-0.09646576624360001
ACH-000266,-0.189145835741
ACH-000272,-0.0668827790127
ACH-000273,-0.208422973649
ACH-000274,-0.32250193698199997
ACH-000277,0.14182268020400002
ACH-000278,-0.144054949688
