,GPRC5C (55890)
ACH-000004,-0.170981175623
ACH-000007,0.293271347864
ACH-000009,0.0162905550449
ACH-000011,0.344204076343
ACH-000012,-0.00354339616983
ACH-000013,-0.0006794603372150001
ACH-000014,0.0796001630083
ACH-000015,0.00862260182771
ACH-000017,0.131950382961
ACH-000018,-0.0520485179727
ACH-000019,0.0407644104586
ACH-000021,-0.0119016745641
ACH-000022,0.261997671518
ACH-000025,-0.09444588056610001
ACH-000028,0.088714261187
ACH-000030,0.05297852501619999
ACH-000035,-0.17374290980300003
ACH-000036,0.121343946626
ACH-000037,-0.0343340676609
ACH-000039,-0.23486113033000003
ACH-000040,-0.0169600726785
ACH-000041,-0.14081962821900001
ACH-000042,-0.035114384358
ACH-000045,0.055012205385
ACH-000047,0.07661466612430001
ACH-000052,0.23266560746599999
ACH-000053,-0.041033435844199995
ACH-000054,0.09716357825760001
ACH-000055,-0.22314661314599998
ACH-000060,0.174161529133
ACH-000067,-0.0627937985753
ACH-000070,0.141814014913
ACH-000075,0.074006917238
ACH-000078,-0.0859867939869
ACH-000082,0.056766574217
ACH-000085,0.052308992154099995
ACH-000086,-0.0976269977435
ACH-000087,0.106610826514
ACH-000092,0.08960784315209999
ACH-000095,0.045618296876099994
ACH-000097,0.08688389892560001
ACH-000098,0.12668317185
ACH-000099,-0.0252430961018
ACH-000108,0.356092177182
ACH-000113,0.105625462939
ACH-000115,0.0694024615533
ACH-000116,0.026601761064299997
ACH-000118,0.00746532620737
ACH-000120,-0.333184319863
ACH-000123,0.0802373664633
ACH-000127,0.023074365679900004
ACH-000128,0.124444785271
ACH-000132,0.0552198187763
ACH-000133,0.137155577167
ACH-000137,-0.076625258165
ACH-000138,0.0798727563885
ACH-000142,0.132220542423
ACH-000143,-0.105675144029
ACH-000146,-0.0209656809543
ACH-000148,0.12199615261800001
ACH-000150,-0.06588315957980001
ACH-000152,-0.0424837871916
ACH-000153,-0.0975488980381
ACH-000159,0.0501646353536
ACH-000160,-0.0890941473323
ACH-000163,-0.0274593687685
ACH-000167,0.176499303044
ACH-000168,0.27110404119000003
ACH-000169,0.029548540192400004
ACH-000178,-0.0184972176965
ACH-000182,-0.0229358601555
ACH-000183,-0.09151541666549999
ACH-000188,0.0761328134571
ACH-000189,0.17985804829500002
ACH-000190,-0.113057935023
ACH-000198,-0.0281058788154
ACH-000204,-0.03574163860869999
ACH-000206,0.0617580748161
ACH-000207,-0.0917317748329
ACH-000211,-0.0794197959504
ACH-000215,0.124851044813
ACH-000221,0.256302264454
ACH-000222,0.00385096010899
ACH-000223,0.24237424215599998
ACH-000226,0.0539555835493
ACH-000227,-0.216431497553
ACH-000228,0.08705849345450001
ACH-000231,-0.0221071576535
ACH-000232,0.135465074249
ACH-000233,0.178690916349
ACH-000234,0.0881978797917
ACH-000235,0.0640251920995
ACH-000237,0.0650709532215
ACH-000238,-0.0933102369418
ACH-000243,-0.0371309855702
ACH-000244,0.034774006273199994
ACH-000246,0.045654360122
ACH-000248,-0.28607812424199996
ACH-000250,-0.11577525582800001
ACH-000251,-0.147187914926
ACH-000253,0.187177440306
ACH-000255,-0.07717230217189999
ACH-000256,0.137644409578
ACH-000257,-0.233580973932
ACH-000258,0.31230580019000004
ACH-000259,0.005400488200770001
ACH-000260,0.052701704280000004
ACH-000261,-0.0605642461761
ACH-000262,0.146485826191
ACH-000263,0.054129802666999995
ACH-000264,0.00695061303569
ACH-000265,0.0523252452836
ACH-000266,0.033541753838999995
ACH-000272,0.0729002592468
ACH-000273,0.251649837801
ACH-000274,-0.14603954879
ACH-000277,0.167331295723
ACH-000278,0.107995085329
ACH-000279,-0.156825633533
ACH-000280,0.188842824375
ACH-000281,-0.174810143767
ACH-000288,0.056751302402499995
ACH-000291,0.119122707105
ACH-000293,-0.0103502902045
ACH-000294,0.0680825496742
ACH-000295,-0.0901498984103
ACH-000296,0.115131086274
ACH-000302,0.0138744182537
ACH-000304,0.0914160428368
ACH-000307,0.0404656064657
ACH-000308,0.0764285269141
ACH-000310,-0.586271655817
ACH-000311,-0.007962318382390001
ACH-000312,-0.0645434800266
ACH-000315,-0.0406092076061
ACH-000316,0.0378450700523
ACH-000317,0.0162379716218
ACH-000318,0.0810805539563
ACH-000319,-0.0363666622489
ACH-000320,0.0764417272838
ACH-000322,0.10993940433800001
ACH-000323,-0.0515028421531
ACH-000324,-0.11878802483100001
ACH-000329,0.0430481035592
ACH-000330,0.275818685565
ACH-000331,0.12558918391100002
ACH-000332,-0.00767887378254
ACH-000334,0.18213980239900002
ACH-000335,0.516800623302
ACH-000336,0.052620521225100005
ACH-000337,0.19940407301899998
ACH-000339,0.018744565893099998
ACH-000341,-0.189572748589
ACH-000348,-0.00774636956931
ACH-000350,-0.0197566299745
ACH-000352,0.068380665056
ACH-000356,0.0633791818351
ACH-000361,-0.181341010159
ACH-000362,-0.0608046733307
ACH-000363,0.0506066227711
ACH-000364,0.103901803071
ACH-000365,0.0598179400279
ACH-000366,-0.0288934513497
ACH-000368,0.155585635362
ACH-000374,-0.08835214617529999
ACH-000375,0.178045148499
ACH-000376,0.0504407680118
ACH-000381,-0.020445512031
ACH-000383,0.0811095535747
ACH-000387,0.0108722561683
ACH-000389,0.16750273937100002
ACH-000390,0.047989371320500004
ACH-000393,0.0500102307215
ACH-000395,0.0903199523958
ACH-000397,0.089624934025
ACH-000401,-0.00745683816863
ACH-000402,0.13601185802000001
ACH-000403,0.022019258084
ACH-000404,-0.302682994444
ACH-000406,-0.0145137335042
ACH-000407,-0.016351031278600003
ACH-000408,0.24195137286600002
ACH-000410,0.160313028581
ACH-000411,0.188083955706
ACH-000414,0.08850636102019999
ACH-000415,0.026310337019799998
ACH-000416,0.08933812118
ACH-000420,-0.0453161729396
ACH-000421,0.08892946940760002
ACH-000424,0.130762352402
ACH-000425,0.019346305031599998
