,FIBP (9158)
ACH-000302,-0.225325466391
ACH-000304,-0.148679167453
ACH-000307,-0.24605197269
ACH-000308,-0.313369810031
ACH-000310,-0.121862149221
ACH-000311,-0.0736926428991
ACH-000312,-0.030889902693699997
ACH-000315,-0.32564821174499997
ACH-000316,-0.246960879893
ACH-000317,-0.117895394056
ACH-000318,-0.562368711344
ACH-000319,-0.48344765731899997
ACH-000320,-0.378255122219
ACH-000322,-0.0333059237824
ACH-000323,-0.257481546049
ACH-000324,-0.34592210700900006
ACH-000329,-0.16800347682100003
ACH-000330,-0.360979516963
ACH-000331,-0.222148007575
ACH-000332,-0.240239465715
ACH-000334,-0.223619215082
ACH-000335,-0.52298167061
ACH-000336,-0.174571380385
ACH-000337,-0.159548173855
ACH-000339,-0.548478219409
ACH-000341,-0.480987491816
ACH-000348,-0.0638063850513
ACH-000350,0.0859771306996
ACH-000352,-0.04429770659030001
ACH-000356,-0.44649745853399997
ACH-000361,-0.25927250190900003
ACH-000362,-0.168236150224
ACH-000363,0.043467500301900004
ACH-000364,-0.39316589918399997
ACH-000365,-0.243803289714
ACH-000366,-0.226786102042
ACH-000368,-0.46660243648999994
ACH-000374,-0.544111473725
ACH-000375,-0.179402501666
ACH-000376,-0.22362468262
ACH-000381,-0.5129371300209999
ACH-000383,-0.346568545
ACH-000387,-0.267860554136
ACH-000389,-0.30946014874600003
ACH-000390,-0.330057763595
ACH-000393,-0.18525561245000002
ACH-000395,-0.6198922280170001
ACH-000397,-0.310986402953
ACH-000401,-0.38237991020499995
ACH-000402,-0.773570424499
ACH-000403,-0.24422992716800002
ACH-000404,-0.272427099813
ACH-000406,-0.0913233154674
ACH-000407,-0.43000482536799994
ACH-000408,-0.6773315162279999
ACH-000410,-0.04800263315930001
ACH-000411,-0.0994657379556
ACH-000414,-0.140737928635
ACH-000415,-0.578811568159
ACH-000416,-0.207580264055
ACH-000420,-0.556724490725
ACH-000421,-0.277790531139
ACH-000424,-0.063361524955
ACH-000425,-0.209034833711
ACH-000426,-0.360947591772
ACH-000427,-0.304212872913
ACH-000433,-0.366114065664
ACH-000436,-0.218688952425
ACH-000444,-0.137930193068
ACH-000445,-0.397489230269
ACH-000448,-0.237559843881
ACH-000450,-0.18351947418099998
ACH-000452,-0.492079187614
ACH-000454,-0.22142380700800002
ACH-000458,-0.37653280718500004
ACH-000459,-0.00732451866096
ACH-000460,-0.45485431293899997
ACH-000461,-0.6448604075419999
ACH-000463,-0.17724021461199999
ACH-000464,-0.396169721206
ACH-000466,-0.63828448657
ACH-000467,-0.23208440071800002
ACH-000468,-0.373444408079
ACH-000469,-0.366946264161
ACH-000470,-0.390247177623
ACH-000471,-0.144609245416
ACH-000472,-0.307798181633
ACH-000473,-0.24011460230999998
ACH-000475,-0.19730283016300001
ACH-000476,-0.23493319211199998
ACH-000477,-0.37653343370700004
ACH-000480,-0.402678568907
ACH-000481,-0.146939685231
ACH-000483,-0.114288706878
ACH-000484,-0.310951967941
ACH-000485,-0.027126885271200003
ACH-000486,-0.39100033526999994
ACH-000487,-0.168332957042
ACH-000488,-0.319443011647
ACH-000490,-0.33870351046499997
ACH-000491,-0.43437973510399996
ACH-000495,-0.447460836886
ACH-000496,-0.148500606507
ACH-000499,-0.0571212472676
ACH-000500,-0.7530535622910001
ACH-000502,-0.278296186047
ACH-000503,-0.42618866083000007
ACH-000505,-0.26945895454999996
ACH-000507,-0.0831670097975
ACH-000510,-0.19721245259
ACH-000511,-0.43690465665100003
ACH-000512,-0.32138460378600003
ACH-000516,-0.302636580702
ACH-000517,-0.323912518464
ACH-000518,-0.330069534282
ACH-000520,-0.5420860791409999
ACH-000521,-0.292865675106
ACH-000522,-0.328902281044
ACH-000524,-0.257564771406
ACH-000527,-0.101941435234
ACH-000528,-0.223698254226
ACH-000537,-0.195077675971
ACH-000541,-0.338131410159
ACH-000542,-0.244501791303
ACH-000544,-0.411767404741
ACH-000545,-0.267939643625
ACH-000547,-0.5563304802929999
ACH-000548,-0.39076157733000005
ACH-000549,-0.371984237098
ACH-000550,0.095897099091
ACH-000552,-0.21894502679400002
ACH-000556,-0.36523212738000005
ACH-000557,0.09806670241419999
ACH-000570,-0.271392976184
ACH-000571,-0.1121870284
ACH-000573,-0.22613091194499998
ACH-000576,-0.10841946462600001
ACH-000580,-0.429791051381
ACH-000584,-0.18084432241700002
ACH-000585,-0.247534728394
ACH-000588,-0.185915646666
ACH-000589,-0.275363386391
ACH-000591,-0.15557960143400001
ACH-000593,-0.135051733571
ACH-000600,-0.38868478673
ACH-000601,-0.203291165517
ACH-000604,-0.281202671129
ACH-000605,-0.139935669206
ACH-000606,-0.529792893967
ACH-000608,-0.353697633976
ACH-000614,-0.412952551255
ACH-000616,-0.252006964177
ACH-000618,-0.548272255521
ACH-000619,-0.573534023166
ACH-000620,-0.17558035209800002
ACH-000621,-0.362512098496
ACH-000622,-0.16968698286400002
ACH-000623,-0.264143096227
ACH-000624,-0.33841626126999996
ACH-000627,-0.15223347911
ACH-000630,-0.412128132037
ACH-000632,-0.272858067742
ACH-000633,-0.400992580741
ACH-000637,-0.381376382728
ACH-000638,-0.504691076861
ACH-000646,-0.013295157927899998
ACH-000647,-0.167377270139
ACH-000648,-0.26264520059999996
ACH-000649,-0.384888671312
ACH-000651,-0.251539195732
ACH-000652,-0.151249559835
ACH-000653,-0.47716248199199995
ACH-000657,-0.233178313874
ACH-000658,-0.012349141672799999
ACH-000661,-0.702108036269
ACH-000662,-0.771475098896
ACH-000663,-0.150789832004
ACH-000665,-0.468758040861
ACH-000671,0.14386980478
ACH-000673,-0.23342415737599997
ACH-000676,-0.214020172885
ACH-000677,-0.20327988269000002
ACH-000681,0.183813558627
ACH-000682,-0.313368121323
ACH-000683,-0.278278325841
ACH-000684,-0.383061576397
ACH-000688,-0.252958162908
ACH-000693,-0.32434600074000003
ACH-000694,-0.30739843384599996
ACH-000695,-0.0670637258199
ACH-000696,-0.146386829255
ACH-000697,-0.276487216424
ACH-000699,-0.28141592344300004
ACH-000701,0.0858888001111
ACH-000706,-0.221241928916
ACH-000711,-0.33268015048
ACH-000713,-0.41542462219400006
ACH-000714,-0.0642352168954
ACH-000718,-0.471161213306
ACH-000720,-0.424804463899
ACH-000721,-0.244895618097
ACH-000724,-0.18878058339499998
ACH-000725,-0.27776261217500003
ACH-000732,-0.642138092903
ACH-000734,-0.24319113944200002
ACH-000735,-0.307998501562
ACH-000736,-0.6730641434360001
ACH-000738,-0.387807385574
ACH-000746,-0.144959004815
ACH-000747,-0.24243370379299997
ACH-000748,-0.202333529222
ACH-000753,-0.237344114575
ACH-000756,-0.315614599993
ACH-000757,-0.34258042714599996
ACH-000758,-0.37015950935999997
ACH-000760,-0.314624233801
ACH-000763,-0.115403840648
ACH-000764,-0.326729175416
ACH-000765,-0.590369493286
ACH-000766,-0.197327691654
ACH-000767,-0.19738490513300003
ACH-000768,-0.354070861654
ACH-000769,-0.196803696651
ACH-000770,-0.38642123934600003
ACH-000771,-0.159068025321
ACH-000773,-0.331992012934
ACH-000776,-0.415852006128
ACH-000777,-0.127131542433
ACH-000778,-0.532498580633
ACH-000781,-0.0653581769649
ACH-000782,-0.579221541021
ACH-000783,-0.652979194358
ACH-000784,-0.154230237402
ACH-000785,-0.0679501058542
ACH-000787,-0.266816477352
ACH-000788,-0.283332690986
ACH-000791,-0.243113823224
ACH-000792,-0.430952315263
ACH-000794,-0.666721543676
ACH-000796,-0.0460845842687
ACH-000799,-0.0619106971195
ACH-000800,-0.174197894153
ACH-000802,-0.333658037293
ACH-000804,-0.235616058312
ACH-000805,-0.319596147574
ACH-000809,-0.246011070274
ACH-000810,-0.144789323192
ACH-000811,-0.357274901202
ACH-000817,0.140471594704
ACH-000819,-0.161085048728
ACH-000820,-0.540467478669
ACH-000821,-0.382546388383
ACH-000822,-0.8705355056919999
ACH-000823,-0.27169464300900004
ACH-000824,-0.398067670277
ACH-000827,-0.17773202822099998
ACH-000829,-0.36068959882
ACH-000831,-0.433754048784
ACH-000832,-0.5352240376990001
ACH-000833,-0.398035431265
ACH-000834,-0.366862480371
ACH-000835,-0.347601423772
ACH-000836,-0.309483840412
ACH-000837,-0.271587586113
ACH-000838,-0.051053937054000006
ACH-000839,-0.6906419254549999
ACH-000840,-0.6989240923260001
ACH-000841,-0.245603512379
ACH-000843,-0.16640692077299998
ACH-000846,-0.383743466726
ACH-000847,-0.291890271435
ACH-000848,-0.26421405292
ACH-000849,-0.30088229815900003
ACH-000851,-0.334131136202
ACH-000855,-0.12573289681
ACH-000856,-0.20005335605
ACH-000858,-0.20024089563499997
ACH-000859,-0.316494741538
ACH-000861,-0.196223667167
ACH-000862,-0.0321861765286
ACH-000865,-0.13848279338
ACH-000866,-0.341624781557
ACH-000867,-0.155802692409
ACH-000869,-0.198754221831
ACH-000872,-0.41387015743199995
ACH-000873,-0.134167057723
ACH-000876,-0.203660942296
ACH-000878,-0.131491360129
ACH-000880,-0.581210981502
ACH-000881,-0.29611095226
ACH-000882,-0.22843527205800002
ACH-000884,-0.111547590633
ACH-000885,-0.312658064013
ACH-000887,-0.34238055948299995
ACH-000888,-0.13394150427999998
ACH-000889,-0.390619114537
ACH-000890,-0.769282957429
ACH-000896,-0.34727652142
ACH-000898,-0.09330233940209999
ACH-000900,-0.520505864969
ACH-000901,-0.506369832219
ACH-000905,-0.268552826908
ACH-000906,-0.230447327947
ACH-000907,-0.227773697648
ACH-000910,0.036139342455300004
ACH-000911,-0.36804595161200004
ACH-000912,-0.513034070015
ACH-000913,-0.258403029735
ACH-000915,-0.165974241478
ACH-000916,-0.473878022118
ACH-000917,-0.503182151915
ACH-000921,-0.418926268179
ACH-000924,-0.16206361779200001
ACH-000926,-0.0166646889357
ACH-000928,-0.466828628674
ACH-000929,-0.25872681242600004
ACH-000932,-0.274616013379
ACH-000935,-0.35049952624700004
ACH-000936,-0.55145120626
ACH-000937,-0.499442247909
ACH-000938,-0.349153407497
ACH-000939,-0.261490797108
ACH-000941,-0.354245512482
ACH-000943,-0.522492830403
ACH-000946,-0.571205317038
ACH-000947,-0.261884599045
ACH-000948,-0.374306194097
ACH-000950,0.16326548431399998
ACH-000953,-0.737497064648
ACH-000957,-0.671607991658
ACH-000958,-0.450146806972
ACH-000960,-0.309324865164
ACH-000963,-0.433989415177
ACH-000968,-0.373195891828
ACH-000969,-0.441623586307
ACH-000973,-0.316060856606
ACH-000974,-0.334339469674
ACH-000975,-0.18495919076099998
ACH-000976,-0.384701515637
ACH-000978,-0.7672879174799999
ACH-000980,-0.202622766446
ACH-000984,-0.303829271435
ACH-000986,-0.49961136236500003
ACH-000988,-0.16287179597
ACH-000993,-0.226178383908
ACH-000994,-0.264667870289
ACH-000996,-0.361034151061
ACH-001001,-0.39728300869000005
ACH-001020,-0.694417275169
ACH-001028,-0.165361636049
ACH-001031,-0.24510786336399998
ACH-001038,-0.188488508583
ACH-001048,-0.269978100023
ACH-001050,-0.23853110333900002
ACH-001053,-0.18600085719
ACH-001054,-0.14875437357000001
ACH-001061,-0.288073598263
ACH-001067,-0.139616718126
ACH-001075,-0.257622151771
ACH-001096,-0.0392943017818
ACH-001128,-0.420799373069
ACH-001134,-0.31019651406800003
ACH-001151,-0.41659244021700004
ACH-001163,-0.459383371381
ACH-001164,-0.159784785385
ACH-001173,-0.377530368746
ACH-001183,-0.0375670114217
ACH-001184,0.0990256832643
ACH-001190,-0.613540721971
ACH-001192,0.0862216862379
ACH-001193,-0.251779943723
ACH-001196,0.049438618530099995
ACH-001197,-1.00505765615
ACH-001205,0.033421947987700006
ACH-001211,0.11550987746099999
ACH-001212,-0.40310061842100003
ACH-001228,-0.24880016252599998
ACH-001232,-0.167588940951
ACH-001239,-0.122379319005
ACH-001274,-0.277246778763
ACH-001275,-0.161147841771
ACH-001277,-0.39718337405299997
ACH-001278,-0.0041505179721500005
ACH-001280,-0.15457519186899998
ACH-001283,-0.15715030390999998
ACH-001289,-0.5634035052699999
ACH-001295,-0.133289602456
ACH-001300,-0.158186881522
ACH-001301,-0.367668574377
ACH-001302,-0.10705004874500001
ACH-001303,0.124819832437
ACH-001306,-0.3402272524
ACH-001318,-0.331289259629
ACH-001322,-0.523150299924
ACH-001328,-0.11063406543099999
ACH-001332,0.07960610459369999
ACH-001333,-0.30957098616
ACH-001336,-0.370437152279
ACH-001340,-0.194622501476
ACH-001346,-0.433553688322
ACH-001353,-0.250567230732
ACH-001354,-0.07929212404830001
ACH-001367,-0.149021252981
ACH-001368,-0.36508409313699997
ACH-001374,-0.25257912389000003
ACH-001375,-0.277590721285
ACH-001377,-0.30622354704599997
ACH-001380,-0.444624228767
ACH-001391,-0.360629801039
ACH-001407,-0.208064271496
ACH-001408,-0.5238069596130001
ACH-001413,-0.420188693752
ACH-001430,-0.322739564531
ACH-001431,0.204584514943
ACH-001450,-0.365370352527
ACH-001496,-0.23947141552700002
ACH-001500,-0.0174823940183
ACH-001521,-0.386633407579
ACH-001523,-0.208818582493
ACH-001532,-0.191176906584
ACH-001536,-0.154780056474
ACH-001550,-0.396527466347
ACH-001552,-0.30140504033599996
ACH-001554,-0.340215245669
ACH-001645,-0.203033756991
ACH-001654,-0.325446102877
ACH-001715,-0.41798806589500004
ACH-001735,-0.24227291358800002
ACH-001736,-0.42748604357299996
ACH-001737,-0.2810466869
ACH-001740,-0.179817916247
ACH-001745,-0.180180110677
ACH-001750,-0.251707835479
ACH-001765,-0.239433937936
ACH-001956,-0.330070187977
ACH-001957,-0.33791682834700004
