,UBE2F (140739)
ACH-000004,-0.040664453984199996
ACH-000007,0.029326030133899998
ACH-000009,0.265826403258
ACH-000011,0.545430163779
ACH-000012,-0.029550846675
ACH-000013,0.0547951092406
ACH-000014,0.151027032797
ACH-000015,0.148218966775
ACH-000017,-0.623567840261
ACH-000018,0.127540380364
ACH-000019,0.0337449414256
ACH-000021,-0.18111091014000003
ACH-000022,-0.0593198934404
ACH-000025,0.207645028437
ACH-000028,0.0344983449325
ACH-000030,-1.23712475082
ACH-000035,0.267604691299
ACH-000036,0.010064012410899999
ACH-000037,0.116434735052
ACH-000039,-0.25599189445799997
ACH-000040,0.162270604798
ACH-000041,0.246292757748
ACH-000042,0.130794010447
ACH-000045,0.124241040047
ACH-000047,0.312757167982
ACH-000052,-0.161625618499
ACH-000053,-0.16671972629100001
ACH-000054,-0.093769759368
ACH-000055,-0.181173345542
ACH-000060,0.6573715032859999
ACH-000067,0.18364681861499998
ACH-000070,0.231364562047
ACH-000075,0.23129494605700002
ACH-000078,-0.45118114057899994
ACH-000082,0.141571222275
ACH-000085,0.0280051203973
ACH-000086,-0.00922941539277
ACH-000087,-0.14487671216700002
ACH-000092,-0.37968002303599996
ACH-000095,0.09990855562449999
ACH-000097,-0.147001201946
ACH-000098,0.26304939791299997
ACH-000099,0.19011451828200002
ACH-000108,-0.0492631666364
ACH-000113,0.236665964103
ACH-000115,-0.182522198789
ACH-000116,-0.239029627831
ACH-000118,0.14118689595699999
ACH-000120,0.293172647149
ACH-000123,0.17533902707199997
ACH-000127,-0.0263471000316
ACH-000128,0.0127602967041
ACH-000132,0.05861634332000001
ACH-000133,-0.0701092225892
ACH-000137,0.260493004232
ACH-000138,0.154279200729
ACH-000142,0.00028013316315299996
ACH-000143,0.551444616058
ACH-000146,-0.0721968805567
ACH-000148,0.009317814412870001
ACH-000150,-0.132467482713
ACH-000152,0.159292179364
ACH-000153,0.153845431921
ACH-000159,0.158607375588
ACH-000160,0.0758646453606
ACH-000163,-0.11868766400999999
ACH-000167,0.0906110602236
ACH-000168,0.0732025368974
ACH-000169,0.06623561847989999
ACH-000178,-0.00425194325243
ACH-000182,-0.0291582327874
ACH-000183,-0.202995013362
ACH-000188,0.0171619701933
ACH-000189,-0.0996179237664
ACH-000190,-0.489168986391
ACH-000198,-0.087494287552
ACH-000204,0.15956775915100002
ACH-000206,0.202542941065
ACH-000207,0.260135429854
ACH-000211,0.193265574064
ACH-000215,0.144234996221
ACH-000221,0.032287045235099995
ACH-000222,0.19865268465799998
ACH-000223,-0.38626058276999997
ACH-000226,0.0034773678484799997
ACH-000227,0.0625992775915
ACH-000228,0.212833085478
ACH-000231,-0.107820569796
ACH-000232,0.0557336055159
ACH-000233,-0.12180117812300001
ACH-000234,0.152890558999
ACH-000235,0.0351814095936
ACH-000237,-0.0957659699862
ACH-000238,-0.0361700609733
ACH-000243,-0.11881378771199999
ACH-000244,0.0563992943711
ACH-000246,0.0122868326477
ACH-000248,-0.0213416967753
ACH-000250,0.295033534835
ACH-000251,0.189924114107
ACH-000253,-0.0683314004887
ACH-000255,0.151252538949
ACH-000256,-0.16172284389699998
ACH-000257,-0.259327113635
ACH-000258,-0.32160105096
ACH-000259,0.191296157777
ACH-000260,0.323672875109
ACH-000261,0.0966510243228
ACH-000262,-0.309114889568
ACH-000263,0.164112227267
ACH-000264,-0.043870872481199995
ACH-000265,-0.0770881767051
ACH-000266,0.706567087585
ACH-000272,0.129155685687
ACH-000273,-0.183515107553
ACH-000274,0.009860948540629999
ACH-000277,0.07910040899660001
ACH-000278,0.257157537351
ACH-000279,0.26814019416499996
ACH-000280,0.769371717379
ACH-000281,0.348405775391
ACH-000288,-0.216905044991
ACH-000291,0.09106962810360002
ACH-000293,-0.0534127173577
ACH-000294,0.135459214761
ACH-000295,0.044303345947699996
