,RTN4RL2 (349667)
ACH-000004,0.111449067104
ACH-000007,-0.356601489205
ACH-000009,-0.050715987798199996
ACH-000011,-0.436823476241
ACH-000012,-0.25305890090300004
ACH-000013,-0.11238972457
ACH-000014,0.133000857522
ACH-000015,-0.16806045016100002
ACH-000017,-0.15459106267699999
ACH-000018,-0.136091633442
ACH-000019,-0.050966707738500004
ACH-000021,-0.26441352665199996
ACH-000022,-0.149214961529
ACH-000025,-0.0468860700293
ACH-000028,-0.222664091836
ACH-000030,-0.150153641398
ACH-000035,-0.297690537742
ACH-000036,0.015400421726299999
ACH-000037,-0.190153690235
ACH-000039,-0.08234891255480001
ACH-000040,-0.255236678142
ACH-000041,-0.147858970956
ACH-000042,-0.20111958457
ACH-000045,0.0314719476687
ACH-000047,-0.269510006713
ACH-000052,-0.182321830607
ACH-000053,-0.181047555728
ACH-000054,-0.113366462914
ACH-000055,-0.137487999956
ACH-000060,-0.127130583256
ACH-000067,-0.121047170341
ACH-000070,-0.14582623913599999
ACH-000075,-0.42537102637400004
ACH-000078,-0.155397908213
ACH-000082,-0.40326195619499994
ACH-000085,-0.232108927558
ACH-000086,-0.36884276699699997
ACH-000087,-0.08894360070879999
ACH-000092,-0.317214556598
ACH-000095,-0.167172102185
ACH-000097,-0.253383552905
ACH-000098,-0.102045628743
ACH-000099,-0.09475598400080001
ACH-000108,-0.240788964924
ACH-000113,-0.293663033889
ACH-000115,-0.113940107783
ACH-000116,-0.13135140268200002
ACH-000118,-0.371602523433
ACH-000120,-0.18884564819699998
ACH-000123,-0.24352717813799998
ACH-000127,-0.0756968596578
ACH-000128,-0.19111908107099998
ACH-000132,-0.17884846106600003
ACH-000133,-0.406188145705
ACH-000137,-0.24853143017700002
ACH-000138,-0.20845639015
ACH-000142,-0.32961968363899996
ACH-000143,-0.46160296365000003
ACH-000146,-0.125155417979
ACH-000148,-0.10250283671
ACH-000150,-0.181942615174
ACH-000152,-0.109929768576
ACH-000153,-0.406499046857
ACH-000159,-0.179617387484
ACH-000160,-0.477338424472
ACH-000163,-0.211477078505
ACH-000167,-0.552875188603
ACH-000168,-0.08349815838750001
ACH-000169,-0.223562261386
ACH-000178,-0.21966840663000003
ACH-000182,-0.192108602911
ACH-000183,-0.39153775811700003
ACH-000188,-0.5044595365300001
ACH-000189,-0.262790798158
ACH-000190,-0.0579972351008
ACH-000198,-0.104701046137
ACH-000204,-0.265535448472
ACH-000206,-0.36101164175399997
ACH-000207,-0.247403516077
ACH-000211,-0.292378752887
ACH-000215,-0.18277023483
ACH-000221,-0.16934994610800003
ACH-000222,-0.325809214848
ACH-000223,-0.296355744426
ACH-000226,-0.255928602527
ACH-000227,-0.19898278639699998
ACH-000228,-0.262441080802
ACH-000231,-0.21092652642700002
ACH-000232,-0.252718468345
ACH-000233,-0.0892035044913
ACH-000234,-0.0741874864158
ACH-000235,-0.24565822235399998
ACH-000237,-0.26362710147
ACH-000238,-0.19943828027399998
ACH-000243,-0.238219437236
ACH-000244,-0.28456273554
ACH-000246,-0.212912579503
ACH-000248,0.0793973824653
ACH-000250,-0.264597029966
ACH-000251,-0.358446550368
ACH-000253,-0.25223513831300004
ACH-000255,-0.156901538894
ACH-000256,-0.202561990211
ACH-000257,0.0535573701018
ACH-000258,-0.170610135398
ACH-000259,-0.33883722844499997
ACH-000260,-0.20367559136799998
ACH-000261,-0.343563424034
ACH-000262,-0.362533271734
ACH-000263,0.0325869586234
ACH-000264,-0.310884854014
ACH-000265,-0.320699768742
ACH-000266,-0.20695646268399998
ACH-000272,-0.09258710346619999
ACH-000273,-0.157588004694
ACH-000274,-0.15084889260700002
ACH-000277,-0.325336825015
ACH-000278,-0.0288514224835
ACH-000279,-0.106544931264
ACH-000280,-0.053009573838499996
ACH-000281,-0.328395105328
ACH-000288,-0.151371098475
ACH-000291,-0.129382449069
ACH-000293,-0.33419745777
ACH-000294,-0.117912487006
ACH-000295,-0.0800031597197
ACH-000296,-0.0738431532783
ACH-000302,-0.207548338691
ACH-000304,-0.251702844857
ACH-000307,-0.198615524243
ACH-000308,-0.402865658235
ACH-000310,-0.0442727095076
ACH-000311,-0.165883773435
ACH-000312,-0.278729593973
ACH-000315,-0.359587058111
ACH-000316,-0.325288704634
ACH-000317,-0.504455135072
ACH-000318,-0.5541668519080001
ACH-000319,-0.23603293855000002
ACH-000320,-0.183288816716
ACH-000322,-0.161204483524
ACH-000323,-0.235526867188
ACH-000324,-0.229647903809
ACH-000329,0.0191670961865
ACH-000330,-0.11032150726199999
ACH-000331,-0.40841367237
ACH-000332,-0.21171181605999997
ACH-000334,-0.08299885049530001
ACH-000335,-0.324226957382
ACH-000336,0.0292372910469
ACH-000337,-0.249442121805
ACH-000339,-0.173221787764
ACH-000341,-0.26186608397100003
ACH-000348,-0.0658501833367
ACH-000350,-0.0755362862871
ACH-000352,-0.19948684408
ACH-000356,-0.24565262456300002
ACH-000361,-0.262586406813
ACH-000362,-0.200853586589
ACH-000363,-0.253450474339
ACH-000364,-0.256248493609
ACH-000365,-0.22617565711800003
ACH-000366,-0.39318654611500004
ACH-000368,-0.189852259322
ACH-000374,-0.21854557996500001
ACH-000375,-0.09559207887260002
ACH-000376,-0.278066248023
ACH-000381,-0.205424779448
ACH-000383,-0.047639751602
ACH-000387,-0.172306097464
ACH-000389,-0.27365671499099997
ACH-000390,-0.116551837051
ACH-000393,-0.186260141879
ACH-000395,-0.149986876648
ACH-000397,-0.257135433142
ACH-000401,-0.08059456117989999
ACH-000402,-0.33450950598
ACH-000403,-0.132366511904
ACH-000404,-0.293902849379
ACH-000406,-0.25387766566500003
ACH-000407,-0.131379824861
ACH-000408,-0.631996745283
ACH-000410,-0.33843409477200004
ACH-000411,-0.167243722032
ACH-000414,-0.283830754522
ACH-000415,-0.443702931472
ACH-000416,-0.146605410651
ACH-000420,-0.243255234354
ACH-000421,-0.150427370084
ACH-000424,-0.393991480301
ACH-000425,-0.126309471083
ACH-000426,-0.159611696242
ACH-000427,-0.132273647772
ACH-000433,-0.539555138227
ACH-000436,-0.17384480865
ACH-000444,-0.257573950351
ACH-000445,-0.263135908835
ACH-000448,-0.331470996345
ACH-000450,-0.0886914357858
ACH-000452,-0.258728192814
ACH-000454,-0.15161124121
ACH-000458,-0.24218949155000002
ACH-000459,-0.29874200882199997
ACH-000460,-0.11603913745100002
ACH-000461,-0.135152060885
ACH-000463,-0.34488082609399995
ACH-000464,-0.215284642075
ACH-000466,-0.104076928196
