,STRN4 (29888)
ACH-000004,-0.059153035421699994
ACH-000007,-0.21010771132199998
ACH-000009,-0.368035432918
ACH-000011,-0.160171074461
ACH-000012,-0.18939568789099998
ACH-000013,-0.28388046740899997
ACH-000014,-0.303474772771
ACH-000015,-0.17037098397599998
ACH-000017,-0.151951540646
ACH-000018,-0.00334021248681
ACH-000019,-0.356206678908
ACH-000021,-0.16217112729
ACH-000022,-0.16119157434599998
ACH-000025,-0.0806773004137
ACH-000028,-0.286952755404
ACH-000030,-0.21347134602899998
ACH-000035,-0.41816117703
ACH-000036,-0.135201936639
ACH-000037,-0.0824809375099
ACH-000039,0.009126142043610001
ACH-000040,-0.259241479915
ACH-000041,-0.21560031299000001
ACH-000042,-0.17779437229400002
ACH-000045,-0.16937513246
ACH-000047,-0.133843018342
ACH-000052,-0.09481126355080001
ACH-000053,-0.333147897423
ACH-000054,-0.389063010065
ACH-000055,0.0676467698809
ACH-000060,-0.16027149359
ACH-000067,-0.15872426354
ACH-000070,-0.08204728935060002
ACH-000075,-0.11334513
ACH-000078,-0.0546661705258
ACH-000082,-0.23580477439599998
ACH-000085,-0.36958579504600003
ACH-000086,-0.304640969916
ACH-000087,-0.350017295516
ACH-000092,-0.299995198236
ACH-000095,-0.135697974183
ACH-000097,-0.163709580429
ACH-000098,-0.334904453942
ACH-000099,-0.262581824021
ACH-000108,-0.38567404723000004
ACH-000113,-0.10402130999
ACH-000115,-0.129548987051
ACH-000116,-0.127958597251
ACH-000118,-0.27732406855999997
ACH-000120,-0.09122382690030001
ACH-000123,-0.19286166696499998
ACH-000127,-0.20170401095100002
ACH-000128,-0.333422231786
ACH-000132,-0.172286959296
ACH-000133,-0.05173848787219999
ACH-000137,-0.39953144513899996
ACH-000138,-0.261814808814
ACH-000142,-0.07099534851919999
ACH-000143,-0.309184177341
ACH-000146,-0.255185390585
ACH-000148,-0.0393188732916
ACH-000150,-0.0889286104833
ACH-000152,-0.131872180189
ACH-000153,-0.033182852525
ACH-000159,-0.315852749213
ACH-000160,-0.0782624093745
ACH-000163,-0.049736546179300005
ACH-000167,-0.121890984956
ACH-000168,-0.260938839199
ACH-000169,-0.20246617777800002
ACH-000178,-0.0339200100061
ACH-000182,-0.287531823136
ACH-000183,-0.180775112026
ACH-000188,-0.0321188566245
ACH-000189,-0.0590504378514
ACH-000190,-0.164616290972
ACH-000198,-0.294701066202
ACH-000204,-0.47565406173299996
ACH-000206,-0.179843073662
ACH-000207,-0.120700040459
ACH-000211,-0.216608179799
ACH-000215,-0.151221278161
ACH-000221,-0.573659074472
ACH-000222,-0.361827797294
ACH-000223,-0.166850362952
ACH-000226,-0.0704600313491
ACH-000227,-0.159046928876
ACH-000228,-0.161106707702
ACH-000231,-0.177029219969
ACH-000232,-0.0942605028807
ACH-000233,-0.132741798741
ACH-000234,-0.324508894981
ACH-000235,-0.21042183999000003
ACH-000237,-0.21931363772799997
ACH-000238,-0.10126464319499999
ACH-000243,-0.25692674752300004
ACH-000244,-0.14740538429199998
ACH-000246,-0.0958975721015
ACH-000248,-0.0965886770048
ACH-000250,-0.19815597326499998
ACH-000251,-0.266553696532
ACH-000253,-0.402759801506
ACH-000255,-0.153197062463
ACH-000256,-0.44484138642399995
ACH-000257,-0.220366146104
ACH-000258,-0.0165803739287
ACH-000259,-0.19235026148899997
ACH-000260,-0.326427353504
ACH-000261,-0.140695594662
ACH-000262,-0.740467866226
ACH-000263,-0.17447978978
ACH-000264,-0.19725187182700002
ACH-000265,-0.30346929963799996
ACH-000266,-0.253808903646
ACH-000272,-0.08767850726189999
ACH-000273,-0.246570887369
ACH-000274,-0.1208093788
ACH-000277,-0.263876365558
ACH-000278,-0.367506074912
ACH-000279,-0.137640676102
ACH-000280,-0.477439643043
ACH-000281,-0.107047816516
ACH-000288,-0.0344453350838
ACH-000291,-0.384884467551
ACH-000293,-0.246386270806
ACH-000294,-0.670106102925
ACH-000295,-0.301662969532
ACH-000296,-0.16770575296499998
ACH-000302,-0.34913061908299997
ACH-000304,-0.186175620979
ACH-000307,-0.146011577045
ACH-000308,-0.288503767424
ACH-000310,0.101304830013
ACH-000311,-0.248786981748
ACH-000312,-0.161427709459
ACH-000315,-0.467755366292
ACH-000316,-0.0364036468357
ACH-000317,-0.157141329443
ACH-000318,-0.239798915636
ACH-000319,-0.424870225704
ACH-000320,0.141143097244
ACH-000322,-0.250196441549
ACH-000323,-0.014768117331900001
ACH-000324,-0.215920136289
ACH-000329,-0.268196745562
ACH-000330,0.089963221993
ACH-000331,-0.192116199663
ACH-000332,-0.22381025398200002
ACH-000334,-0.5458695162389999
ACH-000335,-0.313773895536
ACH-000336,-0.30761694047
ACH-000337,0.062160122401300005
ACH-000339,-0.18155221829799997
ACH-000341,-0.142050600122
ACH-000348,-0.0984799946939
ACH-000350,-0.00677887091104
ACH-000352,-0.150811813751
ACH-000356,-0.35531851913400003
ACH-000361,-0.41748068290299994
ACH-000362,-0.18349080637899998
ACH-000363,0.018462936032200002
ACH-000364,-0.0493918100816
ACH-000365,-0.142227731019
ACH-000366,-0.38442829482699997
ACH-000368,-0.117396923474
ACH-000374,0.0609677849828
ACH-000375,-0.0729821325164
ACH-000376,-0.220220869298
ACH-000381,-0.301637698119
ACH-000383,-0.328991741543
ACH-000387,-0.207371176909
ACH-000389,-0.455689065572
ACH-000390,-0.024586578206500002
ACH-000393,-0.0912922962601
ACH-000395,-0.450806378078
ACH-000397,-0.451846750294
ACH-000401,-0.37053543384099996
ACH-000402,-0.315990312284
ACH-000403,-0.245105578988
ACH-000404,0.0409089758514
ACH-000406,-0.167132287006
ACH-000407,-0.223996048448
ACH-000408,-0.257634817166
ACH-000410,-0.103898546767
ACH-000411,-0.274927460199
ACH-000414,-0.192122711256
ACH-000415,-0.14792956658099998
ACH-000416,-0.222378816637
ACH-000420,-0.613416892982
ACH-000421,-0.264104996918
ACH-000424,-0.525834522844
ACH-000425,-0.269946387992
ACH-000426,-0.155240865513
ACH-000427,-0.110875763839
ACH-000433,-0.148310287783
ACH-000436,-0.368131957068
ACH-000444,-0.254203483127
ACH-000445,-0.171177377452
ACH-000448,-0.33876308440499997
ACH-000450,-0.10310308416000001
ACH-000452,-0.286855745806
ACH-000454,-0.235565509208
ACH-000458,-0.292759456195
ACH-000459,-0.11354897525100001
ACH-000460,-0.161653250198
ACH-000461,-0.18815329166499997
ACH-000463,-0.35182177954000005
ACH-000464,-0.235713784361
ACH-000466,-0.277855866435
ACH-000467,-0.18849595234799998
ACH-000468,-0.17629691597199998
ACH-000469,-0.49232704556100004
ACH-000470,-0.32174151443000004
ACH-000471,-0.0968343073704
ACH-000472,-0.29047573695
ACH-000473,-0.172106747122
ACH-000475,-0.11601752596100001
ACH-000476,-0.27257768823199996
ACH-000477,-0.179076342252
ACH-000480,-0.208820851783
ACH-000481,-0.259326623347
ACH-000483,-0.24183869259500002
ACH-000484,-0.458369777646
ACH-000485,-0.0659544832016
ACH-000486,-0.376875671403
ACH-000487,-0.227081029431
ACH-000488,-0.0499210937108
ACH-000490,-0.0978308054982
ACH-000491,-0.06782507581450001
ACH-000495,-0.216474856855
ACH-000496,-0.049337067185899995
ACH-000499,-0.442370358423
ACH-000500,0.09548135534919999
ACH-000502,-0.22575325022700002
ACH-000503,-0.518799375527
ACH-000505,-0.170116288132
ACH-000507,-0.131058957393
ACH-000510,-0.400321786917
ACH-000511,-0.0446667444522
ACH-000512,-0.087112839007
ACH-000516,-0.335102484039
ACH-000517,-0.298567273451
ACH-000518,-0.335892878495
ACH-000520,-0.0679452425817
ACH-000521,-0.113138908949
ACH-000522,-0.125266306404
ACH-000524,-0.268351051028
ACH-000527,-0.289347814901
ACH-000528,-0.0913115399221
ACH-000537,-0.136600020298
ACH-000541,-0.10228756545499999
ACH-000542,-0.19293596695300003
ACH-000544,-0.08347787621660001
ACH-000545,-0.16525476722100002
ACH-000547,-0.122773046686
ACH-000548,-0.109712993786
ACH-000549,-0.037292934776800006
ACH-000550,-0.19492425302299998
ACH-000552,-0.31868909649
ACH-000556,-0.20896813734499997
ACH-000557,-0.18688207497200002
ACH-000570,-0.16845106817699998
ACH-000571,-0.150373386976
ACH-000573,-0.231320246343
ACH-000576,-0.0850200512623
ACH-000580,-0.36067930072
ACH-000584,-0.127768396884
ACH-000585,-0.370884580994
ACH-000588,-0.129314857826
ACH-000589,-0.165778441946
ACH-000591,-0.198205653033
ACH-000593,-0.23064563312
ACH-000600,-0.0958151977804
ACH-000601,-0.18579303909699998
ACH-000604,-0.294374900145
ACH-000605,-0.14381191113
ACH-000606,-0.13165857201099998
ACH-000608,-0.279487865106
ACH-000614,-0.158401001403
ACH-000616,-0.167155402767
ACH-000618,-0.14046590855399999
ACH-000619,-0.121596184592
ACH-000620,-0.193080225308
ACH-000621,-0.158583423169
ACH-000622,-0.20779995676600002
ACH-000623,-0.16310846848899999
ACH-000624,-0.258043053181
ACH-000627,-0.333367334849
ACH-000630,-0.0269290295192
ACH-000632,-0.286408737789
ACH-000633,-0.38359858331600005
ACH-000637,-0.315113807427
ACH-000638,-0.296393269104
ACH-000646,-0.24786053025199997
ACH-000647,-0.0293005771964
ACH-000648,-0.131891471529
ACH-000649,-0.100209801064
ACH-000651,-0.170647275788
ACH-000652,-0.10614320079600001
ACH-000653,-0.21831609482900002
ACH-000657,-0.191172073953
ACH-000658,-0.0441997964138
ACH-000661,-0.346157408855
ACH-000662,-0.6927555751540001
ACH-000663,-0.39035501501500003
ACH-000665,-0.153689702431
ACH-000671,-0.316083846101
ACH-000673,-0.163427113262
ACH-000676,-0.181043145388
ACH-000677,-0.17399147747000002
ACH-000681,-0.257619512491
ACH-000682,-0.1463442528
ACH-000683,-0.181535742938
ACH-000684,0.0206975682367
ACH-000688,-0.328822457485
ACH-000693,-0.13894917224199999
ACH-000694,-0.0919469643806
ACH-000695,-0.389402434838
ACH-000696,-0.16900852813900002
ACH-000697,-0.297136252765
ACH-000699,-0.357493311108
ACH-000701,-0.537770400421
ACH-000706,-0.21365250222600002
ACH-000711,-0.35258818602799996
ACH-000713,-0.270285048598
ACH-000714,-0.127465494195
ACH-000718,-0.08629931341819999
ACH-000720,-0.167137904001
ACH-000721,-0.268915382751
ACH-000724,-0.20133107684300003
ACH-000725,-0.280788662079
ACH-000732,-0.09710897168160001
ACH-000734,-0.418483179295
ACH-000735,-0.235756721312
ACH-000736,-0.165804840714
ACH-000738,-0.057729599340699995
ACH-000746,-0.243921690923
ACH-000747,-0.19083842615
ACH-000748,-0.202057240168
ACH-000753,-0.0945314399438
ACH-000756,-0.334600748673
ACH-000757,-0.255503028215
ACH-000758,-0.0124974243837
ACH-000760,-0.331246257289
ACH-000763,0.20993470447299997
ACH-000764,0.00013967499679499998
ACH-000765,-0.27687379277199997
ACH-000766,-0.185036385464
ACH-000767,-0.158745735981
ACH-000768,0.114823532738
ACH-000769,-0.25448460620499996
ACH-000770,-0.164439117682
ACH-000771,-0.124248675398
ACH-000773,-0.251451709636
ACH-000776,-0.0768034631184
ACH-000777,-0.237622178803
ACH-000778,-0.403979269414
ACH-000781,-0.19683260360399998
ACH-000782,-0.30885277660599997
ACH-000783,-0.203469247875
ACH-000784,-0.129346283252
ACH-000785,-0.0588489863119
ACH-000787,-0.361061644261
ACH-000788,-0.221413005799
ACH-000791,-0.13108360435799998
ACH-000792,-0.182932336171
ACH-000794,-0.081551181141
ACH-000796,-0.140797948687
ACH-000799,-0.165838304947
ACH-000800,-0.287147800152
ACH-000802,-0.321347296641
ACH-000804,-0.0555993980564
ACH-000805,-0.386920576324
ACH-000809,-0.338222240715
ACH-000810,-0.144495326139
ACH-000811,-0.150232411324
ACH-000817,-0.24404239715
ACH-000819,-0.231455835107
ACH-000820,0.18683428007599998
ACH-000821,-0.028446067088599997
ACH-000822,-0.380602022712
ACH-000823,-0.15366418067600002
ACH-000824,-0.40625242086400004
ACH-000827,-0.186127808721
ACH-000829,-0.0486723960106
ACH-000831,-0.11761546382799999
ACH-000832,-0.0816822098343
ACH-000833,-0.226295697878
ACH-000834,-0.08906596407950002
ACH-000835,-0.21533572815299998
ACH-000836,-0.226993744081
ACH-000837,-0.256285862915
ACH-000838,-0.349101468015
ACH-000839,0.0484685237377
ACH-000840,-0.21458704392
ACH-000841,-0.0851590636578
ACH-000843,-0.101233084926
ACH-000846,-0.17657611612
ACH-000847,-0.168291905944
ACH-000848,-0.386264200483
ACH-000849,-0.11326555479
ACH-000851,-0.16581090189
ACH-000855,-0.0253938082508
ACH-000856,-0.08281848270980001
ACH-000858,-0.338688853715
ACH-000859,-0.057027540593099994
ACH-000861,-0.123934395756
ACH-000862,-0.14546048924000002
ACH-000865,-0.208569114846
ACH-000866,-0.111716919932
ACH-000867,-0.212584646466
ACH-000869,-0.0946658927462
ACH-000872,-0.406108521388
ACH-000873,-0.113826316026
ACH-000876,-0.09179237160430001
ACH-000878,-0.380957449467
ACH-000880,-0.281520294008
ACH-000881,-0.264143149247
ACH-000882,-0.0829474003897
ACH-000884,-0.16258963469
ACH-000885,-0.161504818673
ACH-000887,-0.157383471468
ACH-000888,-0.149920234144
ACH-000889,-0.20260306689899998
ACH-000890,-0.147560416216
ACH-000896,-0.144116843064
ACH-000898,-0.302778240066
ACH-000900,-0.32328343071
ACH-000901,-0.25624228322299997
ACH-000905,-0.146741686402
ACH-000906,-0.26749952834699997
ACH-000907,-0.196878556533
ACH-000910,-0.049840866213999996
ACH-000911,-0.17485617316500002
ACH-000912,-0.18224281045899998
ACH-000913,-0.126218956716
ACH-000915,-0.193058748874
ACH-000916,-0.10051218635199999
ACH-000917,-0.36156905768200004
ACH-000921,-0.118505134875
ACH-000924,-0.196960599795
ACH-000926,-0.136438981073
ACH-000928,-0.122730680781
ACH-000929,-0.0744611988465
ACH-000932,-0.297228526659
ACH-000935,-0.254729916489
ACH-000936,-0.135486654206
ACH-000937,-0.130902393224
ACH-000938,-0.199615659695
ACH-000939,-0.13520186452299998
ACH-000941,-0.40122878459100003
ACH-000943,-0.159835282972
ACH-000946,-0.144677369118
ACH-000947,-0.0686112870861
ACH-000948,-0.24493341879099997
ACH-000950,-0.20885235420499998
ACH-000953,-0.341808936188
ACH-000957,-0.26495820971
ACH-000958,-0.0644114835058
ACH-000960,-0.246113421495
ACH-000963,-0.0640875216972
ACH-000968,-0.352023138792
ACH-000969,-0.112564067105
ACH-000973,-0.14159856812000002
ACH-000974,-0.219998164927
ACH-000975,-0.17194670686000002
ACH-000976,-0.140586967466
ACH-000978,-0.228904669813
ACH-000980,-0.238756318878
ACH-000984,-0.237309613294
ACH-000986,-0.16771759648499998
ACH-000988,-0.258236473561
ACH-000993,-0.19759890901799998
ACH-000994,-0.0692529049422
ACH-000996,-0.105162437179
ACH-001001,-0.257057308835
ACH-001020,-0.139878494272
ACH-001028,-0.229134631802
ACH-001031,-0.178696489287
ACH-001038,-0.106854471718
ACH-001048,-0.334786378776
ACH-001050,-0.23281027575100002
ACH-001053,-0.188293911588
ACH-001054,-0.278349539035
ACH-001061,-0.051536590723299996
ACH-001067,-0.32817689126
ACH-001075,-0.12265321317700001
ACH-001096,-0.14414610040200002
ACH-001128,-0.36056979686499996
ACH-001134,-0.0673119944105
ACH-001151,-0.122658848256
ACH-001163,-0.17768681008200002
ACH-001164,-0.413338193116
ACH-001173,-0.35129014103
ACH-001183,-0.042700805074500005
ACH-001184,-0.0624843407874
ACH-001190,-0.205868809501
ACH-001192,-0.278913327412
ACH-001193,0.0104799283023
ACH-001196,-0.125114448184
ACH-001197,-0.11300736700099999
ACH-001205,-0.0887294734371
ACH-001211,-0.215474883797
ACH-001212,-0.680184706636
ACH-001228,-0.112895940527
ACH-001232,0.138078289004
ACH-001239,0.147057576736
ACH-001274,-0.180878751524
ACH-001275,0.161588725081
ACH-001277,-0.261696135432
ACH-001278,0.0647909169608
ACH-001280,-0.26928034510800003
ACH-001283,0.00797179046614
ACH-001289,0.262667811964
ACH-001295,-0.135616801164
ACH-001300,-0.119309832393
ACH-001301,0.000279771510775
ACH-001302,-0.271997740306
ACH-001303,-0.24485577119000002
ACH-001306,-0.0851865514136
ACH-001318,0.0101258122681
ACH-001322,-0.247771551319
ACH-001328,-0.25248291457899996
ACH-001332,-0.369308194987
ACH-001333,-0.0507919813301
ACH-001336,-0.127194349105
ACH-001340,-0.08921122825110002
ACH-001346,-0.170683934846
ACH-001353,-0.291098479472
ACH-001354,-0.281595693533
ACH-001367,-0.0184653482034
ACH-001368,-0.278702082403
ACH-001374,-0.35551155716300004
ACH-001375,-0.061837223466099996
ACH-001377,-0.12049903862299999
ACH-001380,-0.130959714629
ACH-001391,-0.171845981926
ACH-001407,-0.30434792849500003
ACH-001408,0.115685459832
ACH-001413,-0.225171788651
ACH-001430,0.0703721987786
ACH-001431,0.0743754750872
ACH-001450,-0.13981306516
ACH-001496,-0.372042948394
ACH-001500,-0.376179269029
ACH-001521,-0.281892925849
ACH-001523,-0.142060851447
ACH-001532,-0.11064101510600001
ACH-001536,0.0261695452459
ACH-001550,-0.027158362953
ACH-001552,-0.674895564338
ACH-001554,-0.150536516461
ACH-001645,-0.213526798424
ACH-001654,-0.105748120769
ACH-001715,0.0265304220841
ACH-001735,-0.177444152721
ACH-001736,-0.17198923794399998
ACH-001737,-0.338860101894
ACH-001740,-0.32589887387899996
ACH-001745,-0.057686067145600005
ACH-001750,-0.20363907668099998
ACH-001765,-0.295721488506
ACH-001956,-0.227687328953
ACH-001957,-0.07716678094160001
