,DHX33 (56919)
ACH-000004,-1.51780865527
ACH-000007,-1.2514953869399998
ACH-000009,-1.5116263567800001
ACH-000011,-1.44596342537
ACH-000012,-1.3025059053499999
ACH-000013,-1.5195563910499998
ACH-000014,-1.29524951
ACH-000015,-1.4788268420700001
ACH-000017,-1.20065058731
ACH-000018,-1.35106790484
ACH-000019,-0.9038952774060001
ACH-000021,-1.2952579909200002
ACH-000022,-1.4965369906700001
ACH-000025,-1.03221536101
ACH-000028,-1.47715412924
ACH-000030,-1.22098083572
ACH-000035,-1.47606168545
ACH-000036,-1.2605573032100001
ACH-000037,-1.5215716154499999
ACH-000039,-1.3699198502399998
ACH-000040,-1.34449754355
ACH-000041,-1.7844495291799998
ACH-000042,-1.6603850053100002
ACH-000045,-1.5659330690200002
ACH-000047,-1.39266876353
ACH-000052,-1.2570192673
ACH-000053,-1.56761195619
ACH-000054,-1.23749796052
ACH-000055,-1.6704931202899997
ACH-000060,-1.5516041241499998
ACH-000067,-1.4190571994699999
ACH-000070,-1.04107914641
ACH-000075,-1.28700048359
ACH-000078,-1.49491445477
ACH-000082,-1.44125939329
ACH-000085,-1.7888268274599999
ACH-000086,-1.10952627787
ACH-000087,-1.32727479371
ACH-000092,-1.02798846221
ACH-000095,-1.45044711913
ACH-000097,-1.50103646484
ACH-000098,-1.58849206531
ACH-000099,-1.54886079852
ACH-000108,-1.3962030722299998
ACH-000113,-1.3703444986000002
ACH-000115,-0.971247413031
ACH-000116,-1.7256575412000001
ACH-000118,-1.2544761722700002
ACH-000120,-1.16262912893
ACH-000123,-1.1646928536399999
ACH-000127,-1.26277217149
ACH-000128,-1.42101400434
ACH-000132,-1.09246469518
ACH-000133,-1.36571318261
ACH-000137,-1.7331749020700002
ACH-000138,-1.7514992353099998
ACH-000142,-1.6793805487
ACH-000143,-1.4654602475999998
ACH-000146,-1.5555452067299997
ACH-000148,-1.16691609965
ACH-000150,-1.26961270415
ACH-000152,-1.13770273145
