,LPAR2 (9170)
ACH-000004,-0.31013925927200003
ACH-000007,-0.188213211026
ACH-000009,-0.0677782785836
ACH-000011,-0.132297086427
ACH-000012,0.022294208461599997
ACH-000013,-0.473130544622
ACH-000014,-0.433032013305
ACH-000015,-0.528850915154
ACH-000017,-0.660774724018
ACH-000018,-0.495267229824
ACH-000019,-0.359990127111
ACH-000021,-0.376860470852
ACH-000022,-0.0193721765808
ACH-000025,-0.30976307078000004
ACH-000028,-0.18373147907900003
ACH-000030,-0.547488244371
ACH-000035,-0.604526641572
ACH-000036,-0.365722006608
ACH-000037,-0.326677241463
ACH-000039,-0.09620208799489999
ACH-000040,-0.48794921144599995
ACH-000041,-0.456302430682
ACH-000042,-0.437864897874
ACH-000045,-0.46241287981299994
ACH-000047,-0.10177150953900001
ACH-000052,-0.821340526332
ACH-000053,-0.211804603596
ACH-000054,-0.23715631136100002
ACH-000055,-0.151132624218
ACH-000060,-0.726213243103
ACH-000067,-0.323201642045
ACH-000070,-0.405671570679
ACH-000075,-0.371385232394
ACH-000078,-0.050246810246500004
ACH-000082,-0.514071020764
ACH-000085,-0.371147091004
ACH-000086,-0.550688084207
ACH-000087,-0.326455134742
ACH-000092,-0.355440315559
ACH-000095,-0.285395358849
ACH-000097,-0.251321066519
ACH-000098,-0.426617787838
ACH-000099,-0.273595034974
ACH-000108,-0.394706643345
ACH-000113,-0.45110139149899997
ACH-000115,0.131466102656
ACH-000116,-0.44902105947099996
ACH-000118,-0.270443098099
ACH-000120,-0.285169223999
ACH-000123,-0.311269439221
ACH-000127,-0.209345921068
ACH-000128,-0.419446278357
ACH-000132,-0.233476808882
ACH-000133,-0.156587567608
ACH-000137,-0.262508921539
ACH-000138,-0.328441847808
ACH-000142,-0.54254734102
ACH-000143,-0.212870280851
ACH-000146,-0.350921342363
ACH-000148,-0.34957608471
ACH-000150,-0.529988008459
ACH-000152,-0.409470790074
ACH-000153,-0.0847309515639
ACH-000159,-0.256484914765
ACH-000160,-0.2612832852
ACH-000163,-0.251723098929
ACH-000167,-0.060436861658199996
ACH-000168,-0.425618650987
ACH-000169,-0.422701176206
ACH-000178,-0.554422778658
ACH-000182,-0.326390512561
ACH-000183,-0.416855231848
ACH-000188,-0.397727561339
ACH-000189,-0.874897667078
ACH-000190,-0.267704756438
ACH-000198,-0.32106584664099996
ACH-000204,-0.649498275256
ACH-000206,-0.07038654404900001
ACH-000207,-0.7553597871500001
ACH-000211,-0.380771716165
ACH-000215,-0.35859175825999995
ACH-000221,-0.43792212893
ACH-000222,-0.24402477885499999
ACH-000223,-0.421577576874
ACH-000226,-0.353998570295
ACH-000227,-0.454706473447
ACH-000228,-0.586965038738
ACH-000231,-0.19554672287799998
ACH-000232,-0.418206558784
ACH-000233,-0.486080304309
ACH-000234,-0.577075980801
ACH-000235,-0.670593332452
ACH-000237,-0.289927019784
ACH-000238,-0.16139778676799998
ACH-000243,0.0799475310069
ACH-000244,-0.39947187475
ACH-000246,-0.40202950988499997
ACH-000248,-0.809995465911
ACH-000250,-0.141008272096
ACH-000251,-0.412397692979
ACH-000253,-0.237559248217
ACH-000255,-0.421511708542
ACH-000256,-0.288899645395
ACH-000257,-0.26006839914700003
ACH-000258,-0.128133722885
ACH-000259,-0.5820120423899999
ACH-000260,-0.294440427359
ACH-000261,-0.310695877935
ACH-000262,-0.458302348974
ACH-000263,-0.46028238918799996
ACH-000264,-0.268565786478
ACH-000265,-0.301483506015
ACH-000266,-0.5148578483199999
ACH-000272,-0.33606475159599997
ACH-000273,-0.301650736141
ACH-000274,-0.462689532326
ACH-000277,-0.43861942777900004
ACH-000278,-0.295451557846
ACH-000279,-0.307083064505
ACH-000280,-0.528616015435
ACH-000281,-0.852722616771
ACH-000288,-0.218579852518
ACH-000291,-0.239660828657
ACH-000293,-0.603739408837
ACH-000294,-0.359134887519
ACH-000295,-0.40881994692400003
ACH-000296,-0.237114074886
ACH-000302,-0.506521956631
ACH-000304,-0.316793689328
ACH-000307,-0.440991652524
ACH-000308,-0.317934041249
ACH-000310,-0.24684480431999997
ACH-000311,-0.211805917854
ACH-000312,-0.276093431627
ACH-000315,-0.429366667725
ACH-000316,-0.292794561218
ACH-000317,-0.325451608305
ACH-000318,-0.539918353095
ACH-000319,-0.241416657293
ACH-000320,-0.35822367338600003
ACH-000322,-0.13620184154999998
ACH-000323,-0.42724397882700005
ACH-000324,-0.241382128047
ACH-000329,-0.218106866088
ACH-000330,0.20012811414999998
ACH-000331,-0.324622663273
ACH-000332,-0.321772669701
ACH-000334,-0.655249081707
ACH-000335,-0.647665399164
ACH-000336,-0.24796513822799998
ACH-000337,-0.540231247682
ACH-000339,-0.199098367477
ACH-000341,-0.576792225479
ACH-000348,-0.506742133457
ACH-000350,-0.333248713096
ACH-000352,-0.36527152676200003
ACH-000356,-0.349765108979
ACH-000361,-0.39548831224
ACH-000362,-0.315552150996
ACH-000363,-0.258833967369
ACH-000364,-0.385207593635
ACH-000365,-0.19835793336399998
ACH-000366,-0.497456163456
ACH-000368,-0.221084548427
ACH-000374,-0.609499312376
ACH-000375,-0.20712188826699998
ACH-000376,-0.221214301439
ACH-000381,-0.28723244097100004
ACH-000383,-0.322398933312
ACH-000387,-0.441063789489
ACH-000389,-0.349997920878
ACH-000390,-0.23370234944200002
ACH-000393,-0.430641753859
ACH-000395,-0.448467872383
ACH-000397,-0.391252999631
ACH-000401,-0.791981747779
ACH-000402,-0.266500082481
ACH-000403,-0.448021737408
ACH-000404,-0.253469431441
ACH-000406,-0.409307314893
ACH-000407,-0.193162722511
ACH-000408,-0.07062141467579999
ACH-000410,-0.49225540038099996
ACH-000411,-0.34370692144599996
ACH-000414,-0.382803411937
ACH-000415,-0.38575418518700005
ACH-000416,-0.271490556436
ACH-000420,-0.48495592932400006
ACH-000421,-0.272788457415
ACH-000424,0.056001456128799997
ACH-000425,-0.16473214486999999
ACH-000426,-0.65410556844
ACH-000427,-0.603220718765
ACH-000433,-0.515409737989
ACH-000436,-0.322580260988
ACH-000444,-0.46807426921899997
ACH-000445,-0.274546789688
ACH-000448,-0.338175345897
ACH-000450,-0.400820682259
ACH-000452,-0.38459521460600005
ACH-000454,-0.972733269792
ACH-000458,-0.28359220796900003
ACH-000459,-0.35839970677199995
ACH-000460,-0.427630884929
ACH-000461,-0.478958537487
ACH-000463,-0.249381925665
ACH-000464,-0.234570032343
ACH-000466,-1.05424106002
ACH-000467,0.039488536674099996
ACH-000468,-0.43971999797
ACH-000469,-0.334581731627
ACH-000470,-0.30678324884
ACH-000471,-0.381750957765
ACH-000472,-0.39680569373
ACH-000473,-0.23313239801600003
ACH-000475,-0.26573743503
ACH-000476,-0.324144120226
ACH-000477,-0.04615573914030001
ACH-000480,-0.5540478525770001
ACH-000481,-0.332295145607
ACH-000483,-0.47771376038099994
ACH-000484,-0.19832363861900001
ACH-000485,-0.298072547073
ACH-000486,-0.440298382078
ACH-000487,-0.518137288769
ACH-000488,-0.0713153040999
ACH-000490,-0.39116826588200004
ACH-000491,-0.245185883765
ACH-000495,-0.0215781123313
ACH-000496,-0.41297092163800003
ACH-000499,-0.508663547284
ACH-000500,-0.09115908906610001
ACH-000502,-0.43635357639399996
ACH-000503,-0.09355766260060001
ACH-000505,-0.370990480784
ACH-000507,-0.04889370489540001
ACH-000510,-0.433297423592
ACH-000511,-0.387920121689
ACH-000512,-0.561454956128
ACH-000516,-0.5329650392
ACH-000517,-0.6726337255249999
ACH-000518,-0.37500162839199996
ACH-000520,-0.506636923774
ACH-000521,-0.463690631571
ACH-000522,-0.591310333983
ACH-000524,-0.357298127714
ACH-000527,-0.386189002144
ACH-000528,-0.211690596139
ACH-000537,-0.511387293961
ACH-000541,-0.475096836771
ACH-000542,-0.22109181765299998
ACH-000544,-0.090802125761
ACH-000545,-0.45763260806100003
ACH-000547,-0.318594478633
ACH-000548,-0.060378112669
ACH-000549,-0.569436345525
