,CHIC2 (26511)
ACH-000004,0.06258987761660001
ACH-000007,0.0579743434741
ACH-000009,0.248261950581
ACH-000011,-0.057648895549
ACH-000012,-0.08284035869810001
ACH-000013,0.0995732336536
ACH-000014,-0.025794572168799997
ACH-000015,0.0553505987527
ACH-000017,-0.0167210162374
ACH-000018,0.0715079609627
ACH-000019,-0.249139621436
ACH-000021,0.0667045171554
ACH-000022,-0.0339938159886
ACH-000025,0.025714570367
ACH-000028,-0.129207082848
ACH-000030,-0.059429805900600007
ACH-000035,-0.0649554465254
ACH-000036,-0.017304919671599996
ACH-000037,-0.010714675802799998
ACH-000039,0.0206520100201
ACH-000040,-0.23153552198000002
ACH-000041,-0.202243867538
ACH-000042,0.137321182111
ACH-000045,0.0302940212451
ACH-000047,0.0521293810712
ACH-000052,-0.026072558155
ACH-000053,-0.344344063339
ACH-000054,-0.0822894506087
ACH-000055,-0.0559135383196
ACH-000060,-0.09162777235269999
ACH-000067,-0.0971241650241
ACH-000070,-0.272481103283
ACH-000075,0.0655272061803
ACH-000078,-0.122445162267
ACH-000082,0.0333481194883
ACH-000085,-0.210643682361
ACH-000086,0.10933384532299999
ACH-000087,-0.159847498327
ACH-000092,-0.09391850201989999
ACH-000095,0.0239414247025
ACH-000097,-0.10750276693600001
ACH-000098,-0.010490299422299999
ACH-000099,-0.011575752591799998
ACH-000108,0.240096948231
ACH-000113,-0.0319877561473
ACH-000115,0.104693343824
ACH-000116,-0.155866734925
ACH-000118,-0.026707540133099998
ACH-000120,-0.104486492746
ACH-000123,0.0596643957556
ACH-000127,-0.19910273200599998
ACH-000128,-0.34615380066
ACH-000132,-0.0731234820673
ACH-000133,-0.00780156036604
ACH-000137,0.0891391627919
ACH-000138,0.0216884835514
ACH-000142,-0.07010875698039999
ACH-000143,-0.029041939111599996
ACH-000146,-0.136666376954
ACH-000148,0.138369578795
ACH-000150,-0.21218437847
ACH-000152,-0.091564619541
ACH-000153,0.0653649425144
ACH-000159,0.0325399176297
ACH-000160,-0.0883842503933
ACH-000163,-0.353012766539
ACH-000167,-0.09080112355789999
ACH-000168,0.0905414092894
ACH-000169,-0.0365525632635
ACH-000178,0.0019739367907400003
ACH-000182,0.159799940131
ACH-000183,0.09163381509639999
ACH-000188,-0.0220915738661
ACH-000189,-0.31826551409299997
ACH-000190,-0.165655919315
ACH-000198,-0.468306199996
ACH-000204,0.209933628959
ACH-000206,-0.0478257632804
ACH-000207,-0.162456118371
ACH-000211,-0.14306853726
ACH-000215,-0.19568333699
ACH-000221,0.006912753349249999
ACH-000222,0.17481550297
ACH-000223,-0.0121961692452
ACH-000226,0.0904148247235
ACH-000227,0.169437737172
ACH-000228,-0.106404206056
ACH-000231,-0.131080765126
ACH-000232,0.17247310186099998
ACH-000233,-0.108068785789
ACH-000234,-0.06971608653530001
ACH-000235,0.0969296151588
ACH-000237,0.030229204485400004
ACH-000238,0.186788622114
ACH-000243,-0.0669040149458
ACH-000244,0.0720946673446
ACH-000246,-0.0279593618232
ACH-000248,0.00887469753441
ACH-000250,0.0860976709818
ACH-000251,-0.285925178599
ACH-000253,0.08859600753960001
ACH-000255,-0.445372016554
ACH-000256,0.10324516074699999
ACH-000257,0.07614702234889999
ACH-000258,-0.245807158571
ACH-000259,0.036034599624800004
ACH-000260,-0.0727197530218
ACH-000261,0.0333635786621
ACH-000262,0.26276699745
ACH-000263,-0.78898889854
ACH-000264,-0.0296424566269
ACH-000265,-0.0312922012843
ACH-000266,0.00772445328609
ACH-000272,0.011726694862500001
ACH-000273,-0.029509142930600002
ACH-000274,0.0190353711853
ACH-000277,0.0915063211243
ACH-000278,-0.021488685074900003
ACH-000279,0.0528062643899
ACH-000280,-0.024626285177000003
ACH-000281,0.084339755086
ACH-000288,0.0869625692011
ACH-000291,0.0827003082222
ACH-000293,-0.010181078328899999
ACH-000294,0.25424192762200004
ACH-000295,0.11203916296399999
ACH-000296,0.0588484492628
ACH-000302,-0.0881913672477
ACH-000304,-0.194865274412
ACH-000307,-0.034356233729
ACH-000308,0.004224753154449999
ACH-000310,0.103218504936
ACH-000311,0.139675372703
ACH-000312,-0.107434724705
ACH-000315,0.08483914023460001
ACH-000316,0.023333971313800002
ACH-000317,0.0708020619295
ACH-000318,-0.20706947172100001
ACH-000319,-0.054655598524199996
ACH-000320,-0.013992452681799999
ACH-000322,0.0959856346694
ACH-000323,-0.26343592819899997
ACH-000324,0.237352084799
ACH-000329,-0.100855067621
ACH-000330,-0.10860375374000002
ACH-000331,-0.257635130902
ACH-000332,0.0741196754873
ACH-000334,-0.252661725773
ACH-000335,0.27718922458
ACH-000336,0.144533948323
ACH-000337,0.00410707445926
ACH-000339,-0.0135483184246
ACH-000341,-0.143067870756
ACH-000348,-0.134049120066
ACH-000350,0.134639699814
ACH-000352,-0.167548047984
ACH-000356,0.021122272161500002
ACH-000361,-0.07462292971199999
ACH-000362,-0.035273274967300004
ACH-000363,-0.143838831375
ACH-000364,-0.016545986181099998
ACH-000365,-0.09773586170710001
ACH-000366,-0.12128483373099999
ACH-000368,-0.010594460833100002
ACH-000374,-0.302541054518
ACH-000375,0.0401937294869
ACH-000376,-0.318296133411
ACH-000381,-0.000765751458898
ACH-000383,-0.00249186582456
ACH-000387,0.11604548650999999
ACH-000389,-0.0879998051727
ACH-000390,0.0178026654421
ACH-000393,0.017435555064099998
ACH-000395,0.009253216231059999
ACH-000397,0.00391107793058
ACH-000401,-0.118689217633
ACH-000402,-0.1561314249
ACH-000403,-0.028309591021799998
ACH-000404,0.194169186985
ACH-000406,0.18375263726500002
ACH-000407,-0.122345633508
ACH-000408,-0.401578825281
ACH-000410,0.024744841992700002
ACH-000411,0.203051553314
ACH-000414,0.0415039283522
ACH-000415,-0.0880213831632
ACH-000416,-0.0351809824278
ACH-000420,-0.23743173702300002
ACH-000421,0.10224121751399999
ACH-000424,-0.38554677289800005
ACH-000425,0.051573050821699995
ACH-000426,0.0662751489126
ACH-000427,-0.19400321192899997
ACH-000433,-0.08988033134989999
ACH-000436,0.228903011128
ACH-000444,0.195955649321
ACH-000445,-0.041859955261199996
ACH-000448,0.0101005407883
ACH-000450,-0.0853564073722
ACH-000452,0.103732804057
ACH-000454,-0.15539797307199998
ACH-000458,0.0236123219318
ACH-000459,0.028451109542
