,MPND (84954)
ACH-000004,-0.15189095815300002
ACH-000007,-0.292269151523
ACH-000009,-0.156537174888
ACH-000011,-0.125731977365
ACH-000012,-0.195898066683
ACH-000013,-0.271280274462
ACH-000014,-0.0449075821215
ACH-000015,-0.272481507789
ACH-000017,-0.494302999834
ACH-000018,-0.223025007077
ACH-000019,-0.49918568662199997
ACH-000021,-0.25755681358800003
ACH-000022,-0.19867041704799998
ACH-000025,-0.515992891734
ACH-000028,-0.391113681624
ACH-000030,-0.308682131781
ACH-000035,-0.023575581252000002
ACH-000036,-0.18582349394900002
ACH-000037,-0.23117974161200003
ACH-000039,-0.315003004866
ACH-000040,-0.252938169579
ACH-000041,-0.308928580396
ACH-000042,-0.255629186105
ACH-000045,-0.09148945573860001
ACH-000047,-0.18742887504500003
ACH-000052,0.150041713909
ACH-000053,-0.22161282847600003
ACH-000054,-0.255351649984
ACH-000055,-0.202091289484
ACH-000060,-0.322948958199
ACH-000067,-0.35349300500200004
ACH-000070,-0.301010912326
ACH-000075,-0.07190727417060001
ACH-000078,-0.17308965559300002
ACH-000082,-0.194396442991
ACH-000085,-0.0038933119375799997
ACH-000086,-0.34946249709399996
ACH-000087,-0.0934439027839
ACH-000092,-0.326324010264
ACH-000095,-0.425911007647
ACH-000097,-0.08508861452449999
ACH-000098,-0.384376428204
ACH-000099,-0.351018365884
ACH-000108,-0.21638075289
ACH-000113,-0.300349702266
ACH-000115,-0.264329351669
ACH-000116,-0.278189045394
ACH-000118,-0.08959556143780001
ACH-000120,-0.17919858017700002
ACH-000123,-0.225204773615
ACH-000127,-0.294024419758
ACH-000128,-0.234543417924
ACH-000132,-0.0532178831264
ACH-000133,-0.272977438772
ACH-000137,-0.235991718598
ACH-000138,-0.18097132891800002
ACH-000142,-0.238137900079
ACH-000143,-0.130732202513
ACH-000146,-0.35158382714599995
ACH-000148,-0.30619865561299997
ACH-000150,-0.5491575088589999
ACH-000152,-0.173462183582
ACH-000153,-0.170433096389
ACH-000159,-0.367474895788
ACH-000160,-0.12133725490999998
ACH-000163,-0.08815019772060001
ACH-000167,-0.149947967272
ACH-000168,-0.282599470305
ACH-000169,-0.172394412295
ACH-000178,-0.185806269353
ACH-000182,-0.191969832615
ACH-000183,-0.320541119956
ACH-000188,-0.29954682483399997
ACH-000189,-0.251170921143
ACH-000190,-0.035410518136800004
ACH-000198,-0.31665649947200003
ACH-000204,-0.179740804611
ACH-000206,-0.382730435571
ACH-000207,-0.28891052623
ACH-000211,-0.217590384316
ACH-000215,-0.24404255289299998
ACH-000221,-0.08838377088030001
ACH-000222,0.0012101255548
ACH-000223,-0.160081905898
ACH-000226,-0.136595280214
ACH-000227,-0.232992858807
ACH-000228,-0.256031553908
ACH-000231,-0.174623149709
ACH-000232,-0.138085658839
ACH-000233,-0.173686954859
ACH-000234,-0.279266788901
ACH-000235,-0.342151539141
ACH-000237,-0.333610839331
ACH-000238,-0.240004227774
ACH-000243,-0.129908119221
ACH-000244,0.12923372393
ACH-000246,-0.270708938103
ACH-000248,-0.252480389908
ACH-000250,-0.307850583367
ACH-000251,-0.11935994876900001
ACH-000253,-0.151233777914
ACH-000255,-0.257079910093
ACH-000256,-0.225423470544
ACH-000257,0.246671453257
ACH-000258,-0.216920189844
ACH-000259,-0.09164987737739999
ACH-000260,-0.308313190787
ACH-000261,-0.392645155054
ACH-000262,-0.386182734507
ACH-000263,0.0025303352952600004
ACH-000264,-0.18103072702700002
ACH-000265,-0.295281935816
ACH-000266,-0.337341645215
ACH-000272,-0.248928582381
ACH-000273,-0.133458934178
ACH-000274,-0.482182954584
ACH-000277,-0.34121154633100004
ACH-000278,-0.33086871211999996
ACH-000279,-0.12293557909700001
ACH-000280,-0.17571054505800002
ACH-000281,0.0753910147748
ACH-000288,-0.074747812869
ACH-000291,-0.336909519134
ACH-000293,-0.327776502715
ACH-000294,0.000921343967615
ACH-000295,0.112036792471
ACH-000296,-0.559250018772
ACH-000302,-0.386345397381
ACH-000304,-0.230149352364
ACH-000307,-0.314497228215
ACH-000308,-0.17236206862999998
ACH-000310,-0.424032516792
ACH-000311,-0.209805948396
ACH-000312,-0.19076820336199998
ACH-000315,-0.211850342088
ACH-000316,-0.0653801995532
ACH-000317,0.0462293571136
ACH-000318,-0.363349093599
ACH-000319,-0.408640569766
ACH-000320,-0.358768387733
ACH-000322,0.0599648274964
ACH-000323,-0.316713177329
ACH-000324,-0.206323960422
ACH-000329,-0.239924850457
ACH-000330,-0.0176794324917
ACH-000331,-0.35079613316799996
ACH-000332,-0.14066958298499999
ACH-000334,-0.367409628261
ACH-000335,-0.135816467326
ACH-000336,-0.126004925875
ACH-000337,-0.0648769594615
ACH-000339,-0.250651943871
ACH-000341,-0.745373943337
ACH-000348,-0.427569833429
ACH-000350,-0.29872886062
ACH-000352,-0.113720271804
ACH-000356,-0.14402121679000002
ACH-000361,-0.559508432142
ACH-000362,-0.526423038733
ACH-000363,-0.17263538999800002
ACH-000364,-0.5408727335869999
ACH-000365,-0.267807300794
ACH-000366,-0.195439778315
ACH-000368,-0.22241627633000002
ACH-000374,-0.136151905391
ACH-000375,-0.27378742912500004
ACH-000376,-0.192828471997
ACH-000381,-0.207862505732
ACH-000383,-0.25236845740499997
ACH-000387,-0.137917676178
ACH-000389,-0.349727690669
ACH-000390,-0.24962570423099997
ACH-000393,-0.302425916781
ACH-000395,0.100590418815
ACH-000397,-0.26276889039900003
ACH-000401,-0.252064814763
ACH-000402,-0.245061785229
ACH-000403,-0.33279610636999996
ACH-000404,-0.159830547538
ACH-000406,-0.200679563902
ACH-000407,-0.0847410980503
ACH-000408,-0.168249279357
ACH-000410,-0.14983505705999997
ACH-000411,-0.480268646198
ACH-000414,-0.360230800352
ACH-000415,-0.190375529643
ACH-000416,-0.238930900183
ACH-000420,-0.176344367115
ACH-000421,-0.302995597355
ACH-000424,-0.186273879591
ACH-000425,-0.21778273312600002
ACH-000426,-0.38744108576999997
ACH-000427,-0.350600294506
ACH-000433,-0.391806894909
ACH-000436,-0.18316976066799998
ACH-000444,-0.210848362527
ACH-000445,-0.216543703706
ACH-000448,-0.360722901153
ACH-000450,0.280409111286
ACH-000452,-0.359629519511
ACH-000454,-0.3631814573800001
ACH-000458,-0.47185003878799997
ACH-000459,-0.265782746198
ACH-000460,-0.126731231096
ACH-000461,-0.186137939036
ACH-000463,-0.186683316593
ACH-000464,0.04088319344230001
ACH-000466,-0.318732238825
ACH-000467,-0.142825136853
ACH-000468,-0.287006187516
ACH-000469,-0.23726455480500003
ACH-000470,-0.144772239966
ACH-000471,-0.236210191968
ACH-000472,-0.194793753546
ACH-000473,-0.266934654382
ACH-000475,-0.21251461059300003
ACH-000476,-0.284984296711
ACH-000477,-0.143312862452
ACH-000480,-0.303026240456
ACH-000481,-0.216087431542
ACH-000483,-0.209641417856
ACH-000484,-0.34092595309600005
ACH-000485,-0.393979117747
ACH-000486,-0.205693004434
ACH-000487,-0.428757535044
ACH-000488,-0.337874642376
ACH-000490,-0.370477907139
ACH-000491,-0.251998005962
ACH-000495,-0.0931770859815
ACH-000496,-0.27632506766
ACH-000499,-0.34441889877099996
ACH-000500,-0.130152591959
ACH-000502,-0.22539998561799998
ACH-000503,-0.490965233113
ACH-000505,-0.257354424224
ACH-000507,-0.326251532952
ACH-000510,-0.291944630151
ACH-000511,-0.321720948202
ACH-000512,0.198487373378
ACH-000516,-0.157448479134
ACH-000517,-0.356984404528
ACH-000518,-0.160038763786
ACH-000520,-0.35003310247100006
ACH-000521,-0.120229338587
ACH-000522,-0.383088570008
ACH-000524,-0.571471636092
ACH-000527,-0.251259888982
ACH-000528,-0.216120240878
ACH-000537,0.05424952416809999
ACH-000541,-0.655615082017
ACH-000542,-0.3496853903
ACH-000544,-0.253512994795
ACH-000545,-0.332748589002
ACH-000547,-0.36730530443099996
ACH-000548,-0.184838476578
ACH-000549,-0.24516301029399998
ACH-000550,-0.17402509844300001
ACH-000552,-0.22289553673
ACH-000556,-0.37502933989799997
ACH-000557,-0.153855440511
ACH-000570,-0.279950515902
ACH-000571,-0.31157278727
ACH-000573,-0.19395835073800002
ACH-000576,-0.221799277633
ACH-000580,-0.178450540262
ACH-000584,-0.220474699916
ACH-000585,-0.422497567134
ACH-000588,-0.11345647909800001
ACH-000589,-0.337152381876
ACH-000591,-0.254081690523
ACH-000593,-0.251558271625
ACH-000600,-0.379867149691
ACH-000601,-0.350386430379
ACH-000604,-0.110213249185
ACH-000605,-0.120859763002
ACH-000606,-0.17030487743500003
ACH-000608,-0.328298419121
ACH-000614,-0.132175323169
ACH-000616,-0.32696498378100003
ACH-000618,-0.14632248751
ACH-000619,-0.17707566702999997
ACH-000620,-0.336362075135
ACH-000621,-0.290784989054
ACH-000622,-0.308144840207
ACH-000623,-0.38420003219099996
ACH-000624,-0.27504751185
ACH-000627,-0.35338735179200004
ACH-000630,-0.253850306564
ACH-000632,-0.28505069703200003
ACH-000633,-0.254415882339
