,UCMA (221044)
ACH-000004,-0.054796947301199994
ACH-000007,-0.17534508144299998
ACH-000009,-0.326325707388
ACH-000011,-0.121680039648
ACH-000012,-0.26181569534000004
ACH-000013,-0.24707509458500002
ACH-000014,-0.09894952068299999
ACH-000015,-0.00443417745199
ACH-000017,-0.122276719595
ACH-000018,-0.267659875579
ACH-000019,-0.230242435529
ACH-000021,-0.128674562237
ACH-000022,-0.125282814335
ACH-000025,-0.259729445168
ACH-000028,0.08853165288760001
ACH-000030,-0.09931482379249999
ACH-000035,-0.133667064645
ACH-000036,0.0885482277124
ACH-000037,-0.324178944365
ACH-000039,-0.270088559475
ACH-000040,0.000684817715821
ACH-000041,-0.38169506531099995
ACH-000042,-0.14400953320499998
ACH-000045,-0.11729302080199999
ACH-000047,-0.0820753055555
ACH-000052,0.060340271548899996
ACH-000053,-0.0750708162867
ACH-000054,0.178489468044
ACH-000055,-0.0915560236735
ACH-000060,-0.157368084667
ACH-000067,-0.157023853523
ACH-000070,0.021042194477200002
ACH-000075,0.180251671937
ACH-000078,-0.264365648977
ACH-000082,-0.116342702923
ACH-000085,0.0321639414624
ACH-000086,-0.113237992545
ACH-000087,-0.191689015508
ACH-000092,-0.137691911272
ACH-000095,-0.297094380007
ACH-000097,-0.225070669053
ACH-000098,-0.320236678078
ACH-000099,-0.200842506507
ACH-000108,-0.0865799521105
ACH-000113,-0.0787286357092
ACH-000115,-0.259879270042
ACH-000116,-0.193473125723
ACH-000118,-0.129404095516
ACH-000120,0.0381832497994
ACH-000123,-0.0442836919806
ACH-000127,-0.0790518856326
ACH-000128,-0.204759997721
ACH-000132,-0.098509333245
ACH-000133,0.0433863577924
ACH-000137,0.298737557888
ACH-000138,-0.0783636857443
ACH-000142,-0.049087861232699995
ACH-000143,-0.12463173999399998
ACH-000146,-0.153067173508
ACH-000148,-0.173881185829
ACH-000150,-0.145551516028
ACH-000152,-0.00619219060783
ACH-000153,-0.17297650453299998
ACH-000159,-0.19431046106
ACH-000160,-0.09976462405559999
ACH-000163,-0.035374363670800005
ACH-000167,-0.0579910148348
ACH-000168,-0.14338251625600001
ACH-000169,-0.05857156657840001
ACH-000178,-0.297383987056
ACH-000182,-0.036520441628699996
ACH-000183,-0.0206453345482
ACH-000188,-0.251011520139
ACH-000189,0.305337519772
ACH-000190,0.21198022483600001
ACH-000198,-0.141992400984
ACH-000204,-0.28156033394200003
ACH-000206,0.073984238722
ACH-000207,-0.283196380076
ACH-000211,-0.0819996384041
ACH-000215,-0.023009982093700004
ACH-000221,-0.15575263614
ACH-000222,-0.233847792617
ACH-000223,-0.00833579567103
ACH-000226,-0.387120729307
ACH-000227,-0.300683536342
ACH-000228,-0.0837918912074
ACH-000231,-0.161096431678
ACH-000232,-0.107474187467
ACH-000233,-0.172975002121
ACH-000234,-0.0024883976336500004
ACH-000235,-0.0864173000382
ACH-000237,-0.186054137801
ACH-000238,0.0408778449826
ACH-000243,-0.13506733320999997
ACH-000244,-0.0310568297327
ACH-000246,-0.07853340647780001
ACH-000248,-0.134772866603
ACH-000250,-0.134573263617
ACH-000251,0.0175684890188
ACH-000253,-0.108757862818
ACH-000255,-0.11623884777599999
ACH-000256,0.0386970701807
ACH-000257,-0.293728149107
ACH-000258,-0.22867436523200002
ACH-000259,-0.140849522205
ACH-000260,0.00011678369865299999
ACH-000261,-0.18993138651
ACH-000262,-0.161840422432
ACH-000263,-0.039753216481800004
ACH-000264,-0.128179719242
ACH-000265,-0.102421336678
ACH-000266,-0.09849087667840001
ACH-000272,-0.111191335273
ACH-000273,-0.0006548900606819999
ACH-000274,-0.230068062709
ACH-000277,-0.10189755075899999
ACH-000278,0.029919293591
ACH-000279,-0.149201039655
ACH-000280,0.0800052851611
ACH-000281,-0.018335948444599997
ACH-000288,-0.24540688694499999
ACH-000291,0.021410296324200002
ACH-000293,-0.0490787559781
ACH-000294,-0.184131652914
ACH-000295,-0.178342787746
ACH-000296,-0.25797910433800003
ACH-000302,-0.0896527388876
ACH-000304,-0.23344638287900002
ACH-000307,-0.179260417531
ACH-000308,-0.171834115347
ACH-000310,-0.468826678261
ACH-000311,0.020820883712
ACH-000312,-0.12573115802100002
ACH-000315,-0.123150232273
ACH-000316,-0.00274111265527
ACH-000317,-0.126467066473
ACH-000318,0.0688443087259
ACH-000319,-0.024096365172000003
ACH-000320,-0.11646795692800001
ACH-000322,-0.0666035313934
ACH-000323,-0.220994009092
ACH-000324,-0.337468292892
ACH-000329,-0.0607867073334
ACH-000330,-0.0631466706361
ACH-000331,-0.136186460957
ACH-000332,-0.057075394436900004
ACH-000334,-0.06450585109780001
ACH-000335,0.175314537104
ACH-000336,-0.189516486974
ACH-000337,0.022251552541799998
ACH-000339,-0.0201813973964
ACH-000341,-0.375636693644
ACH-000348,-0.261005654979
ACH-000350,-0.230748482047
ACH-000352,-0.10518895290699999
ACH-000356,-0.273648889685
ACH-000361,-0.0189821846973
ACH-000362,-0.0345366084066
ACH-000363,-0.054674751895699994
ACH-000364,0.09621912273830001
ACH-000365,-0.134004395
ACH-000366,-0.0622213295603
ACH-000368,-0.166120758343
ACH-000374,-0.0800754263016
ACH-000375,-0.312112696305
ACH-000376,-0.125802124575
ACH-000381,-0.08845959208689999
ACH-000383,-0.029745766156200004
ACH-000387,-0.19803705270999997
ACH-000389,0.031238972678
ACH-000390,-0.0246980130907
ACH-000393,0.106131233978
ACH-000395,0.0729217064088
ACH-000397,-0.306338003661
ACH-000401,-0.0281025091992
ACH-000402,0.147441808005
ACH-000403,-0.14765749235300002
ACH-000404,0.479614773027
ACH-000406,-0.205812738725
ACH-000407,0.0103302864867
ACH-000408,-0.24534490717799998
ACH-000410,0.0504942869999
ACH-000411,0.0385618324566
ACH-000414,-0.33052635483000004
ACH-000415,-0.10101699423800001
ACH-000416,-0.0790628740661
ACH-000420,-0.17149082574299998
ACH-000421,-0.0390117882582
ACH-000424,-0.024479812772499998
ACH-000425,-0.026758864857000002
ACH-000426,-0.130949265843
ACH-000427,0.0620580825861
ACH-000433,0.051290528147400004
ACH-000436,0.011097491462999999
ACH-000444,-0.174816212569
ACH-000445,0.00012014139876000001
ACH-000448,0.0640224417535
ACH-000450,-0.163570240832
ACH-000452,-0.139772880958
ACH-000454,-0.11893019277999999
ACH-000458,-0.06152259937250001
ACH-000459,-0.0254573249411
ACH-000460,-0.23838490720400002
ACH-000461,-0.264207718972
ACH-000463,-0.124473062652
ACH-000464,-0.28533674360399996
ACH-000466,0.18218025024999998
ACH-000467,0.0694216381101
ACH-000468,-0.345453454689
ACH-000469,-0.103916944828
ACH-000470,-0.292533835732
ACH-000471,-0.131928685814
ACH-000472,-0.10034607660299999
ACH-000473,0.05046892179219999
ACH-000475,-0.110746024712
ACH-000476,-0.13792709499000003
ACH-000477,-0.054934520676800006
ACH-000480,-0.069794795147
ACH-000481,-0.08765562831250001
ACH-000483,-0.220675928285
ACH-000484,-0.14547214614600001
ACH-000485,0.0184099928011
ACH-000486,-0.220880257106
ACH-000487,-0.138749818838
ACH-000488,-0.10323201875600001
ACH-000490,-0.0038181524274099998
ACH-000491,-0.041965933937900005
ACH-000495,-0.541510584102
ACH-000496,-0.017857982222900002
ACH-000499,-0.00130170931384
ACH-000500,0.186763575511
ACH-000502,-0.136739402687
ACH-000503,0.0671979604494
ACH-000505,-0.210358530918
ACH-000507,0.0390184886678
ACH-000510,-0.0606211272551
ACH-000511,-0.0420756547756
ACH-000512,-0.334860692266
ACH-000516,-0.19301006517799998
ACH-000517,-0.171531661555
ACH-000518,0.04196211643080001
ACH-000520,0.030696523998599998
ACH-000521,0.0244185343967
ACH-000522,-0.0671198185939
ACH-000524,-0.277882232726
ACH-000527,-0.038730627688699996
ACH-000528,-0.0647796016321
ACH-000537,-0.07918701373630001
ACH-000541,-0.218956714771
ACH-000542,-0.0744309890025
ACH-000544,-0.08419533477119999
ACH-000545,-0.136554041151
ACH-000547,-0.32865217110399997
ACH-000548,-0.0411530606706
ACH-000549,0.439518329538
ACH-000550,0.094362655496
ACH-000552,0.05901936774730001
ACH-000556,-0.1171111039
ACH-000557,-0.253083354908
ACH-000570,-0.042955558748
ACH-000571,-0.15424029821
ACH-000573,-0.224305577629
ACH-000576,-0.0725807929051
ACH-000580,-0.234905705245
ACH-000584,-0.167511580736
ACH-000585,-0.10107886234999999
ACH-000588,-0.15588810881100001
ACH-000589,-0.221005604653
ACH-000591,0.012341335368800001
ACH-000593,-0.05610777385559999
ACH-000600,-0.147509003525
ACH-000601,-0.0284935179833
ACH-000604,-0.22127859896
ACH-000605,-0.349401279077
ACH-000606,0.0318159528646
ACH-000608,-0.010292236622
ACH-000614,-0.0954350833313
ACH-000616,-0.156264098798
ACH-000618,0.0583261088738
ACH-000619,-0.191904142646
ACH-000620,-0.0725666542299
ACH-000621,-0.128552255266
ACH-000622,-0.042851005499800005
ACH-000623,-0.22703214069699998
ACH-000624,-0.159722219684
ACH-000627,-0.07143946478419999
ACH-000630,-0.07518134770010002
ACH-000632,-0.0956179208313
ACH-000633,-0.142380139114
ACH-000637,0.23862962857900002
ACH-000638,0.006646523976390001
ACH-000646,0.108792898446
ACH-000647,-0.12463469312799999
ACH-000648,-0.266384935209
ACH-000649,-0.140843380513
ACH-000651,-0.0727960725917
ACH-000652,-0.0404775121969
ACH-000653,-0.07497801373310001
ACH-000657,-0.135439155549
ACH-000658,-0.0798985854265
ACH-000661,-0.0656314032978
ACH-000662,0.155431919324
ACH-000663,-0.142794472953
ACH-000665,-0.0149222911793
ACH-000671,-0.163268507838
ACH-000673,-0.218513217683
ACH-000676,-0.0786752385188
ACH-000677,-0.205746509724
ACH-000681,-0.19967847903299998
ACH-000682,-0.23531361825
ACH-000683,-0.133314079244
ACH-000684,-0.027797381443599996
ACH-000688,-0.00691415014007
ACH-000693,-0.0844884190952
ACH-000694,-0.109673653969
ACH-000695,-0.19868566533
ACH-000696,-0.0339576336045
ACH-000697,-0.197128641201
ACH-000699,-0.194880828107
ACH-000701,0.10321716112099999
ACH-000706,-0.0171495180627
ACH-000711,-0.0552230145593
ACH-000713,-0.09884428982629999
ACH-000714,-0.10664637574100001
ACH-000718,-0.04527212560959999
ACH-000720,-0.10658012657199999
ACH-000721,-0.219371891704
ACH-000724,-0.029758974651
ACH-000725,-0.0656460107171
ACH-000732,-0.0170154930929
ACH-000734,-0.07222964487210001
ACH-000735,-0.167973049011
ACH-000736,-0.0241643867012
ACH-000738,-0.328991553111
ACH-000746,0.19715719746
ACH-000747,-0.206259151779
ACH-000748,-0.0239803128221
ACH-000753,-0.125127533803
ACH-000756,0.0530467913765
ACH-000757,0.015121853942400001
ACH-000758,0.027499087214200003
ACH-000760,0.0829683643792
ACH-000763,0.09312179999569999
ACH-000764,-0.110287542743
ACH-000765,0.0721047273025
ACH-000766,-0.25374535782499996
ACH-000767,-0.162109250687
ACH-000768,-0.0431939101632
ACH-000769,-0.273386355882
ACH-000770,-0.147538610365
ACH-000771,-0.0582455564035
ACH-000773,-0.327362983319
ACH-000776,0.0390446774989
ACH-000777,-0.06530349428309999
ACH-000778,-0.29549679539900003
ACH-000781,-0.0310279242836
ACH-000782,0.056561037467599995
ACH-000783,0.012207990945600001
ACH-000784,-0.206759930504
ACH-000785,-0.176502342399
ACH-000787,-0.013565292530399998
ACH-000788,-0.148941487365
ACH-000791,-0.108176166992
ACH-000792,-0.0972397868849
ACH-000794,-0.101501886579
ACH-000796,-0.0206343732102
ACH-000799,-0.0967781329631
ACH-000800,-0.473501563161
ACH-000802,-0.276542133797
ACH-000804,-0.24038304547699998
ACH-000805,-0.22542531578400002
ACH-000809,-0.0847071392635
ACH-000810,-0.050701844286000004
ACH-000811,0.0100690990466
ACH-000817,0.044992984088
ACH-000819,-0.263640020233
ACH-000820,-0.302518256878
ACH-000821,-0.156512085415
ACH-000822,-0.248492020405
ACH-000823,-0.12927158611300002
ACH-000824,-0.130549355526
ACH-000827,-0.0760630055163
ACH-000829,-0.175327671582
ACH-000831,0.0473221754337
ACH-000832,-0.209924074564
ACH-000833,0.325688914782
ACH-000834,-0.258075070967
ACH-000835,0.0241901088617
ACH-000836,-0.151232431892
ACH-000837,-0.193592105945
ACH-000838,-0.298146333159
ACH-000839,-0.0241261730185
ACH-000840,-0.290846923421
ACH-000841,-0.0280698890925
ACH-000843,-0.0847491416015
ACH-000846,-0.238249037561
ACH-000847,-0.0624186766509
ACH-000848,0.12532695039
ACH-000849,-0.261646843981
ACH-000851,0.04497481184069999
ACH-000855,-0.17296934864
ACH-000856,-0.266787083039
ACH-000858,-0.0549890763045
ACH-000859,0.413401097562
ACH-000861,-0.225175147497
ACH-000862,0.0100410522736
ACH-000865,-0.0321808121136
ACH-000866,-0.132138345901
ACH-000867,-0.07290225545310001
ACH-000869,-0.335422477876
ACH-000872,-0.0367127411239
ACH-000873,-0.196136975473
ACH-000876,-0.125092689643
ACH-000878,0.0350694211961
ACH-000880,-0.19677489569499998
ACH-000881,-0.22430244846
ACH-000882,-0.0169760203624
ACH-000884,-0.333433895903
ACH-000885,-0.14693374562699998
ACH-000887,-0.0252692323324
ACH-000888,-0.147359096139
ACH-000889,-0.0035507187275
ACH-000890,0.00346023918656
ACH-000896,-0.08135097390769999
ACH-000898,0.06758892588320001
ACH-000900,-0.079162695176
ACH-000901,-0.15033182564099998
ACH-000905,-0.123212566302
ACH-000906,-0.0367165897754
ACH-000907,-0.0593739266271
ACH-000910,-0.0360991165614
ACH-000911,-0.158322669745
ACH-000912,-0.0653238337797
ACH-000913,0.0941359925678
ACH-000915,0.18794708650800002
ACH-000916,0.205433938235
ACH-000917,-0.166892653409
ACH-000921,-0.34048072391500006
ACH-000924,-0.21435672080899998
ACH-000926,-0.11954491794199999
ACH-000928,-0.089422459243
ACH-000929,0.11327609859099999
ACH-000932,0.13001187451
ACH-000935,-0.09080989010330001
ACH-000936,-0.060087856543300004
ACH-000937,-0.133026466476
ACH-000938,-0.206112604811
ACH-000939,-0.342814098153
ACH-000941,0.00381146571839
ACH-000943,-0.07058036739510001
ACH-000946,-0.239938281098
ACH-000947,-0.0651220063492
ACH-000948,-0.217038354027
ACH-000950,-0.129789102595
ACH-000953,-0.15689434335400002
ACH-000957,-0.023879075366
ACH-000958,-0.23380532928800002
ACH-000960,-0.231228171945
ACH-000963,-0.167836830526
ACH-000968,-0.007988820225619999
ACH-000969,-0.0147276149942
ACH-000973,-0.11763952697899999
ACH-000974,-0.15263575813400002
ACH-000975,-0.126335499422
ACH-000976,-0.108341232321
ACH-000978,-0.07272464193860001
ACH-000980,-0.18642557415999997
ACH-000984,-0.123270652064
ACH-000986,-0.33404893736200003
ACH-000988,-0.025614061065400002
ACH-000993,-0.0218009825632
ACH-000994,-0.13675718865
ACH-000996,-0.0371087941366
ACH-001001,-0.212171443086
ACH-001020,-0.290293613128
ACH-001028,-0.247242793073
ACH-001031,-0.143886903524
ACH-001038,-0.0710325297831
ACH-001048,-0.10362803522399999
ACH-001050,-0.100056088554
ACH-001053,0.19624445022300002
ACH-001054,-0.0810781769935
ACH-001061,-0.107903561164
ACH-001067,-0.00179338255369
ACH-001075,-0.175624969581
ACH-001096,-0.17240646614100003
ACH-001128,0.08380702559110001
ACH-001134,0.0802311034139
ACH-001151,-0.0244121018001
ACH-001163,-0.0708700147597
ACH-001164,0.085685427783
ACH-001173,-0.104243268793
ACH-001183,-0.026755630730000004
ACH-001184,-0.130908907248
ACH-001190,0.14530698732300001
ACH-001192,-0.39735437541599994
ACH-001193,-0.267914647433
ACH-001196,0.11406135743899999
ACH-001197,-0.0940318117168
ACH-001205,-0.196451011569
ACH-001211,-0.12672164607300002
ACH-001212,-0.023659463739200002
ACH-001228,-0.09924209951770001
ACH-001232,-0.11293756464400001
ACH-001239,-0.0798557791633
ACH-001274,0.0164482826697
ACH-001275,0.110073212391
ACH-001277,-0.0429587276395
ACH-001278,0.110150893333
ACH-001280,0.0745430815181
ACH-001283,-0.005417614282850001
ACH-001289,-0.147695367528
ACH-001295,-0.06648953396519999
ACH-001300,-0.112537405139
ACH-001301,0.208095011423
ACH-001302,0.19111766168699998
ACH-001303,-0.635760336245
ACH-001306,0.0515735969314
ACH-001318,0.027765654057400002
ACH-001322,-0.110047502701
ACH-001328,-0.184982702143
ACH-001332,-0.195234565152
ACH-001333,-0.0814386501867
ACH-001336,0.0112563142695
ACH-001340,-0.14987715610400001
ACH-001346,-0.207251525039
ACH-001353,-0.03754036812
ACH-001354,-0.31850543424600003
ACH-001367,0.035009026351699994
ACH-001368,-0.127037417874
ACH-001374,-0.591683100193
ACH-001375,-0.05577891144259999
ACH-001377,-0.0361384733612
ACH-001380,-0.0777691423445
ACH-001391,-0.09453699155030001
ACH-001407,-0.024122194724599998
ACH-001408,-0.07830698170239998
ACH-001413,-0.00116954332906
ACH-001430,0.00312681586814
ACH-001431,-0.0550391956128
ACH-001450,0.10778863990800001
ACH-001496,-0.0114747001596
ACH-001500,-0.024702768040700002
ACH-001521,-0.399803810789
ACH-001523,0.020597672290599996
ACH-001532,0.036415591184099996
ACH-001536,-0.27087619205499996
ACH-001550,-0.11209308361999999
ACH-001552,0.0995775528179
ACH-001554,-0.037514748061900006
ACH-001645,-0.0287355115525
ACH-001654,-0.0218283597153
ACH-001715,0.0566382769702
ACH-001735,-0.045244763866
ACH-001736,-0.113902096096
ACH-001737,-0.303961487972
ACH-001740,0.0876220939734
ACH-001745,-0.0989316957941
ACH-001750,-0.059310734576500004
ACH-001765,-0.230004775986
ACH-001956,-0.07705768357489999
ACH-001957,-0.206125416524
