,ARNTL2 (56938)
ACH-000004,-0.144361592507
ACH-000007,-0.146708810484
ACH-000009,-0.0424708538847
ACH-000011,-0.0076472708814799995
ACH-000012,0.0178432487702
ACH-000013,0.031563558155200004
ACH-000014,-0.018352137966200003
ACH-000015,-0.05578078833269999
ACH-000017,-0.19678723552000002
ACH-000018,0.127431422686
ACH-000019,-0.385562071272
ACH-000021,-0.09548618513650001
ACH-000022,-0.138094693782
ACH-000025,-0.00173356171089
ACH-000028,-0.34048337749799995
ACH-000030,-0.0491622668585
ACH-000035,-0.026480799301100002
ACH-000036,-0.14295790024
ACH-000037,-0.11675468132200001
ACH-000039,0.00397692519821
ACH-000040,-0.19296500628199997
ACH-000041,-0.13525982730799999
ACH-000042,-0.07928027315019999
ACH-000045,-0.145096936755
ACH-000047,0.029148084158099996
ACH-000052,-0.17105312063099998
ACH-000053,-0.130350334417
ACH-000054,-0.0987924230795
ACH-000055,0.414831249052
ACH-000060,-0.24950147825599997
ACH-000067,-0.11405164587000001
ACH-000070,-0.190166640126
ACH-000075,-0.227840057941
ACH-000078,-0.108047731477
ACH-000082,-0.0990688881164
ACH-000085,-0.41465616200499994
ACH-000086,0.056267029141800005
ACH-000087,-0.015610531958099999
ACH-000092,-0.21360554732599998
ACH-000095,-0.0055455507429
ACH-000097,-0.06277273242869999
ACH-000098,-0.0455783846778
ACH-000099,-0.18384837684099997
ACH-000108,0.00322376730155
ACH-000113,-0.241673043068
ACH-000115,0.102553769012
ACH-000116,-0.13890513601399998
ACH-000118,-0.212936742094
ACH-000120,-0.333323928155
ACH-000123,-0.0951255700684
ACH-000127,-0.08419074594900001
ACH-000128,0.116312168002
ACH-000132,-0.056137430551000005
ACH-000133,0.04411555509100001
ACH-000137,-0.302852180956
ACH-000138,-0.16544390472999998
ACH-000142,-0.129004121369
ACH-000143,-0.39151352165299996
ACH-000146,-0.137716195299
ACH-000148,-0.121330998496
ACH-000150,0.045515299327099995
ACH-000152,-0.23561756699099998
ACH-000153,-0.107094396556
ACH-000159,-0.115733403385
ACH-000160,-0.279533901971
ACH-000163,-0.34649254558799997
ACH-000167,-0.07666895507119999
ACH-000168,-0.347835069754
ACH-000169,-0.213191585038
ACH-000178,-0.13019160049599998
ACH-000182,-0.08623051466800001
ACH-000183,-0.266067253111
ACH-000188,-0.08976248835789999
ACH-000189,-0.585632469457
ACH-000190,-0.127741016737
ACH-000198,-0.14330068912799998
ACH-000204,-0.437661363238
ACH-000206,-0.009806796457530001
ACH-000207,-0.166557623852
ACH-000211,-0.0374835079489
ACH-000215,-0.134811192136
ACH-000221,-0.189740893224
ACH-000222,0.0104836552414
ACH-000223,-0.0671805686802
ACH-000226,-0.20527749638599999
ACH-000227,-0.0572107523401
ACH-000228,-0.299314464195
ACH-000231,-0.13366264559399998
ACH-000232,-0.0998254811842
ACH-000233,-0.280184012196
ACH-000234,-0.0894391084457
ACH-000235,-0.229029528304
ACH-000237,-0.031078327627400003
ACH-000238,-0.0873281339277
ACH-000243,-0.181774532671
ACH-000244,-0.300836556113
ACH-000246,-0.145215783212
ACH-000248,-0.0114747333902
ACH-000250,0.0104194073791
ACH-000251,-0.220287390291
ACH-000253,-0.186853150929
ACH-000255,-0.141347907874
ACH-000256,-0.24226435221700002
ACH-000257,0.15374632671900001
ACH-000258,-0.13729865557499998
ACH-000259,0.0113454087074
ACH-000260,0.0344239606315
ACH-000261,-0.156413342218
ACH-000262,-0.380480815063
ACH-000263,-0.08923165780339999
ACH-000264,-0.396357815711
ACH-000265,-0.11940655416
ACH-000266,-0.087139229129
ACH-000272,-0.040057370764599996
ACH-000273,-0.25429356301899997
ACH-000274,-0.14010014795700002
ACH-000277,0.0448880768425
ACH-000278,0.154947233672
ACH-000279,-0.161293673453
ACH-000280,-0.21013525432100003
ACH-000281,-0.319013602605
ACH-000288,-0.0992748846565
ACH-000291,0.09264124497330001
ACH-000293,-0.443328513572
ACH-000294,-0.577652663494
ACH-000295,-0.0326991985688
ACH-000296,-0.0981621700976
ACH-000302,-0.05236158044480001
ACH-000304,-0.049375065122999995
ACH-000307,-0.0628242759888
ACH-000308,-0.06836015026100001
ACH-000310,-0.21023604806600002
ACH-000311,0.0289579410916
ACH-000312,-0.22103483733600002
ACH-000315,0.144041186201
ACH-000316,-0.08482301738010001
ACH-000317,-0.142427914047
ACH-000318,0.14032951821200002
ACH-000319,-0.120209447183
ACH-000320,-0.314891097707
ACH-000322,-0.32877244747699996
ACH-000323,-0.0166656362981
ACH-000324,-0.142193459143
ACH-000329,-0.0809464370401
ACH-000330,-0.10796702954000002
ACH-000331,-0.08540347166310001
ACH-000332,-0.0675817715532
ACH-000334,-0.251603544923
ACH-000335,0.0448982863203
ACH-000336,0.0542632571031
ACH-000337,-0.00039451748325199993
ACH-000339,-0.21079044884599998
ACH-000341,0.108671918095
ACH-000348,-0.145028381163
ACH-000350,-0.111642881607
ACH-000352,-0.0704359441251
ACH-000356,-0.383298033884
ACH-000361,-0.185452620006
ACH-000362,-0.013545184361399999
ACH-000363,-0.222982245955
ACH-000364,0.0187071326946
ACH-000365,-0.0531711183079
ACH-000366,-0.0339864463453
ACH-000368,-0.29331849383
ACH-000374,-0.260322029483
ACH-000375,-0.171353422232
ACH-000376,-0.161740638779
ACH-000381,-0.0451524685741
ACH-000383,-0.0875587148067
ACH-000387,-0.12838511364900002
ACH-000389,-0.0521436939126
ACH-000390,-0.141932673285
ACH-000393,-0.205987941333
ACH-000395,-0.311038359144
ACH-000397,-0.034278476057400004
ACH-000401,-0.39833117934100004
ACH-000402,0.541660621348
ACH-000403,-0.09361775660539999
ACH-000404,-0.141872871844
ACH-000406,-0.0833333277161
ACH-000407,-0.10139268196699999
ACH-000408,0.015089385510799998
ACH-000410,-0.23019394994399997
ACH-000411,-0.25608363138
ACH-000414,-0.15240685437
ACH-000415,-0.10654654497999999
ACH-000416,-0.427392938288
ACH-000420,-0.179846233962
ACH-000421,-0.138444524597
ACH-000424,-0.09273518332689999
ACH-000425,-0.157817379443
ACH-000426,-0.399909840729
ACH-000427,-0.17419677775400003
ACH-000433,-0.286699467362
ACH-000436,-0.0151441189894
ACH-000444,-0.227819357251
ACH-000445,0.20064373753800002
ACH-000448,-0.0733803565542
ACH-000450,0.18204625539900002
ACH-000452,-0.241379425264
ACH-000454,-0.42343145296499995
ACH-000458,-0.15107450227299998
ACH-000459,-0.133626648255
ACH-000460,-0.0408477485434
ACH-000461,-0.31986863944899996
ACH-000463,-0.234456398233
ACH-000464,-0.278281751106
ACH-000466,-0.15142649987
ACH-000467,-0.0641484484083
ACH-000468,-0.134909447898
ACH-000469,-0.217603830194
ACH-000470,-0.246825216183
ACH-000471,-0.100461203407
ACH-000472,-0.21646980959800002
ACH-000473,-0.010665685488499999
ACH-000475,-0.152495039031
ACH-000476,-0.363379358934
ACH-000477,-0.250449634115
ACH-000480,0.0272787253315
ACH-000481,0.0286611605808
ACH-000483,-0.13377144665500001
ACH-000484,-0.242635173248
ACH-000485,-0.251499197291
ACH-000486,-0.0750449424883
ACH-000487,-0.15809130805299998
ACH-000488,-0.108115815993
ACH-000490,-0.18692268299400003
ACH-000491,-0.0663327908143
ACH-000495,-0.04339583412280001
ACH-000496,-0.368116469181
ACH-000499,-0.138262098958
ACH-000500,-0.35314384577200003
ACH-000502,-0.511725738511
ACH-000503,0.24005980153499998
ACH-000505,-0.19181963796100002
ACH-000507,-0.186316525615
ACH-000510,0.00239590950895
ACH-000511,-0.40719332929700003
ACH-000512,-0.215710243178
ACH-000516,-0.394428446773
ACH-000517,-0.140888961654
ACH-000518,0.07422350198080001
ACH-000520,0.07863312131910001
ACH-000521,-0.24310382840999997
ACH-000522,-0.147101591181
ACH-000524,-0.43117863776199994
ACH-000527,0.00581741850365
ACH-000528,-0.120976995842
ACH-000537,-0.11118420724400001
ACH-000541,-0.336035360115
ACH-000542,-0.151250750303
ACH-000544,-0.0326557698245
ACH-000545,-0.416437827937
ACH-000547,-0.039540810602300004
ACH-000548,0.0375569416112
ACH-000549,-0.0973758584923
ACH-000550,-0.0733308147813
ACH-000552,-0.35145280726499994
ACH-000556,-0.345537319744
ACH-000557,-0.11449427905300001
ACH-000570,-0.138621122747
ACH-000571,-0.0285917881787
ACH-000573,-0.0616106528911
ACH-000576,-0.149959257839
ACH-000580,-0.048293290962399996
ACH-000584,-0.18213100796
ACH-000585,-0.145555382086
ACH-000588,-0.2452750738
ACH-000589,-0.269346962548
ACH-000591,-0.308396432493
ACH-000593,-0.149003364836
ACH-000600,-0.0520999690199
ACH-000601,-0.14080136386
ACH-000604,0.035499379718599997
ACH-000605,-0.0878123346505
ACH-000606,-0.11196039599600001
ACH-000608,0.0707686691165
ACH-000614,-0.171488038207
ACH-000616,-0.117505329237
ACH-000618,-0.015589992714
ACH-000619,0.08442968037210001
ACH-000620,-0.080771121882
ACH-000621,-0.18490724280200002
ACH-000622,-0.08461140366049999
ACH-000623,-0.0919128415224
ACH-000624,-0.160709433159
ACH-000627,-0.078970033132
ACH-000630,-0.109813544322
ACH-000632,-0.0863677838427
ACH-000633,0.08229504791610001
ACH-000637,-0.244454734512
ACH-000638,-0.0702131190526
ACH-000646,-0.230039255644
ACH-000647,-0.14746317210100002
ACH-000648,0.112587560655
ACH-000649,-0.108056007095
ACH-000651,-0.124608223541
ACH-000652,-0.275049991695
ACH-000653,-0.128178700199
ACH-000657,-0.0578453681754
ACH-000658,0.19950234475
ACH-000661,-0.0014731227448800002
ACH-000662,-0.010370623293600001
ACH-000663,0.0023601063222399997
ACH-000665,-0.11876836677300001
ACH-000671,-0.101576565483
ACH-000673,-0.129356367316
ACH-000676,-0.181234530282
ACH-000677,-0.19241506931
ACH-000681,-0.029793737450700002
ACH-000682,-0.0238245213059
ACH-000683,0.027841220767
ACH-000684,-0.331758877652
ACH-000688,-0.0969218957216
ACH-000693,-0.21791036022
ACH-000694,-0.16458188496200002
ACH-000695,-0.0764096428532
ACH-000696,-0.0313845564012
ACH-000697,-0.229060053343
ACH-000699,0.087682496441
ACH-000701,-0.07987594416119999
ACH-000706,0.006024482085159999
ACH-000711,-0.142088809761
ACH-000713,0.0589093432062
ACH-000714,-0.308514110405
ACH-000718,-0.209030591211
ACH-000720,-0.17162331762000002
ACH-000721,-0.244977382172
ACH-000724,-0.284757710524
ACH-000725,-0.0227260645461
ACH-000732,0.0741645669751
ACH-000734,-0.0153886849333
ACH-000735,-0.261252363534
ACH-000736,-0.229232555498
ACH-000738,-0.167805876008
ACH-000746,0.0244341347105
ACH-000747,-0.0769561441719
ACH-000748,-0.33036244475000004
ACH-000753,-0.0644901289784
ACH-000756,-0.311484156761
ACH-000757,0.041652966435
ACH-000758,-0.0161088952266
ACH-000760,-0.0701335552469
ACH-000763,-0.20075013704599998
ACH-000764,-0.321462186615
ACH-000765,-0.18408791022799997
ACH-000766,-0.074943552484
ACH-000767,0.021311959459500002
ACH-000768,-0.0769237427981
ACH-000769,0.011985097382200001
ACH-000770,-0.25715926700999997
ACH-000771,-0.0556452346621
ACH-000773,-0.30484934970600003
ACH-000776,-0.07710808341639999
ACH-000777,-0.0750133180451
ACH-000778,-0.0569936188984
ACH-000781,-0.020441898663200002
ACH-000782,-0.20322253434999998
ACH-000783,-0.121761458225
ACH-000784,-0.18181040731400003
ACH-000785,-0.0653785894166
ACH-000787,-0.242095358704
ACH-000788,-0.06920119291230001
ACH-000791,-0.274833828166
ACH-000792,-0.08597540419230001
ACH-000794,-0.056799308672799996
ACH-000796,-0.323512587443
ACH-000799,-0.36916996255999995
ACH-000800,0.107790318938
ACH-000802,-0.219722481667
ACH-000804,0.142616630897
ACH-000805,-0.129539936938
ACH-000809,-0.160909839376
ACH-000810,-0.09028234177110002
ACH-000811,-0.0497265776138
ACH-000817,-0.45068785577
ACH-000819,-0.129442481995
ACH-000820,-0.69815459266
ACH-000821,0.0338612810971
ACH-000822,-0.057331122883099994
ACH-000823,-0.0883617472996
ACH-000824,0.0709420859028
ACH-000827,-0.0996179920644
ACH-000829,-0.35539672902099995
ACH-000831,-0.22989317932599998
ACH-000832,-0.210288906896
ACH-000833,-0.14742265506
ACH-000834,-0.295804374435
ACH-000835,-0.159618578272
ACH-000836,-0.225052141743
ACH-000837,-0.154559745149
ACH-000838,0.37952613351
ACH-000839,-0.206004235685
ACH-000840,-0.499697878333
ACH-000841,-0.11338980523
ACH-000843,-0.146177099354
ACH-000846,0.08170491597910001
ACH-000847,0.000972518884448
ACH-000848,-0.0214219128603
ACH-000849,0.004119266585679999
ACH-000851,-0.119449762207
ACH-000855,0.136613633811
ACH-000856,-0.16812258071800001
ACH-000858,-0.27010732320999997
ACH-000859,-0.104447575864
