,ARSG (22901)
ACH-000004,0.36920808632700003
ACH-000007,0.46050303130000003
ACH-000009,0.487120497496
ACH-000011,0.260140125185
ACH-000012,0.406407660729
ACH-000013,0.418242341646
ACH-000014,0.49474351965499996
ACH-000015,0.291937561221
ACH-000017,0.380095207527
ACH-000018,0.378712824148
ACH-000019,0.266038559874
ACH-000021,0.359879960043
ACH-000022,0.177869415699
ACH-000025,0.381783045983
ACH-000028,0.051333143213999996
ACH-000030,0.384671301664
ACH-000035,0.249807310975
ACH-000036,0.348990155325
ACH-000037,0.344755419339
ACH-000039,0.153596221766
ACH-000040,0.314611900961
ACH-000041,0.281469029599
ACH-000042,0.391443388036
ACH-000045,0.34403510430100004
ACH-000047,0.299742140462
ACH-000052,0.351471363384
ACH-000053,0.36817362951800003
ACH-000054,0.153369256701
ACH-000055,0.29595641929600003
ACH-000060,0.286957132563
ACH-000067,0.275519097484
ACH-000070,0.457668626106
ACH-000075,-0.024621392446
ACH-000078,0.482146914344
ACH-000082,0.357823405978
ACH-000085,0.338359525907
ACH-000086,0.226840535447
ACH-000087,0.418281441017
ACH-000092,0.305916189197
ACH-000095,0.39251890420100005
ACH-000097,0.40789154178000003
ACH-000098,0.358611999859
ACH-000099,0.471403840681
ACH-000108,0.250958526677
ACH-000113,0.417454163833
ACH-000115,0.39256169420599996
ACH-000116,0.274323413827
ACH-000118,0.293621179705
ACH-000120,0.297783207477
ACH-000123,0.26251180526
ACH-000127,0.425709409199
ACH-000128,0.119727342683
ACH-000132,0.12147741298
ACH-000133,0.518613872618
ACH-000137,0.446621533947
ACH-000138,0.276234345401
ACH-000142,0.229053391502
ACH-000143,0.348512534225
ACH-000146,0.33808456815
ACH-000148,0.19194739108199999
ACH-000150,0.35851914644500005
ACH-000152,0.341892212953
ACH-000153,0.0555396733967
ACH-000159,0.326267565857
ACH-000160,0.327517260937
ACH-000163,0.226668661107
ACH-000167,0.08366705689180001
ACH-000168,0.473503408709
ACH-000169,0.22780954867
ACH-000178,0.16551648415200002
ACH-000182,0.330531757509
ACH-000183,0.200490992511
ACH-000188,0.513108435438
ACH-000189,0.493031290234
ACH-000190,0.15251197313200002
ACH-000198,0.20035063921000001
ACH-000204,0.541804378941
ACH-000206,0.206431485757
ACH-000207,0.347348172287
ACH-000211,0.21788183405099998
ACH-000215,0.258023725449
ACH-000221,0.426300663781
ACH-000222,0.410973292386
ACH-000223,0.193321433768
ACH-000226,0.264559860381
ACH-000227,0.332777457843
ACH-000228,0.311328368012
ACH-000231,0.34993135404
ACH-000232,0.42161409735699995
ACH-000233,0.35558641271499997
ACH-000234,0.219277880737
ACH-000235,0.334988831561
ACH-000237,0.335475110865
ACH-000238,0.20567803635899998
ACH-000243,0.25085301624
ACH-000244,0.132398716732
ACH-000246,0.368648432095
ACH-000248,0.138039802873
ACH-000250,0.302559252895
ACH-000251,0.420377545717
ACH-000253,0.232954225768
ACH-000255,0.187939574017
ACH-000256,0.625044411611
ACH-000257,0.577572715353
ACH-000258,0.342522816564
ACH-000259,0.427628272769
ACH-000260,0.27007016827799996
ACH-000261,0.291330746115
ACH-000262,0.238630304143
ACH-000263,0.16742623232
ACH-000264,0.233194785125
ACH-000265,0.35668299640900003
ACH-000266,0.368892701118
ACH-000272,0.346405074666
ACH-000273,0.392797786591
ACH-000274,0.19906538417999997
