,ANAPC2 (29882)
ACH-000004,-1.2927312929399999
ACH-000007,-1.3201089375
ACH-000009,-1.27667528381
ACH-000011,-1.22763473389
ACH-000012,-1.44697025565
ACH-000013,-1.2407044586
ACH-000014,-1.21256914745
ACH-000015,-1.34808383163
ACH-000017,-1.5267827851299998
ACH-000018,-1.3406582068100001
ACH-000019,-1.18391215118
ACH-000021,-1.22107265872
ACH-000022,-1.4894699864899998
ACH-000025,-1.16611691884
ACH-000028,-1.06304070156
ACH-000030,-1.3963363100900001
ACH-000035,-1.07809789067
ACH-000036,-1.42355300905
ACH-000037,-0.67031722986
ACH-000039,-1.13204136111
ACH-000040,-1.6753191605200002
ACH-000041,-1.14425270009
ACH-000042,-1.2397807780299999
ACH-000045,-1.67398365588
ACH-000047,-1.42027058958
ACH-000052,-1.12389063514
ACH-000053,-1.4088990932799998
ACH-000054,-1.44925241411
ACH-000055,-1.25450703853
ACH-000060,-1.4294856805399998
ACH-000067,-1.21684579093
ACH-000070,-1.80055955745
ACH-000075,-1.3782697160100001
ACH-000078,-1.5423073641999998
ACH-000082,-1.800050104
ACH-000085,-0.91608839544
ACH-000086,-1.29919372332
ACH-000087,-1.4205224986899998
ACH-000092,-1.4999959546500001
ACH-000095,-1.56559489067
ACH-000097,-1.30079431083
ACH-000098,-1.45123269619
ACH-000099,-1.48525629088
ACH-000108,-1.5159126536899998
ACH-000113,-1.55813142164
ACH-000115,-1.9790785076
ACH-000116,-1.25383614785
ACH-000118,-1.2165331690899999
ACH-000120,-1.36148928782
ACH-000123,-1.37977048322
ACH-000127,-1.38274000933
ACH-000128,-1.5089734805300001
ACH-000132,-1.51117929681
ACH-000133,-1.18896071545
ACH-000137,-1.63899740317
ACH-000138,-1.08378982857
ACH-000142,-1.54043112502
ACH-000143,-1.5803893962399997
ACH-000146,-1.1921862237799998
ACH-000148,-1.50387515566
ACH-000150,-1.2438741271
ACH-000152,-1.5203858221700002
ACH-000153,-1.56218914267
ACH-000159,-1.5233972612399997
ACH-000160,-1.54222154889
ACH-000163,-1.2029001017899998
ACH-000167,-1.7378419568599999
ACH-000168,-1.206361458
ACH-000169,-1.26531064338
ACH-000178,-1.1118447526000002
ACH-000182,-1.37758600301
ACH-000183,-1.56250107405
ACH-000188,-1.35417627748
ACH-000189,-1.14752809178
ACH-000190,-1.12597697881
ACH-000198,-1.54412081366
ACH-000204,-1.21868534798
ACH-000206,-1.5999515928999999
ACH-000207,-1.8145976827
ACH-000211,-1.31747360254
ACH-000215,-1.41273538395
ACH-000221,-1.3442063425
ACH-000222,-1.08761154048
ACH-000223,-1.3427182888299998
ACH-000226,-1.29111857242
ACH-000227,-1.7999804055500002
ACH-000228,-1.3578598233399999
ACH-000231,-1.3423471312900002
ACH-000232,-1.4306912627700001
ACH-000233,-1.51275831336
ACH-000234,-1.7047190921000002
ACH-000235,-1.24806012954
ACH-000237,-1.26013885437
ACH-000238,-1.35579680382
ACH-000243,-1.0512832081799999
ACH-000244,-1.26634946295
ACH-000246,-1.33616815097
ACH-000248,-1.29972280085
ACH-000250,-1.38025315463
ACH-000251,-1.1732030143799999
ACH-000253,-1.46960826245
ACH-000255,-1.23316376481
ACH-000256,-1.4628323125799998
ACH-000257,-1.15041889663
ACH-000258,-1.6780768901899998
ACH-000259,-1.31670355135
ACH-000260,-1.4248561733
ACH-000261,-1.44627735339
ACH-000262,-1.22806986513
ACH-000263,-1.60031798812
ACH-000264,-1.54547206443
ACH-000265,-1.0366185333600002
ACH-000266,-1.19156421088
ACH-000272,-1.01476234719
ACH-000273,-1.52236853608
ACH-000274,-1.5445295166600002
ACH-000277,-1.3598730974700002
ACH-000278,-1.0673564133700002
ACH-000279,-1.26884101141
ACH-000280,-1.42652944189
ACH-000281,-1.12168119468
ACH-000288,-1.3943959454100001
ACH-000291,-1.4138205157100001
ACH-000293,-1.5123309980000001
ACH-000294,-1.3541971799599999
ACH-000295,-1.4614231737099999
ACH-000296,-1.6026801357299998
ACH-000302,-1.4904977129499999
ACH-000304,-1.20217586067
ACH-000307,-1.1641008615100001
ACH-000308,-1.3958644929799997
ACH-000310,-1.5937881187399998
ACH-000311,-1.3085008836
ACH-000312,-1.1794913588
ACH-000315,-1.0797519324200002
ACH-000316,-1.27345921716
ACH-000317,-1.3218888016600001
ACH-000318,-1.43140254877
ACH-000319,-1.4223138727899998
ACH-000320,-1.1639597349600002
ACH-000322,-1.18918830732
ACH-000323,-1.4340778882499998
ACH-000324,-1.53880150788
ACH-000329,-1.41991838062
ACH-000330,-1.03926091556
ACH-000331,-1.27595163724
ACH-000332,-1.1336094270100001
ACH-000334,-1.5254307779299998
ACH-000335,-1.2765545817200001
ACH-000336,-1.1573096958600002
ACH-000337,-1.4357280165600002
ACH-000339,-1.2168654015
ACH-000341,-1.5817015853100003
ACH-000348,-1.4428918934200001
ACH-000350,-1.48883917896
ACH-000352,-1.4285714493900001
ACH-000356,-1.0775860231899999
ACH-000361,-1.6021746987799999
ACH-000362,-1.41108699754
ACH-000363,-1.4310051655200002
ACH-000364,-1.54041544257
ACH-000365,-1.62793554016
ACH-000366,-1.4291285162799998
ACH-000368,-1.1288044533700001
ACH-000374,-1.25329187874
ACH-000375,-1.7189615412
ACH-000376,-1.28025804236
ACH-000381,-1.2812076041399998
ACH-000383,-1.6588430226
ACH-000387,-1.21725546628
ACH-000389,-1.37171120241
ACH-000390,-1.65590798429
ACH-000393,-1.4753921394799998
ACH-000395,-1.4716084659900002
ACH-000397,-1.5699177012099998
ACH-000401,-1.19455644706
ACH-000402,-1.0833497694499998
ACH-000403,-1.42396034943
ACH-000404,-0.995886118622
ACH-000406,-1.3727627423299997
ACH-000407,-1.3718769061899998
ACH-000408,-0.9606023566700002
ACH-000410,-1.1695947049600002
ACH-000411,-1.25988112112
ACH-000414,-1.36799309123
ACH-000415,-1.2411802028299999
ACH-000416,-1.5138889194799998
ACH-000420,-1.51999706938
ACH-000421,-1.25423088774
ACH-000424,-1.36814189535
ACH-000425,-1.3047326069299998
ACH-000426,-1.5884082771599999
ACH-000427,-1.7285891457900002
ACH-000433,-1.1503307248
ACH-000436,-1.2613153900299998
ACH-000444,-1.20768513781
ACH-000445,-1.21971219544
ACH-000448,-1.2413633693200001
ACH-000450,-1.27759790863
ACH-000452,-1.33277303954
ACH-000454,-1.27697931926
ACH-000458,-1.06844139301
ACH-000459,-1.0031826157700001
ACH-000460,-1.2451127591600002
ACH-000461,-1.24069860015
ACH-000463,-1.13936083499
ACH-000464,-1.62635323164
ACH-000466,-1.45787927753
ACH-000467,-1.26417571314
ACH-000468,-1.4422942567700001
ACH-000469,-1.3506303408700002
ACH-000470,-1.2884720566399999
ACH-000471,-1.3629688226899999
ACH-000472,-1.51548935373
ACH-000473,-1.3471879898199999
ACH-000475,-1.4599681087
ACH-000476,-1.68871921681
ACH-000477,-1.04883556097
ACH-000480,-1.18885731049
ACH-000481,-1.5504600176499999
ACH-000483,-1.72288140313
ACH-000484,-1.57722705801
ACH-000485,-1.4060141156900001
ACH-000486,-1.06486519388
ACH-000487,-1.31910081545
ACH-000488,-1.3273217814700002
ACH-000490,-1.26127284748
ACH-000491,-1.8102319432099998
ACH-000495,-1.2554269147100001
ACH-000496,-1.4848831885499998
ACH-000499,-1.37217514
ACH-000500,-1.30751893522
ACH-000502,-1.32543602616
ACH-000503,-1.6774231841799998
ACH-000505,-1.5615441490000002
ACH-000507,-1.5070654392700003
ACH-000510,-1.57672756265
ACH-000511,-1.29196289916
ACH-000512,-1.05591528231
ACH-000516,-1.0962513552500002
ACH-000517,-1.50734690049
ACH-000518,-1.0834626437200001
ACH-000520,-1.5336199825
ACH-000521,-1.36856234519
ACH-000522,-1.41704670889
ACH-000524,-1.62786771715
ACH-000527,-1.08201567302
ACH-000528,-1.2030554261
ACH-000537,-1.2301006964499999
ACH-000541,-1.69821422259
ACH-000542,-1.23327732121
ACH-000544,-1.19144592971
ACH-000545,-1.7175502857799998
ACH-000547,-1.13446560785
ACH-000548,-1.3540684737399997
ACH-000549,-1.4365730370200003
ACH-000550,-1.37787131503
ACH-000552,-1.357891208
ACH-000556,-1.5072391512799999
ACH-000557,-1.35992976372
ACH-000570,-1.40555822114
ACH-000571,-1.71634247417
ACH-000573,-1.27067843541
ACH-000576,-1.3596738578299998
ACH-000580,-1.0649884673
ACH-000584,-1.42711272211
ACH-000585,-1.20899506652
ACH-000588,-1.01927461511
ACH-000589,-1.27122518497
ACH-000591,-1.23815380797
ACH-000593,-1.4011071415799998
ACH-000600,-1.40530080285
ACH-000601,-1.30523104262
ACH-000604,-1.5793254562999999
ACH-000605,-1.47422287766
ACH-000606,-1.22705873786
ACH-000608,-1.97024199439
ACH-000614,-1.4442468359
ACH-000616,-1.13558783936
ACH-000618,-1.08658787418
ACH-000619,-1.20259681902
ACH-000620,-1.32222340376
ACH-000621,-1.33265982483
ACH-000622,-1.77040336993
ACH-000623,-1.56056675137
ACH-000624,-1.41842501468
ACH-000627,-1.0259041278399998
ACH-000630,-1.38606394134
ACH-000632,-1.53448917137
ACH-000633,-1.3445767795299999
ACH-000637,-1.1178634969399999
ACH-000638,-1.1442077566
ACH-000646,-1.2114239174099999
ACH-000647,-1.3311795550399999
ACH-000648,-1.33500926276
ACH-000649,-1.2167003753
ACH-000651,-1.3745111217
ACH-000652,-1.14369181753
ACH-000653,-1.5358687225299998
ACH-000657,-1.34299775447
ACH-000658,-1.20933248072
ACH-000661,-1.26103663049
ACH-000662,-1.82022737185
ACH-000663,-1.32152342411
ACH-000665,-1.48304172947
ACH-000671,-1.58810081067
ACH-000673,-1.3046391824099999
ACH-000676,-1.3247497888700002
ACH-000677,-1.5766639752
ACH-000681,-1.35179985079
ACH-000682,-1.13083089416
ACH-000683,-1.3073982768999999
ACH-000684,-1.1145604579600001
ACH-000688,-1.71129945541
ACH-000693,-1.34851369781
ACH-000694,-1.2583713753
ACH-000695,-1.56201592614
ACH-000696,-1.48060498413
ACH-000697,-1.34652450866
ACH-000699,-1.4386818421799998
ACH-000701,-1.46382006104
ACH-000706,-1.4181068617500001
ACH-000711,-1.2786530592899998
ACH-000713,-1.26559349024
ACH-000714,-1.5486479019
ACH-000718,-1.5097264179799998
ACH-000720,-1.18298675061
ACH-000721,-1.37452913308
ACH-000724,-1.71087415978
ACH-000725,-1.82916416217
ACH-000732,-1.6491075463799998
ACH-000734,-1.19727698124
ACH-000735,-1.32305379956
ACH-000736,-1.4230125969799998
ACH-000738,-1.33480017557
ACH-000746,-1.67875456947
ACH-000747,-1.28306594865
ACH-000748,-1.30263845891
ACH-000753,-1.30918676563
ACH-000756,-1.34102077838
ACH-000757,-1.4561838044799997
ACH-000758,-1.31803528392
ACH-000760,-1.38831358887
ACH-000763,-1.43110857455
ACH-000764,-1.59051142331
ACH-000765,-1.1024281728899998
ACH-000766,-1.2652355630299998
ACH-000767,-1.7104359882100002
ACH-000768,-1.11250931
ACH-000769,-1.20837347386
ACH-000770,-1.30532543278
ACH-000771,-1.4837608665200002
ACH-000773,-1.49217386553
ACH-000776,-1.4080475320200003
ACH-000777,-1.27646674862
ACH-000778,-1.3605297439200001
ACH-000781,-1.14333280236
ACH-000782,-1.605244506
ACH-000783,-1.5518644318700001
ACH-000784,-1.21471732589
ACH-000785,-1.23477198831
ACH-000787,-1.11612354088
ACH-000788,-1.27993290804
ACH-000791,-1.20847241534
ACH-000792,-1.3089089953200002
ACH-000794,-1.0266233834799998
ACH-000796,-1.49284955176
ACH-000799,-1.17692588355
ACH-000800,-1.45706540603
ACH-000802,-1.45171760027
ACH-000804,-1.12983895421
ACH-000805,-1.38336240102
ACH-000809,-1.68536291885
ACH-000810,-1.4991013947799998
ACH-000811,-1.5500963193900001
ACH-000817,-1.06788861463
ACH-000819,-1.60023048257
ACH-000820,-1.39160026914
ACH-000821,-1.2221252950900001
ACH-000822,-1.7051695120700001
ACH-000823,-1.35277881627
ACH-000824,-1.5473940435799998
ACH-000827,-1.3646013866
ACH-000829,-1.4727408457299997
ACH-000831,-1.3297371836399998
ACH-000832,-1.1371054811799999
ACH-000833,-2.00060431948
ACH-000834,-1.31794899582
ACH-000835,-1.42005320889
ACH-000836,-1.49497571241
ACH-000837,-1.22082743485
ACH-000838,-1.55010247049
ACH-000839,-1.3303229996600001
ACH-000840,-1.5929398151499998
ACH-000841,-1.54638305728
ACH-000843,-1.41434797751
ACH-000846,-1.2220963844200001
ACH-000847,-1.3361055838
ACH-000848,-1.3956174330899997
ACH-000849,-1.50351377189
ACH-000851,-1.22918773562
ACH-000855,-1.38447769851
ACH-000856,-1.59201037979
ACH-000858,-1.3067187338700001
ACH-000859,-1.2838068802399998
ACH-000861,-1.35942638713
ACH-000862,-1.15270381222
ACH-000865,-1.17473504919
ACH-000866,-1.2911624100499999
ACH-000867,-1.40844796793
ACH-000869,-1.61282232052
ACH-000872,-0.96926900406
ACH-000873,-1.2102554183499998
ACH-000876,-1.97292305499
ACH-000878,-1.09728976385
ACH-000880,-1.38926169653
ACH-000881,-1.12166193361
ACH-000882,-1.5800470664200001
ACH-000884,-1.5818127955899999
ACH-000885,-1.27971781794
ACH-000887,-1.3295255881299999
ACH-000888,-1.4001803978100003
ACH-000889,-1.32469700723
ACH-000890,-1.2183965133399999
ACH-000896,-1.4149642299
ACH-000898,-1.50291041373
ACH-000900,-1.39663361095
ACH-000901,-1.50063916538
ACH-000905,-1.22906212014
ACH-000906,-1.5489487851700001
ACH-000907,-1.3967237019999998
ACH-000910,-1.3051899054
ACH-000911,-1.2990807398100002
ACH-000912,-1.2756724773399999
ACH-000913,-1.4649059084799998
ACH-000915,-1.3287318093
ACH-000916,-1.30835761979
ACH-000917,-1.34022584037
ACH-000921,-1.41533075621
ACH-000924,-1.2500743377299999
ACH-000926,-1.60083296132
ACH-000928,-1.19388421805
ACH-000929,-1.28393640934
ACH-000932,-1.28551590984
ACH-000935,-1.14995845876
ACH-000936,-1.0183921230700002
ACH-000937,-1.5125279394
ACH-000938,-1.2990463486
ACH-000939,-1.4185170445299997
ACH-000941,-1.46725760598
ACH-000943,-1.0790543761
ACH-000946,-1.3812457634600002
ACH-000947,-1.29923644381
ACH-000948,-1.1292548655399999
ACH-000950,-1.08671833455
ACH-000953,-1.7283792032799998
ACH-000957,-1.18722247838
ACH-000958,-1.0761463493999999
ACH-000960,-1.1861397876000002
ACH-000963,-1.4177932010799998
ACH-000968,-1.18581593562
ACH-000969,-1.27035908157
ACH-000973,-1.32676993635
ACH-000974,-1.3072686169299998
ACH-000975,-1.17573665462
ACH-000976,-1.4655375400100001
ACH-000978,-1.1423988327399999
ACH-000980,-1.45426755161
ACH-000984,-1.2835757301000001
ACH-000986,-1.1975002587
ACH-000988,-1.52495190296
ACH-000993,-1.5672360305500002
ACH-000994,-1.58532614028
ACH-000996,-1.55133525206
ACH-001001,-1.52184132389
ACH-001020,-1.25946126207
ACH-001028,-1.3426793430500001
ACH-001031,-1.32982717581
ACH-001038,-1.41670152753
ACH-001048,-1.30015685193
ACH-001050,-1.2034985059299999
ACH-001053,-1.42906371516
ACH-001054,-1.40173192305
ACH-001061,-1.26826111864
