,NRTN (4902)
ACH-000004,0.073569411451
ACH-000007,0.109506596396
ACH-000009,0.15500770910800002
ACH-000011,0.164381268787
ACH-000012,0.11443254316700001
ACH-000013,0.0600268805107
ACH-000014,0.235908804808
ACH-000015,0.13703213763299998
ACH-000017,0.037355524731999996
ACH-000018,0.240888035007
ACH-000019,-0.19657609579799998
ACH-000021,0.0164773561778
ACH-000022,0.0254801505528
ACH-000025,0.0186770924242
ACH-000028,0.11969800546499999
ACH-000030,0.045167423300599994
ACH-000035,0.0616683567081
ACH-000036,0.154358469601
ACH-000037,0.18774316090399998
ACH-000039,0.267090691599
ACH-000040,0.139829324962
ACH-000041,0.061676946578
ACH-000042,0.272653066156
ACH-000045,-0.0280357572267
ACH-000047,0.12796397644000002
ACH-000052,0.208293896265
ACH-000053,0.0908405950538
ACH-000054,0.0937850822446
ACH-000055,0.0923864231064
ACH-000060,0.235538209512
ACH-000067,0.108442163444
ACH-000070,0.177942594978
ACH-000075,0.18411725489300002
ACH-000078,0.253413239271
ACH-000082,0.196712654452
ACH-000085,-0.098266990185
ACH-000086,0.0616400609442
ACH-000087,-0.08926484782630001
ACH-000092,0.0636158833706
ACH-000095,0.0177757411857
ACH-000097,0.0803706967225
ACH-000098,-0.153491420116
ACH-000099,0.107474292025
ACH-000108,-0.0305452921958
ACH-000113,0.0138753750411
ACH-000115,0.0549130852199
ACH-000116,0.22007063355599998
ACH-000118,0.177537669443
ACH-000120,0.10121185297700001
ACH-000123,0.33146556053599996
ACH-000127,-0.0151971169521
ACH-000128,-0.0953043731502
ACH-000132,0.328738159361
ACH-000133,-0.024607921608400002
ACH-000137,0.109994821041
ACH-000138,0.010729492424600001
ACH-000142,0.016411622741
ACH-000143,-0.0836205721515
ACH-000146,0.07935689357549999
ACH-000148,0.21016737291700002
ACH-000150,0.07990978049710001
ACH-000152,0.0297539648642
ACH-000153,0.321921297877
ACH-000159,0.166148481278
ACH-000160,0.07475492575360002
ACH-000163,0.0827903184505
ACH-000167,0.19918915110399998
ACH-000168,-0.0828712880591
ACH-000169,0.126536507081
ACH-000178,0.0344976690563
ACH-000182,0.17882998962299998
ACH-000183,-0.0585161758101
ACH-000188,0.0754029290211
ACH-000189,0.23897034995000002
ACH-000190,0.0608769207103
ACH-000198,0.18399500556200002
ACH-000204,-0.0182733492984
ACH-000206,0.187114175748
ACH-000207,0.10710141066500001
ACH-000211,0.167670820438
ACH-000215,0.137135323314
ACH-000221,0.0355199820523
ACH-000222,-0.0143822024818
ACH-000223,0.0806925690918
ACH-000226,0.143496993568
ACH-000227,0.27864435111499997
ACH-000228,0.178172025872
ACH-000231,0.0146133152011
ACH-000232,0.21087967315
ACH-000233,0.054612751633500004
ACH-000234,0.194487251371
ACH-000235,0.00830002959308
ACH-000237,0.24178124277600002
ACH-000238,0.214592546659
ACH-000243,0.08426843230660001
ACH-000244,0.041009030232000004
ACH-000246,0.0456521730707
ACH-000248,0.169801950972
ACH-000250,0.205758571734
ACH-000251,0.317916753506
ACH-000253,0.199966116898
ACH-000255,-0.0714534561234
ACH-000256,0.219847969172
ACH-000257,0.0648450314877
ACH-000258,0.144630227805
ACH-000259,0.163464627525
ACH-000260,0.12201881282600001
ACH-000261,0.108641312556
ACH-000262,0.17798016331500002
ACH-000263,0.130047736231
ACH-000264,0.231783675404
ACH-000265,0.0943975859113
ACH-000266,0.09009664417169999
ACH-000272,0.179536625354
ACH-000273,0.21373942063499998
ACH-000274,-0.0264174023726
ACH-000277,0.080180689894
ACH-000278,-0.00825429622583
ACH-000279,0.0742567915398
ACH-000280,0.178883583292
ACH-000281,0.209167427552
ACH-000288,0.155769267355
ACH-000291,0.0891329820964
ACH-000293,0.147932196139
ACH-000294,0.09518992150139999
ACH-000295,0.0659382745317
ACH-000296,0.165674515738
ACH-000302,-0.001986395771
ACH-000304,0.017146503962
ACH-000307,-0.013129042669
ACH-000308,0.09221333437000001
ACH-000310,0.144028242134
ACH-000311,0.133125027343
ACH-000312,0.0723411117254
ACH-000315,-0.00461374091155
ACH-000316,0.204746955603
ACH-000317,0.318203140471
ACH-000318,0.119619243624
ACH-000319,0.0935201266106
ACH-000320,0.213533228439
ACH-000322,0.239687523156
ACH-000323,0.10619405568399999
ACH-000324,0.141754378521
ACH-000329,0.206206431621
ACH-000330,0.0207848791973
ACH-000331,0.131760659585
ACH-000332,0.161151863886
ACH-000334,0.17291794098299998
ACH-000335,-0.0363762855923
ACH-000336,0.0631718505023
ACH-000337,0.0917837380836
ACH-000339,0.18815092622000001
ACH-000341,-0.10233863645199999
ACH-000348,0.0295200699731
ACH-000350,0.28376514482
ACH-000352,0.15618106386800001
ACH-000356,0.260686138282
ACH-000361,-0.206116260193
ACH-000362,0.0120769137192
ACH-000363,-0.0468514047654
ACH-000364,-0.0331843753051
ACH-000365,-0.062268341299599995
ACH-000366,0.172297519066
ACH-000368,-0.0888333540332
ACH-000374,0.180659859491
ACH-000375,0.037041850585199994
ACH-000376,0.0766852779114
ACH-000381,0.164331271449
ACH-000383,0.0927840586706
ACH-000387,0.25359539006
ACH-000389,0.18044280836100002
ACH-000390,0.101371144993
ACH-000393,0.021088772528400003
ACH-000395,0.299345407504
ACH-000397,0.231902343277
ACH-000401,0.044059597287099996
ACH-000402,-0.348731629254
ACH-000403,0.0691718411674
ACH-000404,0.21247179399399999
ACH-000406,0.10685329607899999
ACH-000407,0.272832011127
ACH-000408,-0.0180895009798
ACH-000410,0.11619003222799999
ACH-000411,0.240020814038
ACH-000414,0.0857252797762
ACH-000415,0.171616468169
ACH-000416,0.0510379024471
ACH-000420,0.18598767504299998
ACH-000421,0.0502276721544
ACH-000424,0.104827026059
ACH-000425,0.060532830227600004
ACH-000426,0.0969675329684
ACH-000427,0.294554648664
ACH-000433,-0.19077058207699998
ACH-000436,0.32143136749
ACH-000444,0.222846760812
ACH-000445,0.041313295849
ACH-000448,0.131746018523
ACH-000450,0.0733709777423
ACH-000452,0.008645191694129998
ACH-000454,0.0975309278747
ACH-000458,0.205793339011
ACH-000459,0.0154518404912
ACH-000460,0.228003268586
ACH-000461,-0.14214270916
ACH-000463,0.143144776798
ACH-000464,0.0942618948859
ACH-000466,0.144610334715
ACH-000467,0.07499407654819999
ACH-000468,0.112752053495
ACH-000469,0.12785703013699998
ACH-000470,0.16036677713199998
ACH-000471,0.111314790698
ACH-000472,0.14939371479
ACH-000473,0.13169346955
ACH-000475,0.0896009009547
ACH-000476,0.0189684447081
ACH-000477,0.393641881466
ACH-000480,0.16274344486
ACH-000481,0.216467176989
ACH-000483,-0.185131152277
ACH-000484,0.32418697271200003
ACH-000485,0.124466174843
ACH-000486,0.163273985288
ACH-000487,0.07837674169310001
ACH-000488,0.10317082992799999
ACH-000490,-0.0212564453901
ACH-000491,0.223361014607
ACH-000495,0.265435371954
ACH-000496,0.0789679028533
ACH-000499,0.21868796601799997
ACH-000500,-0.0121774745979
ACH-000502,0.19270529450999999
ACH-000503,0.0337188176698
ACH-000505,0.0811663050147
ACH-000507,0.275613334847
ACH-000510,0.119961288474
ACH-000511,0.0408508847615
ACH-000512,-0.017577774685
ACH-000516,0.0150712958659
ACH-000517,0.184174946378
ACH-000518,0.12804634281
ACH-000520,0.0359091908946
ACH-000521,0.19078762553800002
ACH-000522,0.037831823450300006
ACH-000524,0.08152455916519999
ACH-000527,0.109329933078
ACH-000528,0.11909557376299999
ACH-000537,0.110326882494
ACH-000541,0.143862019642
ACH-000542,0.18925252372999998
ACH-000544,0.161004551515
ACH-000545,0.0574262154598
ACH-000547,-0.046480146243
